RANK,MOVEMENT,PLAYER_ID,PLAYER,HOLE OUTS
1,0,07867,Woody Austin,20
1,0,10505,Shane Bertsch,20
3,0,21350,Ryuji Imada,18
3,0,22913,John Rollins,18
5,0,08075,Jerry Kelly,17
5,0,21470,Daisuke Maruyama,17
5,0,01948,Tim Petrovic,17
5,0,22548,Patrick Sheehan,17
9,0,21753,Brian Davis,16
9,0,26360,Bubba Dickerson,16
9,0,12716,Charley Hoffman,16
9,0,21959,Ted Purdy,16
13,0,20098,Stuart Appleby,15
13,0,23048,Eric Axley,15
13,0,19881,Robert Damron,15
13,0,06034,Marco Dawson,15
13,0,19846,Brian Gay,15
13,0,23718,Nathan Green,15
13,0,23325,Vaughn Taylor,15
13,0,23788,D.J. Trahan,15
13,0,23349,Charles Warren,15
22,0,01139,Olin Browne,14
22,0,20850,Daniel Chopra,14
22,0,20121,Todd Fischer,14
22,0,24358,Robert Garrigus,14
22,0,01724,Jeff Maggert,14
22,0,22293,Heath Slocum,14
22,0,27095,Nick Watney,14
22,0,12602,Dean Wilson,14
30,0,21407,Arjun Atwal,13
30,0,23541,Ben Crane,13
30,0,07457,Steve Flesch,13
30,0,25900,Lucas Glover,13
30,0,24924,Bill Haas,13
30,0,23353,J.J. Henry,13
30,0,01553,John Huston,13
30,0,24024,Zach Johnson,13
30,0,06012,Greg Kraft,13
30,0,27120,Troy Matteson,13
30,0,20572,Rod Pampling,13
30,0,20127,Chris Riley,13
30,0,23621,Rory Sabbatini,13
43,0,24507,Jason Bohn,12
43,0,20472,Alex Cejka,12
43,0,06522,Ernie Els,12
43,0,10809,Jim Furyk,12
43,0,11032,Frank Lickliter II,12
43,0,01766,Billy Mayfair,12
43,0,23320,Ryan Palmer,12
43,0,23497,Tag Ridings,12
43,0,24502,Adam Scott,12
43,0,06527,Steve Stricker,12
43,0,06595,Kevin Sutherland,12
43,0,23623,Bo Van Pelt,12
55,0,06197,Michael Allen,11
55,0,19824,Craig Barlow,11
55,0,23614,Rich Beem,11
55,0,21646,David Branshaw,11
55,0,01132,Mark Brooks,11
55,0,01161,Mark Calcavecchia,11
55,0,12510,Chad Campbell,11
55,0,08835,Kris Cox,11
55,0,23983,Luke Donald,11
55,0,21805,Harrison Frazar,11
55,0,06575,Dudley Hart,11
55,0,01599,Steve Jones,11
55,0,20094,Jonathan Kaye,11
55,0,10565,Ian Leggatt,11
