RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER TEE SHOT,TOTAL TEE SHOTS
104,0,20572,Rod Pampling,175.1,5678484.000,901
105,0,06621,Joe Durant,175.2,8414900.000,1334
106,0,07749,Brett Quigley,175.4,8175059.000,1295
107,0,25345,Carl Pettersson,175.5,6563051.000,1039
107,0,21959,Ted Purdy,175.5,6944549.000,1099
109,0,01666,Bernhard Langer,175.7,5136274.000,812
109,0,10565,Ian Leggatt,175.7,6052461.000,957
111,0,24024,Zach Johnson,175.8,6777566.000,1071
112,0,10809,Jim Furyk,175.9,6035703.000,953
113,0,25935,John Engler Jr.,176.0,5525238.000,872
114,0,07867,Woody Austin,176.1,8113232.000,1280
114,0,01042,Paul Azinger,176.1,6934860.000,1094
114,0,20631,David McKenzie,176.1,6036491.000,952
117,0,11011,Mike Sposa,176.2,5100535.000,804
118,0,20593,Greg Chalmers,176.3,4894394.000,771
118,0,01677,Tom Lehman,176.3,4132315.000,651
118,0,22293,Heath Slocum,176.3,7398632.000,1166
121,0,01761,Len Mattiace,176.4,4503517.000,709
122,0,12645,Brent Geiberger,176.5,7864502.000,1238
123,0,06575,Dudley Hart,176.6,6205793.000,976
123,0,20812,Tjaart van der Walt,176.6,4576454.000,720
125,0,01024,Billy Andrade,176.7,5190869.000,816
126,0,07457,Steve Flesch,176.8,9044400.000,1421
126,0,12680,Shigeki Maruyama,176.8,7015488.000,1102
128,0,20498,Briny Baird,176.9,6139853.000,964
128,0,23541,Ben Crane,176.9,5375733.000,844
128,0,08385,Omar Uresti,176.9,4483604.000,704
131,0,10860,Justin Leonard,177.0,5747778.000,902
131,0,24138,Ian Poulter,177.0,3721214.000,584
133,0,08123,Jeff Brehaut,177.2,7500846.000,1176
133,0,01142,Bart Bryant,177.2,6310448.000,989
135,0,01388,Robert Gamez,177.3,7258155.000,1137
136,0,02246,Duffy Waldorf,177.4,7262582.000,1137
137,0,10733,Kent Jones,177.5,7746552.000,1212
138,0,06004,Stephen Ames,177.7,3907897.000,611
138,0,01948,Tim Petrovic,177.7,7337230.000,1147
140,0,21646,David Branshaw,177.8,7693466.000,1202
140,0,01473,Todd Hamilton,177.8,4922619.000,769
140,0,06527,Steve Stricker,177.8,4589951.000,717
140,0,12755,Vance Veazey,177.8,4749193.000,742
144,0,01161,Mark Calcavecchia,177.9,6982588.000,1090
145,0,01724,Jeff Maggert,178.0,5992351.000,935
145,0,06373,José María Olazábal,178.0,3446635.000,538
147,0,01035,Tommy Armour III,178.1,4679270.000,730
147,0,25240,D.A. Points,178.1,6251970.000,975
147,0,02101,Joey Sindelar,178.1,6713161.000,1047
150,0,01941,Tom Pernice Jr.,178.2,7680602.000,1197
151,0,12662,Thomas Levet,178.3,4300693.000,670
152,0,01766,Billy Mayfair,178.4,6850802.000,1067
153,0,01320,Bob Estes,178.5,6617198.000,1030
154,0,22371,Aaron Baddeley,178.6,6031202.000,938
154,0,21470,Daisuke Maruyama,178.6,6222842.000,968
156,0,19881,Robert Damron,178.7,7300932.000,1135
156,0,01313,Steve Elkington,178.7,4085929.000,635
158,0,12602,Dean Wilson,178.8,8240715.000,1280
159,0,02214,Kirk Triplett,178.9,4360397.000,677
160,0,21350,Ryuji Imada,179.0,7725816.000,1199
161,0,10423,Mike Weir,179.3,5647347.000,875
162,0,23673,Michael Connell,179.4,3745392.000,580
163,0,06515,Shaun Micheel,179.6,6945409.000,1074
163,0,20127,Chris Riley,179.6,6147579.000,951
165,0,01685,J.L. Lewis,179.8,4505201.000,696
166,0,01381,Fred Funk,180.0,7673635.000,1184
167,0,21878,Mark Wilson,180.2,6447965.000,994
168,0,23983,Luke Donald,180.4,3902457.000,601
169,0,22621,Ben Curtis,180.5,6031721.000,928
170,0,06251,Chris DiMarco,180.8,5505338.000,846
171,0,01139,Olin Browne,180.9,7797361.000,1197
171,0,23718,Nathan Green,180.9,8442002.000,1296
173,0,02104,Jeff Sluman,181.1,7465543.000,1145
174,0,01619,Skip Kendall,181.5,5352019.000,819
175,0,26420,Richard Johnson,181.8,7682319.000,1174
176,0,19913,Ron Whittaker,182.1,6429372.000,981
177,0,01577,Lee Janzen,182.2,6093393.000,929
178,0,20099,Doug Barron,182.5,6039029.000,919
178,0,08075,Jerry Kelly,182.5,7639077.000,1163
180,0,20548,Hidemichi Tanaka,182.8,5831332.000,886
181,0,06012,Greg Kraft,182.9,6130422.000,931
182,0,10505,Shane Bertsch,183.3,8168817.000,1238
183,0,01599,Steve Jones,183.7,6348569.000,960
184,0,01219,John Cook,183.8,4988762.000,754
184,0,02239,Scott Verplank,183.8,6205705.000,938
186,0,02110,Jerry Smith,184.0,7684710.000,1160
187,0,19846,Brian Gay,184.7,9196229.000,1383
187,0,06643,Paul Goydos,184.7,5817123.000,875
189,0,01132,Mark Brooks,185.0,6818734.000,1024
190,0,20121,Todd Fischer,185.2,8221282.000,1233
191,0,23135,Tim Clark,185.4,5358098.000,803
192,0,01329,Brad Faxon,186.4,6789408.000,1012
193,0,20382,Stephen Leaney,186.6,7094151.000,1056
193,0,01823,Larry Mize,186.6,3802692.000,566
195,0,01887,Mark O'Meara,189.3,3346207.000,491
196,0,01928,Corey Pavin,189.8,5396610.000,790
