RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER TEE SHOT,TOTAL TEE SHOTS
1,0,27141,J.B. Holmes,153.0,4748810.000,862
2,0,25804,Bubba Watson,153.7,5479583.000,990
3,0,24358,Robert Garrigus,161.2,5850739.000,1008
4,0,23322,Brett Wetterich,161.9,5850489.000,1004
5,0,21805,Harrison Frazar,162.5,6012743.000,1028
6,0,23616,Ryan Hietala,163.0,4060016.000,692
7,0,28475,Jeff Overton,163.2,7056850.000,1201
8,0,01249,John Daly,163.9,3309894.000,561
9,0,23497,Tag Ridings,164.1,7165850.000,1213
10,0,27770,Camilo Villegas,164.4,6670794.000,1127
11,0,12716,Charley Hoffman,164.7,7233254.000,1220
12,0,01945,Kenny Perry,165.0,4965804.000,836
13,0,26360,Bubba Dickerson,165.5,7000708.000,1175
14,0,11123,Chris Couch,165.7,5477019.000,918
15,0,24980,Scott Gutschewski,165.8,3693942.000,619
15,0,27943,Matt Hansen,165.8,4739568.000,794
17,0,25936,Alex Aragon,165.9,4420232.000,740
17,0,01226,Fred Couples,165.9,2651857.000,444
17,0,01810,Phil Mickelson,165.9,3877199.000,649
20,0,23349,Charles Warren,166.0,6697588.000,1121
21,0,24502,Adam Scott,166.2,4243260.000,709
22,0,06567,Vijay Singh,166.4,6949200.000,1160
23,0,25900,Lucas Glover,166.7,7175476.000,1196
24,0,20378,Mathias Grönberg,166.8,6568175.000,1094
25,0,08835,Kris Cox,166.9,5930145.000,987
25,0,02106,Chris Smith,166.9,4877895.000,812
25,0,28780,Nicholas Thompson,166.9,6454691.000,1074
28,0,22892,Jason Gore,167.9,5985568.000,990
29,0,23409,James Driscoll,168.0,6279120.000,1038
30,0,25842,Jon Mills,168.6,4509218.000,743
31,0,20574,Mathew Goggin,168.7,4877532.000,803
32,0,01706,Davis Love III,168.9,4809994.000,791
33,0,20094,Jonathan Kaye,169.0,7235560.000,1189
33,0,27120,Troy Matteson,169.0,7286977.000,1198
33,0,07013,Wes Short Jr.,169.0,7134848.000,1173
36,0,22046,Geoff Ogilvy,169.1,4377524.000,719
37,0,24925,Jonathan Byrd,169.2,4483856.000,736
37,0,23320,Ryan Palmer,169.2,6882829.000,1130
37,0,08793,Tiger Woods,169.2,3137198.000,515
40,0,23614,Rich Beem,169.3,5455855.000,895
41,0,20850,Daniel Chopra,169.4,7511435.000,1232
41,0,20157,Retief Goosen,169.4,3872235.000,635
43,0,24912,Will MacKenzie,169.5,6339499.000,1039
44,0,23623,Bo Van Pelt,169.6,7618103.000,1248
45,0,22946,Henrik Bjornstad,169.7,7491558.000,1226
46,0,25632,Jimmy Walker,170.2,4643175.000,758
46,0,27095,Nick Watney,170.2,7253625.000,1184
48,0,19824,Craig Barlow,170.3,4856315.000,792
48,0,24781,Hunter Mahan,170.3,7523590.000,1227
50,0,23048,Eric Axley,170.6,6626451.000,1079
50,0,23307,Roger Tambellini,170.6,4484315.000,730
52,0,07223,Brian Bateman,170.7,4971554.000,809
53,0,22378,Trevor Immelman,170.8,6211800.000,1010
54,0,20645,John Senden,170.9,6744623.000,1096
55,0,24924,Bill Haas,171.2,7456141.000,1210
56,0,09011,David Duval,171.4,4425041.000,717
57,0,21209,Sergio Garcia,171.5,3346344.000,542
57,0,12782,Tim Herron,171.5,5247097.000,850
57,0,22405,Justin Rose,171.5,7292639.000,1181
57,0,08375,Paul Stankowski,171.5,5308448.000,860
61,0,21961,Charles Howell III,171.6,6775876.000,1097
62,0,24140,Sean O'Hair,171.7,6476365.000,1048
62,0,23621,Rory Sabbatini,171.7,5465472.000,884
64,0,21949,Joe Ogilvie,171.8,6644167.000,1074
65,0,06350,Bob May,171.9,4566038.000,738
66,0,01553,John Huston,172.1,5519648.000,891
67,0,24507,Jason Bohn,172.2,7596185.000,1225
68,0,12823,Carlos Franco,172.5,6595210.000,1062
69,0,10885,Robert Allenby,172.6,5151299.000,829
69,0,12760,Danny Ellis,172.6,5132036.000,826
69,0,20766,Padraig Harrington,172.6,3280892.000,528
69,0,23353,J.J. Henry,172.6,6623807.000,1066
69,0,21731,Freddie Jacobson,172.6,4629627.000,745
74,0,20472,Alex Cejka,173.0,6825402.000,1096
75,0,24361,Pat Perez,173.1,3583809.000,575
75,0,22913,John Rollins,173.1,6519200.000,1046
77,0,06573,Brandt Jobe,173.2,6009887.000,964
78,0,20105,Jeff Gove,173.3,6986405.000,1120
78,0,23788,D.J. Trahan,173.3,6551234.000,1050
80,0,20628,Arron Oberholser,173.5,5385209.000,862
81,0,06034,Marco Dawson,173.6,6575529.000,1052
82,0,20229,Stewart Cink,173.7,6276426.000,1004
82,0,06522,Ernie Els,173.7,4045347.000,647
84,0,08537,J.P. Hayes,173.8,4293366.000,686
85,0,20634,Peter Lonard,173.9,5722783.000,914
86,0,20098,Stuart Appleby,174.0,5573644.000,890
87,0,12510,Chad Campbell,174.1,5778208.000,922
88,0,02206,David Toms,174.2,5435825.000,867
89,0,20691,Greg Owen,174.3,5390025.000,859
89,0,06595,Kevin Sutherland,174.3,7536815.000,1201
91,0,20608,David Howell,174.4,2618102.000,417
91,0,26596,Ryan Moore,174.4,5030187.000,801
93,0,11032,Frank Lickliter II,174.5,7316728.000,1165
93,0,01707,Steve Lowery,174.5,7216266.000,1149
93,0,23325,Vaughn Taylor,174.5,6671363.000,1062
96,0,12660,Jesper Parnevik,174.6,6340475.000,1009
97,0,02223,Bob Tway,174.7,5767728.000,917
98,0,06197,Michael Allen,174.8,6210196.000,987
98,0,21407,Arjun Atwal,174.8,7058881.000,1122
98,0,24357,K.J. Choi,174.8,6883938.000,1094
98,0,21660,Jason Schultz,174.8,5607893.000,891
98,0,22548,Patrick Sheehan,174.8,7521399.000,1195
103,0,21753,Brian Davis,174.9,7077637.000,1124
