RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST OF APPR SHOT,TOTAL HOLES
1,0,08537,J.P. Hayes,155.8,4997571.000,891
2,0,10860,Justin Leonard,157.2,6579562.000,1163
3,0,23616,Ryan Hietala,157.3,5153708.000,910
4,0,02214,Kirk Triplett,157.4,4963539.000,876
5,0,01219,John Cook,157.7,5580765.000,983
6,0,01761,Len Mattiace,157.9,5285180.000,930
7,0,08385,Omar Uresti,158.0,5180906.000,911
8,0,20548,Hidemichi Tanaka,158.1,6589783.000,1158
8,0,12755,Vance Veazey,158.1,5469960.000,961
10,0,06197,Michael Allen,158.3,7329931.000,1286
10,0,25842,Jon Mills,158.3,5505655.000,966
12,0,06012,Greg Kraft,158.5,6845739.000,1200
13,0,10505,Shane Bertsch,158.6,9189146.000,1609
13,0,06527,Steve Stricker,158.6,5311425.000,930
15,0,01381,Fred Funk,158.7,8705675.000,1524
16,0,23673,Michael Connell,158.8,4281090.000,749
17,0,01619,Skip Kendall,158.9,6007363.000,1050
17,0,01945,Kenny Perry,158.9,6144316.000,1074
19,0,01823,Larry Mize,159.2,4200401.000,733
19,0,02206,David Toms,159.2,6361443.000,1110
21,0,01388,Robert Gamez,159.3,8425688.000,1469
22,0,25936,Alex Aragon,159.4,5537465.000,965
22,0,27141,J.B. Holmes,159.4,6461054.000,1126
22,0,02110,Jerry Smith,159.4,8666246.000,1510
25,0,01035,Tommy Armour III,159.6,5446502.000,948
26,0,08835,Kris Cox,159.7,7409624.000,1289
26,0,21949,Joe Ogilvie,159.7,8035342.000,1398
28,0,01226,Fred Couples,159.8,3302560.000,574
28,0,23409,James Driscoll,159.8,7811790.000,1358
30,0,22293,Heath Slocum,159.9,8657261.000,1504
31,0,21878,Mark Wilson,160.0,7437351.000,1291
32,0,01132,Mark Brooks,160.1,7646069.000,1327
32,0,25935,John Engler Jr.,160.1,6514661.000,1130
32,0,01473,Todd Hamilton,160.1,5792132.000,1005
32,0,02106,Chris Smith,160.1,6079612.000,1055
36,0,06350,Bob May,160.2,5541654.000,961
36,0,20812,Tjaart van der Walt,160.2,5393148.000,935
38,0,24024,Zach Johnson,160.3,7970236.000,1381
38,0,20634,Peter Lonard,160.3,6844979.000,1186
40,0,19881,Robert Damron,160.4,8488602.000,1470
40,0,09011,David Duval,160.4,5469083.000,947
40,0,12760,Danny Ellis,160.4,6171007.000,1069
43,0,01142,Bart Bryant,160.6,7370546.000,1275
43,0,20593,Greg Chalmers,160.6,5886312.000,1018
45,0,01553,John Huston,160.7,6750662.000,1167
45,0,20631,David McKenzie,160.7,7157648.000,1237
45,0,20127,Chris Riley,160.7,7140603.000,1234
48,0,23135,Tim Clark,160.8,6025539.000,1041
48,0,12782,Tim Herron,160.8,6432037.000,1111
48,0,01887,Mark O'Meara,160.8,3745493.000,647
48,0,22548,Patrick Sheehan,160.8,9011165.000,1557
52,0,01685,J.L. Lewis,160.9,5201808.000,898
52,0,25804,Bubba Watson,160.9,7477065.000,1291
54,0,21805,Harrison Frazar,161.1,7747062.000,1336
54,0,19846,Brian Gay,161.1,10382533.000,1790
54,0,02223,Bob Tway,161.1,6975521.000,1203
57,0,01139,Olin Browne,161.2,8918192.000,1537
58,0,01313,Steve Elkington,161.3,4778109.000,823
58,0,20572,Rod Pampling,161.3,6752310.000,1163
58,0,07013,Wes Short Jr.,161.3,8812139.000,1518
61,0,20099,Doug Barron,161.4,6973306.000,1200
61,0,20645,John Senden,161.4,8209641.000,1413
63,0,07867,Woody Austin,161.5,9671835.000,1664
63,0,06251,Chris DiMarco,161.5,6335972.000,1090
63,0,21350,Ryuji Imada,161.5,9062498.000,1559
63,0,22405,Justin Rose,161.5,8951095.000,1540
67,0,23541,Ben Crane,161.6,6335519.000,1089
67,0,22892,Jason Gore,161.6,7460025.000,1282
69,0,01024,Billy Andrade,161.7,6246999.000,1073
69,0,21731,Freddie Jacobson,161.7,5636062.000,968
69,0,24912,Will MacKenzie,161.7,7830821.000,1345
69,0,08375,Paul Stankowski,161.7,6547671.000,1125
69,0,23322,Brett Wetterich,161.7,7612188.000,1308
74,0,10733,Kent Jones,161.8,9182158.000,1576
74,0,23623,Bo Van Pelt,161.8,9402622.000,1614
76,0,20121,Todd Fischer,161.9,9382190.000,1610
76,0,20105,Jeff Gove,161.9,8458755.000,1451
76,0,06643,Paul Goydos,161.9,6680870.000,1146
76,0,02239,Scott Verplank,161.9,7115357.000,1221
80,0,21407,Arjun Atwal,162.0,8570587.000,1470
81,0,24502,Adam Scott,162.1,5357692.000,918
81,0,11011,Mike Sposa,162.1,6056991.000,1038
83,0,06034,Marco Dawson,162.2,8040560.000,1377
84,0,20157,Retief Goosen,162.3,4815363.000,824
84,0,23497,Tag Ridings,162.3,9402632.000,1609
86,0,20229,Stewart Cink,162.4,7663451.000,1311
86,0,23983,Luke Donald,162.4,4524815.000,774
86,0,06575,Dudley Hart,162.4,7452522.000,1275
86,0,26420,Richard Johnson,162.4,8872506.000,1518
86,0,02104,Jeff Sluman,162.4,8689635.000,1486
86,0,23325,Vaughn Taylor,162.4,8056813.000,1378
92,0,26360,Bubba Dickerson,162.5,8999460.000,1538
93,0,07223,Brian Bateman,162.6,6183225.000,1056
93,0,20628,Arron Oberholser,162.6,6510106.000,1112
95,0,20094,Jonathan Kaye,162.7,9012121.000,1539
96,0,06004,Stephen Ames,162.8,4628817.000,790
96,0,01042,Paul Azinger,162.8,8368126.000,1428
96,0,12645,Brent Geiberger,162.8,9425914.000,1608
96,0,23353,J.J. Henry,162.8,8093858.000,1381
96,0,08075,Jerry Kelly,162.8,8818040.000,1505
96,0,12680,Shigeki Maruyama,162.8,8417947.000,1436
96,0,28780,Nicholas Thompson,162.8,8215448.000,1402
103,0,20498,Briny Baird,162.9,7366271.000,1256
103,0,22946,Henrik Bjornstad,162.9,9336288.000,1592
103,0,12510,Chad Campbell,162.9,7059058.000,1204
103,0,21660,Jason Schultz,162.9,6818676.000,1163
103,0,02101,Joey Sindelar,162.9,8005730.000,1365
108,0,24507,Jason Bohn,163.0,9384698.000,1599
108,0,21753,Brian Davis,163.0,8503994.000,1449
108,0,01320,Bob Estes,163.0,7903312.000,1347
108,0,24980,Scott Gutschewski,163.0,4728566.000,806
108,0,28475,Jeff Overton,163.0,9143809.000,1558
108,0,10423,Mike Weir,163.0,6642136.000,1132
114,0,20850,Daniel Chopra,163.1,9440347.000,1608
114,0,01577,Lee Janzen,163.1,7163006.000,1220
114,0,23307,Roger Tambellini,163.1,5576622.000,950
114,0,19913,Ron Whittaker,163.1,7466565.000,1272
118,0,22621,Ben Curtis,163.3,7059848.000,1201
118,0,27943,Matt Hansen,163.3,6089856.000,1036
118,0,24138,Ian Poulter,163.3,4422102.000,752
118,0,23621,Rory Sabbatini,163.3,6729602.000,1145
118,0,23349,Charles Warren,163.3,8522289.000,1450
123,0,23048,Eric Axley,163.4,8313033.000,1413
123,0,10809,Jim Furyk,163.4,7139407.000,1214
123,0,22378,Trevor Immelman,163.4,7707327.000,1310
126,0,23614,Rich Beem,163.6,6857121.000,1164
127,0,20472,Alex Cejka,163.7,8423895.000,1429
127,0,07457,Steve Flesch,163.7,10852498.000,1842
127,0,10565,Ian Leggatt,163.7,7368351.000,1250
127,0,01677,Tom Lehman,163.7,4973375.000,844
127,0,27770,Camilo Villegas,163.7,8611583.000,1461
127,0,25632,Jimmy Walker,163.7,5915648.000,1004
133,0,20098,Stuart Appleby,163.8,6770788.000,1148
