RANK,MOVEMENT,PLAYER_ID,PLAYER,RTP SCORE
1,0,01810,Phil Mickelson,-.072
2,0,06527,Steve Stricker,-.054
3,0,06567,Vijay Singh,-.052
4,0,21961,Charles Howell III,-.036
4,0,01666,Bernhard Langer,-.036
6,0,24980,Scott Gutschewski,-.035
7,0,23349,Charles Warren,-.032
8,0,02206,David Toms,-.009
9,0,22293,Heath Slocum,-.007
10,0,01577,Lee Janzen,E
11,0,01361,Dan Forsman,+.009
12,0,10860,Justin Leonard,+.010
13,0,20628,Arron Oberholser,+.011
13,0,23623,Bo Van Pelt,+.011
15,0,23353,J.J. Henry,+.012
16,0,01941,Tom Pernice Jr.,+.013
17,0,20850,Daniel Chopra,+.014
18,0,22405,Justin Rose,+.018
19,0,23983,Luke Donald,+.022
19,0,21209,Sergio Garcia,+.022
21,0,23552,Hank Kuehne,+.023
21,0,01945,Kenny Perry,+.023
23,0,23409,James Driscoll,+.027
23,0,20157,Retief Goosen,+.027
23,0,24502,Adam Scott,+.027
23,0,08793,Tiger Woods,+.027
27,0,24925,Jonathan Byrd,+.028
27,0,22046,Geoff Ogilvy,+.028
29,0,20098,Stuart Appleby,+.031
30,0,06034,Marco Dawson,+.033
30,0,12782,Tim Herron,+.033
32,0,06621,Joe Durant,+.034
32,0,10809,Jim Furyk,+.034
34,0,22371,Aaron Baddeley,+.039
35,0,10885,Robert Allenby,+.040
35,0,01797,Rocco Mediate,+.040
37,0,23540,Jason Allred,+.042
37,0,20663,Brenden Pappas,+.042
37,0,20474,Phillip Price,+.042
40,0,01329,Brad Faxon,+.045
40,0,01457,Jay Haas,+.045
40,0,25396,Kevin Na,+.045
43,0,07749,Brett Quigley,+.046
44,0,24227,Justin Bolli,+.047
44,0,20229,Stewart Cink,+.047
46,0,27095,Nick Watney,+.049
47,0,24507,Jason Bohn,+.051
48,0,02246,Duffy Waldorf,+.053
49,0,08545,Glen Hnatiuk,+.054
50,0,23725,Brendan Jones,+.055
51,0,19824,Craig Barlow,+.057
52,0,08385,Omar Uresti,+.063
53,0,10585,Scott McCarron,+.065
54,0,25345,Carl Pettersson,+.066
55,0,20498,Briny Baird,+.067
55,0,20094,Jonathan Kaye,+.067
57,0,26679,Kevin Stadler,+.069
58,0,23621,Rory Sabbatini,+.075
59,0,25900,Lucas Glover,+.076
59,0,02223,Bob Tway,+.076
61,0,20099,Doug Barron,+.078
62,0,01139,Olin Browne,+.079
