RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,12826,Paul Claxton,17.21,180,1046,+2.22
2,0,01487,Jeff Hart,17.31,147,849,+2.18
3,0,01381,Fred Funk,17.68,219,1239,+1.78
4,0,19881,Robert Damron,18.32,227,1239,+2.25
5,0,08385,Omar Uresti,18.80,210,1117,+1.24
6,0,01139,Olin Browne,18.92,239,1263,+1.30
7,0,21753,Brian Davis,18.95,187,987,+1.50
8,0,20623,Gavin Coles,19.41,190,979,+1.21
9,0,01142,Bart Bryant,19.52,226,1158,+1.77
10,0,02246,Duffy Waldorf,19.76,215,1088,+1.30
11,0,01724,Jeff Maggert,19.96,178,892,+1.35
12,0,23108,Matt Kuchar,20.32,164,807,+1.40
13,0,20127,Chris Riley,20.39,147,721,+2.24
14,0,01219,John Cook,20.67,190,919,+1.95
14,0,26758,David Hearn,20.67,190,919,+1.16
16,0,01132,Mark Brooks,20.88,203,972,+2.22
17,0,02239,Scott Verplank,20.96,210,1002,+1.95
18,0,10425,Jay Williamson,20.97,155,739,+1.35
19,0,01127,Danny Briggs,21.07,200,949,+1.55
20,0,20099,Doug Barron,21.08,206,977,+0.78
21,0,01619,Skip Kendall,21.09,229,1086,+1.75
22,0,02104,Jeff Sluman,21.27,272,1279,+1.07
23,0,06621,Joe Durant,21.32,223,1046,+0.63
24,0,19972,José Coceres,21.35,161,754,+1.93
25,0,22295,Darron Stiles,21.39,227,1061,+1.45
26,0,08123,Jeff Brehaut,21.48,200,931,+0.70
27,0,20472,Alex Cejka,21.70,232,1069,+1.59
28,0,01766,Billy Mayfair,21.85,329,1506,+1.37
29,0,19824,Craig Barlow,21.97,223,1015,+1.30
29,0,08075,Jerry Kelly,21.97,259,1179,+1.35
31,0,22293,Heath Slocum,22.04,292,1325,+0.68
32,0,01685,J.L. Lewis,22.56,282,1250,+1.24
33,0,22621,Ben Curtis,22.58,173,766,+1.91
34,0,02214,Kirk Triplett,22.65,152,671,+2.04
35,0,10733,Kent Jones,22.68,306,1349,+1.37
36,0,20474,Phillip Price,22.76,231,1015,+0.74
37,0,01928,Corey Pavin,22.77,219,962,+1.46
38,0,10809,Jim Furyk,22.94,253,1103,+1.46
39,0,02101,Joey Sindelar,22.97,333,1450,+1.35
40,0,01388,Robert Gamez,23.00,284,1235,+2.29
41,0,01823,Larry Mize,23.02,154,669,+2.47
42,0,24024,Zach Johnson,23.15,276,1192,+1.41
43,0,19846,Brian Gay,23.21,320,1379,+1.88
44,0,20382,Stephen Leaney,23.24,271,1166,+1.40
45,0,01175,Jim Carter,23.30,195,837,+2.31
46,0,26420,Richard Johnson,23.39,156,667,+0.90
46,0,01599,Steve Jones,23.39,163,697,+2.39
48,0,20094,Jonathan Kaye,23.46,224,955,+0.89
49,0,20498,Briny Baird,23.50,314,1336,+0.70
50,0,21951,Joey Snyder III,23.56,322,1367,+0.75
51,0,10201,Matt Gogel,23.58,250,1060,+0.92
52,0,21806,Paul Gow,23.62,244,1033,+2.66
53,0,20548,Hidemichi Tanaka,23.66,336,1420,+0.92
54,0,01313,Steve Elkington,23.84,195,818,+1.44
55,0,01161,Mark Calcavecchia,23.86,272,1140,+0.96
56,0,26287,Roland Thatcher,23.89,243,1017,+1.60
57,0,21878,Mark Wilson,23.95,233,973,+1.89
58,0,20645,John Senden,24.00,331,1379,+1.30
59,0,20121,Todd Fischer,24.13,326,1351,+1.90
60,0,01157,Tom Byrum,24.18,273,1129,+2.34
61,0,23325,Vaughn Taylor,24.19,321,1327,+1.31
62,0,10962,Bradley Hughes,24.20,175,723,+1.83
63,0,12652,Cameron Beckman,24.24,310,1279,+1.71
64,0,02223,Bob Tway,24.39,248,1017,+0.77
65,0,10423,Mike Weir,24.45,178,728,+1.85
66,0,20160,Charlie Wi,24.48,222,907,+1.35
67,0,01707,Steve Lowery,24.49,321,1311,+1.28
68,0,25240,D.A. Points,24.54,308,1255,+1.30
69,0,01024,Billy Andrade,24.58,277,1127,+2.17
70,0,08725,Tom Gillis,24.59,257,1045,+1.71
71,0,07457,Steve Flesch,24.61,237,963,+1.94
72,0,01887,Mark O'Meara,24.64,206,836,+1.21
73,0,23135,Tim Clark,24.67,244,989,+0.98
73,0,01457,Jay Haas,24.67,148,600,+0.81
75,0,01035,Tommy Armour III,24.71,340,1376,+1.35
75,0,20628,Arron Oberholser,24.71,189,765,+0.79
77,0,21805,Harrison Frazar,24.72,348,1408,+1.12
77,0,01666,Bernhard Langer,24.72,175,708,+0.34
79,0,10885,Robert Allenby,24.84,274,1103,+1.13
80,0,06595,Kevin Sutherland,24.85,288,1159,+1.08
81,0,20812,Tjaart van der Walt,24.87,194,780,+1.49
82,0,21959,Ted Purdy,24.88,375,1507,+1.15
83,0,12645,Brent Geiberger,24.94,198,794,+1.52
83,0,21949,Joe Ogilvie,24.94,295,1183,+0.95
85,0,01797,Rocco Mediate,24.97,239,957,+0.79
86,0,02010,Loren Roberts,25.00,178,712,+2.08
86,0,02106,Chris Smith,25.00,323,1292,+1.39
88,0,12602,Dean Wilson,25.19,301,1195,+0.86
89,0,12454,Mario Tiziani,25.30,229,905,+0.74
90,0,01677,Tom Lehman,25.36,194,765,+2.47
91,0,20433,Mark Hensby,25.41,186,732,+2.80
92,0,24227,Justin Bolli,25.43,223,877,+1.57
92,0,06515,Shaun Micheel,25.43,251,987,+1.71
94,0,10860,Justin Leonard,25.47,217,852,+1.24
95,0,02206,David Toms,25.48,239,938,+0.54
96,0,28088,Matt Davidson,25.51,188,737,+1.81
96,0,22548,Patrick Sheehan,25.51,376,1474,+1.70
98,0,06034,Marco Dawson,25.61,292,1140,+0.55
98,0,10585,Scott McCarron,25.61,243,949,+0.91
100,0,11032,Frank Lickliter II,25.63,328,1280,+1.59
101,0,26679,Kevin Stadler,25.76,330,1281,+1.27
102,0,01945,Kenny Perry,25.81,230,891,+0.52
103,0,22913,John Rollins,25.82,321,1243,+1.15
104,0,24912,Will MacKenzie,25.86,263,1017,+2.05
105,0,08545,Glen Hnatiuk,25.88,198,765,+1.16
106,0,01941,Tom Pernice Jr.,25.91,350,1351,+1.00
107,0,01320,Bob Estes,25.94,303,1168,+1.12
108,0,20502,Michael Long,25.95,253,975,+2.25
109,0,25345,Carl Pettersson,25.98,372,1432,+0.75
110,0,24290,D.J. Brigman,26.03,247,949,+1.13
110,0,01553,John Huston,26.03,311,1195,+1.32
112,0,12782,Tim Herron,26.04,307,1179,+0.65
113,0,22405,Justin Rose,26.06,345,1324,+0.12
114,0,23349,Charles Warren,26.09,316,1211,+0.95
115,0,06575,Dudley Hart,26.21,293,1118,+1.13
116,0,23353,J.J. Henry,26.29,351,1335,+0.63
117,0,08537,J.P. Hayes,26.31,216,821,+1.02
118,0,24507,Jason Bohn,26.39,319,1209,+0.66
119,0,25396,Kevin Na,26.50,310,1170,+0.84
120,0,24357,K.J. Choi,26.51,211,796,+2.09
121,0,01473,Todd Hamilton,26.56,294,1107,+1.94
122,0,08931,Glen Day,26.68,290,1087,+1.00
123,0,07867,Woody Austin,26.70,358,1341,+1.09
123,0,01810,Phil Mickelson,26.70,216,809,-0.51
125,0,25847,Rob Rashell,26.71,227,850,+1.89
126,0,07223,Brian Bateman,26.74,349,1305,+1.81
127,0,23788,D.J. Trahan,26.79,288,1075,+1.01
127,0,27095,Nick Watney,26.79,333,1243,+0.99
129,0,23983,Luke Donald,26.83,165,615,+1.03
130,0,20634,Peter Lonard,26.85,269,1002,+1.15
131,0,01418,Bill Glasson,26.91,180,669,+2.22
132,0,23036,Chris Anderson,26.94,233,865,+1.72
133,0,23320,Ryan Palmer,26.97,336,1246,+1.28
134,0,01761,Len Mattiace,27.08,309,1141,+1.29
135,0,20691,Greg Owen,27.29,289,1059,+1.18
136,0,24781,Hunter Mahan,27.38,377,1377,+1.11
137,0,24138,Ian Poulter,27.42,153,558,+1.44
138,0,24604,Hunter Haas,27.47,303,1103,+0.83
139,0,20229,Stewart Cink,27.50,292,1062,+1.23
140,0,01329,Brad Faxon,27.54,249,904,+0.80
141,0,01042,Paul Azinger,27.55,246,893,+1.54
141,0,06332,Neal Lancaster,27.55,365,1325,+1.01
143,0,01948,Tim Petrovic,27.56,342,1241,+2.16
144,0,24361,Pat Perez,27.59,312,1131,+1.83
144,0,21498,Hideto Tanihara,27.59,184,667,+2.77
146,0,20396,Lee Westwood,27.63,139,503,+2.01
147,0,24980,Scott Gutschewski,27.64,301,1089,+0.50
148,0,01226,Fred Couples,27.72,201,725,+0.90
149,0,23623,Bo Van Pelt,27.79,394,1418,+0.51
150,0,01577,Lee Janzen,27.85,259,930,+1.39
151,0,22046,Geoff Ogilvy,27.88,315,1130,-0.10
152,0,24925,Jonathan Byrd,28.01,388,1385,+0.80
153,0,12660,Jesper Parnevik,28.10,297,1057,+0.74
154,0,01723,Andrew Magee,28.15,306,1087,+1.37
155,0,10912,Craig Perks,28.22,256,907,+2.15
156,0,21407,Arjun Atwal,28.28,248,877,+1.09
157,0,24140,Sean O'Hair,28.29,359,1269,+1.36
158,0,06004,Stephen Ames,28.30,257,908,+1.48
159,0,01361,Dan Forsman,28.36,196,691,+0.31
160,0,10117,Bob Heintz,28.45,266,935,+1.80
161,0,20378,Mathias Grönberg,28.50,230,807,+1.26
162,0,21350,Ryuji Imada,28.53,295,1034,+0.75
163,0,25900,Lucas Glover,28.69,336,1171,+0.98
164,0,06251,Chris DiMarco,28.75,253,880,+1.19
165,0,06567,Vijay Singh,28.78,375,1303,-0.45
166,0,23497,Tag Ridings,28.84,366,1269,+0.98
167,0,21633,Steve Allan,29.00,379,1307,+1.35
168,0,20572,Rod Pampling,29.01,293,1010,+1.19
169,0,23614,Rich Beem,29.22,220,753,+1.82
170,0,23725,Brendan Jones,29.41,325,1105,+0.71
171,0,12680,Shigeki Maruyama,29.64,364,1228,+1.13
172,0,08993,Franklin Langham,29.68,352,1186,+1.62
172,0,01927,Dennis Paulson,29.68,260,876,+1.15
174,0,12510,Chad Campbell,29.78,324,1088,+1.76
175,0,20850,Daniel Chopra,29.83,423,1418,+0.09
175,0,01706,Davis Love III,29.83,261,875,+1.00
177,0,07749,Brett Quigley,29.93,375,1253,+1.01
178,0,12662,Thomas Levet,30.09,164,545,+2.20
179,0,23409,James Driscoll,30.24,290,959,+0.93
180,0,06373,José María Olazábal,30.62,184,601,+0.54
181,0,21961,Charles Howell III,30.91,336,1087,E
182,0,20098,Stuart Appleby,30.95,286,924,+0.66
182,0,20157,Retief Goosen,30.95,195,630,+0.72
184,0,06573,Brandt Jobe,30.97,380,1227,+1.37
185,0,23621,Rory Sabbatini,31.16,287,921,+1.18
186,0,23552,Hank Kuehne,31.33,350,1117,+0.71
187,0,21731,Freddie Jacobson,31.34,267,852,+1.12
188,0,23322,Brett Wetterich,31.43,324,1031,+0.80
189,0,01249,John Daly,31.45,273,868,+1.83
190,0,06599,John Elliott,31.71,247,779,+1.98
191,0,20663,Brenden Pappas,31.98,228,713,+1.01
192,0,06197,Michael Allen,32.14,377,1173,+0.98
193,0,06527,Steve Stricker,32.25,279,865,-0.04
194,0,22371,Aaron Baddeley,32.26,369,1144,+1.22
195,0,23541,Ben Crane,32.37,314,970,+1.27
196,0,20766,Padraig Harrington,32.48,191,588,+1.26
197,0,12823,Carlos Franco,32.53,309,950,+0.74
198,0,21209,Sergio Garcia,33.55,255,760,+0.20
199,0,08793,Tiger Woods,34.07,278,816,-0.32
200,0,24502,Adam Scott,34.20,249,728,-0.04
201,0,23540,Jason Allred,35.23,347,985,+1.33
202,0,23063,Scott Hend,36.93,366,991,+1.39
