RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL MONEY,OFFICIAL MONEY,WGC MONEY ONLY
1,1,47679,Victor Perez,$1071391,39239100,67900000
2,2,45522,Christiaan Bezuidenhout,$839265,72926466,11000000
3,2,39834,Guido Migliozzi,$630759,63075934
4,2,29454,Bernd Wiesberger,$573559,48973800,8382143
5,2,39058,Lucas Herbert,$403929,31242900,9150000
6,2,50493,Justin Suh,$388181,38818066
7,2,33293,Thomas Pieters,$327602,32760200
8,2,46414,Aaron Rai,$323500,10900000,21450000
9,2,46501,Ollie Schniederjans,$276000,27600000
10,2,40250,Taylor Pendrith,$271959,27195900
11,2,36326,David Lipsky,$265325,22082500,4450000
12,2,56630,Akshay Bhatia,$258961,25896100
13,2,46646,Antoine Rozner,$252299,13859900,11370000
14,2,34587,Chan Kim,$213251,14875129,6450000
15,2,56272,Wilco Nienaber,$205214,16921400,3600000
16,2,51890,Greyson Sigg,$189662,18966167
17,2,51634,Sahith Theegala,$188613,18861300
18,2,33653,Thomas Detry,$188612,10611200,8250000
19,2,39067,MJ Daffue,$176780,17678000
20,2,54628,Lee Hodges,$160344,16034400
21,2,35314,Andy Sullivan,$160267,7982100,8044642
22,2,37187,Tain Lee,$158240,15824000
23,2,31569,Jason Scrivener,$156314,10381429,5250000
24,2,46340,Alex Smalley,$151353,15135267
25,2,23481,Marcel Siem,$143063,14306300
26,2,28938,Justin Harding,$138750,13875000
27,2,47988,Nick Hardy,$137703,13770275
28,2,57362,Austin Eckroat,$133827,13382743
29,2,26341,Wade Ormsby,$130383,4388300,8650000
30,2,37378,Min Woo Lee,$119500,0,11950000
31,2,23802,Brad Kennedy,$114880,2688000,8800000
32,2,35181,Daniel van Tonder,$108967,7671700,3225000
33,2,47056,Rikuya Hoshino,$101541,10154100
34,2,55182,Tom Kim,$98258,9825800
35,2,47238,Jazz Janewattananond,$98220,9822000
36,2,56676,John Augenstein,$94998,9499750
37,2,34500,Ryosuke Kinoshita,$94657,4165700,5300000
38,2,36799,Stephan Jaeger,$92489,9248900
39,2,52374,Brandon Wu,$91125,9112500
40,2,58168,Davis Thompson,$85612,8561167
41,2,28114,Dawie van der Walt,$82600,8260000
42,2,32775,Shugo Imahira,$81861,8186100
43,2,10381,Curtis Thompson,$81750,8175000
44,2,45847,JC Ritchie,$78292,4541700,3287500
45,2,29461,Jamie Lovemark,$77527,7752700
46,2,37157,Renato Paratore,$75649,7564900
47,2,54783,Dylan Wu,$71030,7103000
48,2,52686,Rasmus Hojgaard,$70950,3770000,3325000
49,2,24494,Erik Compton,$68438,6843750
50,2,33974,Dean Burmester,$66817,6681700
51,2,37250,Romain Langasque,$64024,6402400
52,2,49773,Chase Koepka,$60754,6075400
53,2,30812,Benjamin Hebert,$60143,6014300
54,2,47137,Trevor Simsby,$59000,0,5900000
55,2,23814,Edoardo Molinari,$57696,5769600
56,2,45836,Richard Bland,$54227,5422700
57,2,47989,Sam Horsfield,$51850,5185000
58,2,26328,Shaun Norris,$50137,5013715
59,2,35225,Brandon Stone,$48500,0,4850000
60,2,36514,Yuki Inamori,$44500,0,4450000
61,2,56320,Bryson Nimmer,$44299,4429866
62,2,30852,Ryo Ishikawa,$43603,4360300
63,2,54364,Stephen Stallings Jr.,$42220,4222000
64,2,47995,Davis Riley,$35297,3529700
65,2,34362,Laurie Canter,$33875,0,3387500
65,2,52666,Sami Valimaki,$33875,0,3387500
