RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY PER EVENT,TOTAL MONEY
1,0,46970,Jon Rahm,$350270,7705933
2,0,47959,Bryson DeChambeau,$337564,7426415
3,0,35450,Patrick Cantlay,$318284,7638805
4,0,50525,Collin Morikawa,$306953,7059908
5,0,26329,Louis Oosthuizen,$300318,6306679
6,0,33448,Justin Thomas,$284224,6537153
7,0,36689,Brooks Koepka,$260207,5204136
8,0,34046,Jordan Spieth,$258819,6470482
9,0,35891,Cameron Smith,$243828,5851867
10,0,34099,Harris English,$238480,6200481
11,0,48081,Xander Schauffele,$238211,5240653
12,0,30925,Dustin Johnson,$238149,5001136
13,0,45526,Abraham Ancer,$215428,5816565
14,0,29725,Tony Finau,$212596,5740097
15,0,46717,Viktor Hovland,$210365,5048772
16,0,39834,Guido Migliozzi,$210253,630759
17,0,28237,Rory McIlroy,$209134,4391809
18,0,47504,Sam Burns,$198463,5160030
19,0,30944,Jason Kokrak,$189579,5118629
20,0,40026,Daniel Berger,$185156,4258579
21,0,32839,Hideki Matsuyama,$183837,4963594
22,0,20396,Lee Westwood,$180809,3435368
23,0,34360,Patrick Reed,$174741,4019044
24,0,54421,Garrick Higgo,$172307,1378456
25,0,29420,Billy Horschel,$161236,4030906
26,0,25364,Paul Casey,$156483,3129666
27,0,46046,Scottie Scheffler,$155365,4505589
28,0,45486,Joaquin Niemann,$145812,3936912
29,0,23481,Marcel Siem,$143063,143063
30,0,47483,Will Zalatoris,$139494,3487352
31,0,25396,Kevin Na,$139461,3625982
32,0,20229,Stewart Cink,$138320,3596319
33,0,39997,Corey Conners,$138192,4007567
34,0,29221,Webb Simpson,$132524,2783012
35,0,26851,Marc Leishman,$129460,3107047
36,0,33204,Shane Lowry,$125552,2636597
37,0,56278,Matthew Wolff,$125366,2507324
38,0,21209,Sergio Garcia,$124940,2998555
39,0,39977,Max Homa,$123164,3448578
40,0,39971,Sungjae Im,$118777,4157182
41,0,01810,Phil Mickelson,$117704,2707199
42,0,27644,Brian Harman,$115065,3221821
43,0,29478,Kevin Kisner,$113545,2952177
44,0,40098,Matt Fitzpatrick,$112618,2252351
45,0,34363,Tyrrell Hatton,$105804,2010279
46,0,45157,Cam Davis,$105652,2746956
47,0,12716,Charley Hoffman,$105164,3049763
48,0,37455,Si Woo Kim,$104707,3245928
49,0,34098,Russell Henley,$101813,2545330
50,0,34021,Bud Cauley,$100650,100650
