RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,24507,Jason Bohn,17' 8",493.583,28,-1
1,0,22986,Søren Kjeldsen,17' 8",141.583,8,+1
3,0,23983,Luke Donald,18' 9",355.833,19,+2
4,0,22371,Aaron Baddeley,18' 11",416.750,22,-4
4,0,31420,Anirban Lahiri,18' 11",566.583,30,+3
6,0,25191,Gonzalo Fernandez-Castaño,19' 0",589.167,31,-1
7,0,29223,Sam Saunders,19' 3",327.167,17,E
8,0,26951,Johnson Wagner,19' 5",427.750,22,-4
9,0,32757,Patton Kizzire,19' 10",496.500,25,+5
10,0,27649,Brandt Snedeker,19' 11",677.583,34,+4
11,0,20593,Greg Chalmers,20' 1",903.583,45,-1
12,0,24781,Hunter Mahan,20' 4",284.667,14,+1
13,0,25240,D.A. Points,20' 6",328.000,16,+3
13,0,27770,Camilo Villegas,20' 6",511.833,25,-2
15,0,37278,Nicholas Lindheim,20' 7",349.750,17,+2
16,0,20157,Retief Goosen,20' 10",396.083,19,+3
17,0,30852,Ryo Ishikawa,21' 1",568.333,27,+5
18,0,40058,Zac Blair,21' 2",571.667,27,E
19,0,34174,John Huh,21' 4",426.833,20,-1
20,0,33461,Morgan Hoffmann,21' 8",1019.167,47,+1
21,0,29222,Billy Hurley III,21' 9",761.250,35,-4
21,0,25818,Scott Piercy,21' 9",740.167,34,+1
23,0,20104,Ken Duke,21' 10",502.917,23,+8
24,0,23325,Vaughn Taylor,22' 1",353.917,16,-2
25,0,22056,Cameron Percy,22' 2",531.833,24,+4
26,0,24357,K.J. Choi,22' 4",402.667,18,+4
27,0,37454,Whee Kim,22' 5",762.750,34,+6
27,0,29908,C.T. Pan,22' 5",696.000,31,+1
29,0,32839,Hideki Matsuyama,22' 6",697.750,31,+7
30,0,23800,Bryce Molder,22' 7",766.667,34,+6
30,0,22405,Justin Rose,22' 7",565.000,25,-1
32,0,33120,Mark Anderson,22' 8",454.000,20,+6
33,0,33448,Justin Thomas,22' 9",1001.833,44,-10
34,0,39324,J.J. Spaun,22' 10",592.583,26,+1
35,0,29289,S.Y. Noh,23' 0",1103.583,48,+7
35,0,24502,Adam Scott,23' 0",367.833,16,E
37,0,46970,Jon Rahm,23' 4",1071.500,46,+1
37,0,25493,Nick Taylor,23' 4",862.750,37,+2
37,0,27095,Nick Watney,23' 4",699.583,30,+2
40,0,28307,Matt Every,23' 5",655.750,28,+8
40,0,23108,Matt Kuchar,23' 5",795.417,34,+3
40,0,27936,Martin Laird,23' 5",701.833,30,+2
43,0,29485,Brett Stegmaier,23' 6",305.667,13,+3
44,0,29720,Andres Gonzales,23' 7",542.750,23,+3
44,0,33399,Adam Hadwin,23' 7",612.500,26,+8
46,0,19846,Brian Gay,23' 8",663.750,28,+5
47,0,34046,Jordan Spieth,23' 9",877.917,37,+3
48,0,31646,Emiliano Grillo,23' 10",357.000,15,-1
