RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (INCHES),ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
54,0,20593,Greg Chalmers,43' 3",132823,256,11068.583,+35.00
54,0,22405,Justin Rose,43' 3",100129,193,8344.083,+8.00
56,0,25720,Chad Collins,43' 4",111354,214,9279.500,+30.00
56,0,46550,Brandon Hagy,43' 4",165467,318,13788.917,+7.00
56,0,25396,Kevin Na,43' 4",121122,233,10093.500,+5.00
56,0,32333,Kevin Tway,43' 4",172698,332,14391.500,+44.00
60,0,35532,Tom Hoge,43' 5",86409,166,7200.750,+24.00
60,0,26951,Johnson Wagner,43' 5",106184,204,8848.667,+28.00
62,0,25900,Lucas Glover,43' 6",137411,263,11450.917,+30.00
62,0,25240,D.A. Points,43' 6",96092,184,8007.667,+17.00
64,0,26476,Chez Reavie,43' 8",113199,216,9433.250,+24.00
65,0,31420,Anirban Lahiri,43' 9",109146,208,9095.500,+32.00
66,0,24024,Zach Johnson,43' 10",101451,193,8454.250,+27.00
66,0,46501,Ollie Schniederjans,43' 10",195489,372,16290.750,+44.00
68,0,21209,Sergio Garcia,43' 11",85859,163,7154.917,+23.00
68,0,30926,Chris Kirk,43' 11",127641,242,10636.750,+48.00
70,0,35110,Brett Drewitt,44' 0",94575,179,7881.250,+34.00
70,0,12716,Charley Hoffman,44' 0",183916,348,15326.333,+15.00
70,0,29222,Billy Hurley III,44' 0",132540,251,11045.000,+30.00
70,0,33413,Ben Martin,44' 0",112481,213,9373.417,+34.00
70,0,25818,Scott Piercy,44' 0",102348,194,8529.000,+37.00
75,0,29518,Brendan Steele,44' 1",125893,238,10491.083,+31.00
75,0,25349,Tim Wilkinson,44' 1",85679,162,7139.917,+15.00
77,0,29740,Brad Fritsch,44' 2",96486,182,8040.500,+32.00
77,0,32448,James Hahn,44' 2",137812,260,11484.333,+10.00
79,0,28132,Tyrone Van Aswegen,44' 3",149856,282,12488.000,+40.00
80,0,24357,K.J. Choi,44' 4",91010,171,7584.167,+25.00
80,0,24358,Robert Garrigus,44' 4",116074,218,9672.833,+29.00
80,0,39954,Cody Gribble,44' 4",143042,269,11920.167,+29.00
80,0,27141,J.B. Holmes,44' 4",148371,279,12364.250,+20.00
80,0,32757,Patton Kizzire,44' 4",157895,297,13157.917,+44.00
85,0,27895,Jonas Blixt,44' 5",117816,221,9818.000,+52.00
85,0,35450,Patrick Cantlay,44' 5",84716,159,7059.667,+7.00
85,0,28089,Jason Day,44' 5",123189,231,10265.750,+30.00
85,0,30852,Ryo Ishikawa,44' 5",104987,197,8748.917,+39.00
85,0,46440,Smylie Kaufman,44' 5",151230,284,12602.500,+43.00
85,0,30110,Kyle Stanley,44' 5",137065,257,11422.083,+36.00
91,0,25274,Steven Bowditch,44' 6",119707,224,9975.583,+59.00
91,0,28420,Ryan Brehm,44' 6",162257,304,13521.417,+22.00
91,0,34431,Robert Streb,44' 6",164009,307,13667.417,+33.00
91,0,27963,Chris Stroud,44' 6",92398,173,7699.833,+26.00
95,0,23497,Tag Ridings,44' 7",113395,212,9449.583,+13.00
96,0,12510,Chad Campbell,44' 8",153318,286,12776.500,+37.00
96,0,25191,Gonzalo Fernandez-Castaño,44' 8",112054,209,9337.833,+16.00
96,0,27936,Martin Laird,44' 8",115766,216,9647.167,+27.00
96,0,31560,Brian Stuard,44' 8",106642,199,8886.833,+37.00
100,0,46732,Rick Lamb,44' 9",74595,139,6216.250,+27.00
100,0,24140,Sean O'Hair,44' 9",132036,246,11003.000,+21.00
100,0,34264,Hudson Swafford,44' 9",147227,274,12268.917,+32.00
103,0,40058,Zac Blair,44' 10",134592,250,11216.000,+21.00
103,0,32366,Kevin Chappell,44' 10",140879,262,11739.917,+34.00
103,0,20229,Stewart Cink,44' 10",171753,319,14312.750,+36.00
103,0,31646,Emiliano Grillo,44' 10",109187,203,9098.917,+30.00
103,0,35891,Cameron Smith,44' 10",148896,277,12408.000,+28.00
103,0,25834,Daniel Summerhays,44' 10",149697,278,12474.750,+40.00
103,0,25493,Nick Taylor,44' 10",159746,297,13312.167,+36.00
110,0,28679,Fabián Gómez,44' 11",95455,177,7954.583,+13.00
110,0,35506,Mackenzie Hughes,44' 11",199598,370,16633.167,+46.00
112,0,47959,Bryson DeChambeau,45' 0",143056,265,11921.333,+47.00
112,0,27974,Sung Kang,45' 0",175449,325,14620.750,+31.00
114,0,25364,Paul Casey,45' 1",120117,222,10009.750,+17.00
115,0,23325,Vaughn Taylor,45' 2",107791,199,8982.583,+18.00
116,0,35545,Blayne Barber,45' 3",124270,229,10355.833,+41.00
116,0,21961,Charles Howell III,45' 3",147575,272,12297.917,+25.00
118,0,19846,Brian Gay,45' 4",125104,230,10425.333,+33.00
118,0,37454,Whee Kim,45' 4",143059,263,11921.583,+30.00
120,0,26499,Rafa Cabrera Bello,45' 5",86155,158,7179.583,+19.00
120,0,23800,Bryce Molder,45' 5",137978,253,11498.167,+41.00
120,0,32150,Michael Thompson,45' 5",93186,171,7765.500,+29.00
123,0,24846,Ricky Barnes,45' 6",178483,327,14873.583,+19.00
123,0,27958,Ryan Blaum,45' 6",180753,331,15062.750,+46.00
123,0,29479,Scott Brown,45' 6",143107,262,11925.583,+28.00
123,0,30944,Jason Kokrak,45' 6",157778,289,13148.167,+30.00
127,0,29725,Tony Finau,45' 7",190748,349,15895.667,+20.00
127,0,36699,Patrick Rodgers,45' 7",160315,293,13359.583,+40.00
129,0,33948,Byeong Hun An,45' 8",112819,206,9401.583,+39.00
129,0,20472,Alex Cejka,45' 8",112893,206,9407.750,+30.00
129,0,29974,Branden Grace,45' 8",98690,180,8224.167,+13.00
129,0,39975,Michael Kim,45' 8",155710,284,12975.833,+22.00
133,0,30191,Julián Etulain,45' 9",100473,183,8372.750,+21.00
133,0,29476,Kyle Reifers,45' 9",123445,225,10287.083,+34.00
135,0,46443,Brian Campbell,45' 10",85217,155,7101.417,+19.00
135,0,06522,Ernie Els,45' 10",75943,138,6328.583,+28.00
137,0,33141,Keegan Bradley,45' 11",149898,272,12491.500,+54.00
137,0,33399,Adam Hadwin,45' 11",132899,241,11074.917,+29.00
137,0,33204,Shane Lowry,45' 11",59557,108,4963.083,+11.00
140,0,48822,Sebastián Muñoz,46' 0",96069,174,8005.750,+23.00
141,0,40009,Dominic Bozzelli,46' 1",124522,225,10376.833,+31.00
141,0,48084,Wesley Bryan,46' 1",153625,278,12802.083,+54.00
141,0,24138,Ian Poulter,46' 1",105596,191,8799.667,+26.00
141,0,24502,Adam Scott,46' 1",87909,159,7325.750,+16.00
145,0,34174,John Huh,46' 2",150107,271,12508.917,+27.00
146,0,31416,Derek Fathauer,46' 3",150934,272,12577.833,+60.00
146,0,34360,Patrick Reed,46' 3",178596,322,14883.000,+35.00
148,0,22056,Cameron Percy,46' 4",117885,212,9823.750,+36.00
149,0,23353,J.J. Henry,46' 5",146376,263,12198.000,+52.00
149,0,26851,Marc Leishman,46' 5",158116,284,13176.333,+29.00
149,0,24781,Hunter Mahan,46' 5",115831,208,9652.583,+21.00
149,0,39324,J.J. Spaun,46' 5",130435,234,10869.583,+27.00
153,0,27466,Spencer Levin,46' 6",112084,201,9340.333,+37.00
154,0,34213,Grayson Murray,46' 7",184910,331,15409.167,+49.00
154,0,28252,Seamus Power,46' 7",176122,315,14676.833,+16.00
156,0,34098,Russell Henley,46' 8",163481,292,13623.417,+44.00
156,0,29223,Sam Saunders,46' 8",111534,199,9294.500,+25.00
158,0,35879,Kelly Kraft,46' 10",138844,247,11570.333,+67.00
158,0,29461,Jamie Lovemark,46' 10",174217,310,14518.083,+9.00
158,0,27770,Camilo Villegas,46' 10",150529,268,12544.083,+29.00
161,0,31323,Gary Woodland,46' 11",145810,259,12150.833,+26.00
162,0,26300,Matt Jones,47' 1",117986,209,9832.167,+21.00
163,0,29908,C.T. Pan,47' 2",153370,271,12780.833,+34.00
164,0,28307,Matt Every,47' 4",150431,265,12535.917,+66.00
164,0,37278,Nicholas Lindheim,47' 4",106235,187,8852.917,+30.00
166,0,40026,Daniel Berger,47' 5",133080,234,11090.000,+20.00
167,0,37189,Harold Varner III,47' 6",172716,303,14393.000,+41.00
168,0,32102,Rickie Fowler,47' 7",105713,185,8809.417,+26.00
168,0,27214,Kevin Streelman,47' 7",134108,235,11175.667,+28.00
170,0,29720,Andres Gonzales,47' 8",142439,249,11869.917,+12.00
171,0,31202,William McGirt,47' 9",104246,182,8687.167,+38.00
172,0,33418,Shawn Stefani,47' 10",129162,225,10763.500,+40.00
172,0,29485,Brett Stegmaier,47' 10",110853,193,9237.750,+42.00
174,0,25345,Carl Pettersson,47' 11",126517,220,10543.083,+56.00
175,0,32640,Troy Merritt,48' 0",143409,249,11950.750,+32.00
176,0,36689,Brooks Koepka,48' 3",145396,251,12116.333,+32.00
177,0,33122,Russell Knox,48' 4",93954,162,7829.500,+29.00
178,0,47128,Richy Werenski,48' 7",117143,201,9761.917,+46.00
179,0,37455,Si Woo Kim,48' 8",130827,224,10902.250,+51.00
179,0,33419,Cameron Tringale,48' 8",148242,254,12353.500,+38.00
181,0,27644,Brian Harman,48' 10",162374,277,13531.167,+46.00
181,0,29289,S.Y. Noh,48' 10",192287,328,16023.917,+41.00
183,0,26758,David Hearn,48' 11",122588,209,10215.667,+37.00
184,0,10809,Jim Furyk,49' 2",68414,116,5701.167,+19.00
185,0,23541,Ben Crane,49' 4",133705,226,11142.083,+47.00
186,0,25572,Graeme McDowell,49' 7",83889,141,6990.750,+31.00
186,0,25892,Steve Wheatcroft,49' 7",73822,124,6151.833,+16.00
188,0,22986,Søren Kjeldsen,50' 0",61798,103,5149.833,+23.00
189,0,29478,Kevin Kisner,51' 0",137184,224,11432.000,+23.00
189,0,20572,Rod Pampling,51' 0",141444,231,11787.000,+25.00
