RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,26289,Boo Weekley,37' 1",79,2930.083,+5.00
2,0,30925,Dustin Johnson,38' 4",117,4486.333,+9.00
3,0,46970,Jon Rahm,38' 10",125,4855.917,-4.00
4,0,34409,David Lingmerth,38' 11",100,3893.333,+8.00
5,0,26331,Charl Schwartzel,39' 6",93,3673.917,+14.00
6,0,26329,Louis Oosthuizen,39' 7",88,3482.583,+2.00
7,0,28500,Martin Flores,39' 11",166,6631.500,+7.00
8,0,22371,Aaron Baddeley,40' 2",112,4495.750,+12.00
8,0,33448,Justin Thomas,40' 2",138,5543.750,-3.00
10,0,35300,Andrew Loupe,40' 4",138,5564.333,+19.00
11,0,35110,Brett Drewitt,40' 6",97,3926.667,+18.00
12,0,31557,Jim Herman,40' 7",76,3081.167,+4.00
12,0,27649,Brandt Snedeker,40' 7",65,2640.417,+15.00
14,0,24361,Pat Perez,40' 8",158,6422.667,+7.00
14,0,46501,Ollie Schniederjans,40' 8",174,7075.583,+15.00
14,0,30692,Scott Stallings,40' 8",125,5080.167,+25.00
14,0,27095,Nick Watney,40' 8",120,4878.167,+11.00
18,0,28093,Miguel Angel Carballo,40' 10",104,4250.667,+6.00
19,0,46550,Brandon Hagy,40' 11",159,6501.833,+2.00
19,0,29221,Webb Simpson,40' 11",120,4908.917,E
21,0,27064,Jhonattan Vegas,41' 0",154,6317.583,+7.00
22,0,34021,Bud Cauley,41' 1",139,5715.750,+17.00
23,0,49771,J.T. Poston,41' 2",174,7169.417,+27.00
24,0,20593,Greg Chalmers,41' 4",129,5330.250,+15.00
24,0,26596,Ryan Moore,41' 4",100,4136.917,+18.00
26,0,48081,Xander Schauffele,41' 5",160,6632.667,+4.00
27,0,27129,Luke List,41' 6",186,7719.417,+5.00
28,0,32102,Rickie Fowler,41' 7",87,3620.083,+18.00
28,0,39975,Michael Kim,41' 7",150,6232.833,+5.00
30,0,23320,Ryan Palmer,41' 9",113,4718.667,+5.00
31,0,34099,Harris English,41' 10",160,6692.750,+5.00
31,0,33461,Morgan Hoffmann,41' 10",174,7283.167,+31.00
31,0,25198,Francesco Molinari,41' 10",83,3474.417,+17.00
31,0,23621,Rory Sabbatini,41' 10",110,4605.333,E
35,0,33120,Mark Anderson,41' 11",92,3854.417,+12.00
35,0,25686,Jason Dufner,41' 11",128,5362.500,+15.00
37,0,28089,Jason Day,42' 0",124,5204.583,+9.00
37,0,33413,Ben Martin,42' 0",109,4575.833,+13.00
39,0,21209,Sergio Garcia,42' 1",79,3322.833,+16.00
39,0,37454,Whee Kim,42' 1",130,5475.833,+7.00
41,0,24024,Zach Johnson,42' 5",87,3689.500,+4.00
42,0,40009,Dominic Bozzelli,42' 7",140,5964.417,+14.00
42,0,31646,Emiliano Grillo,42' 7",112,4772.750,+15.00
44,0,32839,Hideki Matsuyama,42' 10",132,5651.167,+11.00
45,0,46440,Smylie Kaufman,42' 11",147,6309.250,+33.00
46,0,27436,Graham DeLaet,43' 0",115,4949.500,+10.00
47,0,29420,Billy Horschel,43' 1",170,7317.500,+24.00
48,0,27895,Jonas Blixt,43' 2",111,4791.000,+24.00
48,0,24924,Bill Haas,43' 2",127,5477.833,+12.00
48,0,32757,Patton Kizzire,43' 2",147,6345.750,+22.00
48,0,34046,Jordan Spieth,43' 2",127,5484.333,+7.00
48,0,26951,Johnson Wagner,43' 2",103,4444.083,+20.00
53,0,12716,Charley Hoffman,43' 3",207,8946.417,+10.00
53,0,32333,Kevin Tway,43' 3",172,7441.583,+16.00
53,0,25804,Bubba Watson,43' 3",102,4411.500,+13.00
56,0,46601,Trey Mullinax,43' 4",160,6928.000,+11.00
57,0,36801,Mark Hubbard,43' 5",128,5562.167,+23.00
58,0,20104,Ken Duke,43' 6",119,5173.333,+14.00
59,0,35545,Blayne Barber,43' 7",114,4972.083,+19.00
59,0,23983,Luke Donald,43' 7",81,3531.083,+10.00
59,0,26476,Chez Reavie,43' 7",112,4881.167,+11.00
62,0,34358,Jonathan Randolph,43' 8",93,4060.833,+17.00
62,0,25632,Jimmy Walker,43' 8",125,5455.750,+27.00
64,0,20771,Steven Alker,43' 9",76,3323.583,+14.00
64,0,28132,Tyrone Van Aswegen,43' 9",150,6566.333,+24.00
66,0,22405,Justin Rose,43' 10",95,4161.833,+12.00
67,0,01810,Phil Mickelson,43' 11",117,5137.000,+27.00
68,0,30852,Ryo Ishikawa,44' 0",113,4975.250,+24.00
68,0,25240,D.A. Points,44' 0",86,3782.333,+9.00
68,0,28252,Seamus Power,44' 0",152,6688.833,+5.00
71,0,25900,Lucas Glover,44' 1",142,6258.500,+14.00
71,0,35879,Kelly Kraft,44' 1",134,5912.583,+24.00
71,0,24502,Adam Scott,44' 1",99,4361.583,+4.00
74,0,25274,Steven Bowditch,44' 2",95,4193.000,+22.00
74,0,29476,Kyle Reifers,44' 2",110,4854.083,+12.00
76,0,19803,Ryan Armour,44' 3",82,3629.917,+12.00
76,0,32366,Kevin Chappell,44' 3",137,6066.417,+11.00
78,0,32448,James Hahn,44' 4",138,6112.667,-1.00
78,0,27974,Sung Kang,44' 4",167,7402.583,+28.00
