RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 2 PUTTS,TOTAL ROUNDS
1,0,23353,J.J. Henry,11.49,1034,90
2,0,25198,Francesco Molinari,11.25,596,53
3,0,30946,Alex Prugh,11.24,899,80
4,0,31557,Jim Herman,11.22,987,88
5,0,21961,Charles Howell III,11.18,1174,105
6,0,32200,Roberto Castro,11.04,552,50
7,0,31193,Jim Renner,11.00,726,66
8,0,27214,Kevin Streelman,10.92,994,91
9,0,27466,Spencer Levin,10.87,1054,97
10,0,10885,Robert Allenby,10.85,640,59
10,0,20848,Ángel Cabrera,10.85,575,53
10,0,22046,Geoff Ogilvy,10.85,521,48
13,0,01706,Davis Love III,10.84,553,51
13,0,28023,Byron Smith,10.84,596,55
15,0,29535,Brice Garnett,10.82,855,79
16,0,33122,Russell Knox,10.79,1036,96
17,0,23548,Bill Lunde,10.78,496,46
17,0,28132,Tyrone Van Aswegen,10.78,582,54
19,0,25364,Paul Casey,10.77,883,82
20,0,12510,Chad Campbell,10.74,1042,97
20,0,20691,Greg Owen,10.74,623,58
22,0,20229,Stewart Cink,10.73,826,77
23,0,28486,Michael Putnam,10.72,911,85
24,0,25900,Lucas Glover,10.68,844,79
25,0,24924,Bill Haas,10.66,917,86
26,0,35541,John Peterson,10.63,893,84
27,0,33413,Ben Martin,10.62,956,90
28,0,28500,Martin Flores,10.60,965,91
29,0,23983,Luke Donald,10.59,752,71
30,0,22056,Cameron Percy,10.57,740,70
30,0,26476,Chez Reavie,10.57,592,56
30,0,34264,Hudson Swafford,10.57,1004,95
33,0,10809,Jim Furyk,10.56,676,64
34,0,35451,Scott Pinckney,10.55,928,88
35,0,21528,Henrik Stenson,10.53,632,60
35,0,28780,Nicholas Thompson,10.53,906,86
37,0,27436,Graham DeLaet,10.52,684,65
38,0,26951,Johnson Wagner,10.51,715,68
39,0,34265,Will Wilcox,10.50,567,54
40,0,20645,John Senden,10.48,786,75
41,0,30711,Colt Knost,10.47,900,86
42,0,06522,Ernie Els,10.46,596,57
43,0,31323,Gary Woodland,10.45,773,74
44,0,33399,Adam Hadwin,10.43,970,93
44,0,33667,Carlos Ortiz,10.43,1001,96
46,0,37454,Whee Kim,10.42,719,69
46,0,33486,Roger Sloan,10.42,542,52
48,0,21209,Sergio Garcia,10.41,583,56
48,0,34431,Robert Streb,10.41,1145,110
48,0,29425,Andrew Svoboda,10.41,812,78
51,0,26758,David Hearn,10.39,1008,97
52,0,32334,Charlie Beljan,10.38,747,72
