RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 1 PUTTS,TOTAL ROUNDS
1,0,34046,Jordan Spieth,7.97,701,88
2,0,34256,Andrew Putnam,7.84,502,64
3,0,01810,Phil Mickelson,7.81,547,70
4,0,08075,Jerry Kelly,7.75,612,79
5,0,30927,Brendon Todd,7.74,720,93
6,0,27649,Brandt Snedeker,7.71,732,95
7,0,22371,Aaron Baddeley,7.69,569,74
7,0,27141,J.B. Holmes,7.69,654,85
9,0,29926,Danny Lee,7.68,921,120
10,0,25274,Steven Bowditch,7.67,790,103
10,0,23108,Matt Kuchar,7.67,721,94
12,0,25396,Kevin Na,7.65,727,95
13,0,26300,Matt Jones,7.63,656,86
14,0,25345,Carl Pettersson,7.61,807,106
15,0,34360,Patrick Reed,7.58,758,100
16,0,28089,Jason Day,7.57,545,72
17,0,33448,Justin Thomas,7.55,800,106
18,0,28679,Fabián Gómez,7.54,626,83
18,0,34563,Chesson Hadley,7.54,762,101
20,0,28259,Sangmoon Bae,7.52,737,98
21,0,24494,Erik Compton,7.51,646,86
22,0,24846,Ricky Barnes,7.50,585,78
23,0,21753,Brian Davis,7.49,614,82
24,0,24357,K.J. Choi,7.47,463,62
25,0,35539,Luke Guthrie,7.46,612,82
25,0,33461,Morgan Hoffmann,7.46,634,85
25,0,25892,Steve Wheatcroft,7.46,619,83
28,0,23048,Eric Axley,7.44,409,55
29,0,20593,Greg Chalmers,7.43,401,54
29,0,25632,Jimmy Walker,7.43,639,86
31,0,26596,Ryan Moore,7.41,578,78
32,0,25834,Daniel Summerhays,7.40,747,101
33,0,29479,Scott Brown,7.39,717,97
33,0,25720,Chad Collins,7.39,584,79
35,0,32102,Rickie Fowler,7.38,531,72
36,0,31560,Brian Stuard,7.37,685,93
37,0,28307,Matt Every,7.36,515,70
37,0,30926,Chris Kirk,7.36,537,73
37,0,34409,David Lingmerth,7.36,662,90
40,0,31416,Derek Fathauer,7.35,566,77
40,0,32640,Troy Merritt,7.35,669,91
40,0,24138,Ian Poulter,7.35,478,65
43,0,23800,Bryce Molder,7.34,639,87
43,0,33419,Cameron Tringale,7.34,705,96
43,0,27770,Camilo Villegas,7.34,609,83
46,0,23541,Ben Crane,7.33,425,58
46,0,30925,Dustin Johnson,7.33,528,72
46,0,24140,Sean O'Hair,7.33,630,86
49,0,40058,Zac Blair,7.32,761,104
49,0,34174,John Huh,7.32,739,101
51,0,24507,Jason Bohn,7.31,694,95
51,0,23621,Rory Sabbatini,7.31,592,81
53,0,32366,Kevin Chappell,7.30,628,86
53,0,25369,Jamie Donaldson,7.30,343,47
53,0,12716,Charley Hoffman,7.30,686,94
53,0,10860,Justin Leonard,7.30,445,61
53,0,25493,Nick Taylor,7.30,664,91
58,0,25818,Scott Piercy,7.29,656,90
59,0,30736,Oscar Fraustro,7.28,393,54
59,0,02206,David Toms,7.28,422,58
61,0,35545,Blayne Barber,7.26,537,74
61,0,20157,Retief Goosen,7.26,559,77
63,0,39977,Max Homa,7.23,535,74
63,0,24024,Zach Johnson,7.23,629,87
63,0,32839,Hideki Matsuyama,7.23,658,91
63,0,25562,Andres Romero,7.23,477,66
67,0,35532,Tom Hoge,7.22,570,79
68,0,29222,Billy Hurley III,7.20,569,79
68,0,24361,Pat Perez,7.20,691,96
70,0,22405,Justin Rose,7.18,474,66
71,0,24490,George McNeill,7.17,667,93
72,0,30852,Ryo Ishikawa,7.16,630,88
73,0,20104,Ken Duke,7.15,636,89
73,0,29720,Andres Gonzales,7.15,615,86
73,0,28475,Jeff Overton,7.15,658,92
73,0,25349,Tim Wilkinson,7.15,508,71
77,0,34099,Harris English,7.14,728,102
77,0,27963,Chris Stroud,7.14,600,84
79,0,20771,Steven Alker,7.13,428,60
79,0,29476,Kyle Reifers,7.13,656,92
79,0,36699,Patrick Rodgers,7.13,378,53
82,0,27895,Jonas Blixt,7.12,527,74
83,0,34358,Jonathan Randolph,7.11,498,70
84,0,27644,Brian Harman,7.09,638,90
84,0,34130,Sung Joon Park,7.09,546,77
86,0,20472,Alex Cejka,7.08,651,92
86,0,34261,Scott Langley,7.08,651,92
86,0,22293,Heath Slocum,7.08,375,53
89,0,20766,Padraig Harrington,7.07,424,60
89,0,29478,Kevin Kisner,7.07,735,104
89,0,25240,D.A. Points,7.07,495,70
92,0,23638,Brendon de Jonge,7.06,748,106
92,0,34098,Russell Henley,7.06,593,84
94,0,24925,Jonathan Byrd,7.05,458,65
94,0,32448,James Hahn,7.05,663,94
94,0,23320,Ryan Palmer,7.05,543,77
94,0,29518,Brendan Steele,7.05,592,84
98,0,26758,David Hearn,7.03,682,97
98,0,30711,Colt Knost,7.03,605,86
98,0,26329,Louis Oosthuizen,7.03,443,63
101,0,30944,Jason Kokrak,7.02,618,88
102,0,22892,Jason Gore,7.01,505,72
102,0,27936,Martin Laird,7.01,540,77
102,0,31202,William McGirt,7.01,722,103
102,0,25804,Bubba Watson,7.01,477,68
106,0,36801,Mark Hubbard,6.99,538,77
106,0,29221,Webb Simpson,6.99,545,78
108,0,37454,Whee Kim,6.97,481,69
109,0,34262,Jon Curran,6.95,549,79
109,0,34431,Robert Streb,6.95,764,110
109,0,32150,Michael Thompson,6.95,563,81
112,0,29725,Tony Finau,6.94,736,106
112,0,06567,Vijay Singh,6.94,541,78
114,0,33141,Keegan Bradley,6.93,582,84
114,0,33418,Shawn Stefani,6.93,651,94
116,0,29289,S.Y. Noh,6.92,450,65
117,0,40026,Daniel Berger,6.91,670,97
117,0,21209,Sergio Garcia,6.91,387,56
117,0,33667,Carlos Ortiz,6.91,663,96
120,0,36689,Brooks Koepka,6.90,559,81
121,0,26951,Johnson Wagner,6.88,468,68
121,0,21878,Mark Wilson,6.88,585,85
123,0,26851,Marc Leishman,6.87,481,70
123,0,27064,Jhonattan Vegas,6.87,591,86
123,0,27095,Nick Watney,6.87,625,91
126,0,26289,Boo Weekley,6.85,541,79
127,0,34264,Hudson Swafford,6.84,650,95
128,0,27436,Graham DeLaet,6.83,444,65
128,0,33399,Adam Hadwin,6.83,635,93
128,0,29223,Sam Saunders,6.83,553,81
131,0,25191,Gonzalo Fernandez-Castaño,6.82,525,77
131,0,24781,Hunter Mahan,6.82,573,84
133,0,33486,Roger Sloan,6.81,354,52
134,0,20396,Lee Westwood,6.79,353,52
135,0,27933,John Merrick,6.78,502,74
136,0,31323,Gary Woodland,6.76,500,74
137,0,26331,Charl Schwartzel,6.75,425,63
137,0,30692,Scott Stallings,6.75,405,60
137,0,23623,Bo Van Pelt,6.75,533,79
140,0,22056,Cameron Percy,6.74,472,70
140,0,34265,Will Wilcox,6.74,364,54
142,0,24358,Robert Garrigus,6.73,444,66
142,0,20645,John Senden,6.73,505,75
144,0,26476,Chez Reavie,6.71,376,56
145,0,23983,Luke Donald,6.70,476,71
145,0,35451,Scott Pinckney,6.70,590,88
145,0,28132,Tyrone Van Aswegen,6.70,362,54
148,0,37273,Derek Ernst,6.69,475,71
148,0,29425,Andrew Svoboda,6.69,522,78
150,0,25686,Jason Dufner,6.67,487,73
150,0,21528,Henrik Stenson,6.67,400,60
150,0,28780,Nicholas Thompson,6.67,574,86
