RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL
1,0,01707,Steve Lowery,17
2,0,12782,Tim Herron,16
3,0,01161,Mark Calcavecchia,15
4,0,08793,Tiger Woods,14
5,0,07003,David Berganio Jr.,13
5,0,01723,Andrew Magee,13
5,0,02218,Ted Tryba,13
8,0,01706,Davis Love III,11
8,0,06567,Vijay Singh,11
8,0,08375,Paul Stankowski,11
11,0,12387,Michael Christie,10
12,0,01133,Billy Ray Brown,9
12,0,01157,Tom Byrum,9
12,0,01226,Fred Couples,9
12,0,09011,David Duval,9
12,0,06617,Brian Henninger,9
12,0,01527,Scott Hoch,9
12,0,01533,P.H. Horgan III,9
12,0,10585,Scott McCarron,9
12,0,01926,Steve Pate,9
12,0,02146,Payne Stewart,9
12,0,07101,Dave Stockton Jr.,9
12,0,02246,Duffy Waldorf,9
24,0,01143,Brad Bryant,8
24,0,19881,Robert Damron,8
24,0,01361,Dan Forsman,8
24,0,06643,Paul Goydos,8
24,0,01577,Lee Janzen,8
24,0,01724,Jeff Maggert,8
24,0,01761,Len Mattiace,8
24,0,01766,Billy Mayfair,8
24,0,06090,Jim McGovern,8
24,0,01887,Mark O'Meara,8
24,0,02135,Mike Standly,8
24,0,02166,Chip Sullivan,8
24,0,02245,Grant Waite,8
37,0,01024,Billy Andrade,7
37,0,01035,Tommy Armour III,7
37,0,20099,Doug Barron,7
37,0,01072,Chip Beck,7
37,0,01116,Michael Bradley,7
37,0,01185,Brandel Chamblee,7
37,0,01249,John Daly,7
37,0,06034,Marco Dawson,7
37,0,10809,Jim Furyk,7
37,0,01385,Jim Gallagher Jr.,7
37,0,01408,Kelly Gibson,7
37,0,01444,Ken Green,7
37,0,08265,Eric Johnson,7
37,0,08075,Jerry Kelly,7
37,0,01677,Tom Lehman,7
37,0,02104,Jeff Sluman,7
37,0,02115,Taylor Smith,7
37,0,06613,Tommy Tolles,7
55,0,01006,John Adams,6
55,0,01014,Fulton Allem,6
55,0,20098,Stuart Appleby,6
55,0,10505,Shane Bertsch,6
55,0,01096,Phil Blackmar,6
55,0,01139,Olin Browne,6
55,0,01175,Jim Carter,6
55,0,01307,Joel Edwards,6
55,0,06522,Ernie Els,6
55,0,10963,Jimmy Green,6
55,0,06044,Scott Gump,6
55,0,01457,Jay Haas,6
55,0,08537,J.P. Hayes,6
55,0,21007,Gabriel Hjertstedt,6
55,0,10962,Bradley Hughes,6
55,0,01553,John Huston,6
55,0,01599,Steve Jones,6
55,0,01619,Skip Kendall,6
55,0,01633,Tom Kite,6
55,0,11032,Frank Lickliter II,6
55,0,01797,Rocco Mediate,6
55,0,01891,David Ogrin,6
55,0,07749,Brett Quigley,6
55,0,02170,Hal Sutton,6
55,0,02223,Bob Tway,6
80,0,07867,Woody Austin,5
80,0,01093,Ronnie Black,5
80,0,06214,Guy Boros,5
80,0,01132,Mark Brooks,5
80,0,10875,Todd Demsey,5
80,0,01288,Ed Dougherty,5
80,0,06144,John Dowdall,5
80,0,06036,Scott Dunlap,5
80,0,01388,Robert Gamez,5
80,0,12645,Brent Geiberger,5
80,0,01418,Bill Glasson,5
80,0,01487,Jeff Hart,5
80,0,07465,Hideki Kase,5
80,0,06012,Greg Kraft,5
80,0,06332,Neal Lancaster,5
80,0,10860,Justin Leonard,5
80,0,01748,Doug Martin,5
80,0,01810,Phil Mickelson,5
80,0,01864,Larry Nelson,5
80,0,10457,Frank Nobilo,5
80,0,12660,Jesper Parnevik,5
80,0,01920,Craig Parry,5
80,0,01960,Don Pooley,5
80,0,20158,Anthony Rodriguez,5
80,0,02049,Gene Sauers,5
80,0,02095,Larry Silveira,5
80,0,02099,Scott Simpson,5
80,0,02133,Craig Stadler,5
80,0,06527,Steve Stricker,5
80,0,02206,David Toms,5
80,0,02279,Mark Wiebe,5
80,0,06577,John Wilson,5
80,0,02321,Fuzzy Zoeller,5
113,0,01098,Jay Don Blake,4
113,0,20229,Stewart Cink,4
113,0,01219,John Cook,4
113,0,01261,Jay Delsing,4
113,0,07267,Allen Doyle,4
113,0,06621,Joe Durant,4
113,0,01306,David Edwards,4
113,0,01313,Steve Elkington,4
113,0,01320,Bob Estes,4
113,0,01329,Brad Faxon,4
113,0,01549,Mike Hulbert,4
