RANK,MOVEMENT,PLAYER_ID,PLAYER,%
1,0,01418,Bill Glasson,27.88
2,0,08375,Paul Stankowski,25.77
3,0,02133,Craig Stadler,24.72
4,0,10809,Jim Furyk,24.66
5,0,01320,Bob Estes,24.44
6,0,01549,Mike Hulbert,24.13
7,0,01331,Rick Fehr,23.53
7,0,01810,Phil Mickelson,23.53
9,0,01723,Andrew Magee,23.51
10,0,20099,Doug Barron,23.49
11,0,01707,Steve Lowery,23.41
12,0,01249,John Daly,23.20
13,0,02170,Hal Sutton,22.99
14,0,01891,David Ogrin,22.82
14,0,02279,Mark Wiebe,22.82
16,0,01226,Fred Couples,22.81
17,0,12660,Jesper Parnevik,22.54
18,0,12387,Michael Christie,22.44
19,0,06124,Patrick Burke,22.40
20,0,02115,Taylor Smith,22.38
21,0,01116,Michael Bradley,22.31
22,0,10569,Mike Brisky,22.30
23,0,06315,Pete Jordan,22.26
24,0,01706,Davis Love III,22.22
25,0,01157,Tom Byrum,22.18
25,0,01161,Mark Calcavecchia,22.18
27,0,06577,John Wilson,22.14
28,0,01133,Billy Ray Brown,22.12
29,0,01475,Donnie Hammond,22.11
30,0,01510,Nolan Henke,22.08
31,0,01797,Rocco Mediate,22.06
32,0,01943,Chris Perry,21.94
33,0,06613,Tommy Tolles,21.83
34,0,01323,Brad Fabel,21.72
34,0,10207,Jimmy Johnston,21.72
36,0,19881,Robert Damron,21.53
36,0,08793,Tiger Woods,21.53
38,0,01261,Jay Delsing,21.48
39,0,06034,Marco Dawson,21.43
40,0,01876,Greg Norman,21.37
41,0,06527,Steve Stricker,21.35
42,0,01096,Phil Blackmar,21.13
43,0,01771,Blaine McCallister,21.12
44,0,01487,Jeff Hart,21.03
45,0,01599,Steve Jones,20.98
45,0,01887,Mark O'Meara,20.98
47,0,01527,Scott Hoch,20.97
48,0,01143,Brad Bryant,20.90
49,0,01334,Keith Fergus,20.89
50,0,01307,Joel Edwards,20.88
51,0,01682,Wayne Levi,20.74
52,0,08339,Spike McRoy,20.69
53,0,01748,Doug Martin,20.66
54,0,01381,Fred Funk,20.58
55,0,01024,Billy Andrade,20.54
56,0,01014,Fulton Allem,20.45
57,0,01219,John Cook,20.42
58,0,02049,Gene Sauers,20.39
59,0,09011,David Duval,20.38
60,0,12645,Brent Geiberger,20.36
61,0,01968,Nick Price,20.29
62,0,01035,Tommy Armour III,20.24
63,0,02010,Loren Roberts,20.10
64,0,01374,Robin Freeman,20.00
65,0,06012,Greg Kraft,19.88
66,0,10837,Kevin Burton,19.76
67,0,01945,Kenny Perry,19.74
68,0,01139,Olin Browne,19.73
69,0,01928,Corey Pavin,19.61
70,0,06036,Scott Dunlap,19.60
71,0,07749,Brett Quigley,19.57
72,0,01185,Brandel Chamblee,19.50
73,0,02166,Chip Sullivan,19.49
74,0,02101,Joey Sindelar,19.46
75,0,20098,Stuart Appleby,19.38
76,0,01408,Kelly Gibson,19.35
76,0,01960,Don Pooley,19.35
78,0,21007,Gabriel Hjertstedt,19.30
79,0,01175,Jim Carter,19.26
80,0,06575,Dudley Hart,19.23
81,0,10585,Scott McCarron,19.09
82,0,10457,Frank Nobilo,19.02
83,0,01093,Ronnie Black,18.97
83,0,02239,Scott Verplank,18.97
85,0,08537,J.P. Hayes,18.86
86,0,06132,Sonny Skinner,18.84
87,0,02223,Bob Tway,18.75
88,0,10860,Justin Leonard,18.67
89,0,01011,Rafael Alarcon,18.65
90,0,06617,Brian Henninger,18.63
91,0,11032,Frank Lickliter II,18.55
92,0,20229,Stewart Cink,18.46
93,0,01098,Jay Don Blake,18.39
94,0,01385,Jim Gallagher Jr.,18.32
94,0,01619,Skip Kendall,18.32
96,0,02214,Kirk Triplett,18.18
97,0,01569,Peter Jacobsen,18.10
98,0,08547,John Maginnes,18.07
99,0,07101,Dave Stockton Jr.,18.03
100,0,02242,Lanny Wadkins,17.95
101,0,05466,Jack O'Keefe,17.94
102,0,01388,Robert Gamez,17.87
103,0,02245,Grant Waite,17.82
104,0,02135,Mike Standly,17.81
104,0,06581,David Sutherland,17.81
106,0,02294,Willie Wood,17.80
107,0,02100,Tim Simpson,17.70
108,0,06332,Neal Lancaster,17.69
109,0,01941,Tom Pernice Jr.,17.60
110,0,06621,Joe Durant,17.58
111,0,06567,Vijay Singh,17.57
112,0,07003,David Berganio Jr.,17.52
113,0,12782,Tim Herron,17.41
113,0,08265,Eric Johnson,17.41
115,0,01201,Lennie Clements,17.37
116,0,10963,Jimmy Green,17.34
117,0,02218,Ted Tryba,17.26
118,0,02256,Tom Watson,17.22
119,0,02023,Clarence Rose,17.18
120,0,01761,Len Mattiace,17.17
121,0,06522,Ernie Els,17.16
121,0,08075,Jerry Kelly,17.16
123,0,07547,Craig Kanada,17.13
124,0,01132,Mark Brooks,17.11
125,0,12826,Paul Claxton,17.10
126,0,06515,Shaun Micheel,17.09
127,0,01444,Ken Green,17.05
128,0,02099,Scott Simpson,17.03
129,0,01717,Sandy Lyle,16.97
130,0,02159,Curtis Strange,16.96
131,0,02206,David Toms,16.93
132,0,12663,Phil Tataurangi,16.89
133,0,01766,Billy Mayfair,16.85
134,0,06090,Jim McGovern,16.84
135,0,02226,Tray Tyner,16.81
136,0,07867,Woody Austin,16.67
136,0,01577,Lee Janzen,16.67
138,0,01724,Jeff Maggert,16.60
139,0,07087,Hugh Royer III,16.55
140,0,10875,Todd Demsey,16.53
141,0,20158,Anthony Rodriguez,16.52
142,0,01633,Tom Kite,16.50
143,0,01920,Craig Parry,16.49
144,0,01203,Russ Cochran,16.47
145,0,01926,Steve Pate,16.43
146,0,06595,Kevin Sutherland,16.36
146,0,02225,Howard Twitty,16.36
148,0,07363,Craig Bowden,16.27
149,0,01196,Brian Claar,16.23
150,0,06214,Guy Boros,16.17
151,0,01326,Nick Faldo,16.13
152,0,08385,Omar Uresti,16.08
153,0,01864,Larry Nelson,16.04
154,0,07235,John Morse,16.03
155,0,01353,Bruce Fleisher,15.97
156,0,10962,Bradley Hughes,15.92
157,0,01823,Larry Mize,15.87
158,0,01329,Brad Faxon,15.84
159,0,07465,Hideki Kase,15.75
160,0,01313,Steve Elkington,15.61
161,0,01457,Jay Haas,15.58
162,0,02131,Mike Springer,15.53
163,0,01975,Tom Purtzer,15.51
164,0,01533,P.H. Horgan III,15.48
165,0,06044,Scott Gump,15.36
166,0,02104,Jeff Sluman,15.29
167,0,02146,Payne Stewart,15.28
168,0,01677,Tom Lehman,15.24
169,0,02008,Lee Rinker,15.11
170,0,02095,Larry Silveira,15.02
171,0,02321,Fuzzy Zoeller,15.00
172,0,01553,John Huston,14.94
173,0,01905,Joe Ozaki,14.92
173,0,02267,D.A. Weibring,14.92
175,0,08931,Glen Day,14.90
176,0,01040,Emlyn Aubrey,14.89
177,0,01072,Chip Beck,14.71
178,0,02292,Bob Wolcott,14.68
179,0,01361,Dan Forsman,14.54
180,0,06643,Paul Goydos,14.44
181,0,01306,David Edwards,14.29
181,0,02007,Larry Rinker,14.29
183,0,01042,Paul Azinger,14.21
184,0,10213,Dicky Pride,14.17
185,0,01006,John Adams,13.78
186,0,01378,David Frost,13.74
187,0,08553,Lee Porter,13.68
188,0,01996,Mike Reid,13.43
189,0,06144,John Dowdall,13.33
190,0,01489,Steve Hart,13.10
191,0,07267,Allen Doyle,13.00
192,0,02246,Duffy Waldorf,12.97
193,0,10505,Shane Bertsch,12.12
194,0,01288,Ed Dougherty,10.73
195,0,01346,Ed Fiori,9.58
