RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF CUTS
1,0,01313,Steve Elkington,23
2,0,02321,Fuzzy Zoeller,17
3,0,01968,Nick Price,13
4,0,01797,Rocco Mediate,12
5,0,01331,Rick Fehr,11
6,0,01226,Fred Couples,10
7,0,02267,D.A. Weibring,9
8,0,02100,Tim Simpson,8
9,0,01196,Brian Claar,7
9,0,01553,John Huston,7
9,0,01755,Dick Mast,7
9,0,01920,Craig Parry,7
9,0,02099,Scott Simpson,7
9,0,02225,Howard Twitty,7
15,0,01261,Jay Delsing,6
15,0,01306,David Edwards,6
15,0,01326,Nick Faldo,6
15,0,01418,Bill Glasson,6
15,0,01677,Tom Lehman,6
15,0,08045,Perry Moss,6
15,0,01876,Greg Norman,6
15,0,01971,Dillard Pruitt,6
15,0,02133,Craig Stadler,6
15,0,06589,Jeff Woodland,6
25,0,01014,Fulton Allem,5
25,0,01320,Bob Estes,5
25,0,01378,David Frost,5
25,0,10860,Justin Leonard,5
25,0,01771,Blaine McCallister,5
25,0,01823,Larry Mize,5
25,0,01891,David Ogrin,5
25,0,01928,Corey Pavin,5
25,0,01945,Kenny Perry,5
25,0,06567,Vijay Singh,5
35,0,01495,Morris Hatalsky,4
35,0,01633,Tom Kite,4
35,0,01701,Bob Lohr,4
35,0,01748,Doug Martin,4
35,0,02214,Kirk Triplett,4
35,0,02230,Stan Utley,4
41,0,06006,JC Anderson,3
41,0,01042,Paul Azinger,3
41,0,06124,Patrick Burke,3
41,0,01235,Ben Crenshaw,3
41,0,01468,Gary Hallberg,3
41,0,01510,Nolan Henke,3
41,0,01527,Scott Hoch,3
41,0,01577,Lee Janzen,3
41,0,01659,Massy Kuramoto,3
41,0,01682,Wayne Levi,3
41,0,01706,Davis Love III,3
41,0,01707,Steve Lowery,3
41,0,01717,Sandy Lyle,3
41,0,01837,Gil Morgan,3
41,0,01906,Masashi Jumbo Ozaki,3
41,0,10795,Neale Smith,3
41,0,02201,Jim Thorpe,3
41,0,02256,Tom Watson,3
41,0,02294,Willie Wood,3
41,0,02300,Ian Woosnam,3
61,0,06086,Russell Beiersdorf,2
61,0,01157,Tom Byrum,2
61,0,01161,Mark Calcavecchia,2
61,0,01203,Russ Cochran,2
61,0,10195,Tim Conley,2
61,0,06034,Marco Dawson,2
61,0,01266,Clark Dennis,2
61,0,09011,David Duval,2
61,0,01329,Brad Faxon,2
61,0,06058,John Flannery,2
61,0,07457,Steve Flesch,2
61,0,01388,Robert Gamez,2
61,0,06643,Paul Goydos,2
61,0,01444,Ken Green,2
61,0,06044,Scott Gump,2
61,0,01607,Brian Kamm,2
61,0,07065,Arden Knoll,2
61,0,12389,Barry Lane,2
61,0,01723,Andrew Magee,2
61,0,01766,Billy Mayfair,2
61,0,06090,Jim McGovern,2
61,0,01810,Phil Mickelson,2
61,0,01858,Tommy Nakajima,2
61,0,01887,Mark O'Meara,2
61,0,01905,Joe Ozaki,2
61,0,01926,Steve Pate,2
61,0,01938,David Peoples,2
61,0,01975,Tom Purtzer,2
61,0,02023,Clarence Rose,2
61,0,02120,Ed Sneed,2
61,0,12416,Chris Van Der Velde,2
61,0,02257,Brian Watts,2
61,0,06072,Greg Whisman,2
