RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
1,0,20098,Stuart Appleby,29.43,93,316
2,0,25632,Jimmy Walker,29.21,78,267
3,0,24138,Ian Poulter,29.08,41,141
4,0,27214,Kevin Streelman,29.03,72,248
5,0,10860,Justin Leonard,28.82,66,229
6,0,28307,Matt Every,28.77,61,212
7,0,24490,George McNeill,28.69,68,237
8,0,25686,Jason Dufner,28.48,43,151
9,0,28237,Rory McIlroy,28.25,50,177
10,0,32839,Hideki Matsuyama,28.00,56,200
11,0,08075,Jerry Kelly,27.54,65,236
12,0,29740,Brad Fritsch,27.20,34,125
13,0,35139,Richard Lee,27.16,63,232
14,0,22046,Geoff Ogilvy,26.90,78,290
15,0,23983,Luke Donald,26.67,40,150
15,0,32102,Rickie Fowler,26.67,60,225
17,0,23135,Tim Clark,26.53,65,245
18,0,20593,Greg Chalmers,26.52,74,279
18,0,27770,Camilo Villegas,26.52,87,328
20,0,29926,Danny Lee,26.34,59,224
21,0,23108,Matt Kuchar,26.30,81,308
22,0,24502,Adam Scott,26.20,49,187
23,0,25572,Graeme McDowell,26.01,45,173
24,0,21528,Henrik Stenson,25.98,33,127
25,0,30852,Ryo Ishikawa,25.96,61,235
26,0,24024,Zach Johnson,25.95,82,316
26,0,29221,Webb Simpson,25.95,75,289
28,0,26331,Charl Schwartzel,25.91,50,193
29,0,25804,Bubba Watson,25.75,69,268
30,0,29222,Billy Hurley III,25.74,70,272
31,0,34098,Russell Henley,25.60,75,293
32,0,21753,Brian Davis,25.45,85,334
33,0,24912,Will MacKenzie,25.29,66,261
34,0,30750,Tommy Gainey,25.20,64,254
35,0,22621,Ben Curtis,25.12,53,211
36,0,10809,Jim Furyk,25.00,57,228
36,0,27644,Brian Harman,25.00,107,428
36,0,34261,Scott Langley,25.00,76,304
39,0,24357,K.J. Choi,24.90,61,245
39,0,34431,Robert Streb,24.90,60,241
41,0,33141,Keegan Bradley,24.89,57,229
42,0,02206,David Toms,24.88,53,213
43,0,25364,Paul Casey,24.81,33,133
44,0,23800,Bryce Molder,24.79,59,238
45,0,25444,Justin Hicks,24.78,84,339
46,0,25345,Carl Pettersson,24.76,78,315
47,0,20848,Ángel Cabrera,24.68,57,231
48,0,28089,Jason Day,24.63,33,134
49,0,27963,Chris Stroud,24.61,63,256
50,0,33419,Cameron Tringale,24.57,86,350
51,0,28259,Sangmoon Bae,24.39,60,246
52,0,31560,Brian Stuard,24.31,62,255
53,0,26596,Ryan Moore,24.29,51,210
54,0,21961,Charles Howell III,24.19,97,401
55,0,26758,David Hearn,24.17,73,302
56,0,26851,Marc Leishman,24.06,51,212
57,0,23621,Rory Sabbatini,24.03,62,258
58,0,24663,Y.E. Yang,24.02,49,204
59,0,35539,Luke Guthrie,23.99,71,296
60,0,34409,David Lingmerth,23.95,63,263
61,0,27936,Martin Laird,23.88,48,201
62,0,24361,Pat Perez,23.86,68,285
63,0,30926,Chris Kirk,23.85,78,327
64,0,27095,Nick Watney,23.79,49,206
65,0,01810,Phil Mickelson,23.76,48,202
66,0,29518,Brendan Steele,23.68,63,266
67,0,25349,Tim Wilkinson,23.66,62,262
68,0,24781,Hunter Mahan,23.62,64,271
69,0,29478,Kevin Kisner,23.57,66,280
70,0,29289,S.Y. Noh,23.44,60,256
70,0,31323,Gary Woodland,23.44,60,256
72,0,32366,Kevin Chappell,23.34,81,347
73,0,33413,Ben Martin,23.32,52,223
73,0,25562,Andres Romero,23.32,66,283
73,0,27064,Jhonattan Vegas,23.32,52,223
76,0,06567,Vijay Singh,23.30,72,309
77,0,28500,Martin Flores,23.22,62,267
77,0,34046,Jordan Spieth,23.22,75,323
79,0,31202,William McGirt,23.21,68,293
80,0,07867,Woody Austin,23.18,51,220
81,0,34563,Chesson Hadley,23.14,59,255
82,0,22405,Justin Rose,23.12,43,186
83,0,27120,Troy Matteson,23.08,48,208
83,0,22913,John Rollins,23.08,57,247
85,0,29479,Scott Brown,23.05,74,321
86,0,29425,Andrew Svoboda,22.98,54,235
87,0,24507,Jason Bohn,22.97,65,283
88,0,30927,Brendon Todd,22.86,80,350
89,0,27933,John Merrick,22.71,57,251
89,0,31193,Jim Renner,22.71,47,207
91,0,12510,Chad Campbell,22.70,37,163
92,0,25396,Kevin Na,22.69,54,238
93,0,26329,Louis Oosthuizen,22.58,28,124
94,0,01724,Jeff Maggert,22.53,41,182
95,0,23638,Brendon de Jonge,22.52,68,302
96,0,10885,Robert Allenby,22.48,49,218
97,0,27895,Jonas Blixt,22.46,42,187
98,0,20229,Stewart Cink,22.40,56,250
98,0,31557,Jim Herman,22.40,43,192
100,0,28486,Michael Putnam,22.39,60,268
101,0,35300,Andrew Loupe,22.22,54,243
102,0,23320,Ryan Palmer,22.18,57,257
103,0,22371,Aaron Baddeley,22.11,42,190
104,0,34099,Harris English,21.96,56,255
105,0,20104,Ken Duke,21.95,54,246
106,0,24925,Jonathan Byrd,21.89,51,233
107,0,20160,Charlie Wi,21.82,48,220
108,0,26289,Boo Weekley,21.76,47,216
109,0,27649,Brandt Snedeker,21.69,54,249
110,0,33122,Russell Knox,21.67,70,323
111,0,34021,Bud Cauley,21.54,42,195
112,0,25834,Daniel Summerhays,21.47,67,312
113,0,21731,Freddie Jacobson,21.36,69,323
114,0,22293,Heath Slocum,21.24,48,226
115,0,27436,Graham DeLaet,21.21,49,231
116,0,24924,Bill Haas,21.17,65,307
117,0,32640,Troy Merritt,21.10,50,237
118,0,28780,Nicholas Thompson,21.07,51,242
119,0,34360,Patrick Reed,21.05,72,342
120,0,23353,J.J. Henry,21.01,58,276
121,0,25720,Chad Collins,20.98,47,224
121,0,21209,Sergio Garcia,20.98,30,143
123,0,33418,Shawn Stefani,20.95,44,210
124,0,34264,Hudson Swafford,20.92,41,196
125,0,24846,Ricky Barnes,20.91,55,263
125,0,28475,Jeff Overton,20.91,55,263
127,0,27141,J.B. Holmes,20.90,70,335
128,0,26679,Kevin Stadler,20.85,54,259
129,0,20157,Retief Goosen,20.81,62,298
130,0,29420,Billy Horschel,20.75,55,265
131,0,27466,Spencer Levin,20.69,36,174
132,0,29535,Brice Garnett,20.68,61,295
133,0,32150,Michael Thompson,20.66,50,242
134,0,27556,Ted Potter Jr.,20.63,46,223
135,0,25274,Steven Bowditch,20.60,62,301
136,0,23541,Ben Crane,20.57,58,282
137,0,33461,Morgan Hoffmann,20.41,80,392
138,0,24358,Robert Garrigus,20.33,50,246
139,0,27330,Josh Teater,20.29,56,276
140,0,12716,Charley Hoffman,20.25,66,326
140,0,36689,Brooks Koepka,20.25,32,158
142,0,23409,James Driscoll,20.22,37,183
143,0,19846,Brian Gay,20.00,51,255
143,0,30944,Jason Kokrak,20.00,42,210
143,0,01706,Davis Love III,20.00,46,230
143,0,20396,Lee Westwood,20.00,27,135
147,0,24494,Erik Compton,19.85,54,272
148,0,28132,Tyrone Van Aswegen,19.83,48,242
149,0,25191,Gonzalo Fernandez-Castaño,19.82,44,222
150,0,30925,Dustin Johnson,19.68,37,188
151,0,23623,Bo Van Pelt,19.62,52,265
152,0,34174,John Huh,19.44,42,216
153,0,26956,Bronson La'Cassie,19.18,28,146
154,0,32448,James Hahn,19.05,48,252
155,0,20645,John Senden,18.98,52,274
156,0,25240,D.A. Points,18.78,40,213
157,0,32334,Charlie Beljan,18.75,57,304
157,0,10423,Mike Weir,18.75,36,192
159,0,22378,Trevor Immelman,18.60,45,242
160,0,24140,Sean O'Hair,18.55,51,275
161,0,28092,D.H. Lee,18.35,29,158
162,0,21878,Mark Wilson,18.31,39,213
163,0,26951,Johnson Wagner,18.23,33,181
164,0,32200,Roberto Castro,18.15,47,259
165,0,30110,Kyle Stanley,17.76,46,259
166,0,29461,Jamie Lovemark,17.73,36,203
167,0,20498,Briny Baird,17.61,31,176
168,0,35732,Wes Roach,17.59,38,216
169,0,30692,Scott Stallings,17.23,41,238
170,0,35541,John Peterson,17.07,35,205
171,0,26300,Matt Jones,17.06,36,211
172,0,06522,Ernie Els,17.02,40,235
173,0,27408,Martin Kaymer,16.25,26,160
174,0,25900,Lucas Glover,15.51,29,187
175,0,34265,Will Wilcox,14.88,18,121
176,0,37273,Derek Ernst,14.09,31,220
177,0,32333,Kevin Tway,14.02,23,164
