RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
155,0,23623,Bo Van Pelt,1.627,2109,1296
156,0,31646,Emiliano Grillo,1.629,2815,1728
156,0,39975,Michael Kim,1.629,2023,1242
158,0,33204,Shane Lowry,1.630,2230,1368
158,0,40042,Tyler McCumber,1.630,1995,1224
160,0,45609,Tyler Duncan,1.631,2643,1620
160,0,32662,Michael Gligic,1.631,2348,1440
160,0,36699,Patrick Rodgers,1.631,2995,1836
160,0,27064,Jhonattan Vegas,1.631,2584,1584
164,0,21209,Sergio Garcia,1.632,2174,1332
164,0,27974,Sung Kang,1.632,2526,1548
166,0,35104,Tom Lewis,1.634,2353,1440
167,0,49298,Kramer Hickok,1.635,2031,1242
168,0,33490,Bo Hoag,1.636,2562,1566
168,0,24140,Sean O'Hair,1.636,1502,918
170,0,29926,Danny Lee,1.637,1739,1062
170,0,47483,Will Zalatoris,1.637,2563,1566
172,0,23983,Luke Donald,1.638,1651,1008
172,0,26476,Chez Reavie,1.638,2476,1512
174,0,27129,Luke List,1.640,2628,1602
175,0,34264,Hudson Swafford,1.641,2422,1476
176,0,33141,Keegan Bradley,1.642,2542,1548
176,0,23788,D.J. Trahan,1.642,1951,1188
178,0,29268,Bronson Burgoon,1.643,2129,1296
179,0,33404,Chris Baker,1.644,1598,972
180,0,56762,Will Gordon,1.645,2606,1584
181,0,33122,Russell Knox,1.646,2725,1656
181,0,39324,J.J. Spaun,1.646,2133,1296
183,0,52372,Cameron Champ,1.647,2223,1350
183,0,49964,Aaron Wise,1.647,2372,1440
185,0,28420,Ryan Brehm,1.649,1722,1044
185,0,22056,Cameron Percy,1.649,2286,1386
187,0,34213,Grayson Murray,1.651,1456,882
187,0,30110,Kyle Stanley,1.651,2675,1620
189,0,27095,Nick Watney,1.652,1606,972
190,0,34255,Joseph Bramlett,1.655,2324,1404
190,0,31557,Jim Herman,1.655,1966,1188
192,0,30163,Henrik Norlander,1.657,2506,1512
193,0,25804,Bubba Watson,1.659,2061,1242
194,0,27936,Martin Laird,1.664,2396,1440
194,0,36871,Matthew NeSmith,1.664,2635,1584
196,0,48045,Michael Gellerman,1.687,1427,846
