RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL
1,0,12823,Carlos Franco,22
2,0,01388,Robert Gamez,21
3,0,12510,Chad Campbell,17
4,0,22295,Darron Stiles,16
4,0,08793,Tiger Woods,16
6,0,22892,Jason Gore,15
6,0,23353,J.J. Henry,15
6,0,20663,Brenden Pappas,15
9,0,07867,Woody Austin,14
9,0,10809,Jim Furyk,14
9,0,22548,Patrick Sheehan,14
9,0,08375,Paul Stankowski,14
13,0,20498,Briny Baird,13
13,0,23338,David Gossett,13
13,0,21961,Charles Howell III,13
13,0,08075,Jerry Kelly,13
13,0,24361,Pat Perez,13
13,0,01948,Tim Petrovic,13
13,0,06567,Vijay Singh,13
20,0,06522,Ernie Els,12
20,0,01577,Lee Janzen,12
20,0,01685,J.L. Lewis,12
20,0,01706,Davis Love III,12
20,0,01723,Andrew Magee,12
20,0,01938,David Peoples,12
20,0,01941,Tom Pernice Jr.,12
20,0,11011,Mike Sposa,12
28,0,19824,Craig Barlow,11
28,0,20593,Greg Chalmers,11
28,0,08337,Mike Heinen,11
28,0,01553,John Huston,11
28,0,12705,Cliff Kresge,11
28,0,23552,Hank Kuehne,11
28,0,06332,Neal Lancaster,11
28,0,11032,Frank Lickliter II,11
28,0,20095,Carl Paulson,11
28,0,02106,Chris Smith,11
28,0,20436,Garrett Willis,11
39,0,23036,Chris Anderson,10
39,0,12661,Todd Barranger,10
39,0,23614,Rich Beem,10
39,0,01157,Tom Byrum,10
39,0,19825,Darren Clarke,10
39,0,06251,Chris DiMarco,10
39,0,21805,Harrison Frazar,10
39,0,21209,Sergio Garcia,10
39,0,12782,Tim Herron,10
39,0,01707,Steve Lowery,10
39,0,12680,Shigeki Maruyama,10
39,0,22046,Geoff Ogilvy,10
39,0,23177,Kenneth Staton,10
39,0,02246,Duffy Waldorf,10
53,0,10885,Robert Allenby,9
53,0,06004,Stephen Ames,9
53,0,20098,Stuart Appleby,9
53,0,22371,Aaron Baddeley,9
53,0,20029,Notah Begay III,9
53,0,06809,Bob Burns,9
53,0,01249,John Daly,9
53,0,07457,Steve Flesch,9
53,0,12645,Brent Geiberger,9
53,0,10201,Matt Gogel,9
53,0,20574,Mathew Goggin,9
53,0,01677,Tom Lehman,9
53,0,01810,Phil Mickelson,9
53,0,25031,Andy Miller,9
53,0,26950,John Morgan,9
53,0,12660,Jesper Parnevik,9
53,0,10912,Craig Perks,9
53,0,01945,Kenny Perry,9
53,0,20645,John Senden,9
53,0,10423,Mike Weir,9
73,0,12652,Cameron Beckman,8
73,0,24357,K.J. Choi,8
73,0,20229,Stewart Cink,8
73,0,06034,Marco Dawson,8
73,0,08931,Glen Day,8
73,0,01329,Brad Faxon,8
73,0,01378,David Frost,8
73,0,19846,Brian Gay,8
73,0,06643,Paul Goydos,8
73,0,06573,Brandt Jobe,8
73,0,20094,Jonathan Kaye,8
73,0,01724,Jeff Maggert,8
73,0,01766,Billy Mayfair,8
73,0,06581,David Sutherland,8
73,0,06595,Kevin Sutherland,8
73,0,06078,Esteban Toledo,8
73,0,02206,David Toms,8
90,0,01035,Tommy Armour III,7
90,0,08123,Jeff Brehaut,7
90,0,24925,Jonathan Byrd,7
90,0,20157,Retief Goosen,7
90,0,07941,Mike Grob,7
90,0,06575,Dudley Hart,7
90,0,01761,Len Mattiace,7
90,0,10585,Scott McCarron,7
90,0,08339,Spike McRoy,7
90,0,01797,Rocco Mediate,7
90,0,06515,Shaun Micheel,7
90,0,20568,Anthony Painter,7
90,0,20127,Chris Riley,7
90,0,23621,Rory Sabbatini,7
90,0,02170,Hal Sutton,7
90,0,02214,Kirk Triplett,7
90,0,02223,Bob Tway,7
90,0,02239,Scott Verplank,7
108,0,07223,Brian Bateman,6
108,0,07721,Pat Bates,6
108,0,20472,Alex Cejka,6
108,0,23135,Tim Clark,6
108,0,23983,Luke Donald,6
108,0,20121,Todd Fischer,6
108,0,01381,Fred Funk,6
108,0,08725,Tom Gillis,6
108,0,21806,Paul Gow,6
108,0,01457,Jay Haas,6
108,0,10565,Ian Leggatt,6
108,0,12662,Thomas Levet,6
108,0,08547,John Maginnes,6
108,0,20572,Rod Pampling,6
108,0,02101,Joey Sindelar,6
108,0,07101,Dave Stockton Jr.,6
108,0,20548,Hidemichi Tanaka,6
108,0,10425,Jay Williamson,6
126,0,01175,Jim Carter,5
126,0,19972,José Coceres,5
126,0,23541,Ben Crane,5
126,0,01361,Dan Forsman,5
126,0,08545,Glen Hnatiuk,5
126,0,01569,Peter Jacobsen,5
126,0,08633,Per-Ulrik Johansson,5
126,0,01619,Skip Kendall,5
126,0,20940,Kenichi Kuboya,5
126,0,10860,Justin Leonard,5
126,0,01887,Mark O'Meara,5
126,0,20628,Arron Oberholser,5
126,0,25345,Carl Pettersson,5
126,0,01968,Nick Price,5
126,0,02002,John Riegger,5
126,0,02049,Gene Sauers,5
126,0,24502,Adam Scott,5
126,0,02104,Jeff Sluman,5
126,0,25450,Ty Tryon,5
126,0,12755,Vance Veazey,5
126,0,26489,Cameron Yancey,5
126,0,20566,Kaname Yokoo,5
148,0,20771,Steven Alker,4
