RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIE TO BOGEY RATIO,TOTAL BIRDIES AND BETTER,TOTAL BOGEYS AND WORSE
1,0,06567,Vijay Singh,1.89,463,245
2,0,10809,Jim Furyk,1.87,418,223
3,0,08793,Tiger Woods,1.70,306,180
4,0,01706,Davis Love III,1.63,335,205
5,0,06004,Stephen Ames,1.62,378,234
6,0,01553,John Huston,1.60,332,207
6,0,02239,Scott Verplank,1.60,401,250
8,0,01361,Dan Forsman,1.58,365,231
8,0,20157,Retief Goosen,1.58,274,173
10,0,20498,Briny Baird,1.57,431,274
10,0,20229,Stewart Cink,1.57,409,260
12,0,10423,Mike Weir,1.55,311,201
13,0,06251,Chris DiMarco,1.54,400,260
14,0,01619,Skip Kendall,1.51,432,287
14,0,08375,Paul Stankowski,1.51,282,187
16,0,20572,Rod Pampling,1.50,334,223
17,0,08931,Glen Day,1.49,399,267
17,0,02104,Jeff Sluman,1.49,389,261
19,0,10885,Robert Allenby,1.48,337,227
19,0,12510,Chad Campbell,1.48,416,282
19,0,12782,Tim Herron,1.48,401,271
19,0,08075,Jerry Kelly,1.48,415,280
19,0,20628,Arron Oberholser,1.48,286,193
24,0,01388,Robert Gamez,1.47,487,332
25,0,06522,Ernie Els,1.46,234,160
25,0,02214,Kirk Triplett,1.46,348,239
27,0,01938,David Peoples,1.45,358,247
27,0,01948,Tim Petrovic,1.45,409,283
29,0,07457,Steve Flesch,1.44,442,308
29,0,10860,Justin Leonard,1.44,299,208
29,0,01945,Kenny Perry,1.44,373,259
32,0,01320,Bob Estes,1.43,355,249
32,0,20548,Hidemichi Tanaka,1.43,415,291
34,0,06643,Paul Goydos,1.42,336,237
34,0,02223,Bob Tway,1.42,320,225
36,0,01161,Mark Calcavecchia,1.41,357,253
37,0,20098,Stuart Appleby,1.40,342,245
37,0,21961,Charles Howell III,1.40,441,315
37,0,22046,Geoff Ogilvy,1.40,338,241
37,0,02206,David Toms,1.40,315,225
41,0,08123,Jeff Brehaut,1.39,413,297
41,0,01457,Jay Haas,1.39,316,227
41,0,20645,John Senden,1.39,413,297
44,0,06573,Brandt Jobe,1.38,286,207
44,0,10213,Dicky Pride,1.38,271,197
44,0,07749,Brett Quigley,1.38,336,243
44,0,22548,Patrick Sheehan,1.38,388,282
48,0,07867,Woody Austin,1.37,430,313
48,0,06621,Joe Durant,1.37,371,270
48,0,01723,Andrew Magee,1.37,328,240
48,0,20663,Brenden Pappas,1.37,430,313
48,0,02246,Duffy Waldorf,1.37,337,246
53,0,12652,Cameron Beckman,1.36,330,243
53,0,21805,Harrison Frazar,1.36,331,243
53,0,20127,Chris Riley,1.36,348,256
56,0,12645,Brent Geiberger,1.35,194,144
56,0,01941,Tom Pernice Jr.,1.35,402,297
58,0,23541,Ben Crane,1.34,363,271
58,0,08337,Mike Heinen,1.34,359,268
58,0,02002,John Riegger,1.34,190,142
58,0,06595,Kevin Sutherland,1.34,349,260
62,0,07721,Pat Bates,1.33,382,287
62,0,01378,David Frost,1.33,295,221
62,0,01381,Fred Funk,1.33,399,299
62,0,10733,Kent Jones,1.33,277,209
62,0,02170,Hal Sutton,1.33,301,226
67,0,19824,Craig Barlow,1.32,375,285
67,0,06332,Neal Lancaster,1.32,391,297
67,0,01677,Tom Lehman,1.32,326,247
70,0,10585,Scott McCarron,1.31,322,246
71,0,12823,Carlos Franco,1.30,371,285
71,0,08537,J.P. Hayes,1.30,301,231
71,0,23552,Hank Kuehne,1.30,302,233
71,0,01810,Phil Mickelson,1.30,332,255
75,0,01024,Billy Andrade,1.28,386,302
75,0,23338,David Gossett,1.28,357,280
75,0,10107,Deane Pappas,1.28,290,227
78,0,01226,Fred Couples,1.27,272,215
78,0,08633,Per-Ulrik Johansson,1.27,362,286
78,0,06515,Shaun Micheel,1.27,348,274
78,0,20095,Carl Paulson,1.27,386,304
82,0,22371,Aaron Baddeley,1.26,266,211
83,0,20094,Jonathan Kaye,1.25,330,263
83,0,01968,Nick Price,1.25,230,184
85,0,01139,Olin Browne,1.24,401,323
85,0,24925,Jonathan Byrd,1.24,398,321
85,0,23353,J.J. Henry,1.24,335,271
85,0,01797,Rocco Mediate,1.24,293,237
85,0,02101,Joey Sindelar,1.24,309,249
90,0,06034,Marco Dawson,1.23,311,253
90,0,12705,Cliff Kresge,1.23,361,293
90,0,12680,Shigeki Maruyama,1.23,306,248
93,0,20573,Scott Laycock,1.22,254,209
93,0,01766,Billy Mayfair,1.22,378,310
95,0,20472,Alex Cejka,1.21,340,280
95,0,20121,Todd Fischer,1.21,352,291
95,0,25345,Carl Pettersson,1.21,306,252
95,0,02010,Loren Roberts,1.21,296,244
