RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,20766,Padraig Harrington,45.10,138,306
2,0,12680,Shigeki Maruyama,44.86,218,486
3,0,25396,Kevin Na,44.22,199,450
4,0,20127,Chris Riley,44.12,135,306
5,0,23135,Tim Clark,43.83,142,324
6,0,08793,Tiger Woods,43.70,118,270
7,0,22371,Aaron Baddeley,43.69,173,396
8,0,01810,Phil Mickelson,43.61,157,360
9,0,21209,Sergio Garcia,43.21,140,324
10,0,01941,Tom Pernice Jr.,43.19,241,558
11,0,22046,Geoff Ogilvy,43.12,163,378
12,0,20104,Ken Duke,43.01,240,558
13,0,24925,Jonathan Byrd,43.00,178,414
14,0,21731,Freddie Jacobson,42.78,154,360
15,0,20433,Mark Hensby,42.51,176,414
16,0,06373,José María Olazábal,42.22,114,270
17,0,01948,Tim Petrovic,42.01,242,576
18,0,06643,Paul Goydos,41.98,136,324
19,0,10423,Mike Weir,41.53,157,378
20,0,24502,Adam Scott,41.36,134,324
21,0,06251,Chris DiMarco,41.30,171,414
21,0,20378,Mathias Grönberg,41.30,223,540
23,0,23048,Eric Axley,41.27,260,630
24,0,22212,Craig Lile,41.20,178,432
25,0,06527,Steve Stricker,41.16,163,396
26,0,26596,Ryan Moore,40.87,206,504
27,0,07867,Woody Austin,40.74,198,486
27,0,01473,Todd Hamilton,40.74,198,486
29,0,01707,Steve Lowery,40.66,161,396
30,0,06567,Vijay Singh,40.60,190,468
31,0,20628,Arron Oberholser,40.52,124,306
32,0,21949,Joe Ogilvie,40.50,226,558
33,0,24449,Parker McLachlin,40.48,204,504
34,0,27060,John Mallinger,40.42,211,522
35,0,10117,Bob Heintz,40.33,196,486
36,0,20623,Gavin Coles,40.12,195,486
37,0,19846,Brian Gay,40.10,231,576
38,0,21753,Brian Davis,40.08,202,504
38,0,22293,Heath Slocum,40.08,202,504
40,0,23718,Nathan Green,40.04,209,522
41,0,01024,Billy Andrade,39.96,187,468
42,0,01724,Jeff Maggert,39.81,172,432
43,0,21350,Ryuji Imada,39.78,222,558
43,0,25892,Steve Wheatcroft,39.78,179,450
45,0,20157,Retief Goosen,39.74,93,234
45,0,20160,Charlie Wi,39.74,186,468
47,0,24024,Zach Johnson,39.72,143,360
48,0,25345,Carl Pettersson,39.63,214,540
49,0,23325,Vaughn Taylor,39.53,185,468
50,0,23613,Rich Barcelo,39.32,184,468
51,0,12602,Dean Wilson,39.30,191,486
52,0,22405,Justin Rose,39.26,106,270
53,0,26882,Michael Sim,39.22,120,306
54,0,02239,Scott Verplank,39.14,155,396
55,0,08881,Tripp Isenhour,39.09,190,486
56,0,25190,Jeff Quinney,39.08,204,522
57,0,10733,Kent Jones,39.07,211,540
58,0,02223,Bob Tway,39.06,225,576
59,0,11123,Chris Couch,38.89,189,486
59,0,12716,Charley Hoffman,38.89,210,540
59,0,26881,Jarrod Lyle,38.89,168,432
59,0,01945,Kenny Perry,38.89,161,414
59,0,24457,Jaco Van Zyl,38.89,147,378
64,0,21646,David Branshaw,38.70,209,540
65,0,12705,Cliff Kresge,38.52,208,540
66,0,10425,Jay Williamson,38.49,97,252
67,0,25804,Bubba Watson,38.44,173,450
68,0,28158,Steve Marino,38.35,214,558
69,0,20105,Jeff Gove,38.33,207,540
69,0,23320,Ryan Palmer,38.33,207,540
71,0,08075,Jerry Kelly,38.29,193,504
72,0,01161,Mark Calcavecchia,38.25,179,468
72,0,12660,Jesper Parnevik,38.25,179,468
74,0,24507,Jason Bohn,38.24,117,306
75,0,21961,Charles Howell III,38.22,172,450
76,0,20472,Alex Cejka,38.19,165,432
77,0,19972,José Coceres,38.15,103,270
77,0,07457,Steve Flesch,38.15,206,540
79,0,11032,Frank Lickliter II,38.12,199,522
80,0,01320,Bob Estes,38.10,192,504
81,0,12782,Tim Herron,38.07,185,486
81,0,24140,Sean O'Hair,38.07,185,486
83,0,01249,John Daly,38.01,130,342
83,0,26360,Bubba Dickerson,38.01,130,342
85,0,20229,Stewart Cink,37.96,164,432
86,0,24357,K.J. Choi,37.92,157,414
86,0,27141,J.B. Holmes,37.92,157,414
88,0,20098,Stuart Appleby,37.88,150,396
89,0,22348,Nick O'Hern,37.83,143,378
90,0,02206,David Toms,37.78,136,360
91,0,08537,J.P. Hayes,37.65,183,486
92,0,06197,Michael Allen,37.63,149,396
93,0,07547,Craig Kanada,37.58,230,612
94,0,10860,Justin Leonard,37.55,196,522
95,0,27963,Chris Stroud,37.44,155,414
96,0,22806,Doug LaBelle II,37.37,222,594
96,0,23621,Rory Sabbatini,37.37,148,396
98,0,20574,Mathew Goggin,37.36,195,522
99,0,06004,Stephen Ames,37.30,141,378
99,0,21528,Henrik Stenson,37.30,94,252
101,0,07363,Craig Bowden,37.27,161,432
101,0,01142,Bart Bryant,37.27,161,432
103,0,23800,Bryce Molder,37.22,134,360
104,0,29718,Anthony Kim,37.18,174,468
105,0,27649,Brandt Snedeker,37.16,194,522
106,0,20850,Daniel Chopra,37.15,214,576
106,0,24138,Ian Poulter,37.15,107,288
108,0,25900,Lucas Glover,37.04,180,486
108,0,24781,Hunter Mahan,37.04,180,486
108,0,06515,Shaun Micheel,37.04,180,486
111,0,25686,Jason Dufner,36.98,213,576
112,0,08931,Glen Day,36.97,173,468
113,0,24490,George McNeill,36.90,186,504
114,0,06595,Kevin Sutherland,36.89,166,450
115,0,12510,Chad Campbell,36.83,179,486
116,0,22621,Ben Curtis,36.81,159,432
117,0,06034,Marco Dawson,36.71,152,414
118,0,01928,Corey Pavin,36.67,165,450
119,0,20634,Peter Lonard,36.63,178,486
120,0,24912,Will MacKenzie,36.59,191,522
121,0,27120,Troy Matteson,36.54,171,468
122,0,01797,Rocco Mediate,36.51,138,378
123,0,21633,Steve Allan,36.42,118,324
124,0,19824,Craig Barlow,36.30,98,270
124,0,06522,Ernie Els,36.30,98,270
124,0,26420,Richard Johnson,36.30,196,540
124,0,01766,Billy Mayfair,36.30,196,540
124,0,23623,Bo Van Pelt,36.30,196,540
129,0,01381,Fred Funk,36.26,124,342
130,0,26951,Johnson Wagner,36.20,215,594
131,0,23638,Brendon de Jonge,36.11,169,468
131,0,21805,Harrison Frazar,36.11,208,576
133,0,20645,John Senden,36.01,175,486
134,0,02214,Kirk Triplett,36.00,162,450
135,0,23933,Michael Boyd,35.98,136,378
136,0,01677,Tom Lehman,35.96,123,342
137,0,19803,Ryan Armour,35.94,207,576
138,0,25273,Andrew Buckle,35.90,168,468
138,0,27095,Nick Watney,35.90,168,468
140,0,27770,Camilo Villegas,35.88,155,432
141,0,21660,Jason Schultz,35.86,142,396
142,0,22892,Jason Gore,35.78,161,450
143,0,21470,Daisuke Maruyama,35.68,167,468
144,0,23983,Luke Donald,35.67,122,342
145,0,01035,Tommy Armour III,35.65,154,432
146,0,23349,Charles Warren,35.63,186,522
147,0,02246,Duffy Waldorf,35.51,147,414
148,0,26289,Boo Weekley,35.44,185,522
149,0,20572,Rod Pampling,35.42,153,432
149,0,22295,Darron Stiles,35.42,153,432
151,0,24924,Bill Haas,35.37,191,540
152,0,24980,Scott Gutschewski,35.35,140,396
153,0,22913,John Rollins,35.32,178,504
