RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF HOLES
1,0,27649,Brandt Snedeker,7
2,0,08793,Tiger Woods,6
3,0,01249,John Daly,5
3,0,25686,Jason Dufner,5
3,0,09011,David Duval,5
3,0,20382,Stephen Leaney,5
3,0,01941,Tom Pernice Jr.,5
3,0,28486,Michael Putnam,5
9,0,01161,Mark Calcavecchia,4
9,0,19972,José Coceres,4
9,0,07457,Steve Flesch,4
9,0,21805,Harrison Frazar,4
9,0,22892,Jason Gore,4
9,0,21806,Paul Gow,4
9,0,12782,Tim Herron,4
9,0,01666,Bernhard Langer,4
9,0,01766,Billy Mayfair,4
9,0,07749,Brett Quigley,4
9,0,22913,John Rollins,4
9,0,21660,Jason Schultz,4
9,0,24457,Jaco Van Zyl,4
9,0,23349,Charles Warren,4
9,0,20160,Charlie Wi,4
24,0,21633,Steve Allan,3
24,0,06197,Michael Allen,3
24,0,23048,Eric Axley,3
24,0,23613,Rich Barcelo,3
24,0,23614,Rich Beem,3
24,0,08123,Jeff Brehaut,3
24,0,20848,Ángel Cabrera,3
24,0,20472,Alex Cejka,3
24,0,11123,Chris Couch,3
24,0,23541,Ben Crane,3
24,0,06251,Chris DiMarco,3
24,0,20104,Ken Duke,3
24,0,06522,Ernie Els,3
24,0,01320,Bob Estes,3
24,0,24358,Robert Garrigus,3
24,0,20105,Jeff Gove,3
24,0,20378,Mathias Grönberg,3
24,0,24980,Scott Gutschewski,3
24,0,20859,Anders Hansen,3
24,0,06575,Dudley Hart,3
24,0,10117,Bob Heintz,3
24,0,27702,Matt Hendrix,3
24,0,01577,Lee Janzen,3
24,0,24024,Zach Johnson,3
24,0,10733,Kent Jones,3
24,0,07547,Craig Kanada,3
24,0,08075,Jerry Kelly,3
24,0,29718,Anthony Kim,3
24,0,22212,Craig Lile,3
24,0,26881,Jarrod Lyle,3
24,0,24781,Hunter Mahan,3
24,0,27120,Troy Matteson,3
24,0,06350,Bob May,3
24,0,24449,Parker McLachlin,3
24,0,24490,George McNeill,3
24,0,24039,Prom Meesawat,3
24,0,01810,Phil Mickelson,3
24,0,23800,Bryce Molder,3
24,0,26596,Ryan Moore,3
24,0,24140,Sean O'Hair,3
24,0,21949,Joe Ogilvie,3
24,0,28475,Jeff Overton,3
24,0,20691,Greg Owen,3
24,0,12660,Jesper Parnevik,3
24,0,01945,Kenny Perry,3
24,0,01948,Tim Petrovic,3
24,0,21959,Ted Purdy,3
24,0,25190,Jeff Quinney,3
24,0,23497,Tag Ridings,3
24,0,24502,Adam Scott,3
24,0,20645,John Senden,3
24,0,02101,Joey Sindelar,3
24,0,06567,Vijay Singh,3
24,0,22295,Darron Stiles,3
24,0,06527,Steve Stricker,3
24,0,02223,Bob Tway,3
24,0,26951,Johnson Wagner,3
24,0,02246,Duffy Waldorf,3
24,0,27095,Nick Watney,3
24,0,23322,Brett Wetterich,3
84,0,10885,Robert Allenby,2
84,0,06004,Stephen Ames,2
84,0,01024,Billy Andrade,2
84,0,20098,Stuart Appleby,2
84,0,19803,Ryan Armour,2
84,0,01035,Tommy Armour III,2
84,0,07867,Woody Austin,2
84,0,01042,Paul Azinger,2
84,0,20498,Briny Baird,2
84,0,19824,Craig Barlow,2
84,0,12652,Cameron Beckman,2
84,0,23982,Jon Bevan,2
84,0,24507,Jason Bohn,2
84,0,01116,Michael Bradley,2
84,0,21646,David Branshaw,2
84,0,01139,Olin Browne,2
84,0,25273,Andrew Buckle,2
84,0,24925,Jonathan Byrd,2
84,0,01157,Tom Byrum,2
84,0,12510,Chad Campbell,2
84,0,24357,K.J. Choi,2
