RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIE TO BOGEY RATIO,TOTAL BIRDIES AND BETTER,TOTAL BOGEYS AND WORSE
1,0,01235,Ben Crenshaw,1.89,322,170
2,0,02242,Lanny Wadkins,1.82,324,178
3,0,01042,Paul Azinger,1.81,370,204
4,0,01958,Dan Pohl,1.78,373,209
5,0,01633,Tom Kite,1.77,340,192
6,0,01378,David Frost,1.76,370,210
7,0,01226,Fred Couples,1.75,343,196
8,0,01876,Greg Norman,1.71,253,148
9,0,02159,Curtis Strange,1.70,379,223
10,0,01666,Bernhard Langer,1.69,222,131
11,0,01527,Scott Hoch,1.66,348,210
11,0,02256,Tom Watson,1.66,251,151
13,0,02146,Payne Stewart,1.63,375,230
14,0,02241,Bobby Wadkins,1.56,377,241
15,0,01823,Larry Mize,1.55,293,189
15,0,02170,Hal Sutton,1.55,347,224
17,0,01960,Don Pooley,1.54,332,216
18,0,01161,Mark Calcavecchia,1.51,354,234
19,0,01996,Mike Reid,1.50,325,216
19,0,02133,Craig Stadler,1.50,302,201
21,0,01783,Mark McCumber,1.49,375,251
21,0,02099,Scott Simpson,1.49,296,198
23,0,01887,Mark O'Meara,1.46,312,214
24,0,01837,Gil Morgan,1.43,170,119
24,0,01928,Corey Pavin,1.43,282,197
26,0,01968,Nick Price,1.42,308,217
27,0,01725,John Mahaffey,1.40,323,231
27,0,01926,Steve Pate,1.40,416,298
29,0,01457,Jay Haas,1.39,360,259
29,0,01864,Larry Nelson,1.39,243,175
31,0,01060,Dave Barr,1.38,317,230
31,0,01072,Chip Beck,1.38,349,253
33,0,02223,Bob Tway,1.37,295,215
34,0,02321,Fuzzy Zoeller,1.36,262,192
35,0,01355,Raymond Floyd,1.35,222,165
35,0,02100,Tim Simpson,1.35,381,282
37,0,01706,Davis Love III,1.34,322,241
38,0,01093,Ronnie Black,1.33,330,248
38,0,02267,D.A. Weibring,1.33,276,207
40,0,02033,Dave Rummells,1.30,403,309
40,0,02322,Richard Zokol,1.30,202,155
42,0,01203,Russ Cochran,1.29,378,292
42,0,01682,Wayne Levi,1.29,302,234
42,0,01846,Jodie Mudd,1.29,350,272
42,0,01998,Jack Renner,1.29,281,217
46,0,01156,Curt Byrum,1.28,390,305
46,0,01303,Bob Eastwood,1.28,335,262
46,0,01306,David Edwards,1.28,218,170
49,0,01219,John Cook,1.27,314,247
50,0,01444,Ken Green,1.26,324,257
50,0,01884,Mac O'Grady,1.26,312,247
50,0,02255,Denis Watson,1.26,353,280
53,0,01200,Keith Clearwater,1.25,411,330
53,0,01346,Ed Fiori,1.25,280,224
53,0,01975,Tom Purtzer,1.25,328,262
56,0,01288,Ed Dougherty,1.24,265,214
56,0,02104,Jeff Sluman,1.24,375,302
58,0,01098,Jay Don Blake,1.23,339,275
58,0,01150,George Burns,1.23,360,292
58,0,01390,Buddy Gardner,1.23,353,287
58,0,01559,Hale Irwin,1.23,208,169
62,0,01135,Ken Brown,1.22,232,190
