RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 3 BIRDIES OR BETTER,PAR 3 HOLES
1,0,02255,Denis Watson,20.00,76,380
2,0,01235,Ben Crenshaw,16.87,56,332
3,0,01361,Dan Forsman,16.67,82,492
3,0,01706,Davis Love III,16.67,57,342
5,0,01527,Scott Hoch,16.49,64,388
6,0,01633,Tom Kite,16.39,59,360
7,0,01161,Mark Calcavecchia,16.29,58,356
8,0,01823,Larry Mize,16.25,52,320
9,0,01736,Roger Maltbie,16.18,55,340
10,0,02242,Lanny Wadkins,16.07,54,336
11,0,02256,Tom Watson,16.04,43,268
12,0,01666,Bernhard Langer,15.95,37,232
13,0,01443,Hubert Green,15.85,45,284
14,0,02160,Ron Streck,15.80,61,386
15,0,01960,Don Pooley,15.76,58,368
16,0,02041,Bill Sander,15.69,59,376
17,0,01996,Mike Reid,15.66,62,396
18,0,01958,Dan Pohl,15.63,60,384
19,0,02159,Curtis Strange,15.56,61,392
20,0,01495,Morris Hatalsky,15.51,49,316
21,0,02087,Don Shirey Jr.,15.50,53,342
22,0,01068,Andy Bean,15.45,34,220
23,0,01355,Raymond Floyd,15.38,40,260
24,0,01303,Bob Eastwood,15.34,58,378
25,0,01378,David Frost,15.31,60,392
25,0,02294,Willie Wood,15.31,60,392
27,0,02090,Tom Sieckmann,15.30,56,366
28,0,02100,Tim Simpson,15.18,68,448
29,0,02244,Fred Wadsworth,15.14,63,416
30,0,01284,Mike Donald,15.13,69,456
31,0,01717,Sandy Lyle,15.09,32,212
32,0,01135,Ken Brown,15.08,38,252
33,0,01201,Lennie Clements,15.06,47,312
33,0,01945,Kenny Perry,15.06,47,312
35,0,01599,Steve Jones,15.05,56,372
36,0,01837,Gil Morgan,14.85,30,202
37,0,02010,Loren Roberts,14.67,49,334
38,0,01887,Mark O'Meara,14.66,51,348
39,0,02133,Craig Stadler,14.61,45,308
40,0,01077,Mike Bender,14.60,47,322
41,0,01557,John Inman,14.59,54,370
42,0,01928,Corey Pavin,14.58,49,336
43,0,02033,Dave Rummells,14.57,65,446
44,0,01313,Steve Elkington,14.56,60,412
45,0,01526,David Hobby,14.55,39,268
46,0,01219,John Cook,14.54,57,392
47,0,01203,Russ Cochran,14.51,65,448
48,0,02099,Scott Simpson,14.44,52,360
49,0,01943,Chris Perry,14.36,58,404
50,0,02322,Richard Zokol,14.34,35,244
51,0,01861,Jim Nelford,14.29,46,322
52,0,01499,Mark Hayes,14.22,60,422
53,0,01157,Tom Byrum,14.18,59,416
54,0,01938,David Peoples,14.14,41,290
55,0,02279,Mark Wiebe,14.01,65,464
56,0,01682,Wayne Levi,13.99,47,336
57,0,01797,Rocco Mediate,13.95,53,380
57,0,02225,Howard Twitty,13.95,53,380
59,0,02023,Clarence Rose,13.91,64,460
60,0,02170,Hal Sutton,13.89,50,360
60,0,02321,Fuzzy Zoeller,13.89,40,288
62,0,01783,Mark McCumber,13.83,57,412
63,0,01569,Peter Jacobsen,13.82,47,340
64,0,02146,Payne Stewart,13.78,54,392
65,0,02241,Bobby Wadkins,13.73,56,408
66,0,01968,Nick Price,13.72,45,328
67,0,01323,Brad Fabel,13.70,40,292
68,0,01871,Mike Nicolette,13.68,29,212
69,0,02016,Bill Rogers,13.67,41,300
70,0,01701,Bob Lohr,13.59,56,412
71,0,01457,Jay Haas,13.57,57,420
72,0,01549,Mike Hulbert,13.54,62,458
73,0,01884,Mac O'Grady,13.51,47,348
73,0,02267,D.A. Weibring,13.51,47,348
75,0,01226,Fred Couples,13.46,49,364
76,0,01150,George Burns,13.45,55,409
77,0,01771,Blaine McCallister,13.43,58,432
78,0,01877,Tim Norris,13.37,50,374
78,0,02167,Mike Sullivan,13.37,46,344
80,0,01200,Keith Clearwater,13.35,63,472
80,0,02148,Ray Stewart,13.35,47,352
82,0,01998,Jack Renner,13.33,48,360
83,0,01132,Mark Brooks,13.30,50,376
84,0,01414,Bob Gilder,13.24,54,408
85,0,02098,Jim Simons,13.18,29,220
86,0,01952,Billy Pierot,13.14,31,236
86,0,01984,Sam Randolph,13.14,41,312
88,0,01162,Rex Caldwell,13.08,34,260
88,0,02195,Leonard Thompson,13.08,54,413
90,0,01261,Jay Delsing,13.01,51,392
91,0,01755,Dick Mast,13.00,52,400
92,0,01475,Donnie Hammond,12.94,44,340
93,0,01975,Tom Purtzer,12.90,48,372
93,0,02246,Duffy Waldorf,12.90,48,372
95,0,02007,Larry Rinker,12.83,49,382
95,0,02303,Robert Wrenn,12.83,39,304
97,0,02002,John Riegger,12.72,29,228
98,0,01305,Danny Edwards,12.66,39,308
98,0,02190,Doug Tewell,12.66,39,308
100,0,02223,Bob Tway,12.64,45,356
101,0,01715,Mark Lye,12.62,53,420
102,0,01687,Jeff Lewis,12.60,32,254
103,0,01777,John McComish,12.59,36,286
104,0,01385,Jim Gallagher Jr.,12.56,52,414
105,0,01060,Dave Barr,12.50,47,376
105,0,01436,David Graham,12.50,30,240
107,0,01072,Chip Beck,12.43,46,370
107,0,01891,David Ogrin,12.43,46,370
109,0,01654,Gary Krueger,12.41,36,290
110,0,01103,Charles Bolling,12.38,51,412
110,0,01725,John Mahaffey,12.38,51,412
112,0,01329,Brad Faxon,12.37,46,372
113,0,02118,J.C. Snead,12.36,43,348
114,0,01282,Trevor Dodds,12.35,40,324
115,0,01690,Bruce Lietzke,12.32,34,276
116,0,01593,Philip Jonas,12.30,30,244
117,0,01196,Brian Claar,12.20,51,418
118,0,02104,Jeff Sluman,12.16,53,436
119,0,01559,Hale Irwin,12.14,34,280
120,0,01096,Phil Blackmar,12.13,49,404
121,0,01098,Jay Don Blake,12.12,48,396
121,0,01206,Bobby Cole,12.12,48,396
121,0,01306,David Edwards,12.12,32,264
124,0,01468,Gary Hallberg,12.11,46,380
125,0,01878,Andy North,12.08,29,240
126,0,01129,Bill Britton,12.05,40,332
127,0,01782,Mike McCullough,11.99,35,292
128,0,01310,Dave Eichelberger,11.98,46,384
129,0,01676,Ted Lehmann,11.92,31,260
130,0,01061,Ray Barr Jr.,11.88,38,320
131,0,01846,Jodie Mudd,11.86,46,388
132,0,02126,Bruce Soulsby,11.85,41,346
133,0,01864,Larry Nelson,11.81,34,288
134,0,01192,T.C. Chen,11.79,25,212
135,0,01214,Frank Conner,11.76,26,221
136,0,01039,Perry Arthur,11.74,35,298
136,0,02101,Joey Sindelar,11.74,54,460
138,0,01042,Paul Azinger,11.72,45,384
138,0,01935,Calvin Peete,11.72,30,256
140,0,01006,John Adams,11.70,46,393
140,0,01444,Ken Green,11.70,44,376
142,0,01446,Brad Greer,11.69,36,308
143,0,02152,Dave Stockton,11.61,26,224
144,0,01331,Rick Fehr,11.60,29,250
144,0,01534,John Horne,11.60,29,250
146,0,01926,Steve Pate,11.59,54,466
146,0,02111,Mike Smith,11.59,35,302
148,0,01876,Greg Norman,11.57,31,268
149,0,01641,Gary Koch,11.46,33,288
149,0,01723,Andrew Magee,11.46,44,384
151,0,01392,Tom Garner,11.42,37,324
152,0,01248,Rick Dalpos,11.35,42,370
