RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,TOTAL PURSE AVAILABLE
1,0,08793,Tiger Woods,8.53,10508163,123119273
2,0,02256,Tom Watson,5.42,732603,13519273
3,0,06527,Steve Stricker,4.22,6332634,150219273
4,0,01810,Phil Mickelson,4.15,5332753,128500000
5,0,21528,Henrik Stenson,3.61,2697809,74819273
6,0,22000,Chris Wood,3.06,428441,14019273
7,0,25364,Paul Casey,3.02,2582181,85619273
8,0,24140,Sean O'Hair,2.74,4316490,157819273
8,0,22046,Geoff Ogilvy,2.74,3866268,141219273
10,0,01945,Kenny Perry,2.73,4445560,163119273
11,0,24024,Zach Johnson,2.71,4714811,173719273
12,0,10809,Jim Furyk,2.51,3946513,157019273
13,0,24663,Y.E. Yang,2.32,3489514,150700000
14,0,20157,Retief Goosen,2.31,3232649,139819273
14,0,20396,Lee Westwood,2.31,1379963,59719273
16,0,25900,Lucas Glover,2.21,3692578,167019273
17,0,20848,Ángel Cabrera,2.17,2625471,121119273
18,0,27095,Nick Watney,2.02,3221417,159319273
19,0,24138,Ian Poulter,1.97,2431000,123519273
20,0,19846,Brian Gay,1.90,3201292,168219273
21,0,20766,Padraig Harrington,1.86,2628374,141019273
22,0,20229,Stewart Cink,1.85,2821029,152519273
23,0,29461,Jamie Lovemark,1.82,453872,25000000
24,0,02206,David Toms,1.81,3047194,168219273
25,0,30925,Dustin Johnson,1.75,2977898,169919273
26,0,25396,Kevin Na,1.74,2724823,156700000
27,0,24781,Hunter Mahan,1.73,2941345,170319273
28,0,32102,Rickie Fowler,1.71,571090,33400000
29,0,23108,Matt Kuchar,1.68,2489192,148119273
30,0,23621,Rory Sabbatini,1.66,2752289,165919273
31,0,08075,Jerry Kelly,1.63,2562645,156900000
32,0,24461,Thomas Aiken,1.62,339671,21019273
33,0,06522,Ernie Els,1.60,2147155,133819273
34,0,28237,Rory McIlroy,1.54,1239110,80519273
35,0,23983,Luke Donald,1.50,2174943,145219273
35,0,27896,Ross Fisher,1.50,1142546,76019273
37,0,23135,Tim Clark,1.47,2235100,152219273
38,0,10423,Mike Weir,1.45,2379420,164119273
39,0,06004,Stephen Ames,1.43,2131536,149519273
40,0,25686,Jason Dufner,1.40,2190791,156000000
40,0,22913,John Rollins,1.40,2269474,162600000
42,0,02239,Scott Verplank,1.39,2092110,150700000
43,0,26596,Ryan Moore,1.37,2222869,161700000
44,0,29718,Anthony Kim,1.32,1972154,149919273
45,0,10860,Justin Leonard,1.30,2232374,171219273
46,0,10885,Robert Allenby,1.29,1890943,146219273
46,0,20645,John Senden,1.29,2305490,178719273
48,0,22293,Heath Slocum,1.26,2195565,174100000
48,0,27770,Camilo Villegas,1.26,1804978,143119273
50,0,25198,Francesco Molinari,1.24,304367,24519273
51,0,28158,Steve Marino,1.23,2161537,175819273
52,0,28089,Jason Day,1.21,1251218,103100000
53,0,20218,Shingo Katayama,1.19,544500,45600000
53,0,24361,Pat Perez,1.19,1720358,145100000
55,0,23800,Bryce Molder,1.18,1381209,117019273
56,0,01226,Fred Couples,1.17,1197970,102100000
57,0,12716,Charley Hoffman,1.15,1894924,164819273
58,0,27506,Oliver Wilson,1.14,756772,66319273
59,0,21878,Mark Wilson,1.13,1838412,162200000
