RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL MISSED,TOTAL FWYS,RELATIVE TO PAR
1,0,21528,Henrik Stenson,.65,4,614,+1.50
2,0,39328,Conrad Shindler,1.63,10,612,+1.10
3,0,24781,Hunter Mahan,1.83,13,710,+0.31
4,0,10809,Jim Furyk,2.03,13,640,+0.31
5,0,25892,Steve Wheatcroft,2.04,13,637,+0.54
6,0,31646,Emiliano Grillo,2.07,21,1016,+0.43
7,0,12510,Chad Campbell,2.15,20,929,+0.70
8,0,23353,J.J. Henry,2.18,19,871,+0.26
9,0,34098,Russell Henley,2.21,18,816,+0.61
10,0,20472,Alex Cejka,2.28,19,833,+0.58
11,0,24138,Ian Poulter,2.30,16,695,+0.06
12,0,35450,Patrick Cantlay,2.35,22,938,+0.50
13,0,26499,Rafa Cabrera Bello,2.39,16,670,+0.13
14,0,19846,Brian Gay,2.42,31,1283,+0.58
15,0,27556,Ted Potter Jr.,2.43,26,1068,+0.46
16,0,19803,Ryan Armour,2.46,33,1343,+0.48
17,0,32816,Satoshi Kodaira,2.50,14,559,+0.50
18,0,26329,Louis Oosthuizen,2.51,16,638,+0.13
19,0,49771,J.T. Poston,2.52,20,793,+0.50
20,0,31560,Brian Stuard,2.53,31,1227,+0.52
21,0,30110,Kyle Stanley,2.55,24,941,+0.33
22,0,34363,Tyrrell Hatton,2.56,15,587,+0.33
23,0,26758,David Hearn,2.58,18,697,+0.33
24,0,26476,Chez Reavie,2.63,22,837,+0.45
25,0,40058,Zac Blair,2.64,17,643,+0.65
26,0,25818,Scott Piercy,2.65,25,945,+0.20
27,0,24361,Pat Perez,2.66,19,714,+0.37
28,0,34256,Andrew Putnam,2.71,29,1069,+0.48
29,0,22582,Kyle Thompson,2.78,14,503,+0.71
30,0,22056,Cameron Percy,2.79,16,574,+1.06
31,0,35376,Roberto Díaz,2.82,22,781,+0.91
32,0,45526,Abraham Ancer,2.95,34,1154,+0.47
32,0,30978,Kiradech Aphibarnrat,2.95,14,474,+0.07
34,0,26951,Johnson Wagner,3.00,23,766,+0.30
35,0,45609,Tyler Duncan,3.01,34,1130,+0.71
36,0,34409,David Lingmerth,3.02,29,960,+0.55
37,0,25198,Francesco Molinari,3.03,24,791,+0.33
37,0,39327,Ben Silverman,3.03,32,1057,+0.91
39,0,26596,Ryan Moore,3.04,28,920,+0.18
40,0,27349,Alex Noren,3.07,21,683,+0.14
41,0,27958,Ryan Blaum,3.09,31,1003,+0.32
42,0,23541,Ben Crane,3.11,20,644,+0.50
42,0,24024,Zach Johnson,3.11,31,997,+0.26
42,0,33122,Russell Knox,3.11,32,1029,+0.50
42,0,29221,Webb Simpson,3.11,35,1127,+0.23
46,0,32839,Hideki Matsuyama,3.15,25,793,+0.16
47,0,27644,Brian Harman,3.17,32,1008,+0.34
48,0,35506,Mackenzie Hughes,3.18,30,944,+0.63
48,0,31202,William McGirt,3.18,33,1037,+1.00
50,0,29518,Brendan Steele,3.19,24,753,+0.08
51,0,47128,Richy Werenski,3.21,33,1029,+0.55
52,0,30926,Chris Kirk,3.22,43,1336,+0.44
52,0,29485,Brett Stegmaier,3.22,21,652,+1.00
52,0,25493,Nick Taylor,3.22,33,1025,+0.15
55,0,23325,Vaughn Taylor,3.28,32,977,+0.66
56,0,25900,Lucas Glover,3.29,21,639,+0.43
57,0,29420,Billy Horschel,3.33,36,1080,+0.28
58,0,32102,Rickie Fowler,3.41,29,850,+0.21
58,0,21961,Charles Howell III,3.41,37,1085,+0.24
60,0,33141,Keegan Bradley,3.42,38,1110,+0.37
61,0,29479,Scott Brown,3.48,39,1121,+0.64
61,0,34358,Jonathan Randolph,3.48,29,833,+0.38
63,0,29478,Kevin Kisner,3.52,32,909,+0.31
64,0,22405,Justin Rose,3.53,26,737,+0.23
65,0,23621,Rory Sabbatini,3.55,37,1041,+0.43
66,0,33399,Adam Hadwin,3.58,33,921,+0.33
66,0,34174,John Huh,3.58,41,1145,+0.41
68,0,46435,Austin Cook,3.59,46,1281,+0.54
68,0,25686,Jason Dufner,3.59,26,725,+0.27
70,0,47125,Matt Atkins,3.62,20,552,+0.65
71,0,35310,Lanto Griffin,3.63,30,826,+0.50
72,0,34076,Joel Dahmen,3.64,36,989,+0.58
72,0,39324,J.J. Spaun,3.64,36,990,+0.50
74,0,32876,Martin Piller,3.66,34,929,+0.68
75,0,23108,Matt Kuchar,3.67,33,900,+0.18
76,0,27649,Brandt Snedeker,3.71,38,1025,+0.39
76,0,31323,Gary Woodland,3.71,36,971,+0.17
78,0,30911,Tommy Fleetwood,3.72,28,753,+0.61
78,0,34046,Jordan Spieth,3.72,34,914,+0.18
78,0,25804,Bubba Watson,3.72,35,940,+0.11
81,0,29535,Brice Garnett,3.73,42,1127,+0.45
81,0,24924,Bill Haas,3.73,34,912,+0.41
81,0,33418,Shawn Stefani,3.73,31,830,+0.61
84,0,32448,James Hahn,3.75,36,959,+0.42
