RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
1,0,10809,Jim Furyk,18' 6",3410.917,184
2,0,19803,Ryan Armour,18' 7",6233.917,336
3,0,26476,Chez Reavie,19' 0",4130.667,217
4,0,40058,Zac Blair,19' 3",4637.083,241
5,0,30110,Kyle Stanley,19' 5",4552.667,234
6,0,27644,Brian Harman,20' 1",6130.250,305
7,0,20572,Rod Pampling,20' 2",4480.667,222
7,0,21528,Henrik Stenson,20' 2",2576.000,128
9,0,26596,Ryan Moore,20' 6",4951.583,242
10,0,26329,Louis Oosthuizen,20' 9",4093.333,197
11,0,31646,Emiliano Grillo,21' 3",6092.917,287
11,0,34409,David Lingmerth,21' 3",6208.000,292
11,0,27214,Kevin Streelman,21' 3",7131.750,335
14,0,45609,Tyler Duncan,21' 5",7442.250,348
14,0,25572,Graeme McDowell,21' 5",4652.083,217
16,0,33122,Russell Knox,21' 7",6657.833,308
17,0,25686,Jason Dufner,21' 9",5005.583,230
18,0,19846,Brian Gay,21' 11",7559.167,345
18,0,24138,Ian Poulter,21' 11",4803.417,219
18,0,31560,Brian Stuard,21' 11",7408.500,338
21,0,23108,Matt Kuchar,22' 0",6719.250,305
21,0,26951,Johnson Wagner,22' 0",5811.333,264
23,0,26758,David Hearn,22' 1",5119.500,232
24,0,34098,Russell Henley,22' 2",4987.583,225
25,0,23325,Vaughn Taylor,22' 3",6911.167,311
26,0,45526,Abraham Ancer,22' 4",9073.000,406
26,0,23541,Ben Crane,22' 4",4663.417,209
28,0,29478,Kevin Kisner,22' 5",6312.500,282
28,0,39327,Ben Silverman,22' 5",7778.083,347
28,0,25892,Steve Wheatcroft,22' 5",4422.667,197
31,0,46435,Austin Cook,22' 6",8923.750,397
32,0,25364,Paul Casey,22' 9",5156.250,227
33,0,20472,Alex Cejka,22' 10",5957.083,261
33,0,28679,Fabián Gómez,22' 10",8005.833,351
35,0,27556,Ted Potter Jr.,22' 11",7773.167,339
36,0,24781,Hunter Mahan,23' 1",5763.083,250
37,0,29420,Billy Horschel,23' 2",7646.083,330
37,0,37455,Si Woo Kim,23' 2",9345.333,403
39,0,33399,Adam Hadwin,23' 4",6567.000,281
39,0,29221,Webb Simpson,23' 4",9303.000,399
41,0,25818,Scott Piercy,23' 5",7130.250,304
42,0,35450,Patrick Cantlay,23' 6",6956.583,296
43,0,27958,Ryan Blaum,23' 8",8155.750,345
43,0,30911,Tommy Fleetwood,23' 8",5460.917,231
43,0,24024,Zach Johnson,23' 8",7655.583,324
43,0,28775,Nate Lashley,23' 8",4480.417,189
47,0,30978,Kiradech Aphibarnrat,23' 9",3253.167,137
47,0,29535,Brice Garnett,23' 9",9683.000,408
49,0,35376,Roberto Díaz,23' 10",6692.583,281
49,0,21961,Charles Howell III,23' 10",8683.667,364
49,0,22582,Kyle Thompson,23' 10",4486.083,188
52,0,30926,Chris Kirk,23' 11",10960.667,458
52,0,22056,Cameron Percy,23' 11",5068.500,212
54,0,33413,Ben Martin,24' 0",6741.417,281
54,0,39324,J.J. Spaun,24' 0",7371.333,307
56,0,34174,John Huh,24' 2",9583.833,396
57,0,25198,Francesco Molinari,24' 3",5824.917,240
58,0,29974,Branden Grace,24' 4",5256.917,216
59,0,29908,C.T. Pan,24' 5",8468.833,347
60,0,12510,Chad Campbell,24' 6",8313.833,339
60,0,32816,Satoshi Kodaira,24' 6",4190.167,171
60,0,24361,Pat Perez,24' 6",5762.333,235
60,0,39328,Conrad Shindler,24' 6",4902.750,200
64,0,34358,Jonathan Randolph,24' 8",7584.083,307
