RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
46,0,24024,Zach Johnson,65.20,650,997,-0.21
46,0,26329,Louis Oosthuizen,65.20,416,638,-0.14
48,0,35545,Blayne Barber,65.10,541,831,-0.18
49,0,34264,Hudson Swafford,64.92,470,724,-0.16
50,0,40026,Daniel Berger,64.82,562,867,-0.20
51,0,32448,James Hahn,64.75,621,959,-0.17
52,0,47993,Denny McCarthy,64.61,440,681,-0.17
53,0,47128,Richy Werenski,64.33,662,1029,-0.20
54,0,26951,Johnson Wagner,64.23,492,766,-0.22
55,0,32254,Xinjun Zhang,64.12,504,786,-0.12
56,0,47959,Bryson DeChambeau,64.05,693,1082,-0.24
57,0,29268,Bronson Burgoon,63.98,508,794,-0.21
58,0,27958,Ryan Blaum,63.91,641,1003,-0.15
59,0,24361,Pat Perez,63.87,456,714,-0.14
60,0,27936,Martin Laird,63.83,540,846,-0.19
61,0,24502,Adam Scott,63.79,525,823,-0.18
62,0,30926,Chris Kirk,63.77,852,1336,-0.21
63,0,23108,Matt Kuchar,63.67,573,900,-0.18
64,0,24781,Hunter Mahan,63.66,452,710,-0.18
65,0,31323,Gary Woodland,63.65,618,971,-0.21
66,0,49964,Aaron Wise,63.60,704,1107,-0.23
67,0,34174,John Huh,63.58,728,1145,-0.17
68,0,33410,Andrew Landry,63.52,646,1017,-0.15
69,0,34363,Tyrrell Hatton,63.37,372,587,-0.18
70,0,35450,Patrick Cantlay,63.22,593,938,-0.22
70,0,25900,Lucas Glover,63.22,404,639,-0.14
72,0,27649,Brandt Snedeker,63.12,647,1025,-0.18
73,0,25396,Kevin Na,63.11,616,976,-0.25
74,0,27349,Alex Noren,63.10,431,683,-0.19
75,0,25572,Graeme McDowell,63.05,401,636,-0.16
76,0,28679,Fabián Gómez,62.98,621,986,-0.15
77,0,20572,Rod Pampling,62.92,392,623,-0.09
78,0,12510,Chad Campbell,62.86,584,929,-0.11
79,0,45526,Abraham Ancer,62.74,724,1154,-0.20
79,0,35376,Roberto Díaz,62.74,490,781,-0.14
81,0,35532,Tom Hoge,62.73,722,1151,-0.15
82,0,32640,Troy Merritt,62.62,635,1014,-0.18
83,0,33413,Ben Martin,62.53,494,790,-0.16
84,0,21961,Charles Howell III,62.49,678,1085,-0.18
85,0,29535,Brice Garnett,62.38,703,1127,-0.16
86,0,39997,Corey Conners,62.30,684,1098,-0.16
86,0,34358,Jonathan Randolph,62.30,519,833,-0.12
88,0,34046,Jordan Spieth,62.25,569,914,-0.24
89,0,25364,Paul Casey,62.15,422,679,-0.18
90,0,32839,Hideki Matsuyama,62.04,492,793,-0.26
91,0,29926,Danny Lee,61.92,600,969,-0.16
92,0,29221,Webb Simpson,61.67,695,1127,-0.26
93,0,35461,Beau Hossler,61.54,768,1248,-0.19
94,0,26851,Marc Leishman,61.44,623,1014,-0.21
95,0,22056,Cameron Percy,61.32,352,574,-0.23
96,0,33204,Shane Lowry,61.10,432,707,-0.14
97,0,22582,Kyle Thompson,61.03,307,503,-0.11
98,0,40058,Zac Blair,60.96,392,643,-0.17
99,0,29518,Brendan Steele,60.82,458,753,-0.16
100,0,35506,Mackenzie Hughes,60.81,574,944,-0.19
101,0,27963,Chris Stroud,60.77,491,808,-0.20
102,0,32366,Kevin Chappell,60.76,525,864,-0.20
103,0,34563,Chesson Hadley,60.63,747,1232,-0.22
104,0,46970,Jon Rahm,60.62,428,706,-0.22
105,0,23621,Rory Sabbatini,60.61,631,1041,-0.19
106,0,37454,Whee Kim,60.56,611,1009,-0.18
107,0,08793,Tiger Woods,60.54,491,811,-0.29
108,0,36699,Patrick Rodgers,60.52,610,1008,-0.16
109,0,49771,J.T. Poston,60.40,479,793,-0.18
110,0,29479,Scott Brown,60.39,677,1121,-0.16
111,0,29974,Branden Grace,60.30,366,607,-0.20
112,0,37455,Si Woo Kim,60.20,652,1083,-0.14
113,0,25240,D.A. Points,60.03,401,668,-0.10
114,0,30925,Dustin Johnson,59.98,517,862,-0.32
115,0,26300,Matt Jones,59.91,390,651,-0.26
116,0,31202,William McGirt,59.88,621,1037,-0.17
117,0,29223,Sam Saunders,59.80,552,923,-0.17
118,0,34256,Andrew Putnam,59.68,638,1069,-0.16
119,0,28775,Nate Lashley,59.67,290,486,-0.17
120,0,31420,Anirban Lahiri,59.66,556,932,-0.16
121,0,33948,Byeong Hun An,59.52,600,1008,-0.20
122,0,25493,Nick Taylor,59.51,610,1025,-0.15
123,0,24140,Sean O'Hair,59.44,469,789,-0.18
124,0,48081,Xander Schauffele,59.34,594,1001,-0.21
125,0,47287,Ethan Tracy,59.33,445,750,-0.15
126,0,24925,Jonathan Byrd,58.95,392,665,-0.18
126,0,37278,Nicholas Lindheim,58.95,484,821,-0.17
128,0,29485,Brett Stegmaier,58.90,384,652,-0.20
129,0,29222,Billy Hurley III,58.81,464,789,-0.17
130,0,27895,Jonas Blixt,58.78,395,672,-0.13
131,0,34099,Harris English,58.74,551,938,-0.17
132,0,32876,Martin Piller,58.67,545,929,-0.11
133,0,20593,Greg Chalmers,58.55,332,567,-0.05
134,0,34021,Bud Cauley,58.45,332,568,-0.14
135,0,12716,Charley Hoffman,58.29,552,947,-0.15
136,0,23320,Ryan Palmer,58.19,483,830,-0.20
137,0,27064,Jhonattan Vegas,58.00,515,888,-0.13
138,0,25804,Bubba Watson,57.87,544,940,-0.24
139,0,30944,Jason Kokrak,57.81,703,1216,-0.21
140,0,27141,J.B. Holmes,57.80,541,936,-0.17
141,0,37189,Harold Varner III,57.73,590,1022,-0.20
142,0,39546,Keith Mitchell,57.66,666,1155,-0.21
143,0,36799,Stephan Jaeger,57.63,502,871,-0.17
144,0,36689,Brooks Koepka,57.35,433,755,-0.27
145,0,30692,Scott Stallings,57.31,631,1101,-0.18
146,0,27095,Nick Watney,57.29,633,1105,-0.21
147,0,27974,Sung Kang,57.21,524,916,-0.11
148,0,33448,Justin Thomas,57.20,540,944,-0.27
149,0,20229,Stewart Cink,57.10,531,930,-0.18
150,0,33418,Shawn Stefani,56.87,472,830,-0.20
151,0,34466,Peter Malnati,56.81,592,1042,-0.20
152,0,34360,Patrick Reed,56.77,495,872,-0.22
153,0,47125,Matt Atkins,56.70,313,552,-0.15
154,0,24924,Bill Haas,56.58,516,912,-0.13
155,0,47347,Adam Schenk,56.48,514,910,-0.17
156,0,28132,Tyrone Van Aswegen,56.41,647,1147,-0.18
157,0,40009,Dominic Bozzelli,56.29,474,842,-0.19
158,0,24358,Robert Garrigus,56.23,528,939,-0.18
159,0,28089,Jason Day,56.09,382,681,-0.30
160,0,27942,Rob Oppenheim,55.84,416,745,-0.14
161,0,35891,Cameron Smith,55.70,469,842,-0.20
162,0,28237,Rory McIlroy,55.59,393,707,-0.28
163,0,46402,Talor Gooch,55.58,473,851,-0.16
164,0,28252,Seamus Power,55.48,506,912,-0.14
165,0,35310,Lanto Griffin,55.45,458,826,-0.14
166,0,32757,Patton Kizzire,55.35,600,1084,-0.19
167,0,29725,Tony Finau,54.99,617,1122,-0.28
168,0,26331,Charl Schwartzel,54.96,316,575,-0.16
169,0,37338,Zecheng Dou,54.93,273,497,-0.11
169,0,29461,Jamie Lovemark,54.93,591,1076,-0.20
171,0,50526,Tom Lovelady,54.80,519,947,-0.22
172,0,25632,Jimmy Walker,54.76,489,893,-0.18
173,0,28500,Martin Flores,54.74,543,992,-0.14
174,0,46601,Trey Mullinax,54.73,440,804,-0.18
175,0,39954,Cody Gribble,54.68,409,748,-0.21
176,0,34213,Grayson Murray,54.53,445,816,-0.23
177,0,35421,Brandon Harkins,54.49,643,1180,-0.23
178,0,20157,Retief Goosen,54.36,299,550,-0.11
179,0,27129,Luke List,54.18,583,1076,-0.21
180,0,48084,Wesley Bryan,53.87,383,711,-0.22
180,0,28307,Matt Every,53.87,452,839,-0.13
182,0,39975,Michael Kim,53.53,394,736,-0.18
183,0,29484,Peter Uihlein,53.18,476,895,-0.22
184,0,25834,Daniel Summerhays,53.05,278,524,-0.19
185,0,31416,Derek Fathauer,52.99,496,936,-0.16
186,0,01810,Phil Mickelson,52.84,512,969,-0.24
187,0,22371,Aaron Baddeley,52.69,510,968,-0.21
188,0,34431,Robert Streb,52.59,437,831,-0.17
189,0,33419,Cameron Tringale,51.95,360,693,-0.20
190,0,32333,Kevin Tway,51.85,645,1244,-0.23
191,0,35544,Andrew Yun,50.53,237,469,-0.05
192,0,46501,Ollie Schniederjans,49.81,530,1064,-0.23
193,0,24846,Ricky Barnes,47.39,291,614,-0.20
