RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,21528,Henrik Stenson,16.61,102,614,+0.88
2,0,19803,Ryan Armour,19.36,260,1343,+0.15
3,0,26476,Chez Reavie,20.91,175,837,+0.86
4,0,26596,Ryan Moore,21.20,195,920,+0.72
5,0,30110,Kyle Stanley,21.36,201,941,+1.24
6,0,19846,Brian Gay,21.67,278,1283,+1.83
6,0,33122,Russell Knox,21.67,223,1029,+1.08
8,0,31560,Brian Stuard,21.84,268,1227,+1.49
9,0,31646,Emiliano Grillo,22.15,225,1016,+0.93
10,0,34098,Russell Henley,22.43,183,816,+2.08
11,0,25892,Steve Wheatcroft,22.61,144,637,+1.25
12,0,29908,C.T. Pan,22.74,259,1139,+1.31
13,0,27214,Kevin Streelman,23.01,263,1143,+0.04
14,0,32150,Michael Thompson,23.17,180,777,+1.11
15,0,23325,Vaughn Taylor,23.23,227,977,+0.84
16,0,33141,Keegan Bradley,23.33,259,1110,+1.35
17,0,33399,Adam Hadwin,23.34,215,921,+1.12
18,0,22405,Justin Rose,23.61,174,737,+0.17
19,0,34264,Hudson Swafford,23.62,171,724,-0.18
20,0,46435,Austin Cook,23.65,303,1281,+0.86
20,0,34409,David Lingmerth,23.65,227,960,+0.44
22,0,27644,Brian Harman,23.71,239,1008,+1.26
23,0,29420,Billy Horschel,23.98,259,1080,-0.08
24,0,29478,Kevin Kisner,24.09,219,909,+1.28
25,0,39324,J.J. Spaun,24.34,241,990,+0.79
26,0,10809,Jim Furyk,24.38,156,640,+1.03
27,0,25198,Francesco Molinari,24.40,193,791,+1.71
28,0,33413,Ben Martin,24.56,194,790,+1.29
29,0,37275,Sam Ryder,24.72,240,971,+1.00
30,0,24138,Ian Poulter,24.75,172,695,+0.47
31,0,26499,Rafa Cabrera Bello,24.78,166,670,+1.51
32,0,49964,Aaron Wise,24.93,276,1107,+1.30
33,0,34076,Joel Dahmen,24.97,247,989,-0.40
34,0,32448,James Hahn,25.03,240,959,+0.71
35,0,25686,Jason Dufner,25.10,182,725,+1.26
36,0,45609,Tyler Duncan,25.22,285,1130,+1.12
37,0,47993,Denny McCarthy,25.26,172,681,+0.93
38,0,24024,Zach Johnson,25.28,252,997,+1.03
39,0,35879,Kelly Kraft,25.49,262,1028,+1.15
40,0,30978,Kiradech Aphibarnrat,25.53,121,474,+1.74
41,0,30911,Tommy Fleetwood,25.63,193,753,+1.24
42,0,25900,Lucas Glover,25.67,164,639,+0.91
43,0,23353,J.J. Henry,25.72,224,871,+1.07
44,0,32254,Xinjun Zhang,25.83,203,786,+1.72
45,0,27556,Ted Potter Jr.,25.84,276,1068,+1.45
46,0,32102,Rickie Fowler,25.88,220,850,+0.73
47,0,32816,Satoshi Kodaira,25.94,145,559,+3.17
48,0,47128,Richy Werenski,25.95,267,1029,+1.84
49,0,27649,Brandt Snedeker,26.05,267,1025,+0.22
50,0,25364,Paul Casey,26.07,177,679,+0.28
51,0,35545,Blayne Barber,26.23,218,831,+0.46
52,0,27936,Martin Laird,26.24,222,846,+0.09
53,0,24502,Adam Scott,26.25,216,823,+0.42
54,0,20472,Alex Cejka,26.29,219,833,+1.32
55,0,29268,Bronson Burgoon,26.32,209,794,+1.24
56,0,40026,Daniel Berger,26.41,229,867,+0.83
57,0,20572,Rod Pampling,26.48,165,623,+1.45
58,0,35461,Beau Hossler,26.52,331,1248,+0.06
59,0,25396,Kevin Na,26.54,259,976,+2.16
60,0,39328,Conrad Shindler,26.63,163,612,+1.47
61,0,26758,David Hearn,26.69,186,697,+1.24
62,0,32640,Troy Merritt,26.73,271,1014,+0.18
63,0,33410,Andrew Landry,26.84,273,1017,+1.06
64,0,23541,Ben Crane,26.86,173,644,+1.10
65,0,29926,Danny Lee,26.93,261,969,+0.96
66,0,20593,Greg Chalmers,26.98,153,567,+1.11
67,0,35532,Tom Hoge,27.02,311,1151,+0.64
67,0,30926,Chris Kirk,27.02,361,1336,+0.30
69,0,47959,Bryson DeChambeau,27.08,293,1082,+0.31
70,0,23108,Matt Kuchar,27.11,244,900,+0.45
71,0,26951,Johnson Wagner,27.15,208,766,+0.43
72,0,35506,Mackenzie Hughes,27.33,258,944,+1.28
73,0,28775,Nate Lashley,27.37,133,486,+0.53
74,0,28679,Fabián Gómez,27.38,270,986,+0.81
75,0,34174,John Huh,27.42,314,1145,+1.05
76,0,39327,Ben Silverman,27.44,290,1057,+1.24
77,0,48081,Xander Schauffele,27.47,275,1001,+0.80
78,0,34358,Jonathan Randolph,27.49,229,833,+1.40
79,0,23621,Rory Sabbatini,27.67,288,1041,-0.07
80,0,26329,Louis Oosthuizen,27.90,178,638,+1.07
81,0,25818,Scott Piercy,27.94,264,945,+0.91
82,0,27349,Alex Noren,27.96,191,683,+0.94
83,0,25572,Graeme McDowell,27.99,178,636,+0.62
84,0,27958,Ryan Blaum,28.02,281,1003,+1.42
85,0,21961,Charles Howell III,28.11,305,1085,+0.49
86,0,31323,Gary Woodland,28.12,273,971,+0.22
87,0,39997,Corey Conners,28.14,309,1098,+0.68
88,0,37454,Whee Kim,28.15,284,1009,+1.44
88,0,33204,Shane Lowry,28.15,199,707,+0.90
90,0,34046,Jordan Spieth,28.23,258,914,+0.23
91,0,23320,Ryan Palmer,28.31,235,830,+0.47
92,0,29535,Brice Garnett,28.39,320,1127,+1.47
93,0,34363,Tyrrell Hatton,28.45,167,587,+0.18
94,0,27963,Chris Stroud,28.47,230,808,+0.61
95,0,12510,Chad Campbell,28.53,265,929,+0.11
96,0,35376,Roberto Díaz,28.55,223,781,+1.70
97,0,26300,Matt Jones,28.57,186,651,+1.24
97,0,36699,Patrick Rodgers,28.57,288,1008,+1.22
99,0,45526,Abraham Ancer,28.68,331,1154,+0.66
100,0,34021,Bud Cauley,28.70,163,568,+0.18
101,0,31420,Anirban Lahiri,28.76,268,932,+1.34
102,0,24140,Sean O'Hair,28.77,227,789,+0.93
103,0,22582,Kyle Thompson,28.83,145,503,+1.24
104,0,24925,Jonathan Byrd,28.87,192,665,+0.36
104,0,24781,Hunter Mahan,28.87,205,710,+0.34
106,0,32366,Kevin Chappell,28.94,250,864,+1.04
107,0,26851,Marc Leishman,28.99,294,1014,+0.85
108,0,34466,Peter Malnati,29.08,303,1042,+0.56
109,0,37455,Si Woo Kim,29.18,316,1083,+0.82
109,0,46970,Jon Rahm,29.18,206,706,+0.97
111,0,34099,Harris English,29.21,274,938,+0.51
112,0,34563,Chesson Hadley,29.22,360,1232,+0.61
113,0,29223,Sam Saunders,29.25,270,923,+0.56
114,0,24361,Pat Perez,29.41,210,714,+1.52
115,0,33948,Byeong Hun An,29.46,297,1008,+1.04
116,0,25240,D.A. Points,29.49,197,668,+0.61
117,0,35450,Patrick Cantlay,29.53,277,938,+0.40
118,0,12716,Charley Hoffman,29.67,281,947,+0.21
119,0,39546,Keith Mitchell,29.78,344,1155,+0.26
120,0,27095,Nick Watney,29.86,330,1105,+0.39
121,0,29479,Scott Brown,30.06,337,1121,+1.34
122,0,29221,Webb Simpson,30.08,339,1127,+0.68
123,0,08793,Tiger Woods,30.09,244,811,+0.90
124,0,32839,Hideki Matsuyama,30.14,239,793,+1.00
125,0,29974,Branden Grace,30.15,183,607,+1.58
126,0,32876,Martin Piller,30.25,281,929,+1.57
127,0,29518,Brendan Steele,30.28,228,753,+1.05
128,0,22056,Cameron Percy,30.49,175,574,+0.34
129,0,49771,J.T. Poston,30.52,242,793,+1.28
130,0,47287,Ethan Tracy,30.53,229,750,+0.83
131,0,29222,Billy Hurley III,30.54,241,789,+1.00
132,0,39975,Michael Kim,30.57,225,736,+0.93
133,0,27895,Jonas Blixt,30.65,206,672,+0.10
134,0,27141,J.B. Holmes,30.66,287,936,-0.17
135,0,24358,Robert Garrigus,30.67,288,939,+0.35
136,0,31202,William McGirt,30.76,319,1037,+0.22
137,0,25493,Nick Taylor,30.83,316,1025,+1.08
137,0,33448,Justin Thomas,30.83,291,944,-0.10
139,0,40009,Dominic Bozzelli,30.88,260,842,+0.35
140,0,27974,Sung Kang,30.90,283,916,+1.63
141,0,30925,Dustin Johnson,30.97,267,862,-0.37
141,0,27064,Jhonattan Vegas,30.97,275,888,+0.73
143,0,28089,Jason Day,31.13,212,681,+0.94
144,0,30692,Scott Stallings,31.15,343,1101,+0.73
145,0,20229,Stewart Cink,31.18,290,930,+0.28
145,0,37278,Nicholas Lindheim,31.18,256,821,+1.09
147,0,28132,Tyrone Van Aswegen,31.21,358,1147,+1.12
148,0,28307,Matt Every,31.23,262,839,+0.88
148,0,36799,Stephan Jaeger,31.23,272,871,-0.15
150,0,34213,Grayson Murray,31.37,256,816,+1.05
151,0,28237,Rory McIlroy,31.54,223,707,+0.40
152,0,28500,Martin Flores,31.55,313,992,+0.93
