RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL FAIRWAY BUNKERS,POSSIBLE FWYS,RELATIVE TO PAR
1,0,40058,Zac Blair,3.1,20,85,-0.050
2,0,26596,Ryan Moore,3.5,32,131,+0.188
3,0,30978,Kiradech Aphibarnrat,4.0,19,80,+0.053
3,0,23541,Ben Crane,4.0,26,113,+0.385
5,0,24846,Ricky Barnes,4.1,25,103,+0.160
5,0,24361,Pat Perez,4.1,29,122,+0.207
5,0,25818,Scott Piercy,4.1,39,161,+0.410
8,0,30925,Dustin Johnson,4.3,37,157,+0.135
8,0,39327,Ben Silverman,4.3,45,190,+0.333
8,0,29485,Brett Stegmaier,4.3,28,124,E
11,0,19803,Ryan Armour,4.4,59,248,+0.169
11,0,26329,Louis Oosthuizen,4.4,28,124,+0.429
13,0,47959,Bryson DeChambeau,4.5,49,215,E
13,0,36689,Brooks Koepka,4.5,34,141,+0.029
13,0,31560,Brian Stuard,4.5,55,237,+0.364
13,0,31323,Gary Woodland,4.5,44,192,+0.045
17,0,20472,Alex Cejka,4.6,38,165,+0.132
18,0,35545,Blayne Barber,4.7,39,168,+0.179
18,0,32839,Hideki Matsuyama,4.7,37,161,+0.108
20,0,40026,Daniel Berger,4.8,42,171,+0.357
20,0,32102,Rickie Fowler,4.8,41,181,-0.073
20,0,30110,Kyle Stanley,4.8,45,192,+0.289
23,0,35450,Patrick Cantlay,4.9,46,195,+0.326
23,0,30911,Tommy Fleetwood,4.9,37,161,+0.189
23,0,19846,Brian Gay,4.9,63,266,+0.032
23,0,26758,David Hearn,4.9,34,143,+0.265
23,0,37275,Sam Ryder,4.9,48,209,+0.125
28,0,27958,Ryan Blaum,5.0,50,211,+0.220
28,0,10809,Jim Furyk,5.0,32,133,+0.219
28,0,35310,Lanto Griffin,5.0,41,176,+0.220
28,0,25572,Graeme McDowell,5.0,32,133,+0.281
28,0,27214,Kevin Streelman,5.0,57,242,+0.175
28,0,25834,Daniel Summerhays,5.0,26,111,+0.308
34,0,27895,Jonas Blixt,5.1,34,142,+0.235
34,0,46601,Trey Mullinax,5.1,41,172,+0.341
34,0,27556,Ted Potter Jr.,5.1,55,233,+0.236
34,0,39328,Conrad Shindler,5.1,31,128,+0.355
34,0,29221,Webb Simpson,5.1,58,245,+0.155
39,0,26499,Rafa Cabrera Bello,5.2,35,147,+0.286
39,0,46402,Talor Gooch,5.2,44,196,+0.068
39,0,29420,Billy Horschel,5.2,56,234,+0.286
39,0,33410,Andrew Landry,5.2,53,225,+0.245
39,0,34409,David Lingmerth,5.2,50,210,+0.420
39,0,50526,Tom Lovelady,5.2,49,211,+0.265
39,0,29908,C.T. Pan,5.2,59,251,+0.017
46,0,27936,Martin Laird,5.3,45,192,+0.422
46,0,26851,Marc Leishman,5.3,54,223,+0.222
46,0,37189,Harold Varner III,5.3,54,227,+0.296
46,0,08793,Tiger Woods,5.3,43,186,+0.163
50,0,34174,John Huh,5.4,62,265,+0.274
50,0,29222,Billy Hurley III,5.4,43,186,+0.349
50,0,37454,Whee Kim,5.4,54,232,+0.111
50,0,32816,Satoshi Kodaira,5.4,30,122,+0.567
50,0,35879,Kelly Kraft,5.4,56,240,+0.196
50,0,22056,Cameron Percy,5.4,31,130,+0.290
50,0,26476,Chez Reavie,5.4,45,191,+0.289
57,0,33948,Byeong Hun An,5.5,55,238,+0.091
57,0,39997,Corey Conners,5.5,60,257,+0.183
57,0,29535,Brice Garnett,5.5,62,269,+0.274
57,0,25240,D.A. Points,5.5,37,154,+0.270
61,0,45526,Abraham Ancer,5.6,65,273,+0.292
61,0,47125,Matt Atkins,5.6,31,126,+0.290
61,0,33141,Keegan Bradley,5.6,62,261,+0.274
61,0,46435,Austin Cook,5.6,72,310,+0.153
61,0,29974,Branden Grace,5.6,34,146,+0.353
61,0,34363,Tyrrell Hatton,5.6,33,140,+0.212
61,0,23108,Matt Kuchar,5.6,50,212,+0.080
61,0,24781,Hunter Mahan,5.6,40,169,+0.250
61,0,25198,Francesco Molinari,5.6,44,187,+0.159
61,0,28252,Seamus Power,5.6,51,220,-0.039
61,0,36699,Patrick Rodgers,5.6,56,238,+0.143
61,0,39324,J.J. Spaun,5.6,55,233,+0.255
61,0,26951,Johnson Wagner,5.6,43,184,+0.209
74,0,29268,Bronson Burgoon,5.7,45,188,+0.267
74,0,32366,Kevin Chappell,5.7,49,209,+0.306
74,0,45609,Tyler Duncan,5.7,64,268,+0.406
74,0,28679,Fabián Gómez,5.7,56,239,+0.196
74,0,31646,Emiliano Grillo,5.7,58,243,+0.276
74,0,29478,Kevin Kisner,5.7,52,221,+0.308
74,0,29518,Brendan Steele,5.7,43,180,+0.279
74,0,47287,Ethan Tracy,5.7,43,184,+0.349
82,0,20157,Retief Goosen,5.8,32,134,+0.156
82,0,30944,Jason Kokrak,5.8,71,301,+0.310
82,0,28237,Rory McIlroy,5.8,41,176,+0.195
82,0,34046,Jordan Spieth,5.8,53,223,E
82,0,25632,Jimmy Walker,5.8,52,224,+0.173
87,0,35376,Roberto Díaz,5.9,46,193,+0.304
87,0,34563,Chesson Hadley,5.9,73,312,+0.247
87,0,27349,Alex Noren,5.9,40,168,+0.225
90,0,48084,Wesley Bryan,6.0,43,182,+0.140
90,0,34098,Russell Henley,6.0,49,208,+0.122
90,0,21961,Charles Howell III,6.0,65,276,+0.108
90,0,30926,Chris Kirk,6.0,80,347,+0.200
90,0,47993,Denny McCarthy,6.0,41,175,+0.293
90,0,34256,Andrew Putnam,6.0,64,272,+0.047
90,0,24502,Adam Scott,6.0,49,212,+0.122
97,0,29479,Scott Brown,6.1,68,283,+0.353
97,0,25686,Jason Dufner,6.1,44,191,+0.114
97,0,23353,J.J. Henry,6.1,53,223,+0.453
97,0,27974,Sung Kang,6.1,56,248,+0.375
97,0,29926,Danny Lee,6.1,59,247,-0.051
97,0,37278,Nicholas Lindheim,6.1,50,213,+0.280
97,0,22405,Justin Rose,6.1,45,194,+0.178
97,0,33418,Shawn Stefani,6.1,51,220,+0.196
97,0,32254,Xinjun Zhang,6.1,48,205,+0.333
106,0,34076,Joel Dahmen,6.2,61,255,+0.115
106,0,27141,J.B. Holmes,6.2,58,250,+0.103
106,0,37455,Si Woo Kim,6.2,67,279,+0.104
106,0,31202,William McGirt,6.2,64,273,+0.219
106,0,21528,Henrik Stenson,6.2,38,167,+0.079
106,0,34264,Hudson Swafford,6.2,45,192,+0.089
112,0,35532,Tom Hoge,6.3,73,308,+0.014
112,0,35461,Beau Hossler,6.3,79,331,+0.228
112,0,20572,Rod Pampling,6.3,39,165,+0.436
112,0,47347,Adam Schenk,6.3,57,246,+0.053
112,0,35891,Cameron Smith,6.3,53,225,+0.151
112,0,23325,Vaughn Taylor,6.3,62,255,+0.323
118,0,40009,Dominic Bozzelli,6.4,54,231,+0.111
118,0,27644,Brian Harman,6.4,65,274,+0.262
118,0,24024,Zach Johnson,6.4,64,273,+0.016
118,0,25396,Kevin Na,6.4,62,261,-0.048
118,0,27942,Rob Oppenheim,6.4,48,199,+0.188
118,0,46970,Jon Rahm,6.4,45,190,+0.089
118,0,27963,Chris Stroud,6.4,52,221,+0.269
118,0,25493,Nick Taylor,6.4,66,274,+0.273
118,0,25892,Steve Wheatcroft,6.4,41,175,+0.341
127,0,12510,Chad Campbell,6.5,60,249,+0.333
127,0,25364,Paul Casey,6.5,44,189,+0.273
127,0,32448,James Hahn,6.5,62,266,+0.113
127,0,32757,Patton Kizzire,6.5,70,300,+0.157
127,0,27129,Luke List,6.5,70,292,+0.186
127,0,34360,Patrick Reed,6.5,57,238,+0.123
127,0,47128,Richy Werenski,6.5,67,289,+0.209
134,0,37338,Zecheng Dou,6.6,33,145,+0.091
134,0,39954,Cody Gribble,6.6,49,207,+0.163
134,0,33399,Adam Hadwin,6.6,61,257,+0.197
134,0,26300,Matt Jones,6.6,43,182,+0.140
134,0,32640,Troy Merritt,6.6,67,281,+0.194
134,0,49771,J.T. Poston,6.6,52,222,+0.135
134,0,24138,Ian Poulter,6.6,46,194,+0.065
134,0,30692,Scott Stallings,6.6,73,315,+0.233
142,0,20229,Stewart Cink,6.7,62,265,+0.242
142,0,34099,Harris English,6.7,63,271,+0.222
142,0,31420,Anirban Lahiri,6.7,62,261,+0.032
142,0,24140,Sean O'Hair,6.7,53,227,+0.226
142,0,34358,Jonathan Randolph,6.7,56,236,+0.429
142,0,29223,Sam Saunders,6.7,62,262,+0.226
148,0,39546,Keith Mitchell,6.8,79,337,+0.228
148,0,32333,Kevin Tway,6.8,85,358,+0.141
148,0,25804,Bubba Watson,6.8,64,268,+0.250
151,0,33204,Shane Lowry,6.9,49,206,+0.388
151,0,32150,Michael Thompson,6.9,54,235,+0.204
153,0,24358,Robert Garrigus,7.0,66,283,+0.197
153,0,29461,Jamie Lovemark,7.0,75,317,+0.173
153,0,27064,Jhonattan Vegas,7.0,62,260,+0.097
156,0,20593,Greg Chalmers,7.1,40,167,+0.325
156,0,29725,Tony Finau,7.1,80,343,+0.075
156,0,35421,Brandon Harkins,7.1,84,352,+0.262
156,0,36799,Stephan Jaeger,7.1,62,268,+0.097
