RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL RIGHT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,21528,Henrik Stenson,7.82,48,614,+0.13
2,0,19803,Ryan Armour,9.90,133,1343,-0.06
3,0,29222,Billy Hurley III,10.01,79,789,+0.06
4,0,32150,Michael Thompson,10.17,79,777,+0.04
5,0,27644,Brian Harman,10.22,103,1008,+0.14
6,0,31560,Brian Stuard,10.35,127,1227,+0.20
7,0,33141,Keegan Bradley,10.54,117,1110,+0.08
8,0,35545,Blayne Barber,10.59,88,831,+0.02
9,0,26476,Chez Reavie,10.87,91,837,+0.10
10,0,24024,Zach Johnson,11.23,112,997,+0.13
11,0,20472,Alex Cejka,11.28,94,833,+0.22
12,0,29478,Kevin Kisner,11.33,103,909,+0.10
13,0,19846,Brian Gay,11.38,146,1283,+0.16
14,0,23108,Matt Kuchar,11.44,103,900,+0.17
15,0,46435,Austin Cook,11.48,147,1281,+0.16
16,0,31646,Emiliano Grillo,11.52,117,1016,+0.10
17,0,34409,David Lingmerth,11.67,112,960,E
18,0,30926,Chris Kirk,11.83,158,1336,E
19,0,23325,Vaughn Taylor,11.87,116,977,+0.11
20,0,34264,Hudson Swafford,11.88,86,724,+0.06
21,0,27649,Brandt Snedeker,11.90,122,1025,+0.07
22,0,33122,Russell Knox,11.95,123,1029,+0.15
23,0,25686,Jason Dufner,12.00,87,725,+0.25
24,0,29908,C.T. Pan,12.03,137,1139,+0.10
25,0,29420,Billy Horschel,12.04,130,1080,+0.05
26,0,27958,Ryan Blaum,12.06,121,1003,+0.14
27,0,30110,Kyle Stanley,12.11,114,941,+0.17
28,0,34098,Russell Henley,12.13,99,816,+0.21
29,0,34431,Robert Streb,12.15,101,831,+0.17
30,0,23353,J.J. Henry,12.17,106,871,+0.08
31,0,32366,Kevin Chappell,12.38,107,864,+0.13
32,0,30978,Kiradech Aphibarnrat,12.45,59,474,+0.10
33,0,35879,Kelly Kraft,12.55,129,1028,+0.06
33,0,27556,Ted Potter Jr.,12.55,134,1068,+0.23
35,0,39324,J.J. Spaun,12.63,125,990,+0.06
35,0,47128,Richy Werenski,12.63,130,1029,+0.22
37,0,10809,Jim Furyk,12.66,81,640,+0.07
38,0,30911,Tommy Fleetwood,12.75,96,753,+0.13
39,0,47993,Denny McCarthy,12.78,87,681,+0.11
40,0,26499,Rafa Cabrera Bello,12.84,86,670,+0.12
41,0,22405,Justin Rose,12.89,95,737,+0.04
42,0,33204,Shane Lowry,13.01,92,707,+0.11
43,0,36699,Patrick Rodgers,13.10,132,1008,+0.03
44,0,25364,Paul Casey,13.11,89,679,+0.10
45,0,25892,Steve Wheatcroft,13.19,84,637,+0.18
46,0,34099,Harris English,13.33,125,938,E
47,0,48084,Wesley Bryan,13.36,95,711,+0.18
47,0,32254,Xinjun Zhang,13.36,105,786,+0.20
49,0,29518,Brendan Steele,13.41,101,753,+0.02
50,0,25396,Kevin Na,13.42,131,976,+0.19
51,0,28679,Fabián Gómez,13.49,133,986,+0.07
51,0,26758,David Hearn,13.49,94,697,+0.10
53,0,39546,Keith Mitchell,13.51,156,1155,-0.01
54,0,25198,Francesco Molinari,13.53,107,791,+0.14
55,0,35461,Beau Hossler,13.54,169,1248,-0.01
56,0,28307,Matt Every,13.59,114,839,+0.06
57,0,32640,Troy Merritt,13.61,138,1014,+0.01
58,0,12510,Chad Campbell,13.67,127,929,-0.02
58,0,33413,Ben Martin,13.67,108,790,+0.15
60,0,26596,Ryan Moore,13.80,127,920,+0.06
