RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,37212,Paul Barjon,44' 4",5633.833,127,-26
2,0,52215,Robert MacIntyre,44' 10",8791.833,196,-40
3,0,48117,Kurt Kitayama,45' 2",9932.833,220,-62
4,4,39975,Michael Kim,45' 3",8330.583,184,-48
5,-2,56149,Wilson Furr,45' 4",5436.083,120,-28
5,0,39546,Keith Mitchell,45' 4",11238.667,248,-85
5,0,48081,Xander Schauffele,45' 4",11644.333,257,-79
8,-1,59143,Mac Meissner,45' 5",8854.167,195,-58
9,1,57900,Chandler Phillips,45' 6",11056.333,243,-53
10,-1,48084,Wesley Bryan,45' 7",4424.667,97,-23
11,0,35532,Tom Hoge,45' 11",13994.750,305,-70
11,0,39324,J.J. Spaun,45' 11",9875.750,215,-73
13,0,52666,Sami Valimaki,46' 1",9120.083,198,-57
14,0,51997,Andrew Novak,46' 2",11120.917,241,-61
15,0,47663,Kevin Dougherty,46' 4",6944.583,150,-40
16,0,46717,Viktor Hovland,46' 5",8489.000,183,-42
17,0,33968,Thorbjørn Olesen,46' 6",6415.417,138,-29
18,0,47420,Jake Knapp,46' 8",9942.500,213,-31
19,2,32757,Patton Kizzire,46' 11",7555.083,161,-29
20,-1,47988,Nick Hardy,47' 0",10758.250,229,-80
21,-2,52514,Trace Crowe,47' 1",7909.583,168,-30
22,0,33948,Byeong Hun An,47' 2",8875.000,188,-44
23,0,51977,Max Greyserman,47' 3",8738.583,185,-42
24,0,54576,Patrick Fishburn,47' 4",7625.500,161,-45
25,-1,48867,Matti Schmid,47' 6",8830.833,186,-48
26,0,56630,Akshay Bhatia,47' 10",13009.917,272,-63
27,0,45522,Christiaan Bezuidenhout,48' 0",11084.833,231,-42
27,0,29725,Tony Finau,48' 0",11511.417,240,-57
27,7,60067,Joe Highsmith,48' 0",8546.667,178,-48
27,0,39971,Sungjae Im,48' 0",13111.750,273,-76
31,5,52955,Ludvig Åberg,48' 1",11353.667,236,-71
31,-1,46414,Aaron Rai,48' 1",15091.583,314,-69
31,3,48887,Matt Wallace,48' 1",9621.167,200,-50
34,-4,32366,Kevin Chappell,48' 2",5252.167,109,-24
34,-2,37378,Min Woo Lee,48' 2",9051.583,188,-53
36,-4,27129,Luke List,48' 3",10278.917,213,-54
37,0,46046,Scottie Scheffler,48' 6",11149.917,230,-71
37,0,50095,Austin Smotherman,48' 6",5869.833,121,-38
39,6,34076,Joel Dahmen,48' 7",11215.333,231,-33
39,-2,38991,Alejandro Tosti,48' 7",7575.250,156,-31
39,1,55454,Carl Yuan,48' 7",7242.667,149,-32
42,0,39997,Corey Conners,48' 8",13971.083,287,-64
42,9,46442,Maverick McNealy,48' 8",12024.583,247,-66
42,0,23320,Ryan Palmer,48' 8",5644.083,116,-22
42,0,46340,Alex Smalley,48' 8",8960.833,184,-35
42,17,48699,Callum Tarren,48' 8",7348.750,151,-21
47,-2,60004,Jacob Bridgeman,48' 9",8331.500,171,-45
47,-2,52453,Nicolai Højgaard,48' 9",6673.250,137,-17
49,-1,32367,Jorge Campillo,48' 10",7373.250,151,-43
49,-9,32640,Troy Merritt,48' 10",9038.917,185,-34
49,-1,57366,Cameron Young,48' 10",11970.667,245,-54
52,-4,25900,Lucas Glover,48' 11",12917.583,264,-35
52,-1,29420,Billy Horschel,48' 11",11104.583,227,-47
52,-1,32839,Hideki Matsuyama,48' 11",10614.667,217,-55
52,2,52513,Carson Young,48' 11",12374.667,253,-51
56,-2,29936,Ryan Fox,49' 0",9217.833,188,-40
57,10,40026,Daniel Berger,49' 1",9965.917,203,-55
57,-1,32070,Rafael Campos,49' 1",6969.833,142,-30
57,-1,27064,Jhonattan Vegas,49' 1",8877.250,181,-51
60,-1,40098,Matt Fitzpatrick,49' 2",9838.750,200,-52
60,-1,33204,Shane Lowry,49' 2",10861.500,221,-40
60,-1,46113,Ryan McCormick,49' 2",6344.833,129,-13
60,-1,48319,Tom Whitney,49' 2",8212.167,167,-35
64,-8,45242,Kevin Yu,49' 3",9459.917,192,-59
65,-1,47983,Chad Ramey,49' 4",10803.167,219,-46
65,0,27214,Kevin Streelman,49' 4",7937.500,161,-34
67,0,33399,Adam Hadwin,49' 5",13146.333,266,-33
67,-1,28237,Rory McIlroy,49' 5",9780.917,198,-63
69,4,26476,Chez Reavie,49' 6",9153.000,185,-28
70,-3,54628,Lee Hodges,49' 7",14784.333,298,-58
71,-1,34587,Chan Kim,49' 8",11869.833,239,-59
71,-1,34046,Jordan Spieth,49' 8",10723.250,216,-44
71,-1,47483,Will Zalatoris,49' 8",9682.583,195,-36
74,-1,35450,Patrick Cantlay,49' 9",9602.833,193,-46
74,10,47591,Eric Cole,49' 9",15323.833,308,-81
74,-1,33653,Thomas Detry,49' 9",10991.333,221,-46
74,-1,51696,Rico Hoey,49' 9",10291.667,207,-57
74,-1,55182,Tom Kim,49' 9",12480.750,251,-59
79,-1,33141,Keegan Bradley,49' 10",11814.417,237,-62
79,-1,37455,Si Woo Kim,49' 10",14938.333,300,-69
79,5,40115,Adam Svensson,49' 10",16892.750,339,-60
79,-1,40006,Erik van Rooyen,49' 10",10616.917,213,-60
83,-1,54421,Garrick Higgo,49' 11",8439.917,169,-41
83,-1,33448,Justin Thomas,49' 11",10740.750,215,-52
85,-1,47504,Sam Burns,50' 0",11552.000,231,-71
85,5,52372,Cameron Champ,50' 0",6903.500,138,-45
85,-1,45157,Cam Davis,50' 0",12108.917,242,-53
85,9,52375,Doug Ghim,50' 0",14009.250,280,-61
