RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,20766,Padraig Harrington,13' 0",612.917,47,-0.02
2,0,01810,Phil Mickelson,13' 1",759.000,58,-0.14
3,0,06527,Steve Stricker,13' 3",1717.250,130,-0.18
4,0,22405,Justin Rose,13' 6",770.250,57,+0.02
5,0,10117,Bob Heintz,14' 3",1242.917,87,-0.16
6,0,20098,Stuart Appleby,14' 5",1227.250,85,-0.02
6,0,20229,Stewart Cink,14' 5",1443.667,100,-0.17
6,0,01797,Rocco Mediate,14' 5",1439.583,100,-0.28
9,0,01766,Billy Mayfair,14' 6",1336.417,92,-0.01
10,0,10809,Jim Furyk,14' 7",1255.167,86,-0.20
11,0,12680,Shigeki Maruyama,14' 9",1946.500,132,-0.14
12,0,01928,Corey Pavin,14' 10",1738.167,117,-0.21
13,0,01161,Mark Calcavecchia,14' 11",1434.167,96,-0.28
13,0,02104,Jeff Sluman,14' 11",849.250,57,-0.19
15,0,08931,Glen Day,15' 0",1815.333,121,-0.14
16,0,20472,Alex Cejka,15' 1",1641.917,109,-0.27
16,0,06251,Chris DiMarco,15' 1",1340.917,89,-0.08
16,0,20105,Jeff Gove,15' 1",1822.500,121,-0.01
16,0,10860,Justin Leonard,15' 1",2015.833,134,-0.01
20,0,01320,Bob Estes,15' 2",1991.250,131,-0.17
20,0,19846,Brian Gay,15' 2",2954.000,195,-0.23
22,0,08075,Jerry Kelly,15' 4",1306.167,85,-0.14
22,0,06373,José María Olazábal,15' 4",782.917,51,-0.04
22,0,23621,Rory Sabbatini,15' 4",1040.417,68,-0.13
25,0,22295,Darron Stiles,15' 5",1467.000,95,-0.21
26,0,23718,Nathan Green,15' 6",1181.083,76,-0.12
26,0,26881,Jarrod Lyle,15' 6",1907.083,123,-0.18
26,0,01724,Jeff Maggert,15' 6",1953.167,126,-0.22
26,0,10423,Mike Weir,15' 6",1021.667,66,+0.08
30,0,20850,Daniel Chopra,15' 7",1960.250,126,-0.17
30,0,22348,Nick O'Hern,15' 7",1198.417,77,-0.06
30,0,24457,Jaco Van Zyl,15' 7",901.583,58,-0.12
30,0,27770,Camilo Villegas,15' 7",921.417,59,+0.03
30,0,10425,Jay Williamson,15' 7",1228.750,79,-0.20
35,0,07363,Craig Bowden,15' 8",1987.917,127,-0.31
35,0,24358,Robert Garrigus,15' 8",1444.417,92,-0.14
35,0,01577,Lee Janzen,15' 8",1314.917,84,-0.08
35,0,23108,Matt Kuchar,15' 8",1629.417,104,-0.14
35,0,02214,Kirk Triplett,15' 8",1939.167,124,-0.12
40,0,01142,Bart Bryant,15' 9",1587.000,101,-0.22
40,0,06522,Ernie Els,15' 9",644.500,41,+0.02
40,0,07457,Steve Flesch,15' 9",1998.250,127,-0.06
40,0,07547,Craig Kanada,15' 9",2036.083,129,-0.05
40,0,01677,Tom Lehman,15' 9",978.917,62,-0.13
40,0,25396,Kevin Na,15' 9",1195.667,76,-0.11
46,0,10885,Robert Allenby,15' 10",793.250,50,-0.10
46,0,23638,Brendon de Jonge,15' 10",1647.083,104,-0.14
46,0,01948,Tim Petrovic,15' 10",1485.667,94,-0.19
46,0,08793,Tiger Woods,15' 10",522.833,33,-0.18
50,0,24924,Bill Haas,15' 11",1573.667,99,-0.08
50,0,08881,Tripp Isenhour,15' 11",1591.750,100,-0.20
50,0,22046,Geoff Ogilvy,15' 11",1702.917,107,-0.07
53,0,26360,Bubba Dickerson,16' 0",1121.417,70,-0.19
53,0,24138,Ian Poulter,16' 0",911.833,57,-0.14
55,0,07867,Woody Austin,16' 1",1770.833,110,-0.18
55,0,23135,Tim Clark,16' 1",1834.667,114,-0.17
55,0,01249,John Daly,16' 1",867.167,54,-0.06
55,0,06643,Paul Goydos,16' 1",1139.750,71,-0.08
55,0,20127,Chris Riley,16' 1",1270.583,79,-0.11
60,0,21731,Freddie Jacobson,16' 2",1516.750,94,-0.13
60,0,02101,Joey Sindelar,16' 2",1893.833,117,-0.05
60,0,25804,Bubba Watson,16' 2",1759.917,109,-0.12
