RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
1,0,01996,Mike Reid,68.84,327,475
2,0,02104,Jeff Sluman,66.82,433,648
3,0,01320,Bob Estes,66.25,428,646
4,0,01968,Nick Price,65.41,242,370
5,0,10809,Jim Furyk,64.60,376,582
6,0,06078,Esteban Toledo,64.37,448,696
7,0,06575,Dudley Hart,63.75,357,560
8,0,01361,Dan Forsman,63.72,353,554
9,0,20229,Stewart Cink,63.65,345,542
10,0,01096,Phil Blackmar,63.64,392,616
11,0,08793,Tiger Woods,63.56,232,365
12,0,12782,Tim Herron,63.39,367,579
13,0,01378,David Frost,63.32,366,578
14,0,10860,Justin Leonard,63.31,371,586
15,0,10649,Tom Scherrer,63.28,355,561
16,0,02214,Kirk Triplett,62.95,316,502
17,0,06522,Ernie Els,62.94,214,340
18,0,06595,Kevin Sutherland,62.83,360,573
19,0,01928,Corey Pavin,62.79,356,567
20,0,06315,Pete Jordan,62.65,354,565
21,0,20127,Chris Riley,62.58,378,604
22,0,01920,Craig Parry,62.50,275,440
22,0,02294,Willie Wood,62.50,335,536
24,0,01175,Jim Carter,62.32,392,629
25,0,01706,Davis Love III,62.09,262,422
26,0,06044,Scott Gump,62.08,334,538
27,0,01381,Fred Funk,62.04,407,656
28,0,01527,Scott Hoch,61.95,368,594
29,0,07749,Brett Quigley,61.90,260,420
30,0,20098,Stuart Appleby,61.72,358,580
31,0,12645,Brent Geiberger,61.66,378,613
32,0,01766,Billy Mayfair,61.65,307,498
33,0,01098,Jay Don Blake,61.60,361,586
34,0,08993,Franklin Langham,61.55,389,632
35,0,01724,Jeff Maggert,61.48,308,501
36,0,10213,Dicky Pride,61.35,327,533
37,0,06643,Paul Goydos,61.34,376,613
38,0,01723,Andrew Magee,61.28,326,532
39,0,01553,John Huston,61.19,268,438
39,0,06012,Greg Kraft,61.19,402,657
41,0,08547,John Maginnes,61.15,340,556
42,0,09011,David Duval,61.14,236,386
42,0,02010,Loren Roberts,61.14,321,525
44,0,06014,Eric Booker,61.08,372,609
45,0,01132,Mark Brooks,61.07,455,745
46,0,02146,Payne Stewart,60.95,270,443
47,0,01941,Tom Pernice Jr.,60.91,363,596
48,0,06567,Vijay Singh,60.68,338,557
49,0,01677,Tom Lehman,60.59,269,444
50,0,01549,Mike Hulbert,60.55,422,697
51,0,01127,Danny Briggs,60.52,305,504
52,0,01533,P.H. Horgan III,60.46,370,612
53,0,02223,Bob Tway,60.45,321,531
54,0,06004,Stephen Ames,60.33,184,305
55,0,02257,Brian Watts,60.32,304,504
56,0,20593,Greg Chalmers,60.26,414,687
57,0,01040,Emlyn Aubrey,60.24,200,332
58,0,10423,Mike Weir,60.23,368,611
