RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
1,0,02104,Jeff Sluman,67.27,111,165,+31.00
2,0,01378,David Frost,64.88,109,168,+38.00
3,0,01928,Corey Pavin,63.20,79,125,+38.00
4,0,20593,Greg Chalmers,62.22,112,180,+43.00
5,0,10860,Justin Leonard,61.88,99,160,+38.00
6,0,01996,Mike Reid,61.70,58,94,+28.00
7,0,01024,Billy Andrade,61.64,90,146,+36.00
8,0,01527,Scott Hoch,61.15,96,157,+39.00
9,0,02257,Brian Watts,60.93,92,151,+40.00
10,0,20124,Alan Bratton,60.16,74,123,+41.00
11,0,06595,Kevin Sutherland,60.14,86,143,+36.00
12,0,01096,Phil Blackmar,60.13,95,158,+42.00
13,0,20229,Stewart Cink,60.00,90,150,+48.00
14,0,01553,John Huston,59.69,77,129,+38.00
15,0,06575,Dudley Hart,59.68,111,186,+41.00
16,0,07753,Kevin Wentworth,59.43,63,106,+39.00
17,0,01175,Jim Carter,59.41,101,170,+58.00
18,0,12823,Carlos Franco,58.72,64,109,+24.00
19,0,06522,Ernie Els,58.65,61,104,+27.00
20,0,06617,Brian Henninger,58.58,99,169,+53.00
21,0,01887,Mark O'Meara,58.56,65,111,+45.00
22,0,01042,Paul Azinger,58.46,76,130,+28.00
23,0,06567,Vijay Singh,58.33,98,168,+37.00
24,0,01376,Bob Friend,58.17,121,208,+85.00
25,0,01157,Tom Byrum,58.13,93,160,+58.00
26,0,10569,Mike Brisky,58.04,83,143,+45.00
27,0,01766,Billy Mayfair,57.50,92,160,+44.00
27,0,02242,Lanny Wadkins,57.50,69,120,+49.00
29,0,02294,Willie Wood,57.25,75,131,+53.00
30,0,10809,Jim Furyk,56.77,88,155,+43.00
31,0,08793,Tiger Woods,56.76,63,111,+10.00
32,0,02008,Lee Rinker,56.71,93,164,+59.00
33,0,12782,Tim Herron,56.67,85,150,+34.00
34,0,01927,Dennis Paulson,56.50,100,177,+46.00
35,0,20098,Stuart Appleby,56.49,87,154,+49.00
36,0,01093,Ronnie Black,56.18,50,89,+32.00
37,0,01968,Nick Price,56.04,51,91,+23.00
38,0,12660,Jesper Parnevik,56.03,65,116,+31.00
39,0,01810,Phil Mickelson,55.88,76,136,+23.00
40,0,08123,Jeff Brehaut,55.56,70,126,+39.00
40,0,01161,Mark Calcavecchia,55.56,85,153,+48.00
42,0,01116,Michael Bradley,55.48,86,155,+51.00
43,0,01139,Olin Browne,55.41,82,148,+54.00
44,0,01723,Andrew Magee,55.37,98,177,+50.00
45,0,10213,Dicky Pride,55.36,62,112,+41.00
46,0,07749,Brett Quigley,55.17,48,87,+22.00
47,0,08931,Glen Day,55.03,93,169,+57.00
48,0,06599,John Elliott,54.90,84,153,+46.00
48,0,01920,Craig Parry,54.90,56,102,+35.00
50,0,08993,Franklin Langham,54.45,104,191,+66.00
51,0,01072,Chip Beck,54.36,81,149,+59.00
52,0,07763,Doug Dunakey,54.29,76,140,+46.00
53,0,01127,Danny Briggs,54.11,79,146,+51.00
54,0,01706,Davis Love III,53.98,61,113,+26.00
55,0,01361,Dan Forsman,53.96,75,139,+42.00
56,0,10585,Scott McCarron,53.89,90,167,+56.00
57,0,19846,Brian Gay,53.85,63,117,+48.00
58,0,01040,Emlyn Aubrey,53.61,52,97,+34.00
59,0,06251,Chris DiMarco,53.59,97,181,+75.00
60,0,01385,Jim Gallagher Jr.,53.47,77,144,+49.00
61,0,06527,Steve Stricker,53.45,62,116,+51.00
62,0,20127,Chris Riley,53.33,72,135,+35.00
63,0,01677,Tom Lehman,53.21,58,109,+36.00
64,0,08075,Jerry Kelly,53.20,108,203,+64.00
65,0,10425,Jay Williamson,53.06,78,147,+42.00
66,0,02239,Scott Verplank,53.05,87,164,+61.00
67,0,01707,Steve Lowery,53.01,97,183,+53.00
68,0,01577,Lee Janzen,52.86,74,140,+54.00
69,0,06078,Esteban Toledo,52.75,96,182,+66.00
70,0,19881,Robert Damron,52.70,117,222,+80.00
71,0,06613,Tommy Tolles,52.60,81,154,+59.00
72,0,01329,Brad Faxon,52.59,61,116,+51.00
72,0,02214,Kirk Triplett,52.59,61,116,+33.00
74,0,06012,Greg Kraft,52.57,92,175,+59.00
75,0,08537,J.P. Hayes,52.56,82,156,+46.00
76,0,01891,David Ogrin,52.46,64,122,+43.00
77,0,01457,Jay Haas,52.31,68,130,+50.00
78,0,01098,Jay Don Blake,52.30,91,174,+63.00
79,0,21949,Joe Ogilvie,52.20,83,159,+44.00
80,0,01761,Len Mattiace,52.15,97,186,+68.00
81,0,10649,Tom Scherrer,51.97,79,152,+57.00
82,0,01941,Tom Pernice Jr.,51.95,80,154,+61.00
83,0,02223,Bob Tway,51.85,84,162,+62.00
84,0,01320,Bob Estes,51.72,90,174,+57.00
84,0,01748,Doug Martin,51.72,90,174,+61.00
86,0,10107,Deane Pappas,51.69,92,178,+66.00
87,0,20029,Notah Begay III,51.68,77,149,+32.00
88,0,20094,Jonathan Kaye,51.63,79,153,+42.00
89,0,19824,Craig Barlow,51.52,68,132,+42.00
90,0,01388,Robert Gamez,51.46,53,103,+27.00
91,0,01063,Ben Bates,51.40,92,179,+66.00
91,0,06332,Neal Lancaster,51.40,92,179,+72.00
93,0,08547,John Maginnes,51.39,74,144,+58.00
94,0,11032,Frank Lickliter II,51.22,84,164,+49.00
95,0,10423,Mike Weir,51.14,90,176,+58.00
96,0,01533,P.H. Horgan III,51.08,95,186,+66.00
97,0,06014,Eric Booker,51.01,101,198,+66.00
97,0,06315,Pete Jordan,51.01,76,149,+65.00
99,0,01549,Mike Hulbert,50.92,83,163,+64.00
100,0,08375,Paul Stankowski,50.85,60,118,+43.00
101,0,06004,Stephen Ames,50.75,34,67,+25.00
102,0,08553,Lee Porter,50.69,73,144,+66.00
103,0,11011,Mike Sposa,50.57,88,174,+62.00
104,0,20099,Doug Barron,50.54,93,184,+69.00
105,0,01724,Jeff Maggert,50.41,61,121,+32.00
106,0,01185,Brandel Chamblee,50.39,65,129,+46.00
107,0,06036,Scott Dunlap,50.38,67,133,+46.00
108,0,21805,Harrison Frazar,50.30,85,169,+50.00
109,0,01685,J.L. Lewis,50.00,88,176,+54.00
109,0,01905,Joe Ozaki,50.00,52,104,+40.00
109,0,02218,Ted Tryba,50.00,79,158,+51.00
112,0,01323,Brad Fabel,49.70,83,167,+63.00
112,0,01381,Fred Funk,49.70,82,165,+59.00
114,0,06044,Scott Gump,49.59,60,121,+47.00
115,0,01797,Rocco Mediate,49.52,52,105,+26.00
116,0,20213,Katsumasa Miyamoto,49.50,50,101,+42.00
117,0,10885,Robert Allenby,49.32,72,146,+37.00
117,0,02106,Chris Smith,49.32,73,148,+55.00
119,0,02010,Loren Roberts,49.25,66,134,+68.00
120,0,01823,Larry Mize,49.14,57,116,+51.00
121,0,02206,David Toms,49.04,77,157,+64.00
