RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
1,0,28089,Jason Day,1.86,134,72
2,0,34265,Will Wilcox,2.04,110,54
3,0,35541,John Peterson,2.06,173,84
4,0,34046,Jordan Spieth,2.08,183,88
5,0,22405,Justin Rose,2.17,143,66
6,0,24507,Jason Bohn,2.18,207,95
7,0,33448,Justin Thomas,2.20,233,106
8,0,25720,Chad Collins,2.24,177,79
8,0,29222,Billy Hurley III,2.24,177,79
8,0,24024,Zach Johnson,2.24,195,87
8,0,20691,Greg Owen,2.24,130,58
8,0,28132,Tyrone Van Aswegen,2.24,121,54
13,0,32839,Hideki Matsuyama,2.25,205,91
14,0,34099,Harris English,2.27,232,102
14,0,31557,Jim Herman,2.27,200,88
14,0,31202,William McGirt,2.27,234,103
14,0,21528,Henrik Stenson,2.27,136,60
18,0,32102,Rickie Fowler,2.29,165,72
19,0,33122,Russell Knox,2.30,221,96
19,0,23800,Bryce Molder,2.30,200,87
21,0,10809,Jim Furyk,2.31,148,64
21,0,23108,Matt Kuchar,2.31,217,94
23,0,40058,Zac Blair,2.32,241,104
24,0,24924,Bill Haas,2.33,200,86
25,0,20229,Stewart Cink,2.34,180,77
26,0,25274,Steven Bowditch,2.35,242,103
26,0,30927,Brendon Todd,2.35,219,93
28,0,29478,Kevin Kisner,2.36,245,104
29,0,25364,Paul Casey,2.37,194,82
29,0,23621,Rory Sabbatini,2.37,192,81
29,0,27214,Kevin Streelman,2.37,216,91
32,0,34262,Jon Curran,2.38,188,79
32,0,24361,Pat Perez,2.38,228,96
32,0,29518,Brendan Steele,2.38,200,84
35,0,23983,Luke Donald,2.39,170,71
35,0,34098,Russell Henley,2.39,201,84
37,0,33399,Adam Hadwin,2.40,223,93
37,0,27644,Brian Harman,2.40,216,90
37,0,30925,Dustin Johnson,2.40,173,72
37,0,36689,Brooks Koepka,2.40,194,81
37,0,25198,Francesco Molinari,2.40,127,53
37,0,34130,Sung Joon Park,2.40,185,77
37,0,24138,Ian Poulter,2.40,156,65
37,0,34431,Robert Streb,2.40,264,110
45,0,29221,Webb Simpson,2.41,188,78
45,0,02206,David Toms,2.41,140,58
45,0,25804,Bubba Watson,2.41,164,68
48,0,24925,Jonathan Byrd,2.42,157,65
48,0,27436,Graham DeLaet,2.42,157,65
48,0,28486,Michael Putnam,2.42,206,85
51,0,29420,Billy Horschel,2.43,233,96
51,0,27649,Brandt Snedeker,2.43,231,95
53,0,40026,Daniel Berger,2.44,237,97
53,0,27466,Spencer Levin,2.44,237,97
53,0,25396,Kevin Na,2.44,232,95
56,0,22371,Aaron Baddeley,2.45,181,74
57,0,28500,Martin Flores,2.46,224,91
57,0,21209,Sergio Garcia,2.46,138,56
57,0,32640,Troy Merritt,2.46,224,91
57,0,33418,Shawn Stefani,2.46,231,94
61,0,34174,John Huh,2.47,249,101
61,0,08075,Jerry Kelly,2.47,195,79
61,0,30711,Colt Knost,2.47,212,86
61,0,34358,Jonathan Randolph,2.47,173,70
65,0,20771,Steven Alker,2.48,149,60
65,0,24357,K.J. Choi,2.48,154,62
65,0,36801,Mark Hubbard,2.48,191,77
65,0,27936,Martin Laird,2.48,191,77
65,0,21878,Mark Wilson,2.48,211,85
70,0,20472,Alex Cejka,2.49,229,92
70,0,26951,Johnson Wagner,2.49,169,68
72,0,23048,Eric Axley,2.51,138,55
72,0,23638,Brendon de Jonge,2.51,266,106
72,0,30926,Chris Kirk,2.51,183,73
72,0,29926,Danny Lee,2.51,301,120
72,0,26329,Louis Oosthuizen,2.51,158,63
72,0,34264,Hudson Swafford,2.51,238,95
72,0,25892,Steve Wheatcroft,2.51,208,83
79,0,27064,Jhonattan Vegas,2.52,217,86
80,0,35545,Blayne Barber,2.53,187,74
80,0,29479,Scott Brown,2.53,245,97
82,0,12510,Chad Campbell,2.54,246,97
82,0,25345,Carl Pettersson,2.54,269,106
84,0,29725,Tony Finau,2.55,270,106
84,0,29720,Andres Gonzales,2.55,219,86
84,0,26596,Ryan Moore,2.55,199,78
87,0,21961,Charles Howell III,2.56,269,105
87,0,24490,George McNeill,2.56,238,93
87,0,23320,Ryan Palmer,2.56,197,77
90,0,34563,Chesson Hadley,2.57,260,101
90,0,37454,Whee Kim,2.57,177,69
90,0,34409,David Lingmerth,2.57,231,90
90,0,28475,Jeff Overton,2.57,236,92
94,0,35532,Tom Hoge,2.58,204,79
94,0,34360,Patrick Reed,2.58,258,100
96,0,26758,David Hearn,2.59,251,97
96,0,12716,Charley Hoffman,2.59,243,94
96,0,30946,Alex Prugh,2.59,207,80
96,0,31323,Gary Woodland,2.59,192,74
100,0,36699,Patrick Rodgers,2.60,138,53
100,0,06567,Vijay Singh,2.60,203,78
102,0,28259,Sangmoon Bae,2.61,256,98
102,0,31560,Brian Stuard,2.61,243,93
104,0,32366,Kevin Chappell,2.62,225,86
104,0,23353,J.J. Henry,2.62,236,90
104,0,39977,Max Homa,2.62,194,74
104,0,29476,Kyle Reifers,2.62,241,92
108,0,30944,Jason Kokrak,2.63,231,88
108,0,24781,Hunter Mahan,2.63,221,84
108,0,27963,Chris Stroud,2.63,221,84
111,0,24846,Ricky Barnes,2.64,206,78
111,0,25369,Jamie Donaldson,2.64,124,47
111,0,10860,Justin Leonard,2.64,161,61
111,0,24140,Sean O'Hair,2.64,227,86
111,0,26476,Chez Reavie,2.64,148,56
116,0,24494,Erik Compton,2.65,228,86
116,0,35451,Scott Pinckney,2.65,233,88
116,0,24502,Adam Scott,2.65,127,48
116,0,33419,Cameron Tringale,2.65,254,96
120,0,29535,Brice Garnett,2.66,210,79
120,0,26300,Matt Jones,2.66,229,86
120,0,33667,Carlos Ortiz,2.66,255,96
120,0,25834,Daniel Summerhays,2.66,269,101
124,0,01706,Davis Love III,2.67,136,51
124,0,33413,Ben Martin,2.67,240,90
124,0,23623,Bo Van Pelt,2.67,211,79
124,0,25632,Jimmy Walker,2.67,230,86
124,0,26289,Boo Weekley,2.67,211,79
129,0,34261,Scott Langley,2.68,247,92
129,0,25818,Scott Piercy,2.68,241,90
131,0,33141,Keegan Bradley,2.69,226,84
132,0,27095,Nick Watney,2.70,246,91
133,0,32448,James Hahn,2.71,255,94
134,0,23548,Bill Lunde,2.72,125,46
134,0,29289,S.Y. Noh,2.72,177,65
136,0,25900,Lucas Glover,2.73,216,79
137,0,27141,J.B. Holmes,2.74,233,85
137,0,22056,Cameron Percy,2.74,192,70
137,0,25493,Nick Taylor,2.74,249,91
140,0,27895,Jonas Blixt,2.76,204,74
141,0,21753,Brian Davis,2.77,227,82
141,0,28679,Fabián Gómez,2.77,230,83
141,0,20645,John Senden,2.77,208,75
144,0,23541,Ben Crane,2.78,161,58
144,0,25686,Jason Dufner,2.78,203,73
144,0,28023,Byron Smith,2.78,153,55
147,0,26851,Marc Leishman,2.79,195,70
148,0,29223,Sam Saunders,2.80,227,81
149,0,06522,Ernie Els,2.81,160,57
149,0,33461,Morgan Hoffmann,2.81,239,85
149,0,25240,D.A. Points,2.81,197,70
152,0,37273,Derek Ernst,2.82,200,71
153,0,35539,Luke Guthrie,2.83,232,82
154,0,25191,Gonzalo Fernandez-Castaño,2.84,219,77
155,0,27933,John Merrick,2.85,211,74
156,0,20157,Retief Goosen,2.86,220,77
157,0,20104,Ken Duke,2.88,256,89
157,0,22892,Jason Gore,2.88,207,72
159,0,30852,Ryo Ishikawa,2.89,254,88
159,0,01810,Phil Mickelson,2.89,202,70
159,0,25349,Tim Wilkinson,2.89,205,71
162,0,28780,Nicholas Thompson,2.90,249,86
163,0,20593,Greg Chalmers,2.91,157,54
164,0,32200,Roberto Castro,2.92,146,50
164,0,31193,Jim Renner,2.92,193,66
166,0,30736,Oscar Fraustro,2.93,158,54
167,0,31416,Derek Fathauer,2.94,226,77
168,0,25562,Andres Romero,2.95,195,66
169,0,32150,Michael Thompson,2.96,240,81
169,0,27770,Camilo Villegas,2.96,246,83
171,0,26331,Charl Schwartzel,2.97,187,63
172,0,33486,Roger Sloan,3.02,157,52
172,0,30692,Scott Stallings,3.02,181,60
174,0,10885,Robert Allenby,3.03,179,59
175,0,20396,Lee Westwood,3.08,160,52
176,0,34256,Andrew Putnam,3.09,198,64
177,0,20766,Padraig Harrington,3.12,187,60
178,0,20848,Ángel Cabrera,3.13,166,53
178,0,22293,Heath Slocum,3.13,166,53
180,0,28307,Matt Every,3.20,224,70
181,0,24358,Robert Garrigus,3.23,213,66
182,0,22046,Geoff Ogilvy,3.27,157,48
183,0,29425,Andrew Svoboda,3.29,257,78
184,0,32334,Charlie Beljan,3.35,241,72
