RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,20127,Chris Riley,73.91,17,23
2,0,01928,Corey Pavin,69.39,34,49
3,0,06595,Kevin Sutherland,68.66,46,67
4,0,06522,Ernie Els,68.29,28,41
5,0,01810,Phil Mickelson,67.86,38,56
5,0,24502,Adam Scott,67.86,19,28
7,0,10423,Mike Weir,67.69,44,65
8,0,21878,Mark Wilson,67.42,60,89
9,0,21731,Freddie Jacobson,67.21,41,61
10,0,06575,Dudley Hart,67.16,45,67
11,0,23157,Richard Johnson,67.09,53,79
12,0,20766,Padraig Harrington,65.63,21,32
13,0,02239,Scott Verplank,65.31,32,49
14,0,23135,Tim Clark,65.28,47,72
15,0,20623,Gavin Coles,65.12,28,43
16,0,01388,Robert Gamez,64.91,37,57
17,0,19846,Brian Gay,64.37,56,87
18,0,21753,Brian Davis,64.20,52,81
19,0,07749,Brett Quigley,64.18,43,67
20,0,23614,Rich Beem,64.00,48,75
20,0,20850,Daniel Chopra,64.00,48,75
22,0,20443,Jin Park,63.46,33,52
23,0,24361,Pat Perez,63.24,43,68
24,0,23797,Brett Rumford,63.16,36,57
25,0,21350,Ryuji Imada,62.90,39,62
26,0,08537,J.P. Hayes,62.30,38,61
27,0,20663,Brenden Pappas,62.26,33,53
28,0,20574,Mathew Goggin,61.84,47,76
29,0,06090,Jim McGovern,61.70,29,47
30,0,20572,Rod Pampling,61.67,37,60
31,0,10860,Justin Leonard,61.54,32,52
31,0,21959,Ted Purdy,61.54,24,39
33,0,21961,Charles Howell III,61.25,49,80
34,0,25364,Paul Casey,61.11,11,18
35,0,08385,Omar Uresti,61.02,36,59
36,0,06034,Marco Dawson,60.71,34,56
36,0,12823,Carlos Franco,60.71,34,56
38,0,26300,Matt Jones,60.56,43,71
39,0,24357,K.J. Choi,60.38,32,53
40,0,25396,Kevin Na,60.19,62,103
41,0,07457,Steve Flesch,60.00,30,50
41,0,25345,Carl Pettersson,60.00,54,90
41,0,25349,Tim Wilkinson,60.00,45,75
44,0,24449,Parker McLachlin,59.70,40,67
45,0,12826,Paul Claxton,59.57,28,47
46,0,01766,Billy Mayfair,59.49,47,79
47,0,23621,Rory Sabbatini,59.26,32,54
48,0,22806,Doug LaBelle II,59.18,29,49
49,0,22293,Heath Slocum,58.82,40,68
50,0,10875,Todd Demsey,58.67,44,75
51,0,22046,Geoff Ogilvy,58.49,31,53
52,0,27214,Kevin Streelman,58.23,46,79
53,0,08931,Glen Day,57.45,27,47
54,0,20433,Mark Hensby,57.41,31,54
55,0,23325,Vaughn Taylor,57.33,43,75
56,0,26476,Chez Reavie,57.14,40,70
