RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,01928,Corey Pavin,72.93,132,181
2,0,01810,Phil Mickelson,72.08,111,154
3,0,10423,Mike Weir,71.43,120,168
4,0,06527,Steve Stricker,71.32,97,136
5,0,22913,John Rollins,71.19,173,243
6,0,20766,Padraig Harrington,71.11,64,90
7,0,12782,Tim Herron,71.05,162,228
8,0,12680,Shigeki Maruyama,70.97,88,124
9,0,23157,Richard Johnson,70.32,154,219
10,0,19846,Brian Gay,70.13,162,231
11,0,24357,K.J. Choi,69.92,93,133
12,0,01677,Tom Lehman,69.72,76,109
13,0,23048,Eric Axley,69.55,169,243
14,0,25190,Jeff Quinney,69.35,138,199
15,0,10585,Scott McCarron,69.29,97,140
16,0,21731,Freddie Jacobson,69.23,108,156
17,0,10860,Justin Leonard,69.13,103,149
18,0,20160,Charlie Wi,69.06,154,223
19,0,07457,Steve Flesch,68.98,129,187
20,0,22348,Nick O'Hern,68.93,122,177
21,0,08385,Omar Uresti,68.89,124,180
22,0,21350,Ryuji Imada,68.82,128,186
23,0,20127,Chris Riley,68.64,81,118
24,0,01577,Lee Janzen,68.56,133,194
25,0,20850,Daniel Chopra,68.50,137,200
26,0,06575,Dudley Hart,68.48,113,165
27,0,06004,Stephen Ames,68.39,106,155
28,0,20157,Retief Goosen,68.33,82,120
29,0,23325,Vaughn Taylor,68.14,154,226
30,0,01941,Tom Pernice Jr.,67.87,169,249
31,0,25345,Carl Pettersson,67.79,181,267
32,0,24925,Jonathan Byrd,67.48,139,206
33,0,21878,Mark Wilson,67.45,172,255
34,0,12660,Jesper Parnevik,67.43,147,218
35,0,22046,Geoff Ogilvy,67.42,89,132
36,0,24361,Pat Perez,67.37,128,190
37,0,20663,Brenden Pappas,67.36,97,144
38,0,07749,Brett Quigley,67.33,136,202
39,0,20378,Mathias Grönberg,67.32,138,205
40,0,27095,Nick Watney,67.30,142,211
41,0,10649,Tom Scherrer,67.26,76,113
42,0,26476,Chez Reavie,67.13,145,216
43,0,08931,Glen Day,67.11,100,149
44,0,01948,Tim Petrovic,67.08,161,240
45,0,08537,J.P. Hayes,67.05,116,173
46,0,08845,Scott Sterling,67.03,124,185
47,0,20574,Mathew Goggin,66.99,138,206
48,0,21753,Brian Davis,66.92,178,266
49,0,20229,Stewart Cink,66.91,93,139
50,0,20098,Stuart Appleby,66.84,125,187
51,0,25842,Jon Mills,66.83,133,199
52,0,25396,Kevin Na,66.79,183,274
53,0,20623,Gavin Coles,66.67,76,114
53,0,06522,Ernie Els,66.67,62,93
53,0,22378,Trevor Immelman,66.67,82,123
53,0,25349,Tim Wilkinson,66.67,156,234
