RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,23048,Eric Axley,67.57,175,259
2,0,06527,Steve Stricker,67.15,92,137
3,0,10860,Justin Leonard,66.86,113,169
4,0,19846,Brian Gay,65.35,132,202
5,0,12680,Shigeki Maruyama,63.70,86,135
6,0,20127,Chris Riley,63.37,64,101
7,0,27649,Brandt Snedeker,63.03,104,165
8,0,06004,Stephen Ames,62.67,94,150
9,0,20160,Charlie Wi,62.50,125,200
10,0,20634,Peter Lonard,62.22,112,180
11,0,01766,Billy Mayfair,62.04,134,216
12,0,24925,Jonathan Byrd,61.90,104,168
12,0,25345,Carl Pettersson,61.90,156,252
14,0,23108,Matt Kuchar,61.85,107,173
15,0,23541,Ben Crane,61.80,110,178
16,0,20382,Stephen Leaney,61.76,63,102
17,0,08845,Scott Sterling,61.64,98,159
18,0,24138,Ian Poulter,61.54,64,104
19,0,01810,Phil Mickelson,61.33,92,150
20,0,12660,Jesper Parnevik,61.19,134,219
21,0,06567,Vijay Singh,60.96,89,146
22,0,22548,Patrick Sheehan,60.94,181,297
23,0,10505,Shane Bertsch,60.71,136,224
24,0,01948,Tim Petrovic,60.66,128,211
25,0,20498,Briny Baird,60.50,121,200
26,0,22348,Nick O'Hern,60.48,101,167
27,0,20766,Padraig Harrington,60.42,58,96
28,0,26695,Michael Letzig,60.30,120,199
29,0,25190,Jeff Quinney,60.22,112,186
30,0,02239,Scott Verplank,59.86,88,147
31,0,23325,Vaughn Taylor,59.83,143,239
32,0,26476,Chez Reavie,59.71,123,206
33,0,20157,Retief Goosen,59.66,71,119
34,0,21961,Charles Howell III,59.45,129,217
35,0,08931,Glen Day,59.40,79,133
36,0,06595,Kevin Sutherland,59.31,121,204
37,0,24024,Zach Johnson,59.15,97,164
37,0,28158,Steve Marino,59.15,126,213
37,0,01928,Corey Pavin,59.15,97,164
40,0,22913,John Rollins,59.04,111,188
41,0,23125,Brad Elder,58.96,79,134
41,0,01797,Rocco Mediate,58.96,102,173
43,0,23135,Tim Clark,58.95,112,190
44,0,20623,Gavin Coles,58.82,60,102
45,0,26500,Alejandro Cañizares,58.77,67,114
46,0,24449,Parker McLachlin,58.50,117,200
47,0,21350,Ryuji Imada,58.46,114,195
48,0,06012,Greg Kraft,58.39,87,149
48,0,10423,Mike Weir,58.39,94,161
50,0,29718,Anthony Kim,58.33,91,156
51,0,25562,Andres Romero,58.28,95,163
52,0,24357,K.J. Choi,58.27,74,127
53,0,12782,Tim Herron,58.23,138,237
54,0,21753,Brian Davis,58.22,131,225
55,0,20098,Stuart Appleby,58.14,100,172
56,0,22293,Heath Slocum,58.05,101,174
57,0,01142,Bart Bryant,57.89,99,171
58,0,22621,Ben Curtis,57.86,81,140
59,0,01226,Fred Couples,57.62,87,151
60,0,27060,John Mallinger,57.60,125,217
61,0,26420,Richard Johnson,57.58,76,132
62,0,01313,Steve Elkington,57.39,101,176
63,0,10809,Jim Furyk,57.38,105,183
64,0,22806,Doug LaBelle II,57.36,74,129
64,0,01941,Tom Pernice Jr.,57.36,148,258
66,0,23157,Richard Johnson,57.33,133,232
67,0,08075,Jerry Kelly,57.32,94,164
68,0,25720,Chad Collins,57.30,102,178
69,0,22046,Geoff Ogilvy,57.03,73,128
70,0,23797,Brett Rumford,57.00,114,200
71,0,12652,Cameron Beckman,56.98,102,179
72,0,23788,D.J. Trahan,56.86,116,204
73,0,25804,Bubba Watson,56.83,104,183
74,0,24663,Y.E. Yang,56.63,111,196
75,0,01035,Tommy Armour III,56.44,92,163
76,0,02002,John Riegger,56.35,71,126
77,0,07867,Woody Austin,56.34,120,213
78,0,21949,Joe Ogilvie,56.30,134,238
79,0,12705,Cliff Kresge,56.28,103,183
80,0,27613,David Lutterus,56.25,63,112
81,0,01161,Mark Calcavecchia,56.20,77,137
82,0,25349,Tim Wilkinson,56.19,118,210
83,0,27214,Kevin Streelman,56.14,128,228
84,0,01577,Lee Janzen,56.08,106,189
85,0,11032,Frank Lickliter II,55.94,146,261
86,0,20848,Ángel Cabrera,55.88,57,102
87,0,25632,Jimmy Walker,55.87,100,179
88,0,12716,Charley Hoffman,55.66,123,221
88,0,25396,Kevin Na,55.66,118,212
90,0,28780,Nicholas Thompson,55.65,138,248
91,0,21461,Kenneth Ferrie,55.64,74,133
92,0,22371,Aaron Baddeley,55.49,96,173
93,0,20104,Ken Duke,55.33,161,291
94,0,08537,J.P. Hayes,55.26,84,152
95,0,26300,Matt Jones,55.25,142,257
95,0,12602,Dean Wilson,55.25,121,219
97,0,06575,Dudley Hart,55.10,81,147
98,0,20443,Jin Park,55.07,114,207
99,0,20663,Brenden Pappas,55.03,82,149
100,0,25900,Lucas Glover,55.02,115,209
101,0,06090,Jim McGovern,55.00,77,140
101,0,21878,Mark Wilson,55.00,132,240
103,0,10585,Scott McCarron,54.96,72,131
104,0,20574,Mathew Goggin,54.91,95,173
105,0,07547,Craig Kanada,54.89,73,133
106,0,10885,Robert Allenby,54.82,91,166
107,0,01677,Tom Lehman,54.81,57,104
108,0,27095,Nick Watney,54.77,109,199
109,0,21633,Steve Allan,54.69,70,128
110,0,01945,Kenny Perry,54.63,124,227
111,0,02223,Bob Tway,54.62,65,119
112,0,27963,Chris Stroud,54.61,83,152
113,0,06643,Paul Goydos,54.55,96,176
114,0,20229,Stewart Cink,54.48,79,145
115,0,24924,Bill Haas,54.38,118,217
116,0,10649,Tom Scherrer,54.24,64,118
116,0,20645,John Senden,54.24,96,177
118,0,26668,Marc Turnesa,54.19,110,203
119,0,20850,Daniel Chopra,54.13,118,218
120,0,27141,J.B. Holmes,54.07,113,209
121,0,23497,Tag Ridings,54.02,121,224
122,0,08385,Omar Uresti,54.00,81,150
123,0,28475,Jeff Overton,53.94,137,254
124,0,22892,Jason Gore,53.89,104,193
125,0,20472,Alex Cejka,53.85,84,156
126,0,01388,Robert Gamez,53.76,100,186
127,0,21959,Ted Purdy,53.68,73,136
128,0,28089,Jason Day,53.59,112,209
129,0,10875,Todd Demsey,53.57,90,168
130,0,07457,Steve Flesch,53.54,106,198
131,0,10733,Kent Jones,53.38,71,133
132,0,24140,Sean O'Hair,53.29,89,167
133,0,09011,David Duval,53.15,76,143
133,0,06573,Brandt Jobe,53.15,59,111
135,0,21731,Freddie Jacobson,53.11,94,177
136,0,27933,John Merrick,53.01,97,183
137,0,27770,Camilo Villegas,52.98,80,151
138,0,24502,Adam Scott,52.87,46,87
139,0,01139,Olin Browne,52.80,85,161
140,0,26951,Johnson Wagner,52.74,106,201
141,0,01707,Steve Lowery,52.69,98,186
141,0,07749,Brett Quigley,52.69,88,167
143,0,24912,Will MacKenzie,52.67,79,150
144,0,26631,Cody Freeman,52.63,90,171
144,0,20378,Mathias Grönberg,52.63,110,209
146,0,26289,Boo Weekley,52.56,82,156
147,0,23353,J.J. Henry,52.45,107,204
148,0,01706,Davis Love III,52.41,76,145
149,0,06197,Michael Allen,52.30,91,174
150,0,24358,Robert Garrigus,51.96,106,204
151,0,23718,Nathan Green,51.90,123,237
152,0,12309,Bob Sowards,51.82,71,137
153,0,21209,Sergio Garcia,51.77,73,141
153,0,23621,Rory Sabbatini,51.77,73,141
155,0,01320,Bob Estes,51.76,88,170
155,0,25842,Jon Mills,51.76,88,170
157,0,23320,Ryan Palmer,51.68,77,149
158,0,24227,Justin Bolli,51.61,96,186
159,0,01024,Billy Andrade,51.46,88,171
160,0,06251,Chris DiMarco,51.44,107,208
161,0,27561,Nick Flanagan,51.43,108,210
162,0,01724,Jeff Maggert,51.28,100,195
163,0,23614,Rich Beem,50.93,82,161
164,0,20572,Rod Pampling,50.88,87,171
165,0,22582,Kyle Thompson,50.61,83,164
166,0,12510,Chad Campbell,50.54,93,184
167,0,06522,Ernie Els,50.51,50,99
167,0,01553,John Huston,50.51,50,99
169,0,19913,Ron Whittaker,50.45,56,111
170,0,12826,Paul Claxton,50.00,63,126
170,0,23409,James Driscoll,50.00,86,172
170,0,26596,Ryan Moore,50.00,84,168
173,0,23778,Brad Adamonis,49.76,102,205
174,0,24361,Pat Perez,49.70,83,167
174,0,23349,Charles Warren,49.70,83,167
174,0,10425,Jay Williamson,49.70,82,165
177,0,12823,Carlos Franco,49.66,72,145
178,0,25594,Travis Perkins,49.38,80,162
179,0,06034,Marco Dawson,49.32,72,146
180,0,27936,Martin Laird,49.03,101,206
181,0,23623,Bo Van Pelt,48.95,93,190
182,0,23540,Jason Allred,48.63,71,146
183,0,22378,Trevor Immelman,48.62,53,109
184,0,01473,Todd Hamilton,48.24,82,170
185,0,19803,Ryan Armour,47.76,96,201
186,0,06621,Joe Durant,47.24,77,163
187,0,26679,Kevin Stadler,47.03,87,185
188,0,24781,Hunter Mahan,46.98,70,149
189,0,02206,David Toms,46.94,46,98
190,0,27120,Troy Matteson,46.61,103,221
191,0,25364,Paul Casey,46.24,43,93
192,0,30925,Dustin Johnson,46.12,113,245
193,0,30750,Tommy Gainey,45.63,47,103
194,0,20433,Mark Hensby,45.57,72,158
195,0,24490,George McNeill,45.45,95,209
196,0,20105,Jeff Gove,43.02,37,86
197,0,21805,Harrison Frazar,42.28,52,123
