RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
35,0,27770,Camilo Villegas,54.61,77,141,+36.00
36,0,01766,Billy Mayfair,54.60,95,174,+56.00
36,0,06595,Kevin Sutherland,54.60,89,163,+33.00
38,0,23135,Tim Clark,54.55,90,165,+56.00
39,0,23614,Rich Beem,54.49,85,156,+43.00
40,0,06522,Ernie Els,54.37,56,103,+23.00
41,0,12823,Carlos Franco,54.21,58,107,+29.00
42,0,20105,Jeff Gove,54.17,26,48,+18.00
42,0,22046,Geoff Ogilvy,54.17,65,120,+52.00
44,0,24449,Parker McLachlin,54.05,80,148,+51.00
45,0,23325,Vaughn Taylor,54.04,87,161,+63.00
46,0,22293,Heath Slocum,53.95,82,152,+60.00
47,0,23540,Jason Allred,53.85,49,91,+31.00
47,0,23797,Brett Rumford,53.85,56,104,+37.00
49,0,01677,Tom Lehman,53.66,44,82,+29.00
50,0,30750,Tommy Gainey,53.57,45,84,+26.00
51,0,01388,Robert Gamez,53.47,54,101,+30.00
52,0,20572,Rod Pampling,53.46,85,159,+52.00
53,0,02239,Scott Verplank,53.44,70,131,+53.00
54,0,20574,Mathew Goggin,53.33,80,150,+47.00
55,0,23718,Nathan Green,53.26,98,184,+68.00
56,0,01797,Rocco Mediate,53.25,82,154,+64.00
57,0,08385,Omar Uresti,53.15,59,111,+39.00
58,0,25345,Carl Pettersson,53.13,102,192,+60.00
59,0,23541,Ben Crane,52.94,72,136,+42.00
60,0,10875,Todd Demsey,52.90,73,138,+43.00
61,0,06090,Jim McGovern,52.88,55,104,+37.00
62,0,21961,Charles Howell III,52.80,85,161,+50.00
63,0,23108,Matt Kuchar,52.76,67,127,+55.00
64,0,23623,Bo Van Pelt,52.67,79,150,+53.00
65,0,07457,Steve Flesch,52.63,70,133,+48.00
66,0,20160,Charlie Wi,52.52,73,139,+37.00
67,0,12652,Cameron Beckman,52.46,64,122,+53.00
68,0,27214,Kevin Streelman,52.35,89,170,+56.00
69,0,06527,Steve Stricker,52.34,56,107,+37.00
70,0,25349,Tim Wilkinson,52.29,80,153,+58.00
71,0,11032,Frank Lickliter II,52.05,89,171,+72.00
72,0,22371,Aaron Baddeley,52.00,65,125,+36.00
72,0,01553,John Huston,52.00,39,75,+22.00
74,0,22348,Nick O'Hern,51.69,61,118,+50.00
75,0,06197,Michael Allen,51.67,62,120,+41.00
76,0,26668,Marc Turnesa,51.64,63,122,+49.00
77,0,23125,Brad Elder,51.61,48,93,+38.00
78,0,26300,Matt Jones,51.59,81,157,+57.00
79,0,24490,George McNeill,51.33,77,150,+49.00
80,0,01948,Tim Petrovic,51.27,81,158,+64.00
81,0,26420,Richard Johnson,51.25,41,80,+35.00
82,0,24357,K.J. Choi,51.16,66,129,+47.00
82,0,21805,Harrison Frazar,51.16,44,86,+27.00
84,0,20229,Stewart Cink,51.13,68,133,+41.00
85,0,27060,John Mallinger,51.06,96,188,+91.00
86,0,12782,Tim Herron,51.02,75,147,+48.00
87,0,23778,Brad Adamonis,50.99,77,151,+35.00
88,0,20104,Ken Duke,50.96,106,208,+80.00
89,0,01724,Jeff Maggert,50.81,63,124,+49.00
90,0,06004,Stephen Ames,50.76,67,132,+62.00
91,0,27141,J.B. Holmes,50.69,73,144,+57.00
92,0,10809,Jim Furyk,50.68,74,146,+50.00
93,0,24140,Sean O'Hair,50.64,79,156,+63.00
94,0,26289,Boo Weekley,50.39,65,129,+40.00
95,0,07749,Brett Quigley,50.36,69,137,+44.00
96,0,29718,Anthony Kim,50.35,72,143,+43.00
97,0,23497,Tag Ridings,50.34,73,145,+38.00
98,0,20382,Stephen Leaney,50.00,39,78,+40.00
98,0,01706,Davis Love III,50.00,64,128,+42.00
98,0,12680,Shigeki Maruyama,50.00,35,70,+32.00
98,0,27120,Troy Matteson,50.00,64,128,+40.00
98,0,01945,Kenny Perry,50.00,70,140,+43.00
103,0,24924,Bill Haas,49.71,86,173,+48.00
104,0,27649,Brandt Snedeker,49.67,76,153,+64.00
105,0,06643,Paul Goydos,49.66,72,145,+70.00
106,0,12826,Paul Claxton,49.44,44,89,+45.00
107,0,10505,Shane Bertsch,49.36,77,156,+73.00
108,0,01139,Olin Browne,49.04,51,104,+54.00
109,0,22806,Doug LaBelle II,48.94,46,94,+38.00
109,0,20645,John Senden,48.94,69,141,+46.00
111,0,01320,Bob Estes,48.89,66,135,+50.00
112,0,28780,Nicholas Thompson,48.78,100,205,+73.00
113,0,06251,Chris DiMarco,48.70,75,154,+78.00
113,0,20433,Mark Hensby,48.70,56,115,+57.00
115,0,08075,Jerry Kelly,48.68,74,152,+69.00
116,0,23621,Rory Sabbatini,48.60,52,107,+40.00
117,0,24925,Jonathan Byrd,48.41,76,157,+68.00
117,0,25190,Jeff Quinney,48.41,61,126,+68.00
119,0,01142,Bart Bryant,48.31,57,118,+48.00
120,0,26695,Michael Letzig,48.25,69,143,+62.00
121,0,23048,Eric Axley,48.24,82,170,+73.00
122,0,24663,Y.E. Yang,48.10,76,158,+55.00
123,0,12705,Cliff Kresge,48.00,60,125,+60.00
124,0,25842,Jon Mills,47.44,74,156,+62.00
125,0,20378,Mathias Grönberg,47.33,62,131,+51.00
126,0,22913,John Rollins,47.20,76,161,+70.00
127,0,12716,Charley Hoffman,47.17,75,159,+57.00
127,0,12660,Jesper Parnevik,47.17,75,159,+77.00
129,0,20157,Retief Goosen,47.12,49,104,+48.00
129,0,10733,Kent Jones,47.12,49,104,+38.00
131,0,10425,Jay Williamson,46.90,53,113,+48.00
132,0,01035,Tommy Armour III,46.88,45,96,+43.00
133,0,09011,David Duval,46.84,37,79,+41.00
134,0,25900,Lucas Glover,46.81,66,141,+52.00
135,0,27936,Martin Laird,46.72,64,137,+42.00
136,0,23409,James Driscoll,46.62,62,133,+46.00
137,0,10585,Scott McCarron,46.51,40,86,+29.00
138,0,10885,Robert Allenby,46.49,86,185,+51.00
139,0,25594,Travis Perkins,46.48,33,71,+39.00
140,0,01577,Lee Janzen,46.10,65,141,+63.00
141,0,01473,Todd Hamilton,46.01,75,163,+85.00
142,0,24781,Hunter Mahan,45.97,57,124,+43.00
143,0,21461,Kenneth Ferrie,45.95,51,111,+43.00
144,0,23320,Ryan Palmer,45.71,48,105,+41.00
145,0,01941,Tom Pernice Jr.,45.66,79,173,+75.00
146,0,28089,Jason Day,45.65,63,138,+47.00
147,0,01707,Steve Lowery,45.33,68,150,+63.00
148,0,24024,Zach Johnson,45.28,48,106,+60.00
149,0,28158,Steve Marino,45.25,81,179,+71.00
150,0,01024,Billy Andrade,45.22,52,115,+57.00
151,0,06567,Vijay Singh,45.11,60,133,+46.00
152,0,25562,Andres Romero,45.04,59,131,+61.00
153,0,08845,Scott Sterling,44.74,51,114,+50.00
154,0,27613,David Lutterus,44.55,45,101,+46.00
155,0,12309,Bob Sowards,44.33,43,97,+39.00
156,0,22582,Kyle Thompson,44.23,46,104,+53.00
157,0,01226,Fred Couples,44.12,45,102,+34.00
158,0,12602,Dean Wilson,44.03,70,159,+83.00
159,0,02002,John Riegger,44.00,33,75,+26.00
160,0,20634,Peter Lonard,43.80,60,137,+58.00
161,0,07867,Woody Austin,43.75,63,144,+51.00
161,0,26631,Cody Freeman,43.75,49,112,+48.00
163,0,26476,Chez Reavie,43.62,65,149,+64.00
164,0,26596,Ryan Moore,43.61,58,133,+59.00
164,0,26679,Kevin Stadler,43.61,58,133,+51.00
166,0,24912,Will MacKenzie,43.53,37,85,+45.00
167,0,02206,David Toms,43.48,50,115,+47.00
168,0,01313,Steve Elkington,43.44,53,122,+60.00
169,0,12510,Chad Campbell,43.41,56,129,+58.00
170,0,23353,J.J. Henry,43.33,65,150,+59.00
171,0,22892,Jason Gore,43.29,71,164,+78.00
172,0,27933,John Merrick,43.28,58,134,+61.00
173,0,22378,Trevor Immelman,42.99,46,107,+55.00
174,0,20472,Alex Cejka,42.86,48,112,+45.00
174,0,24358,Robert Garrigus,42.86,69,161,+60.00
176,0,26951,Johnson Wagner,42.76,62,145,+64.00
177,0,22548,Patrick Sheehan,42.62,78,183,+91.00
178,0,30925,Dustin Johnson,42.48,65,153,+67.00
178,0,23788,D.J. Trahan,42.48,65,153,+55.00
180,0,20848,Ángel Cabrera,42.22,38,90,+47.00
181,0,27095,Nick Watney,42.11,64,152,+53.00
182,0,26500,Alejandro Cañizares,42.03,29,69,+30.00
183,0,01161,Mark Calcavecchia,41.75,43,103,+48.00
184,0,25804,Bubba Watson,40.99,66,161,+49.00
185,0,27963,Chris Stroud,40.74,44,108,+54.00
186,0,25632,Jimmy Walker,40.71,46,113,+48.00
187,0,21633,Steve Allan,40.26,31,77,+31.00
188,0,19913,Ron Whittaker,40.00,24,60,+33.00
189,0,28475,Jeff Overton,39.73,58,146,+56.00
190,0,27561,Nick Flanagan,39.06,50,128,+67.00
191,0,25364,Paul Casey,38.81,26,67,+38.00
192,0,24227,Justin Bolli,38.46,45,117,+60.00
193,0,06012,Greg Kraft,37.89,36,95,+67.00
194,0,19803,Ryan Armour,37.78,51,135,+78.00
195,0,06573,Brandt Jobe,37.50,30,80,+49.00
196,0,23349,Charles Warren,37.41,52,139,+67.00
197,0,06621,Joe Durant,36.80,46,125,+68.00
