RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,01945,Kenny Perry,68.53,577,842,-0.19
2,0,10809,Jim Furyk,67.23,720,1071,-0.23
3,0,23983,Luke Donald,67.22,408,607,-0.19
4,0,08123,Jeff Brehaut,67.11,602,897,-0.17
5,0,21209,Sergio Garcia,66.72,459,688,-0.15
6,0,23353,J.J. Henry,66.67,824,1236,-0.16
7,0,10885,Robert Allenby,66.01,674,1021,-0.17
8,0,23623,Bo Van Pelt,65.88,861,1307,-0.16
9,0,01142,Bart Bryant,65.61,725,1105,-0.20
10,0,26758,David Hearn,65.47,563,860,-0.17
11,0,01139,Olin Browne,65.43,810,1238,-0.21
12,0,12510,Chad Campbell,65.40,722,1104,-0.17
13,0,01226,Fred Couples,65.33,392,600,-0.16
14,0,01766,Billy Mayfair,65.27,949,1454,-0.14
15,0,20498,Briny Baird,65.22,855,1311,-0.16
16,0,02101,Joey Sindelar,65.03,887,1364,-0.16
17,0,26287,Roland Thatcher,64.98,590,908,-0.14
18,0,06621,Joe Durant,64.97,638,982,-0.13
19,0,02106,Chris Smith,64.85,762,1175,-0.14
20,0,24502,Adam Scott,64.65,481,744,-0.16
21,0,21951,Joey Snyder III,64.51,869,1347,-0.17
22,0,08793,Tiger Woods,64.41,456,708,-0.23
23,0,26420,Richard Johnson,64.14,431,672,-0.22
24,0,01035,Tommy Armour III,64.04,853,1332,-0.16
25,0,20157,Retief Goosen,63.99,382,597,-0.17
26,0,12823,Carlos Franco,63.80,594,931,-0.14
26,0,20628,Arron Oberholser,63.80,467,732,-0.18
28,0,01361,Dan Forsman,63.71,416,653,-0.16
29,0,08545,Glen Hnatiuk,63.69,470,738,-0.14
30,0,22293,Heath Slocum,63.62,808,1270,-0.18
30,0,23349,Charles Warren,63.62,703,1105,-0.15
32,0,20645,John Senden,63.61,811,1275,-0.16
33,0,02104,Jeff Sluman,63.49,779,1227,-0.15
34,0,22405,Justin Rose,63.45,783,1234,-0.16
35,0,25900,Lucas Glover,63.41,674,1063,-0.17
36,0,23788,D.J. Trahan,63.31,616,973,-0.14
37,0,06595,Kevin Sutherland,63.24,676,1069,-0.14
38,0,23725,Brendan Jones,63.16,612,969,-0.13
39,0,24507,Jason Bohn,63.15,742,1175,-0.17
40,0,01313,Steve Elkington,63.14,502,795,-0.14
41,0,06567,Vijay Singh,63.06,705,1118,-0.20
42,0,24024,Zach Johnson,63.01,729,1157,-0.20
43,0,01724,Jeff Maggert,62.99,543,862,-0.19
44,0,02206,David Toms,62.98,570,905,-0.22
45,0,02223,Bob Tway,62.82,615,979,-0.23
46,0,06034,Marco Dawson,62.72,683,1089,-0.18
47,0,19824,Craig Barlow,62.71,550,877,-0.17
48,0,10962,Bradley Hughes,62.70,442,705,-0.14
