RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND- COURSE,HOLE
62,0,24924,Bill Haas,140,AT&T Byron Nelson,2,8
63,0,31420,Anirban Lahiri,138,FedEx St. Jude,2,6
64,0,47483,Will Zalatoris,137,Wyndham,2,13
65,0,22405,Justin Rose,137,RBC Canadian,4,1
66,0,30692,Scott Stallings,136,Travelers,3,1
67,0,23983,Luke Donald,135,Wells Fargo,2,13
68,0,55182,Tom Kim,135,3M Open,3,1
69,0,54781,Grant Hirschman,135,Sanderson Farms,3,8
70,0,35461,Beau Hossler,135,Charles Schwab,1,9
71,0,40026,Daniel Berger,134,the Memorial,1,3
72,0,32102,Rickie Fowler,134,Wells Fargo,1,6
73,0,48699,Callum Tarren,134,AT&T Byron Nelson,1,3
74,0,36689,Brooks Koepka,132,Sentry,4,3
75,0,26596,Ryan Moore,131,RBC Canadian,2,12
76,0,36699,Patrick Rodgers,131,John Deere,2,3
77,0,24925,Jonathan Byrd,130,RBC Heritage,1,6
78,0,22056,Cameron Percy,129,3M Open,2,1
79,0,48084,Wesley Bryan,128,Wells Fargo,1,1
80,0,32640,Troy Merritt,128,FedEx St. Jude,4,12
81,0,29518,Brendan Steele,127,Wells Fargo,2,2
82,0,34264,Hudson Swafford,126,The RSM Classic,2,1
83,0,33413,Ben Martin,126,RBC Canadian,1,10
84,0,51634,Sahith Theegala,125,the Memorial,1,13
85,0,47856,Seth Reeves,124,3M Open,2,10
86,0,33204,Shane Lowry,124,THE PLAYERS,3,17
87,0,39975,Michael Kim,123,Barbasol,1,10
88,0,23623,Bo Van Pelt,123,AT&T Pebble Beach,3,15
89,0,27770,Camilo Villegas,123,Valero,1,12
90,0,34563,Chesson Hadley,121,Shriners,1,7
91,0,25493,Nick Taylor,121,Honda,2,13
92,0,39971,Sungjae Im,118,RBC Heritage,3,1
93,0,46732,Rick Lamb,117,Wyndham,2,9
94,0,49766,Hank Lebioda,117,Fortinet Championship,1,3
95,0,27139,David Skinns,117,Fortinet Championship,1,4
96,0,35879,Kelly Kraft,116,RBC Canadian,4,5
97,0,47983,Chad Ramey,115,Wells Fargo,2,5
98,0,25900,Lucas Glover,113,WM Phoenix Open,2,2
99,0,48117,Kurt Kitayama,112,Sanderson Farms,4,17
100,0,39324,J.J. Spaun,110,AT&T Pebble Beach,3,11
101,0,51997,Andrew Novak,108,3M Open,4,6
102,0,50095,Austin Smotherman,108,AT&T Byron Nelson,1,18
103,0,35617,Martin Trainer,107,Fortinet Championship,2,6
104,0,27974,Sung Kang,107,Sanderson Farms,1,3
105,0,30926,Chris Kirk,107,Rocket Mortgage,4,4
106,0,32333,Kevin Tway,107,Houston Open,2,13
107,0,35450,Patrick Cantlay,104,BMW Championship,3,14
108,0,39537,Chris Naegel,102,John Deere,1,10
109,0,27644,Brian Harman,102,Valspar,3,14
110,0,28593,Jesse Mueller,102,PGA Championship,1,10
111,0,34363,Tyrrell Hatton,102,Valspar,2,11
112,0,46046,Scottie Scheffler,101,U.S. Open,3,8
113,0,25240,D.A. Points,99,Barbasol,1,11
114,0,32448,James Hahn,98,Barbasol,4,1
115,0,34362,Laurie Canter,98,PGA Championship,4,18
116,0,48081,Xander Schauffele,97,AT&T Byron Nelson,4,6
117,0,29535,Brice Garnett,96,THE PLAYERS,1,4
118,0,32366,Kevin Chappell,96,WM Phoenix Open,3,13
119,0,29221,Webb Simpson,95,The RSM Classic,3,13
120,0,46402,Talor Gooch,94,THE CJ CUP,4,18
121,0,45486,Joaquin Niemann,92,THE CJ CUP,2,1
122,0,52453,Nicolai Hojgaard,87,Arnold Palmer,1,8
123,0,34431,Robert Streb,85,Farmers,3,13
124,0,26300,Matt Jones,85,Sentry,4,13
125,0,28420,Ryan Brehm,81,Charles Schwab,1,5
126,0,25686,Jason Dufner,80,Charles Schwab,1,9
127,0,34374,Erik Barnes,78,U.S. Open,1,17
128,0,29725,Tony Finau,75,Travelers,2,7
129,0,24502,Adam Scott,71,Rocket Mortgage,1,7
130,0,24358,Robert Garrigus,68,Mexico Open,2,10
131,0,30925,Dustin Johnson,67,THE PLAYERS,4,9
132,0,51894,Vince Whaley,66,Barbasol,2,1
133,0,47959,Bryson DeChambeau,63,Sentry,2,18
134,0,40006,Erik van Rooyen,61,THE PLAYERS,2,9
135,0,46405,Sebastian Soderberg,54,U.S. Open,1,18
136,0,53165,Doc Redman,48,THE PLAYERS,3,6
137,0,51950,Max McGreevy,44,Houston Open,2,18
138,0,23108,Matt Kuchar,44,Fortinet Championship,3,5
139,0,31646,Emiliano Grillo,43,AT&T Byron Nelson,1,9
140,0,48372,Marcus Helligkilde,43,Barbasol,4,5
141,0,45157,Cam Davis,42,The RSM Classic,2,8
142,0,28775,Nate Lashley,41,Mexico Open,3,7
143,0,40098,Matt Fitzpatrick,40,Arnold Palmer,2,9
144,0,49960,Sepp Straka,40,PGA Championship,3,18
145,0,31202,William McGirt,39,Fortinet Championship,2,14
146,0,58849,Turk Pettit,39,Mexico Open,2,8
147,0,19846,Brian Gay,38,Honda,4,4
148,0,40042,Tyler McCumber,37,Sanderson Farms,2,11
149,0,29420,Billy Horschel,36,Farmers,4,11
150,0,31323,Gary Woodland,36,Houston Open,2,7
151,0,28237,Rory McIlroy,35,TOUR Championship,1,6
152,0,48929,Santiago Tarrio,35,Barbasol,3,15
153,0,34046,Jordan Spieth,34,THE CJ CUP,1,11
154,0,49964,Aaron Wise,34,RBC Heritage,2,4
155,0,33419,Cameron Tringale,34,Farmers,1,4
156,0,30163,Henrik Norlander,33,Wells Fargo,2,3
157,0,36326,David Lipsky,33,Rocket Mortgage,1,12
158,0,30944,Jason Kokrak,33,THE PLAYERS,2,15
159,0,32839,Hideki Matsuyama,32,Sony Open,2,6
160,0,50057,Robin Roussel,32,Barbasol,1,1
161,0,33418,Shawn Stefani,32,John Deere,2,15
162,0,54628,Lee Hodges,32,Rocket Mortgage,1,14
163,0,23541,Ben Crane,32,Barbasol,2,11
164,0,23325,Vaughn Taylor,31,Wyndham,4,9
165,0,27349,Alex Noren,31,Farmers,4,15
166,0,46435,Austin Cook,30,Wyndham,1,5
167,0,50525,Collin Morikawa,30,Genesis,4,10
168,0,29970,Dylan Frittelli,30,Honda,4,18
169,0,54591,Ben Griffin,30,Wyndham,4,4
170,0,24140,Sean O'Hair,29,Barbasol,3,15
171,0,57944,Andy Ogletree,29,Sanderson Farms,1,16
172,0,34076,Joel Dahmen,28,The RSM Classic,3,4
173,0,47128,Richy Werenski,28,Rocket Mortgage,2,4
174,0,46414,Aaron Rai,28,the Memorial,4,14
175,0,33597,Harry Higgs,28,Genesis,2,17
176,0,39067,MJ Daffue,28,U.S. Open,2,7
177,0,34174,John Huh,27,AT&T Byron Nelson,1,2
178,0,26329,Louis Oosthuizen,27,WM Phoenix Open,3,15
179,0,63121,William Mouw,27,U.S. Open,1,14
180,0,24024,Zach Johnson,27,John Deere,3,17
181,0,54783,Dylan Wu,27,Sony Open,1,13
182,0,49771,J.T. Poston,26,the Memorial,4,8
183,0,21961,Charles Howell III,26,Travelers,2,17
183,0,51264,Jediah Morgan,26,U.S. Open,2,18
185,0,32139,Danny Willett,26,Arnold Palmer,2,3
186,0,20396,Lee Westwood,25,Valero,1,13
187,0,34136,Armando Favela,25,Mexico Open,2,18
188,0,37212,Paul Barjon,25,RBC Canadian,2,11
189,0,47154,Martin Contini,24,Honda,1,4
190,0,28114,Dawie van der Walt,24,Sanderson Farms,2,16
191,0,31273,Gavin Kyle Green,24,Barbasol,1,17
192,0,33122,Russell Knox,24,Rocket Mortgage,4,17
193,0,34610,Matthias Schwab,24,AT&T Byron Nelson,4,2
194,0,39058,Lucas Herbert,24,Charles Schwab,1,9
195,0,45609,Tyler Duncan,23,RBC Heritage,2,2
196,0,26476,Chez Reavie,23,Arnold Palmer,1,9
197,0,47995,Davis Riley,23,Valspar,3,9
198,0,34409,David Lingmerth,23,Mexico Open,2,2
199,0,33141,Keegan Bradley,23,Valero,2,13
200,0,25632,Jimmy Walker,22,Farmers,3,10
201,0,59095,Chris Gotterup,22,John Deere,1,12
202,0,33410,Andrew Landry,22,Sanderson Farms,2,16
202,0,27095,Nick Watney,22,Rocket Mortgage,4,14
204,0,60018,Cameron Sisk,22,Houston Open,2,18
205,0,21350,Ryuji Imada,22,AT&T Pebble Beach,1,11
206,0,33448,Justin Thomas,22,PGA Championship,4,11
207,0,27909,Wil Besseling,21,U.S. Open,4,4
208,0,34256,Andrew Putnam,21,Houston Open,1,7
209,0,51890,Greyson Sigg,21,Farmers,4,1
210,0,35110,Brett Drewitt,21,Rocket Mortgage,2,18
211,0,27936,Martin Laird,20,Travelers,3,4
212,0,24138,Ian Poulter,20,RBC Heritage,4,15
213,0,56320,Bryson Nimmer,20,Mexico Open,1,6
214,0,59164,James Piot,20,RBC Heritage,1,12
215,0,50527,Jared du Toit,20,Farmers,1,11
216,0,51766,Wyndham Clark,20,Shriners,2,8
217,0,23353,J.J. Henry,19,Travelers,2,14
218,0,39546,Keith Mitchell,19,Shriners,1,12
219,0,54951,Aaron Beverly,19,Genesis,1,7
220,0,47056,Rikuya Hoshino,19,PGA Championship,1,8
221,0,48822,Sebastián Muñoz,19,AT&T Byron Nelson,3,6
222,0,46930,Jaekyeong Lee,19,Genesis,1,12
223,0,52372,Cameron Champ,19,3M Open,1,18
223,0,52686,Rasmus Hojgaard,19,Shriners,1,3
223,0,27506,Oliver Wilson,19,Barbasol,1,10
226,0,56676,John Augenstein,19,Fortinet Championship,4,13
227,0,12716,Charley Hoffman,19,Genesis,4,2
228,0,47504,Sam Burns,19,TOUR Championship,3,18
229,0,27895,Jonas Blixt,19,Mexico Open,1,16
230,0,28252,Seamus Power,19,Houston Open,1,15
230,0,54303,Charlie Reiter,19,U.S. Open,1,13
232,0,52375,Doug Ghim,19,The RSM Classic,1,15
233,0,47347,Adam Schenk,18,Wells Fargo,2,14
234,0,45540,Jared Wolfe,18,Valero,2,18
235,0,35532,Tom Hoge,18,BMW Championship,4,11
236,0,37189,Harold Varner III,18,Charles Schwab,1,10
237,0,37378,Min Woo Lee,18,U.S. Open,3,10
238,0,25396,Kevin Na,18,Charles Schwab,4,6
239,0,40104,Joel Stalter,18,Barbasol,1,13
240,0,36884,Ben Kohles,18,Mexico Open,1,18
241,0,60004,Jacob Bridgeman,18,Wells Fargo,2,14
242,0,28679,Fabián Gómez,18,Honda,2,17
243,0,25198,Francesco Molinari,18,Genesis,4,6
244,0,39953,Chase Seiffert,18,Honda,2,4
245,0,35449,Adam Long,18,Mexico Open,1,12
245,0,48887,Matt Wallace,18,RBC Canadian,1,3
247,0,23320,Ryan Palmer,17,Travelers,2,8
247,0,27649,Brandt Snedeker,17,RBC Canadian,1,7
249,0,61145,Cohen Trolio,17,Sanderson Farms,1,10
250,0,35506,Mackenzie Hughes,17,Travelers,4,18
251,0,48051,Yannik Paul,17,Wyndham,4,4
252,0,32662,Michael Gligic,17,Wyndham,4,13
253,0,21407,Arjun Atwal,17,Mexico Open,2,9
254,0,45522,Christiaan Bezuidenhout,17,AT&T Pebble Beach,4,13
254,0,36852,Jim Knous,17,Rocket Mortgage,2,9
256,0,39262,Alvaro Ortiz,17,Mexico Open,4,17
257,0,54421,Garrick Higgo,17,THE PLAYERS,2,7
258,0,47917,Takumi Kanaya,17,RBC Heritage,1,3
259,0,21528,Henrik Stenson,16,RBC Heritage,4,16
260,0,33461,Morgan Hoffmann,16,John Deere,2,7
261,0,33689,Jinichiro Kozuma,16,PGA Championship,1,7
262,0,22371,Aaron Baddeley,15,Fortinet Championship,3,9
263,0,29484,Peter Uihlein,15,Honda,1,7
264,0,49298,Kramer Hickok,15,PGA Championship,3,12
265,0,60019,Jackson Suber,15,Valspar,1,4
266,0,34099,Harris English,14,Travelers,1,10
267,0,33490,Bo Hoag,14,John Deere,3,2
267,0,51862,Jake Kevorkian,14,Valero,1,5
269,0,01810,Phil Mickelson,14,U.S. Open,2,5
270,0,30738,Manuel Inman,14,Mexico Open,1,18
271,0,55721,Alex Fitzpatrick,14,Valspar,2,15
271,0,55509,Hurly Long,14,Barbasol,2,7
273,0,57869,Benjamin James,14,Travelers,2,16
273,0,34213,Grayson Murray,14,Rocket Mortgage,2,11
275,0,29268,Bronson Burgoon,14,Houston Open,4,4
275,0,20766,Padraig Harrington,14,PGA Championship,2,1
277,0,31557,Jim Herman,13,RBC Heritage,2,9
278,0,46547,Mardy Fish,13,3M Open,2,16
279,0,46970,Jon Rahm,13,THE PLAYERS,4,16
280,0,25804,Bubba Watson,13,PGA Championship,2,11
281,0,30750,Tommy Gainey,13,Mexico Open,4,18
282,0,50012,Wyatt Worthington II,13,Rocket Mortgage,2,16
283,0,24663,Y.E. Yang,13,PGA Championship,1,6
284,0,20094,Jonathan Kaye,12,RBC Canadian,2,1
285,0,28259,Sangmoon Bae,12,Houston Open,2,12
285,0,55893,Sam Stevens,12,Honda,2,18
287,0,25446,Paul Dickinson,12,PGA Championship,1,16
288,0,30110,Kyle Stanley,12,Honda,2,17
289,0,33974,Dean Burmester,12,PGA Championship,2,8
289,0,21753,Brian Davis,12,Barbasol,2,4
291,0,27114,Ben Willman,12,Mexico Open,2,14
292,0,27958,Ryan Blaum,12,Mexico Open,1,8
293,0,35300,Andrew Loupe,12,AT&T Byron Nelson,1,12
294,0,39436,Joshua Creel,12,Wyndham,2,7
295,0,39954,Cody Gribble,12,Sanderson Farms,1,2
295,0,47461,Andrew Kozan,12,Honda,1,9
297,0,23481,Marcel Siem,11,Barbasol,1,9
298,0,33196,Carlos Pigem,11,Barbasol,3,15
299,0,55789,Taylor Montgomery,11,Farmers,1,3
300,0,47988,Nick Hardy,11,Rocket Mortgage,1,9
301,0,27408,Martin Kaymer,11,Honda,2,16
302,0,29908,C.T. Pan,11,Sanderson Farms,2,3
303,0,47987,Cole Hammer,11,Rocket Mortgage,2,6
304,0,33486,Roger Sloan,11,3M Open,1,8
305,0,37273,Derek Ernst,11,3M Open,1,11
306,0,29926,Danny Lee,11,FedEx St. Jude,2,6
307,0,26757,Greg Sonnier,10,Sanderson Farms,2,11
308,0,20472,Alex Cejka,10,PGA Championship,1,3
308,0,32816,Satoshi Kodaira,10,Wells Fargo,2,12
310,0,56286,BJ Doucett,10,Sony Open,2,3
311,0,55892,Étienne Papineau,10,WM Phoenix Open,1,7
312,0,50188,S.H. Kim,10,THE CJ CUP,2,5
313,0,39834,Guido Migliozzi,10,U.S. Open,2,17
314,0,20433,Mark Hensby,9,RBC Canadian,2,15
315,0,59647,Tommy Gibson,9,Wyndham,1,15
316,0,33293,Thomas Pieters,9,THE PLAYERS,1,9
317,0,24507,Jason Bohn,9,3M Open,1,1
318,0,45242,Kevin Yu,9,Shriners,1,15
319,0,24846,Ricky Barnes,9,Mexico Open,1,1
320,0,27933,John Merrick,9,Barbasol,1,12
321,0,59437,Luke Gannon,9,U.S. Open,1,1
321,0,57860,Maxwell Moldovan,9,U.S. Open,2,12
323,0,57975,Harry Hall,8,Shriners,2,15
324,0,49533,James Hart du Preez,8,AT&T Byron Nelson,2,16
325,0,26328,Shaun Norris,8,AT&T Byron Nelson,1,4
326,0,35104,Tom Lewis,8,Barbasol,2,10
327,0,39328,Conrad Shindler,8,AT&T Byron Nelson,4,2
328,0,28125,Josh Geary,8,Barbasol,2,2
329,0,63125,Dylan Menante,8,3M Open,1,1
330,0,55601,Callum Davison,7,RBC Canadian,2,15
331,0,24490,George McNeill,7,3M Open,4,18
332,0,35706,Niklas Norgaard Moller,7,Barbasol,3,4
333,0,58605,Quade Cummins,7,Fortinet Championship,2,6
334,0,32199,Matthew Borchert,7,PGA Championship,2,16
334,0,01706,Davis Love III,7,The American Express,1,18
336,0,52091,Blake Kennedy,7,Valspar,4,15
337,0,52583,Sanghun Shin,7,THE CJ CUP,4,15
338,0,63307,Nathan Petronzio,7,John Deere,2,11
338,0,60167,Andrew Stephens,7,Barbasol,2,6
340,0,20850,Daniel Chopra,7,3M Open,1,5
341,0,58600,Cooper Dossey,7,AT&T Byron Nelson,2,10
342,0,36837,Julien Brun,7,Barbasol,1,11
342,0,35087,Bio Kim,7,PGA Championship,2,1
342,0,48867,Matti Schmid,7,Barbasol,3,18
345,0,23788,D.J. Trahan,6,John Deere,2,6
346,0,49228,Keita Nakajima,6,U.S. Open,1,10
347,0,08385,Omar Uresti,6,Barbasol,2,4
348,0,29772,Michael Lorenzo-Vera,6,Barbasol,2,9
349,0,46594,Ricardo Gouveia,6,Barbasol,4,16
350,0,39327,Ben Silverman,6,Travelers,3,3
351,0,28307,Matt Every,6,Mexico Open,2,12
352,0,32881,Hugo León,6,Barbasol,1,5
353,0,54655,Patrick Flavin,6,RBC Canadian,2,8
353,0,37157,Renato Paratore,6,Barbasol,2,17
355,0,62845,Austin Hurt,6,PGA Championship,1,15
356,0,47842,Hanbyeol Kim,6,THE CJ CUP,3,6
357,0,29223,Sam Saunders,5,Sanderson Farms,2,6
358,0,25572,Graeme McDowell,5,RBC Heritage,1,17
358,0,54364,Stephen Stallings Jr.,5,The American Express,4,15
360,0,31225,Joel Sjöholm,5,Barbasol,2,9
361,0,27140,Justin Walters,4,Barbasol,3,9
362,0,34587,Chan Kim,4,AT&T Pebble Beach,3,11
363,0,23778,Brad Adamonis,3,RBC Canadian,1,11
