RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (FEET),TOTAL PUTTS
1,0,24781,Hunter Mahan,25' 9",15354.083,596
2,0,32150,Michael Thompson,25' 2",11085.000,441
3,0,27436,Graham DeLaet,24' 10",19127.917,769
3,0,26329,Louis Oosthuizen,24' 10",12870.333,519
5,0,34099,Harris English,24' 6",17800.917,727
5,0,28500,Martin Flores,24' 6",18172.000,741
7,0,26499,Rafa Cabrera Bello,24' 5",10890.417,446
7,0,23983,Luke Donald,24' 5",10588.167,433
7,0,35506,Mackenzie Hughes,24' 5",23690.833,971
10,0,24924,Bill Haas,24' 3",18244.500,752
10,0,23353,J.J. Henry,24' 3",20805.917,857
10,0,29420,Billy Horschel,24' 3",21347.667,879
10,0,21961,Charles Howell III,24' 3",17314.167,715
10,0,24361,Pat Perez,24' 3",17676.333,729
15,0,32102,Rickie Fowler,24' 2",14261.500,590
15,0,25493,Nick Taylor,24' 2",20718.167,857
15,0,33419,Cameron Tringale,24' 2",15520.750,643
18,0,31557,Jim Herman,24' 1",17161.000,713
19,0,48822,Sebastián Muñoz,24' 0",9225.750,385
20,0,31202,William McGirt,23' 11",18510.417,775
20,0,22046,Geoff Ogilvy,23' 11",16955.417,709
20,0,29908,C.T. Pan,23' 11",19029.333,797
23,0,34098,Russell Henley,23' 10",21228.583,891
24,0,28420,Ryan Brehm,23' 9",16060.750,676
24,0,20229,Stewart Cink,23' 9",19584.833,824
24,0,39954,Cody Gribble,23' 9",16814.583,707
24,0,33204,Shane Lowry,23' 9",9474.500,399
24,0,24140,Sean O'Hair,23' 9",16984.500,715
24,0,36699,Patrick Rodgers,23' 9",16311.667,687
24,0,48081,Xander Schauffele,23' 9",17598.083,740
31,0,29479,Scott Brown,23' 8",18599.667,786
31,0,35300,Andrew Loupe,23' 8",11523.917,487
31,0,33418,Shawn Stefani,23' 8",14767.500,625
31,0,34264,Hudson Swafford,23' 8",19638.583,831
31,0,25892,Steve Wheatcroft,23' 8",8959.417,378
36,0,27958,Ryan Blaum,23' 7",19511.167,826
36,0,06522,Ernie Els,23' 7",8481.583,360
36,0,29720,Andres Gonzales,23' 7",13396.833,568
36,0,46550,Brandon Hagy,23' 7",16218.250,687
36,0,33461,Morgan Hoffmann,23' 7",18889.250,800
36,0,29222,Billy Hurley III,23' 7",16226.333,689
36,0,34466,Peter Malnati,23' 7",16494.500,700
43,0,27974,Sung Kang,23' 6",19517.583,832
43,0,39975,Michael Kim,23' 6",20027.000,851
43,0,30944,Jason Kokrak,23' 6",20518.333,872
43,0,27466,Spencer Levin,23' 6",16307.250,695
43,0,25572,Graeme McDowell,23' 6",11059.167,470
43,0,39324,J.J. Spaun,23' 6",17912.333,761
49,0,20593,Greg Chalmers,23' 5",15348.333,655
49,0,25900,Lucas Glover,23' 5",21655.167,926
49,0,32448,James Hahn,23' 5",19835.167,848
52,0,27644,Brian Harman,23' 4",19593.083,839
52,0,29478,Kevin Kisner,23' 4",17841.500,764
52,0,27936,Martin Laird,23' 4",16985.500,729
52,0,26851,Marc Leishman,23' 4",17202.417,736
52,0,29461,Jamie Lovemark,23' 4",18523.917,793
52,0,01810,Phil Mickelson,23' 4",15941.083,684
52,0,34431,Robert Streb,23' 4",19913.250,854
52,0,31323,Gary Woodland,23' 4",16319.833,700
60,0,26300,Matt Jones,23' 3",11732.333,505
60,0,23108,Matt Kuchar,23' 3",17857.000,769
60,0,23800,Bryce Molder,23' 3",14832.917,639
60,0,28252,Seamus Power,23' 3",15239.167,655
64,0,12510,Chad Campbell,23' 2",21374.083,922
64,0,23541,Ben Crane,23' 2",16931.333,730
64,0,25834,Daniel Summerhays,23' 2",19641.583,847
64,0,27770,Camilo Villegas,23' 2",13456.083,581
64,0,47128,Richy Werenski,23' 2",14641.000,632
69,0,19803,Ryan Armour,23' 1",12434.583,538
69,0,33399,Adam Hadwin,23' 1",17681.917,766
69,0,24024,Zach Johnson,23' 1",15444.833,669
69,0,36689,Brooks Koepka,23' 1",14670.500,635
69,0,27129,Luke List,23' 1",20745.000,900
69,0,29289,S.Y. Noh,23' 1",16914.083,732
69,0,22056,Cameron Percy,23' 1",13534.333,587
69,0,34358,Jonathan Randolph,23' 1",11786.000,510
69,0,26476,Chez Reavie,23' 1",19514.500,846
78,0,36801,Mark Hubbard,23' 0",15048.583,654
78,0,32757,Patton Kizzire,23' 0",16672.167,724
78,0,26951,Johnson Wagner,23' 0",13861.083,603
78,0,25349,Tim Wilkinson,23' 0",10621.083,461
82,0,40026,Daniel Berger,22' 11",15922.333,695
82,0,27895,Jonas Blixt,22' 11",12801.083,558
82,0,46443,Brian Campbell,22' 11",9300.667,406
82,0,35450,Patrick Cantlay,22' 11",11153.667,486
82,0,25191,Gonzalo Fernandez-Castaño,22' 11",9479.833,414
82,0,10809,Jim Furyk,22' 11",10624.500,463
82,0,19846,Brian Gay,22' 11",15695.667,685
82,0,46601,Trey Mullinax,22' 11",16607.250,724
82,0,25345,Carl Pettersson,22' 11",11948.917,521
82,0,46970,Jon Rahm,22' 11",14846.583,647
82,0,34360,Patrick Reed,22' 11",18691.083,816
82,0,29476,Kyle Reifers,22' 11",18448.833,805
82,0,27064,Jhonattan Vegas,22' 11",17218.917,752
82,0,27095,Nick Watney,22' 11",15742.500,687
96,0,35545,Blayne Barber,22' 10",15273.833,669
96,0,29725,Tony Finau,22' 10",21632.167,949
96,0,26758,David Hearn,22' 10",16547.000,726
96,0,34174,John Huh,22' 10",17732.750,777
96,0,49771,J.T. Poston,22' 10",16790.583,735
96,0,24138,Ian Poulter,22' 10",12268.750,537
96,0,29221,Webb Simpson,22' 10",18757.917,823
96,0,32333,Kevin Tway,22' 10",16960.500,743
104,0,25364,Paul Casey,22' 9",16642.500,732
104,0,24357,K.J. Choi,22' 9",12659.000,556
104,0,37454,Whee Kim,22' 9",13690.667,602
104,0,46501,Ollie Schniederjans,22' 9",19017.417,837
104,0,24502,Adam Scott,22' 9",9845.500,432
104,0,29518,Brendan Steele,22' 9",16549.917,728
110,0,24507,Jason Bohn,22' 8",15090.250,666
110,0,31416,Derek Fathauer,22' 8",14721.417,650
110,0,28679,Fabián Gómez,22' 8",11782.167,519
110,0,35532,Tom Hoge,22' 8",8672.250,383
110,0,26596,Ryan Moore,22' 8",15146.000,667
115,0,28093,Miguel Angel Carballo,22' 7",10219.417,452
115,0,34021,Bud Cauley,22' 7",19667.750,872
115,0,37278,Nicholas Lindheim,22' 7",9815.667,435
115,0,23497,Tag Ridings,22' 7",11486.417,508
115,0,22405,Justin Rose,22' 7",12444.583,551
115,0,26331,Charl Schwartzel,22' 7",10563.167,467
115,0,27214,Kevin Streelman,22' 7",18373.750,813
122,0,40058,Zac Blair,22' 6",18267.083,811
122,0,32200,Roberto Castro,22' 6",12067.500,537
122,0,20472,Alex Cejka,22' 6",14566.333,647
122,0,35879,Kelly Kraft,22' 6",15215.083,675
122,0,29926,Danny Lee,22' 6",17114.583,761
122,0,29485,Brett Stegmaier,22' 6",14285.167,634
128,0,33120,Mark Anderson,22' 5",9382.500,419
128,0,48084,Wesley Bryan,22' 5",16303.750,726
128,0,32366,Kevin Chappell,22' 5",15991.667,713
128,0,25720,Chad Collins,22' 5",11674.917,520
128,0,47959,Bryson DeChambeau,22' 5",16454.750,734
128,0,12716,Charley Hoffman,22' 5",21092.583,942
128,0,37455,Si Woo Kim,22' 5",13394.250,597
128,0,34409,David Lingmerth,22' 5",14709.000,655
128,0,33413,Ben Martin,22' 5",16393.583,730
128,0,32640,Troy Merritt,22' 5",15953.000,712
128,0,25198,Francesco Molinari,22' 5",13250.500,592
128,0,35891,Cameron Smith,22' 5",15299.167,683
128,0,34046,Jordan Spieth,22' 5",15261.000,681
128,0,27963,Chris Stroud,22' 5",10721.583,479
128,0,37189,Harold Varner III,22' 5",19980.083,890
143,0,25274,Steven Bowditch,22' 4",10072.750,451
143,0,32839,Hideki Matsuyama,22' 4",13213.250,592
143,0,28237,Rory McIlroy,22' 4",7883.083,353
143,0,30692,Scott Stallings,22' 4",16032.833,718
143,0,28132,Tyrone Van Aswegen,22' 4",18720.833,838
148,0,24846,Ricky Barnes,22' 3",17587.083,789
148,0,33141,Keegan Bradley,22' 3",20926.333,941
148,0,29974,Branden Grace,22' 3",10778.250,484
148,0,30926,Chris Kirk,22' 3",16650.500,747
152,0,20771,Steven Alker,22' 2",11572.417,522
152,0,28089,Jason Day,22' 2",11310.167,511
152,0,25632,Jimmy Walker,22' 2",11021.000,498
155,0,22371,Aaron Baddeley,22' 1",10298.417,467
155,0,27649,Brandt Snedeker,22' 1",8990.250,407
155,0,23325,Vaughn Taylor,22' 1",17066.417,773
158,0,30925,Dustin Johnson,22' 0",13330.000,607
158,0,46440,Smylie Kaufman,22' 0",14234.917,646
160,0,21209,Sergio Garcia,21' 11",10005.167,456
160,0,20157,Retief Goosen,21' 11",9189.500,420
162,0,33122,Russell Knox,21' 10",12077.167,554
162,0,34213,Grayson Murray,21' 10",18391.667,842
162,0,25396,Kevin Na,21' 10",14031.500,642
162,0,29223,Sam Saunders,21' 10",12723.583,582
166,0,25686,Jason Dufner,21' 9",15441.917,709
166,0,30191,Julián Etulain,21' 9",11198.417,514
166,0,24358,Robert Garrigus,21' 9",13502.750,622
166,0,31646,Emiliano Grillo,21' 9",14930.250,686
166,0,25240,D.A. Points,21' 9",13519.250,621
171,0,35110,Brett Drewitt,21' 8",9130.750,422
171,0,28307,Matt Every,21' 8",12961.167,599
171,0,26289,Boo Weekley,21' 8",14107.500,652
174,0,33948,Byeong Hun An,21' 7",12222.750,567
174,0,20104,Ken Duke,21' 7",13584.333,629
174,0,22986,Søren Kjeldsen,21' 7",7271.250,337
174,0,20572,Rod Pampling,21' 7",15176.333,702
174,0,25818,Scott Piercy,21' 7",10902.500,506
174,0,25804,Bubba Watson,21' 7",11781.167,546
180,0,40009,Dominic Bozzelli,21' 6",11394.083,529
180,0,23320,Ryan Palmer,21' 6",11381.833,530
180,0,30110,Kyle Stanley,21' 6",20928.083,973
183,0,31560,Brian Stuard,21' 5",15396.500,718
184,0,30852,Ryo Ishikawa,21' 4",9123.417,428
184,0,33448,Justin Thomas,21' 4",12993.333,608
186,0,31420,Anirban Lahiri,21' 3",12216.167,576
187,0,27141,J.B. Holmes,21' 2",12474.833,590
187,0,46732,Rick Lamb,21' 2",8333.833,394
187,0,23621,Rory Sabbatini,21' 2",11549.083,546
190,0,29740,Brad Fritsch,21' 1",9137.667,433
