RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:ARG,MEASURED ROUNDS
41,0,10809,Jim Furyk,.190,13.279,70
41,0,20766,Padraig Harrington,.190,8.565,45
43,0,27649,Brandt Snedeker,.189,12.638,67
44,0,21731,Freddie Jacobson,.187,13.090,70
44,0,19970,Robert Karlsson,.187,8.415,45
46,0,28089,Jason Day,.169,9.979,59
47,0,25632,Jimmy Walker,.168,12.789,76
48,0,20229,Stewart Cink,.160,8.309,52
49,0,22046,Geoff Ogilvy,.159,8.585,54
50,0,23108,Matt Kuchar,.158,11.246,71
51,0,06567,Vijay Singh,.156,11.196,72
51,0,32150,Michael Thompson,.156,10.792,69
53,0,20157,Retief Goosen,.154,6.161,40
54,0,29910,Blake Adams,.148,15.561,105
55,0,24925,Jonathan Byrd,.147,10.557,72
56,0,24140,Sean O'Hair,.145,8.702,60
57,0,30926,Chris Kirk,.142,10.901,77
58,0,30110,Kyle Stanley,.139,11.142,80
59,0,33911,Nate Smith,.136,7.194,53
60,0,20098,Stuart Appleby,.134,8.049,60
61,0,24846,Ricky Barnes,.132,8.427,64
62,0,12716,Charley Hoffman,.129,9.509,74
63,0,25240,D.A. Points,.124,9.212,74
64,0,26331,Charl Schwartzel,.121,4.828,40
65,0,20498,Briny Baird,.112,5.500,49
66,0,06522,Ernie Els,.109,6.417,59
67,0,23623,Bo Van Pelt,.104,7.417,71
68,0,27936,Martin Laird,.103,6.384,62
69,0,24138,Ian Poulter,.100,3.892,39
70,0,28087,Kris Blanks,.095,7.845,83
71,0,23541,Ben Crane,.093,5.744,62
72,0,24024,Zach Johnson,.092,5.876,64
73,0,23718,Nathan Green,.091,6.367,70
74,0,24924,Bill Haas,.080,5.756,72
75,0,12602,Dean Wilson,.079,4.475,57
76,0,24604,Hunter Haas,.074,6.291,85
77,0,25686,Jason Dufner,.069,4.499,65
78,0,22621,Ben Curtis,.060,3.696,62
79,0,23638,Brendon de Jonge,.057,5.221,92
80,0,24980,Scott Gutschewski,.056,3.090,55
81,0,06251,Chris DiMarco,.053,4.365,82
82,0,01577,Lee Janzen,.052,2.615,50
83,0,23320,Ryan Palmer,.047,2.813,60
84,0,29718,Anthony Kim,.043,2.466,58
85,0,27963,Chris Stroud,.041,3.224,78
86,0,31202,William McGirt,.036,3.309,92
87,0,10885,Robert Allenby,.035,2.450,70
87,0,31323,Gary Woodland,.035,2.439,70
89,0,21949,Joe Ogilvie,.034,2.045,61
90,0,27939,Matt McQuillan,.031,1.489,48
91,0,01797,Rocco Mediate,.030,1.434,48
92,0,23325,Vaughn Taylor,.028,2.292,83
93,0,25345,Carl Pettersson,.025,2.250,90
94,0,26881,Jarrod Lyle,.024,1.702,72
95,0,23673,Michael Connell,.023,1.675,72
96,0,33419,Cameron Tringale,.022,2.105,97
97,0,30925,Dustin Johnson,.019,1.002,54
98,0,27095,Nick Watney,.018,1.088,62
99,0,23788,D.J. Trahan,.015,1.221,83
100,0,34255,Joseph Bramlett,.013,.806,61
101,0,21407,Arjun Atwal,.011,.882,83
101,0,07867,Woody Austin,.011,.571,50
103,0,27770,Camilo Villegas,.010,.587,57
104,0,01313,Steve Elkington,.003,.111,42
105,0,22913,John Rollins,.002,.110,72
106,0,24361,Pat Perez,.001,.086,70
106,0,02206,David Toms,.001,.029,59
108,0,08725,Tom Gillis,-.001,-.052,50
109,0,31401,Zack Miller,-.012,-.935,75
110,0,32102,Rickie Fowler,-.013,-.839,66
110,0,24502,Adam Scott,-.013,-.580,45
112,0,22961,David Mathis,-.032,-2.251,70
113,0,32366,Kevin Chappell,-.036,-2.182,61
114,0,30711,Colt Knost,-.037,-2.471,67
115,0,24663,Y.E. Yang,-.038,-1.605,42
116,0,32640,Troy Merritt,-.049,-2.768,57
117,0,12652,Cameron Beckman,-.057,-3.664,64
118,0,01706,Davis Love III,-.065,-3.405,52
119,0,27330,Josh Teater,-.068,-6.238,92
120,0,26596,Ryan Moore,-.071,-4.279,60
121,0,28158,Steve Marino,-.072,-4.458,62
122,0,22293,Heath Slocum,-.074,-5.474,74
123,0,21753,Brian Davis,-.079,-7.264,92
124,0,33141,Keegan Bradley,-.081,-6.256,77
124,0,27933,John Merrick,-.081,-4.848,60
126,0,24290,D.J. Brigman,-.083,-4.576,55
127,0,23353,J.J. Henry,-.086,-6.779,79
128,0,31557,Jim Herman,-.090,-5.147,57
128,0,29478,Kevin Kisner,-.090,-5.141,57
128,0,25562,Andres Romero,-.090,-6.087,68
131,0,28620,Aron Price,-.091,-4.434,49
132,0,08537,J.P. Hayes,-.111,-5.336,48
133,0,21805,Harrison Frazar,-.114,-4.800,42
134,0,25900,Lucas Glover,-.116,-7.094,61
135,0,27064,Jhonattan Vegas,-.117,-8.200,70
136,0,23548,Bill Lunde,-.126,-9.712,77
137,0,06573,Brandt Jobe,-.129,-10.417,81
138,0,25834,Daniel Summerhays,-.134,-8.876,66
139,0,12510,Chad Campbell,-.137,-11.923,87
139,0,29720,Andres Gonzales,-.137,-6.320,46
139,0,26420,Richard Johnson,-.137,-7.383,54
139,0,10733,Kent Jones,-.137,-9.210,67
143,0,24507,Jason Bohn,-.139,-9.293,67
144,0,06643,Paul Goydos,-.142,-10.495,74
145,0,20436,Garrett Willis,-.144,-9.232,64
146,0,28679,Fabián Gómez,-.152,-10.494,69
147,0,25274,Steven Bowditch,-.153,-11.901,78
147,0,24490,George McNeill,-.153,-8.851,58
149,0,27214,Kevin Streelman,-.168,-11.942,71
150,0,06004,Stephen Ames,-.171,-10.271,60
151,0,28486,Michael Putnam,-.187,-9.913,53
152,0,29420,Billy Horschel,-.189,-11.698,62
153,0,26951,Johnson Wagner,-.192,-13.471,70
154,0,25457,Alexandre Rocha,-.195,-9.553,49
155,0,27141,J.B. Holmes,-.202,-9.472,47
156,0,11123,Chris Couch,-.208,-14.167,68
157,0,27120,Troy Matteson,-.218,-17.697,81
158,0,26758,David Hearn,-.234,-17.750,76
158,0,31193,Jim Renner,-.234,-12.384,53
160,0,28475,Jeff Overton,-.241,-17.579,73
161,0,06621,Joe Durant,-.246,-15.775,64
162,0,23497,Tag Ridings,-.251,-18.593,74
163,0,30750,Tommy Gainey,-.254,-23.082,91
164,0,09011,David Duval,-.259,-15.005,58
165,0,25572,Graeme McDowell,-.265,-9.798,37
166,0,20070,Matt Bettencourt,-.269,-20.718,77
167,0,29518,Brendan Steele,-.273,-21.046,77
168,0,27974,Sung Kang,-.274,-13.994,51
169,0,23614,Rich Beem,-.280,-12.857,46
170,0,20645,John Senden,-.283,-22.958,81
171,0,26679,Kevin Stadler,-.301,-21.986,73
172,0,25804,Bubba Watson,-.317,-18.680,59
173,0,25818,Scott Piercy,-.337,-21.215,63
174,0,26476,Chez Reavie,-.346,-28.374,82
175,0,26289,Boo Weekley,-.357,-20.343,57
176,0,34072,Will Strickler,-.380,-16.347,43
177,0,32698,Bobby Gates,-.396,-26.499,67
178,0,26668,Marc Turnesa,-.416,-19.124,46
179,0,24358,Robert Garrigus,-.419,-28.931,69
179,0,26287,Roland Thatcher,-.419,-25.580,61
181,0,33413,Ben Martin,-.453,-29.450,65
182,0,30946,Alex Prugh,-.470,-33.402,71
183,0,25444,Justin Hicks,-.472,-20.751,44
184,0,30692,Scott Stallings,-.475,-32.742,69
185,0,32876,Martin Piller,-.623,-32.397,52
186,0,20848,Ángel Cabrera,-.679,-23.781,35
