RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
1,0,01968,Nick Price,40,23,17
2,0,02170,Hal Sutton,58,44,14
3,0,01569,Peter Jacobsen,60,24,36
4,0,01876,Greg Norman,64,21,43
5,0,02245,Grant Waite,73,50,23
6,0,01690,Bruce Lietzke,83,78,5
7,0,01418,Bill Glasson,85,51,34
8,0,02256,Tom Watson,87,22,65
9,0,09011,David Duval,102,16,86
10,0,02133,Craig Stadler,103,72,31
11,0,01706,Davis Love III,104,2,102
12,0,01035,Tommy Armour III,109,46,63
13,0,01810,Phil Mickelson,114,36,78
14,0,02321,Fuzzy Zoeller,117,61,56
15,0,01313,Steve Elkington,118,38,80
16,0,01766,Billy Mayfair,119,85,34
16,0,02008,Lee Rinker,119,94,25
18,0,02214,Kirk Triplett,120,93,27
19,0,06527,Steve Stricker,122,14,108
20,0,01724,Jeff Maggert,123,65,58
21,0,01771,Blaine McCallister,125,105,20
21,0,02246,Duffy Waldorf,125,18,107
23,0,06522,Ernie Els,127,16,111
24,0,01388,Robert Gamez,133,11,122
24,0,20095,Carl Paulson,133,8,125
26,0,01783,Mark McCumber,135,87,48
27,0,01677,Tom Lehman,136,82,54
27,0,12660,Jesper Parnevik,136,70,66
29,0,01143,Brad Bryant,137,52,85
29,0,06044,Scott Gump,137,122,15
31,0,01577,Lee Janzen,138,57,81
31,0,10860,Justin Leonard,138,125,13
33,0,01161,Mark Calcavecchia,140,25,115
33,0,01945,Kenny Perry,140,43,97
35,0,01633,Tom Kite,141,112,29
36,0,01326,Nick Faldo,143,133,10
37,0,01475,Donnie Hammond,145,54,91
37,0,01725,John Mahaffey,145,119,26
39,0,01381,Fred Funk,146,145,1
39,0,06643,Paul Goydos,146,79,67
39,0,02239,Scott Verplank,146,53,93
42,0,20094,Jonathan Kaye,147,42,105
43,0,01837,Gil Morgan,148,86,62
44,0,01334,Keith Fergus,149,55,94
45,0,02223,Bob Tway,150,62,88
46,0,06386,Bill Porter,151,142,9
47,0,01132,Mark Brooks,153,100,53
47,0,01823,Larry Mize,153,150,3
47,0,06567,Vijay Singh,153,4,149
50,0,01226,Fred Couples,155,10,145
51,0,01457,Jay Haas,156,95,61
51,0,01553,John Huston,156,20,136
51,0,01599,Steve Jones,156,38,118
54,0,01890,Brett Ogle,157,6,151
55,0,01040,Emlyn Aubrey,158,113,45
55,0,02159,Curtis Strange,158,150,8
57,0,01185,Brandel Chamblee,161,109,52
57,0,01975,Tom Purtzer,161,13,148
59,0,07867,Woody Austin,162,9,153
59,0,06617,Brian Henninger,162,72,90
59,0,01723,Andrew Magee,162,29,133
62,0,01920,Craig Parry,165,97,68
62,0,02267,D.A. Weibring,165,141,24
64,0,01006,John Adams,166,6,160
64,0,02099,Scott Simpson,166,122,44
66,0,01196,Brian Claar,168,138,30
66,0,01887,Mark O'Meara,168,48,120
68,0,02148,Ray Stewart,169,128,41
69,0,01014,Fulton Allem,170,159,11
69,0,01201,Lennie Clements,170,163,7
69,0,01385,Jim Gallagher Jr.,170,12,158
69,0,02104,Jeff Sluman,170,66,104
73,0,01971,Dillard Pruitt,171,132,39
74,0,08337,Mike Heinen,172,26,146
75,0,01306,David Edwards,173,169,4
75,0,02010,Loren Roberts,173,157,16
77,0,01175,Jim Carter,174,115,59
78,0,01098,Jay Don Blake,175,89,86
78,0,07235,John Morse,175,153,22
80,0,01361,Dan Forsman,177,71,106
80,0,01374,Robin Freeman,177,34,143
82,0,02135,Mike Standly,179,38,141
83,0,01408,Kelly Gibson,180,5,175
83,0,01938,David Peoples,180,59,121
83,0,02190,Doug Tewell,180,178,2
86,0,02180,Harry Taylor,181,131,50
87,0,01707,Steve Lowery,182,47,135
87,0,02101,Joey Sindelar,182,68,114
89,0,06090,Jim McGovern,183,99,84
90,0,07101,Dave Stockton Jr.,184,29,155
91,0,07569,Mark Carnevale,185,157,28
91,0,01249,John Daly,185,1,184
91,0,06315,Pete Jordan,185,121,64
91,0,01864,Larry Nelson,185,130,55
95,0,01142,Bart Bryant,186,129,57
96,0,06124,Patrick Burke,187,87,100
96,0,01331,Rick Fehr,187,92,95
96,0,01607,Brian Kamm,187,63,124
99,0,01905,Joe Ozaki,188,34,154
100,0,01156,Curt Byrum,189,28,161
100,0,01927,Dennis Paulson,189,3,186
100,0,10425,Jay Williamson,189,80,109
103,0,01353,Bruce Fleisher,190,184,6
104,0,10585,Scott McCarron,191,32,159
105,0,08931,Glen Day,193,102,91
105,0,10215,Charlie Rymer,193,15,178
107,0,06214,Guy Boros,195,33,162
107,0,02226,Tray Tyner,195,177,18
109,0,08375,Paul Stankowski,197,63,134
109,0,02241,Bobby Wadkins,197,98,99
111,0,02111,Mike Smith,198,125,73
112,0,01116,Michael Bradley,199,19,180
112,0,06575,Dudley Hart,199,68,131
112,0,01527,Scott Hoch,199,72,127
112,0,01705,Tim Loustalot,199,187,12
112,0,01928,Corey Pavin,199,159,40
117,0,20051,Joe Acosta Jr.,201,36,165
117,0,01203,Russ Cochran,201,91,110
119,0,06048,Dicky Thompson,203,182,21
120,0,02218,Ted Tryba,204,122,82
121,0,10145,Tom Hearn,205,186,19
122,0,01329,Brad Faxon,209,107,102
122,0,01925,Jerry Pate,209,72,137
124,0,01414,Bob Gilder,210,133,77
124,0,02146,Payne Stewart,210,66,144
126,0,01550,Ed Humenik,211,59,152
126,0,01701,Bob Lohr,211,179,32
126,0,01797,Rocco Mediate,211,115,96
126,0,08385,Omar Uresti,211,173,38
130,0,07721,Pat Bates,212,27,185
130,0,01986,Joey Rassett,212,165,47
132,0,01266,Clark Dennis,213,163,50
133,0,01682,Wayne Levi,215,169,46
134,0,01619,Skip Kendall,216,140,76
134,0,06613,Tommy Tolles,216,29,187
136,0,06332,Neal Lancaster,217,38,179
136,0,01996,Mike Reid,217,184,33
138,0,01960,Don Pooley,218,182,36
138,0,02049,Gene Sauers,218,95,123
138,0,02225,Howard Twitty,218,106,112
141,0,01261,Jay Delsing,219,82,137
142,0,01219,John Cook,221,147,74
142,0,01510,Nolan Henke,221,146,75
142,0,01891,David Ogrin,221,179,42
145,0,01060,Dave Barr,225,143,82
145,0,06088,Steve Gotsche,225,153,72
147,0,01096,Phil Blackmar,226,49,177
147,0,01685,J.L. Lewis,226,58,168
147,0,08563,Bruce Vaughan,226,45,181
150,0,01042,Paul Azinger,227,80,147
150,0,06577,John Wilson,227,77,150
152,0,06034,Marco Dawson,228,56,172
153,0,01072,Chip Beck,230,117,113
153,0,01748,Doug Martin,230,181,49
155,0,02094,Tony Sills,233,173,60
156,0,01458,Jerry Haas,236,168,68
157,0,10569,Mike Brisky,237,167,70
157,0,01320,Bob Estes,237,108,129
157,0,01378,David Frost,237,166,71
160,0,01093,Ronnie Black,243,76,167
161,0,01549,Mike Hulbert,244,125,119
162,0,06197,Michael Allen,248,84,164
163,0,10809,Jim Furyk,250,149,101
164,0,01235,Ben Crenshaw,251,172,79
165,0,01444,Ken Green,252,136,116
166,0,01307,Joel Edwards,254,138,116
167,0,06809,Bob Burns,258,119,139
168,0,08537,J.P. Hayes,259,89,170
169,0,10213,Dicky Pride,260,162,98
170,0,01330,David Feherty,264,175,89
171,0,06657,Steve Rintoul,265,109,156
172,0,08717,Kawika Cotner,273,133,140
173,0,06012,Greg Kraft,277,150,127
174,0,02279,Mark Wiebe,279,137,142
175,0,01943,Chris Perry,281,155,126
176,0,06251,Chris DiMarco,282,100,182
177,0,01468,Gary Hallberg,285,109,176
177,0,01926,Steve Pate,285,114,171
177,0,02167,Mike Sullivan,285,102,183
180,0,01992,Don Reese,288,156,132
181,0,02131,Mike Springer,290,102,188
182,0,01133,Billy Ray Brown,291,118,173
183,0,06641,Jeff Leonard,300,171,129
184,0,06791,Mark Wurtz,309,143,166
185,0,01200,Keith Clearwater,321,147,174
186,0,01024,Billy Andrade,328,159,169
187,0,02242,Lanny Wadkins,333,176,157
188,0,01129,Bill Britton,351,188,163
