RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
44,0,01457,Jay Haas,62.53,252,403
44,0,06567,Vijay Singh,62.53,302,483
46,0,19972,José Coceres,62.50,200,320
47,0,20094,Jonathan Kaye,62.35,414,664
48,0,01797,Rocco Mediate,62.25,221,355
49,0,02099,Scott Simpson,62.23,290,466
50,0,01577,Lee Janzen,62.20,334,537
51,0,08553,Lee Porter,62.13,356,573
52,0,01378,David Frost,62.05,358,577
53,0,20098,Stuart Appleby,62.02,369,595
54,0,20127,Chris Riley,61.94,389,628
54,0,02104,Jeff Sluman,61.94,345,557
54,0,02170,Hal Sutton,61.94,306,494
57,0,06373,José María Olazábal,61.87,159,257
58,0,01685,J.L. Lewis,61.83,413,668
59,0,01766,Billy Mayfair,61.80,322,521
60,0,24357,K.J. Choi,61.77,349,565
61,0,11011,Mike Sposa,61.70,348,564
62,0,19824,Craig Barlow,61.65,262,425
63,0,06251,Chris DiMarco,61.64,323,524
64,0,01361,Dan Forsman,61.59,287,466
65,0,12680,Shigeki Maruyama,61.34,349,569
66,0,01185,Brandel Chamblee,61.18,290,474
66,0,06515,Shaun Micheel,61.18,383,626
68,0,20229,Stewart Cink,61.07,309,506
69,0,12645,Brent Geiberger,61.06,287,470
70,0,01024,Billy Andrade,61.01,291,477
71,0,21209,Sergio Garcia,60.99,197,323
72,0,09011,David Duval,60.98,236,387
73,0,07457,Steve Flesch,60.96,367,602
74,0,10860,Justin Leonard,60.90,352,578
75,0,02002,John Riegger,60.84,289,475
76,0,06522,Ernie Els,60.82,208,342
77,0,06012,Greg Kraft,60.74,376,619
78,0,01161,Mark Calcavecchia,60.73,266,438
79,0,01093,Ronnie Black,60.69,193,318
80,0,06595,Kevin Sutherland,60.52,305,504
81,0,12714,Chris Tidland,60.51,308,509
82,0,12388,Michael Clark II,60.50,314,519
83,0,21805,Harrison Frazar,60.47,306,506
84,0,10565,Ian Leggatt,60.40,302,500
85,0,23125,Brad Elder,60.39,433,717
86,0,06431,Jean Van de Velde,60.36,166,275
87,0,06575,Dudley Hart,60.35,239,396
88,0,20043,Edward Fryatt,60.29,331,549
89,0,01619,Skip Kendall,60.28,387,642
90,0,07749,Brett Quigley,60.16,228,379
91,0,01219,John Cook,60.14,258,429
91,0,21949,Joe Ogilvie,60.14,427,710
93,0,08339,Spike McRoy,60.11,330,549
94,0,08537,J.P. Hayes,60.09,268,446
95,0,23353,J.J. Henry,60.05,266,443
96,0,01098,Jay Don Blake,60.00,357,595
96,0,01941,Tom Pernice Jr.,60.00,396,660
96,0,23034,Brent Schwarzrock,60.00,222,370
99,0,06643,Paul Goydos,59.89,327,546
99,0,01677,Tom Lehman,59.89,209,349
101,0,01175,Jim Carter,59.81,375,627
101,0,02110,Jerry Smith,59.81,369,617
103,0,08075,Jerry Kelly,59.71,326,546
103,0,10912,Craig Perks,59.71,286,479
105,0,07547,Craig Kanada,59.61,332,557
106,0,01920,Craig Parry,59.51,219,368
107,0,01313,Steve Elkington,59.47,223,375
108,0,02206,David Toms,59.45,280,471
109,0,10425,Jay Williamson,59.43,331,557
110,0,10885,Robert Allenby,59.40,335,564
111,0,10963,Jimmy Green,59.38,361,608
112,0,02245,Grant Waite,59.35,273,460
113,0,10201,Matt Gogel,59.33,283,477
114,0,01487,Jeff Hart,59.27,291,491
115,0,08633,Per-Ulrik Johansson,59.26,272,459
116,0,01553,John Huston,59.22,183,309
117,0,01724,Jeff Maggert,59.17,284,480
118,0,01771,Blaine McCallister,59.16,297,502
119,0,01927,Dennis Paulson,59.12,269,455
120,0,01707,Steve Lowery,59.08,322,545
121,0,01938,David Peoples,59.06,303,513
122,0,20498,Briny Baird,59.03,330,559
123,0,08057,Brian Wilson,59.02,324,549
124,0,06621,Joe Durant,58.93,231,392
124,0,02101,Joey Sindelar,58.93,231,392
126,0,07867,Woody Austin,58.87,345,586
127,0,12760,Danny Ellis,58.80,294,500
128,0,19817,Michael Muehr,58.75,329,560
129,0,01157,Tom Byrum,58.73,306,521
129,0,01203,Russ Cochran,58.73,249,424
131,0,01139,Olin Browne,58.68,321,547
132,0,06350,Bob May,58.49,255,436
133,0,01723,Andrew Magee,58.40,358,613
134,0,06090,Jim McGovern,58.31,228,391
135,0,21633,Steve Allan,58.29,355,609
136,0,01063,Ben Bates,58.13,193,332
137,0,06809,Bob Burns,58.08,302,520
138,0,08545,Glen Hnatiuk,58.06,306,527
138,0,08881,Tripp Isenhour,58.06,342,589
140,0,23614,Rich Beem,57.91,322,556
141,0,11032,Frank Lickliter II,57.89,323,558
142,0,08375,Paul Stankowski,57.84,306,529
143,0,06514,Kevin Johnson,57.83,336,581
144,0,20433,Mark Hensby,57.63,268,465
145,0,01475,Donnie Hammond,57.52,153,266
146,0,02223,Bob Tway,57.46,308,536
147,0,01035,Tommy Armour III,57.34,332,579
148,0,20095,Carl Paulson,57.30,318,555
149,0,06034,Marco Dawson,57.27,193,337
150,0,07763,Doug Dunakey,57.25,316,552
151,0,23621,Rory Sabbatini,57.22,226,395
152,0,22892,Jason Gore,57.20,298,521
153,0,12753,David Morland IV,57.12,333,583
154,0,06140,Sean Murphy,57.06,287,503
155,0,08123,Jeff Brehaut,56.96,266,467
156,0,06036,Scott Dunlap,56.82,279,491
157,0,25083,Jeremy Anderson,56.78,247,435
158,0,12705,Cliff Kresge,56.65,294,519
159,0,01943,Chris Perry,56.62,248,438
160,0,20099,Doug Barron,56.61,227,401
160,0,02106,Chris Smith,56.61,291,514
162,0,12782,Tim Herron,56.58,275,486
163,0,06617,Brian Henninger,56.56,293,518
163,0,08993,Franklin Langham,56.56,237,419
165,0,01374,Robin Freeman,56.34,351,623
166,0,01926,Steve Pate,56.31,308,547
167,0,01249,John Daly,56.26,265,471
167,0,21007,Gabriel Hjertstedt,56.26,283,503
169,0,01388,Robert Gamez,56.22,208,370
170,0,22051,Ben Ferguson,55.86,281,503
171,0,20436,Garrett Willis,55.76,300,538
172,0,10962,Bradley Hughes,55.74,296,531
173,0,01200,Keith Clearwater,55.69,235,422
174,0,10213,Dicky Pride,55.56,290,522
175,0,22122,Andrew McLardy,55.44,260,469
176,0,06573,Brandt Jobe,55.41,292,527
177,0,20566,Kaname Yokoo,55.23,280,507
178,0,07101,Dave Stockton Jr.,55.06,234,425
179,0,21584,Richie Coughlan,54.67,234,428
180,0,01599,Steve Jones,54.48,231,424
181,0,02279,Mark Wiebe,54.26,204,376
182,0,10733,Kent Jones,54.13,249,460
183,0,08535,Gary Nicklaus,54.09,344,636
184,0,08063,Kelly Grunewald,53.96,245,454
185,0,10649,Tom Scherrer,53.93,240,445
186,0,22046,Geoff Ogilvy,53.91,200,371
187,0,01226,Fred Couples,53.67,190,354
188,0,01603,Jeff Julian,53.59,224,418
189,0,06613,Tommy Tolles,52.26,278,532
190,0,12823,Carlos Franco,52.14,268,514
191,0,24604,Hunter Haas,51.93,282,543
192,0,02246,Duffy Waldorf,51.66,202,391
193,0,06591,Rocky Walcher,51.21,232,453
194,0,20574,Mathew Goggin,48.43,278,574
