RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL HIT,TOTAL ATTEMPTS,RTP SCORE
156,0,46501,Ollie Schniederjans,69.40,762,1098,-256.00
157,0,25198,Francesco Molinari,69.31,524,756,-134.00
158,0,34466,Peter Malnati,69.30,948,1368,-307.00
159,0,24925,Jonathan Byrd,69.29,449,648,-115.00
160,0,29974,Branden Grace,69.26,561,810,-161.00
161,0,39954,Cody Gribble,69.16,722,1044,-228.00
162,0,20572,Rod Pampling,68.97,509,738,-117.00
162,0,35891,Cameron Smith,68.97,658,954,-203.00
164,0,19846,Brian Gay,68.90,893,1296,-228.00
165,0,34563,Chesson Hadley,68.89,744,1080,-206.00
166,0,25632,Jimmy Walker,68.81,706,1026,-173.00
167,0,24024,Zach Johnson,68.66,655,954,-180.00
168,0,30191,Julián Etulain,68.52,629,918,-163.00
168,0,26329,Louis Oosthuizen,68.52,592,864,-193.00
170,0,30978,Kiradech Aphibarnrat,68.27,553,810,-156.00
171,0,28252,Seamus Power,68.19,761,1116,-201.00
172,0,26499,Rafa Cabrera Bello,68.17,589,864,-188.00
173,0,34046,Jordan Spieth,68.10,809,1188,-284.00
174,0,29908,C.T. Pan,68.06,735,1080,-187.00
175,0,24361,Pat Perez,68.02,502,738,-148.00
176,0,34256,Andrew Putnam,67.56,681,1008,-231.00
177,0,25572,Graeme McDowell,67.41,606,899,-176.00
178,0,21731,Freddie Jacobson,67.36,485,720,-126.00
179,0,35879,Kelly Kraft,67.35,788,1170,-221.00
180,0,25396,Kevin Na,67.17,532,792,-158.00
181,0,31420,Anirban Lahiri,66.67,708,1062,-192.00
182,0,27963,Chris Stroud,66.45,622,936,-179.00
183,0,22371,Aaron Baddeley,65.48,495,756,-152.00
184,0,37380,Curtis Luck,65.28,517,792,-144.00
185,0,34261,Scott Langley,65.02,749,1152,-210.00
186,0,35617,Martin Trainer,64.29,578,899,-174.00
187,0,39975,Michael Kim,63.46,514,810,-136.00
188,0,06522,Ernie Els,61.67,333,540,-80.00
