RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,39997,Corey Conners,71.97,719,999,-0.19
2,0,27330,Josh Teater,68.34,505,739,-0.19
3,0,30946,Alex Prugh,67.82,529,780,-0.15
4,0,25364,Paul Casey,67.73,531,784,-0.20
5,0,36689,Brooks Koepka,67.10,514,766,-0.21
6,0,33418,Shawn Stefani,66.96,608,908,-0.17
7,0,27214,Kevin Streelman,66.77,671,1005,-0.17
8,0,26951,Johnson Wagner,66.48,468,704,-0.21
9,0,33122,Russell Knox,66.28,578,872,-0.15
10,0,40115,Adam Svensson,66.11,511,773,-0.15
11,0,46402,Talor Gooch,66.10,468,708,-0.19
12,0,10809,Jim Furyk,66.00,594,900,-0.19
13,0,28237,Rory McIlroy,65.61,498,759,-0.24
14,0,35732,Wes Roach,65.37,470,719,-0.19
15,0,33141,Keegan Bradley,65.36,634,970,-0.15
16,0,45609,Tyler Duncan,65.26,618,947,-0.14
17,0,32839,Hideki Matsuyama,65.23,683,1047,-0.22
18,0,25686,Jason Dufner,65.21,551,845,-0.14
19,0,32200,Roberto Castro,65.07,596,916,-0.21
20,0,49766,Hank Lebioda,65.04,545,838,-0.19
21,0,48822,Sebastián Muñoz,65.01,589,906,-0.18
22,0,33419,Cameron Tringale,64.93,474,730,-0.21
23,0,25818,Scott Piercy,64.83,660,1018,-0.18
24,0,47347,Adam Schenk,64.79,771,1190,-0.21
25,0,30110,Kyle Stanley,64.53,524,812,-0.18
26,0,49960,Sepp Straka,64.52,522,809,-0.22
27,0,30944,Jason Kokrak,64.48,679,1053,-0.20
27,0,33448,Justin Thomas,64.48,492,763,-0.22
29,0,27936,Martin Laird,64.44,665,1032,-0.15
30,0,28775,Nate Lashley,64.24,521,811,-0.21
30,0,24781,Hunter Mahan,64.24,433,674,-0.18
32,0,45486,Joaquin Niemann,64.14,728,1135,-0.19
33,0,34098,Russell Henley,64.10,575,897,-0.17
33,0,32640,Troy Merritt,64.10,507,791,-0.21
35,0,28089,Jason Day,64.04,415,648,-0.16
36,0,23353,J.J. Henry,63.95,392,613,-0.11
37,0,26596,Ryan Moore,63.91,588,920,-0.23
38,0,52372,Cameron Champ,63.86,553,866,-0.16
39,0,37340,Chase Wright,63.81,522,818,-0.21
40,0,37275,Sam Ryder,63.80,541,848,-0.17
41,0,29518,Brendan Steele,63.79,458,718,-0.13
42,0,27064,Jhonattan Vegas,63.76,533,836,-0.15
43,0,37454,Whee Kim,63.70,451,708,-0.16
44,0,23320,Ryan Palmer,63.69,456,716,-0.20
45,0,29725,Tony Finau,63.68,561,881,-0.19
46,0,46970,Jon Rahm,63.66,445,699,-0.21
47,0,29478,Kevin Kisner,63.62,661,1039,-0.20
48,0,29535,Brice Garnett,63.61,603,948,-0.19
49,0,39327,Ben Silverman,63.60,540,849,-0.17
50,0,29970,Dylan Frittelli,63.57,595,936,-0.14
51,0,46601,Trey Mullinax,63.53,519,817,-0.16
52,0,21961,Charles Howell III,63.46,646,1018,-0.21
53,0,25900,Lucas Glover,63.40,757,1194,-0.20
54,0,33667,Carlos Ortiz,63.39,632,997,-0.14
55,0,24502,Adam Scott,63.37,410,647,-0.25
55,0,21528,Henrik Stenson,63.37,391,617,-0.15
57,0,46523,Joey Garber,63.36,389,614,-0.16
58,0,27095,Nick Watney,63.15,617,977,-0.16
59,0,49964,Aaron Wise,63.14,447,708,-0.17
60,0,39971,Sungjae Im,63.12,890,1410,-0.20
61,0,34099,Harris English,63.08,721,1143,-0.17
62,0,31646,Emiliano Grillo,63.06,507,804,-0.18
63,0,26476,Chez Reavie,63.04,660,1047,-0.22
