RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
1,0,33448,Justin Thomas,84.02,510,607
2,0,28089,Jason Day,82.85,459,554
2,0,46601,Trey Mullinax,82.85,430,519
4,0,21961,Charles Howell III,82.32,661,803
5,0,30946,Alex Prugh,82.20,522,635
6,0,39997,Corey Conners,81.61,657,805
7,0,27936,Martin Laird,81.30,574,706
8,0,24502,Adam Scott,81.21,415,511
9,0,52372,Cameron Champ,81.19,479,590
10,0,31323,Gary Woodland,81.12,606,747
11,0,27095,Nick Watney,80.76,554,686
12,0,48822,Sebastián Muñoz,80.69,539,668
13,0,40009,Dominic Bozzelli,80.67,455,564
14,0,34306,John Chin,80.64,354,439
15,0,24781,Hunter Mahan,80.56,435,540
16,0,30692,Scott Stallings,80.50,516,641
17,0,29518,Brendan Steele,80.17,477,595
18,0,33948,Byeong Hun An,80.16,501,625
19,0,46402,Talor Gooch,80.14,355,443
20,0,49964,Aaron Wise,80.13,480,599
21,0,26300,Matt Jones,80.08,583,728
22,0,39546,Keith Mitchell,80.03,561,701
22,0,49960,Sepp Straka,80.03,513,641
24,0,46970,Jon Rahm,80.00,476,595
25,0,23108,Matt Kuchar,79.92,605,757
26,0,27974,Sung Kang,79.89,568,711
27,0,36689,Brooks Koepka,79.78,513,643
27,0,26951,Johnson Wagner,79.78,434,544
29,0,32791,K.H. Lee,79.74,618,775
30,0,25493,Nick Taylor,79.63,637,800
31,0,48081,Xander Schauffele,79.59,499,627
32,0,35450,Patrick Cantlay,79.41,459,578
33,0,35421,Brandon Harkins,79.36,523,659
34,0,32333,Kevin Tway,79.35,492,620
35,0,30110,Kyle Stanley,79.32,583,735
36,0,29268,Bronson Burgoon,79.30,406,512
37,0,39324,J.J. Spaun,79.29,578,729
38,0,29484,Peter Uihlein,79.27,436,550
39,0,29970,Dylan Frittelli,79.24,561,708
40,0,29926,Danny Lee,79.22,511,645
41,0,28775,Nate Lashley,79.19,491,620
42,0,37189,Harold Varner III,79.15,543,686
43,0,28679,Fabián Gómez,79.02,467,591
43,0,40115,Adam Svensson,79.02,482,610
45,0,01810,Phil Mickelson,78.87,336,426
46,0,30925,Dustin Johnson,78.86,429,544
46,0,47347,Adam Schenk,78.86,675,856
48,0,06522,Ernie Els,78.82,320,406
49,0,25804,Bubba Watson,78.81,372,472
50,0,29725,Tony Finau,78.77,527,669
51,0,32102,Rickie Fowler,78.76,508,645
52,0,26851,Marc Leishman,78.70,473,601
53,0,33141,Keegan Bradley,78.64,600,763
54,0,25364,Paul Casey,78.59,558,710
55,0,34360,Patrick Reed,78.54,582,741
56,0,33419,Cameron Tringale,78.51,431,549
57,0,49303,Anders Albertson,78.44,422,538
58,0,30944,Jason Kokrak,78.43,618,788
59,0,27214,Kevin Streelman,78.41,603,769
60,0,28237,Rory McIlroy,78.34,463,591
61,0,27330,Josh Teater,78.32,466,595
62,0,25818,Scott Piercy,78.31,639,816
63,0,47504,Sam Burns,78.30,487,622
64,0,32200,Roberto Castro,78.29,530,677
65,0,32839,Hideki Matsuyama,78.28,591,755
66,0,12716,Charley Hoffman,78.17,444,568
67,0,25686,Jason Dufner,78.15,533,682
68,0,25632,Jimmy Walker,78.13,450,576
69,0,27064,Jhonattan Vegas,77.95,463,594
70,0,49766,Hank Lebioda,77.81,498,640
71,0,34021,Bud Cauley,77.79,564,725
72,0,33418,Shawn Stefani,77.74,510,656
73,0,36852,Jim Knous,77.70,317,408
74,0,29420,Billy Horschel,77.63,649,836
74,0,37454,Whee Kim,77.63,465,599
76,0,33122,Russell Knox,77.61,513,661
77,0,46501,Ollie Schniederjans,77.56,394,508
78,0,26329,Louis Oosthuizen,77.55,463,597
79,0,29223,Sam Saunders,77.53,452,583
80,0,37275,Sam Ryder,77.50,496,640
81,0,35532,Tom Hoge,77.48,602,777
82,0,33667,Carlos Ortiz,77.45,553,714
83,0,35461,Beau Hossler,77.41,531,686
84,0,51766,Wyndham Clark,77.40,517,668
85,0,45486,Joaquin Niemann,77.39,640,827
86,0,34256,Andrew Putnam,77.28,500,647
86,0,37340,Chase Wright,77.28,466,603
88,0,47856,Seth Reeves,77.20,413,535
89,0,33399,Adam Hadwin,77.19,599,776
90,0,29974,Branden Grace,77.16,419,543
91,0,25900,Lucas Glover,77.11,640,830
92,0,25572,Graeme McDowell,77.10,478,620
93,0,19803,Ryan Armour,77.09,730,947
93,0,29535,Brice Garnett,77.09,656,851
95,0,35617,Martin Trainer,77.08,333,432
96,0,33486,Roger Sloan,77.07,558,724
97,0,46523,Joey Garber,77.06,383,497
98,0,10809,Jim Furyk,77.02,543,705
98,0,47993,Denny McCarthy,77.02,573,744
100,0,22405,Justin Rose,77.01,402,522
101,0,23320,Ryan Palmer,76.96,431,560
102,0,49298,Kramer Hickok,76.85,571,743
103,0,27141,J.B. Holmes,76.83,431,561
103,0,27649,Brandt Snedeker,76.83,673,876
105,0,31646,Emiliano Grillo,76.75,571,744
106,0,45157,Cam Davis,76.67,447,583
106,0,34363,Tyrrell Hatton,76.67,391,510
106,0,34431,Robert Streb,76.67,470,613
109,0,34046,Jordan Spieth,76.66,450,587
110,0,34098,Russell Henley,76.63,518,676
111,0,49771,J.T. Poston,76.54,646,844
112,0,46435,Austin Cook,76.52,479,626
113,0,32640,Troy Merritt,76.49,436,570
113,0,24138,Ian Poulter,76.49,397,519
115,0,34264,Hudson Swafford,76.47,351,459
116,0,30191,Julián Etulain,76.41,379,496
117,0,35506,Mackenzie Hughes,76.38,469,614
118,0,45609,Tyler Duncan,76.33,616,807
119,0,29478,Kevin Kisner,76.32,635,832
120,0,26758,David Hearn,76.20,349,458
121,0,30911,Tommy Fleetwood,76.09,436,573
122,0,39977,Max Homa,76.01,488,642
123,0,27895,Jonas Blixt,75.92,517,681
124,0,23325,Vaughn Taylor,75.91,665,876
125,0,22371,Aaron Baddeley,75.90,337,444
126,0,27129,Luke List,75.85,355,468
127,0,29479,Scott Brown,75.83,568,749
128,0,34076,Joel Dahmen,75.82,696,918
129,0,27958,Ryan Blaum,75.80,542,715
129,0,28252,Seamus Power,75.80,429,566
131,0,24924,Bill Haas,75.76,447,590
132,0,35732,Wes Roach,75.73,440,581
133,0,29908,C.T. Pan,75.71,561,741
134,0,23353,J.J. Henry,75.69,358,473
135,0,35449,Adam Long,75.67,535,707
136,0,25396,Kevin Na,75.65,407,538
136,0,29221,Webb Simpson,75.65,553,731
138,0,47959,Bryson DeChambeau,75.53,497,658
138,0,32139,Danny Willett,75.53,395,523
140,0,47128,Richy Werenski,75.49,536,710
141,0,36799,Stephan Jaeger,75.42,445,590
142,0,35376,Roberto Díaz,75.41,463,614
143,0,47990,Kyle Jones,75.32,476,632
144,0,33410,Andrew Landry,75.24,559,743
145,0,27556,Ted Potter Jr.,75.20,473,629
146,0,34099,Harris English,75.19,588,782
147,0,26596,Ryan Moore,75.16,587,781
148,0,39327,Ben Silverman,75.04,484,645
149,0,34563,Chesson Hadley,75.00,462,616
150,0,37380,Curtis Luck,74.95,344,459
151,0,39971,Sungjae Im,74.68,805,1078
152,0,37455,Si Woo Kim,74.65,539,722
152,0,23621,Rory Sabbatini,74.65,648,868
154,0,27349,Alex Noren,74.62,391,524
155,0,45526,Abraham Ancer,74.57,645,865
156,0,34466,Peter Malnati,74.53,471,632
157,0,26476,Chez Reavie,74.51,725,973
158,0,24361,Pat Perez,74.38,421,566
159,0,21731,Freddie Jacobson,74.25,320,431
160,0,35891,Cameron Smith,74.15,456,615
161,0,31557,Jim Herman,74.04,348,470
162,0,26499,Rafa Cabrera Bello,73.98,452,611
163,0,21209,Sergio Garcia,73.89,266,360
164,0,27644,Brian Harman,73.82,626,848
165,0,32816,Satoshi Kodaira,73.76,447,606
166,0,40098,Matt Fitzpatrick,73.67,347,471
167,0,32757,Patton Kizzire,73.45,462,629
168,0,32058,José de Jesús Rodríguez,73.31,401,547
169,0,25198,Francesco Molinari,73.27,370,505
170,0,20572,Rod Pampling,73.19,333,455
171,0,32150,Michael Thompson,73.14,501,685
172,0,28259,Sangmoon Bae,73.00,338,463
173,0,36699,Patrick Rodgers,72.97,297,407
173,0,30786,Brady Schnell,72.97,351,481
175,0,31560,Brian Stuard,72.96,680,932
176,0,24925,Jonathan Byrd,72.93,291,399
177,0,39954,Cody Gribble,72.87,360,494
178,0,39975,Michael Kim,72.60,318,438
179,0,21528,Henrik Stenson,72.51,364,502
180,0,24024,Zach Johnson,72.39,430,594
181,0,35879,Kelly Kraft,71.98,501,696
182,0,40026,Daniel Berger,71.57,433,605
183,0,19846,Brian Gay,71.41,622,871
184,0,31420,Anirban Lahiri,71.11,411,578
185,0,30978,Kiradech Aphibarnrat,71.04,390,549
186,0,27963,Chris Stroud,70.97,357,503
187,0,34261,Scott Langley,70.13,500,713
188,0,20472,Alex Cejka,69.59,325,467
