RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
143,5,29518,Brendan Steele,3.39,39,1152
146,6,34314,Sebastian Cappelen,3.46,33,954
146,6,29970,Dylan Frittelli,3.46,51,1476
146,6,30110,Kyle Stanley,3.46,33,954
149,6,30944,Jason Kokrak,3.49,39,1116
150,6,27129,Luke List,3.54,44,1242
151,7,25900,Lucas Glover,3.57,43,1206
152,7,31646,Emiliano Grillo,3.59,42,1170
152,7,27554,Scott Harrington,3.59,44,1224
154,7,47347,Adam Schenk,3.60,48,1332
155,7,30911,Tommy Fleetwood,3.61,26,720
156,7,46550,Brandon Hagy,3.62,30,828
156,7,29926,Danny Lee,3.62,45,1242
158,7,33948,Byeong Hun An,3.63,49,1350
158,7,49298,Kramer Hickok,3.63,32,882
160,7,27942,Rob Oppenheim,3.64,40,1098
161,7,56762,Will Gordon,3.65,21,576
161,7,27974,Sung Kang,3.65,48,1314
161,10,45486,Joaquin Niemann,3.65,50,1368
161,7,51894,Vince Whaley,3.65,25,684
165,6,32662,Michael Gligic,3.70,32,864
166,7,52375,Doug Ghim,3.75,27,720
166,7,23623,Bo Van Pelt,3.75,29,774
168,7,21209,Sergio Garcia,3.79,30,792
168,7,27556,Ted Potter Jr.,3.79,30,792
170,7,39546,Keith Mitchell,3.82,44,1152
171,7,33449,Zack Sucher,3.86,25,648
172,7,52372,Cameron Champ,3.89,49,1260
172,8,31557,Jim Herman,3.89,42,1080
174,7,33404,Chris Baker,3.97,35,882
175,7,40042,Tyler McCumber,3.98,38,954
176,7,28420,Ryan Brehm,4.00,36,900
177,7,49766,Hank Lebioda,4.04,40,990
178,7,27330,Josh Teater,4.07,30,738
179,7,34255,Joseph Bramlett,4.09,39,954
180,7,34563,Chesson Hadley,4.12,43,1044
181,7,31420,Anirban Lahiri,4.13,26,630
182,7,34213,Grayson Murray,4.17,27,648
183,7,48045,Michael Gellerman,4.23,32,756
184,7,25686,Jason Dufner,4.30,48,1116
185,7,35732,Wes Roach,4.31,31,720
186,7,27936,Martin Laird,4.42,31,702
186,7,33204,Shane Lowry,4.42,35,792
188,7,35617,Martin Trainer,4.47,37,828
189,7,21407,Arjun Atwal,4.48,25,558
190,7,24924,Bill Haas,4.55,36,792
191,8,45157,Cam Davis,4.79,50,1044
192,8,28307,Matt Every,4.94,40,810
193,8,49964,Aaron Wise,5.19,42,810
