RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS INSIDE 5',TOTAL 3 PUTTS
1,0,36689,Brooks Koepka,3,22
2,0,39997,Corey Conners,2,37
2,0,28089,Jason Day,2,14
2,0,24924,Bill Haas,2,32
2,0,33410,Andrew Landry,2,31
2,0,33413,Ben Martin,2,12
2,0,48822,Sebastián Muñoz,2,39
2,0,24361,Pat Perez,2,20
2,0,34431,Robert Streb,2,15
10,0,33404,Chris Baker,1,23
10,0,40026,Daniel Berger,1,28
10,0,29268,Bronson Burgoon,1,20
10,0,34314,Sebastian Cappelen,1,22
10,0,28307,Matt Every,1,36
10,0,29725,Tony Finau,1,23
10,0,29970,Dylan Frittelli,1,41
10,0,32618,Rhein Gibson,1,19
10,0,28679,Fabián Gómez,1,18
10,0,46550,Brandon Hagy,1,23
10,0,33597,Harry Higgs,1,30
10,0,12716,Charley Hoffman,1,24
10,0,39977,Max Homa,1,20
10,0,27936,Martin Laird,1,23
10,0,27129,Luke List,1,36
10,0,40042,Tyler McCumber,1,31
10,0,39546,Keith Mitchell,1,29
10,0,50525,Collin Morikawa,1,42
10,0,34213,Grayson Murray,1,24
10,0,33667,Carlos Ortiz,1,30
10,0,23320,Ryan Palmer,1,32
10,0,28252,Seamus Power,1,13
10,0,26476,Chez Reavie,1,22
10,0,53165,Doc Redman,1,35
10,0,36699,Patrick Rodgers,1,23
10,0,22405,Justin Rose,1,19
10,0,23621,Rory Sabbatini,1,27
10,0,39953,Chase Seiffert,1,19
10,0,29221,Webb Simpson,1,16
10,0,33486,Roger Sloan,1,18
10,0,34046,Jordan Spieth,1,25
10,0,27330,Josh Teater,1,22
10,0,33419,Cameron Tringale,1,29
10,0,31323,Gary Woodland,1,20
