RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
1,0,25364,Paul Casey,.43,1,234
2,0,27649,Brandt Snedeker,.51,1,198
3,0,39971,Sungjae Im,.53,2,378
4,-1,19846,Brian Gay,.56,1,180
5,0,29268,Bronson Burgoon,.62,1,162
5,0,32757,Patton Kizzire,.62,1,162
7,0,45526,Abraham Ancer,.65,2,306
8,-1,30110,Kyle Stanley,.69,1,144
9,0,36689,Brooks Koepka,.79,1,126
10,0,52375,Doug Ghim,.93,1,108
10,0,56762,Will Gordon,.93,1,108
10,0,27349,Alex Noren,.93,2,216
13,1,26476,Chez Reavie,.98,3,306
14,1,47504,Sam Burns,1.01,2,198
14,1,29535,Brice Garnett,1.01,2,198
16,1,29478,Kevin Kisner,1.04,3,288
17,1,32254,Xinjun Zhang,1.19,3,252
18,1,34466,Peter Malnati,1.23,2,162
19,3,46717,Viktor Hovland,1.31,4,306
19,2,47993,Denny McCarthy,1.31,4,306
21,1,32366,Kevin Chappell,1.39,2,144
21,8,29725,Tony Finau,1.39,4,288
21,1,40098,Matt Fitzpatrick,1.39,3,216
21,8,48822,Sebastián Muñoz,1.39,4,288
21,1,24361,Pat Perez,1.39,3,216
21,1,36699,Patrick Rodgers,1.39,5,360
21,1,23325,Vaughn Taylor,1.39,3,216
21,1,35658,Kris Ventura,1.39,2,144
29,0,21961,Charles Howell III,1.48,4,270
30,2,29479,Scott Brown,1.52,3,198
30,2,35450,Patrick Cantlay,1.52,3,198
30,2,12716,Charley Hoffman,1.52,3,198
30,11,30925,Dustin Johnson,1.52,3,198
34,1,32448,James Hahn,1.59,2,126
34,1,39977,Max Homa,1.59,4,252
34,10,35506,Mackenzie Hughes,1.59,4,252
34,1,25818,Scott Piercy,1.59,4,252
34,10,46970,Jon Rahm,1.59,4,252
34,1,33486,Roger Sloan,1.59,2,126
40,1,34255,Joseph Bramlett,1.67,3,180
40,1,28089,Jason Day,1.67,3,180
40,-21,34363,Tyrrell Hatton,1.67,3,180
43,1,33490,Bo Hoag,1.71,4,234
43,1,35461,Beau Hossler,1.71,4,234
43,7,26851,Marc Leishman,1.71,4,234
46,2,33399,Adam Hadwin,1.74,5,288
46,2,49771,J.T. Poston,1.74,5,288
48,2,50525,Collin Morikawa,1.75,6,342
49,-14,40026,Daniel Berger,1.85,5,270
49,1,34076,Joel Dahmen,1.85,6,324
49,1,46402,Talor Gooch,1.85,6,324
49,7,29420,Billy Horschel,1.85,6,324
49,11,29221,Webb Simpson,1.85,4,216
49,1,32150,Michael Thompson,1.85,4,216
55,1,27644,Brian Harman,1.96,6,306
56,8,47959,Bryson DeChambeau,1.98,5,252
56,2,34046,Jordan Spieth,1.98,5,252
56,2,33419,Cameron Tringale,1.98,5,252
59,1,24138,Ian Poulter,2.02,4,198
60,2,49298,Kramer Hickok,2.08,3,144
60,2,23788,D.J. Trahan,2.08,3,144
62,2,35532,Tom Hoge,2.14,5,234
62,2,32640,Troy Merritt,2.14,5,234
62,2,25804,Bubba Watson,2.14,5,234
65,8,34099,Harris English,2.16,7,324
66,2,28679,Fabián Gómez,2.22,4,180
66,2,36801,Mark Hubbard,2.22,8,360
66,2,35230,Nelson Ledesma,2.22,2,90
66,2,34213,Grayson Murray,2.22,2,90
66,2,49960,Sepp Straka,2.22,4,180
71,2,45609,Tyler Duncan,2.29,7,306
72,3,20229,Stewart Cink,2.31,5,216
72,3,30944,Jason Kokrak,2.31,5,216
72,3,23108,Matt Kuchar,2.31,5,216
75,3,40009,Dominic Bozzelli,2.38,3,126
75,3,10809,Jim Furyk,2.38,3,126
75,3,33667,Carlos Ortiz,2.38,6,252
75,3,27214,Kevin Streelman,2.38,6,252
75,3,33449,Zack Sucher,2.38,3,126
75,3,27330,Josh Teater,2.38,3,126
75,3,32139,Danny Willett,2.38,3,126
82,3,56278,Matthew Wolff,2.43,7,288
83,4,28420,Ryan Brehm,2.47,4,162
83,14,30927,Brendon Todd,2.47,8,324
83,4,27064,Jhonattan Vegas,2.47,4,162
83,4,48887,Matt Wallace,2.47,4,162
87,3,26499,Rafa Cabrera Bello,2.53,5,198
87,3,34563,Chesson Hadley,2.53,5,198
87,3,33410,Andrew Landry,2.53,5,198
87,3,26329,Louis Oosthuizen,2.53,5,198
87,3,39324,J.J. Spaun,2.53,5,198
92,3,34098,Russell Henley,2.56,6,234
92,3,46441,Robby Shelton,2.56,6,234
94,4,25396,Kevin Na,2.59,7,270
95,-10,34360,Patrick Reed,2.61,8,306
96,2,19803,Ryan Armour,2.78,5,180
96,2,22371,Aaron Baddeley,2.78,4,144
96,2,48045,Michael Gellerman,2.78,4,144
96,2,29974,Branden Grace,2.78,3,108
96,2,26300,Matt Jones,2.78,8,288
96,2,46442,Maverick McNealy,2.78,8,288
96,2,30163,Henrik Norlander,2.78,7,252
96,2,22056,Cameron Percy,2.78,4,144
96,2,28252,Seamus Power,2.78,3,108
96,2,22405,Justin Rose,2.78,3,108
96,22,46046,Scottie Scheffler,2.78,9,324
96,2,47347,Adam Schenk,2.78,7,252
96,2,39953,Chase Seiffert,2.78,5,180
96,2,34431,Robert Streb,2.78,4,144
96,2,48119,Ben Taylor,2.78,3,108
96,2,25493,Nick Taylor,2.78,6,216
96,2,51894,Vince Whaley,2.78,3,108
96,2,25349,Tim Wilkinson,2.78,4,144
96,2,31323,Gary Woodland,2.78,7,252
115,3,31560,Brian Stuard,2.94,9,306
116,14,45486,Joaquin Niemann,2.96,8,270
117,3,27129,Luke List,2.99,7,234
117,3,23621,Rory Sabbatini,2.99,7,234
117,18,35891,Cameron Smith,2.99,7,234
120,2,32618,Rhein Gibson,3.03,6,198
120,2,31646,Emiliano Grillo,3.03,6,198
120,2,39546,Keith Mitchell,3.03,6,198
123,11,35310,Lanto Griffin,3.06,11,360
124,1,33404,Chris Baker,3.09,5,162
124,1,31557,Jim Herman,3.09,5,162
124,1,25572,Graeme McDowell,3.09,5,162
124,1,24502,Adam Scott,3.09,5,162
128,1,37189,Harold Varner III,3.13,9,288
129,1,33141,Keegan Bradley,3.17,8,252
129,1,32662,Michael Gligic,3.17,4,126
129,1,27095,Nick Watney,3.17,4,126
132,4,33597,Harry Higgs,3.27,10,306
132,12,32839,Hideki Matsuyama,3.27,10,306
132,12,48081,Xander Schauffele,3.27,10,306
135,2,51766,Wyndham Clark,3.33,6,180
135,2,27974,Sung Kang,3.33,9,270
135,2,37455,Si Woo Kim,3.33,9,270
135,-37,28237,Rory McIlroy,3.33,9,270
135,2,30692,Scott Stallings,3.33,9,270
140,2,27554,Scott Harrington,3.42,8,234
140,2,47128,Richy Werenski,3.42,8,234
142,2,32102,Rickie Fowler,3.47,5,144
142,2,26758,David Hearn,3.47,5,144
142,2,27963,Chris Stroud,3.47,5,144
142,2,25632,Jimmy Walker,3.47,5,144
146,4,40058,Zac Blair,3.54,7,198
146,4,33122,Russell Knox,3.54,7,198
146,4,27942,Rob Oppenheim,3.54,7,198
