RANK,MOVEMENT,PLAYER_ID,PLAYER,PUTTS MADE
1,0,24781,Hunter Mahan,2.2
2,0,07867,Woody Austin,2.1
3,0,24357,K.J. Choi,1.9
3,0,28158,Steve Marino,1.9
3,0,01928,Corey Pavin,1.9
3,0,24361,Pat Perez,1.9
7,0,12510,Chad Campbell,1.8
7,0,23541,Ben Crane,1.8
7,0,01313,Steve Elkington,1.8
7,0,12782,Tim Herron,1.8
7,0,22548,Patrick Sheehan,1.8
7,0,06527,Steve Stricker,1.8
7,0,27770,Camilo Villegas,1.8
7,0,21878,Mark Wilson,1.8
15,0,20098,Stuart Appleby,1.7
15,0,20229,Stewart Cink,1.7
15,0,21209,Sergio Garcia,1.7
15,0,24449,Parker McLachlin,1.7
15,0,25190,Jeff Quinney,1.7
20,0,10885,Robert Allenby,1.6
20,0,01142,Bart Bryant,1.6
20,0,24925,Jonathan Byrd,1.6
20,0,22621,Ben Curtis,1.6
20,0,24024,Zach Johnson,1.6
20,0,26300,Matt Jones,1.6
20,0,01707,Steve Lowery,1.6
20,0,10585,Scott McCarron,1.6
20,0,22348,Nick O'Hern,1.6
20,0,01948,Tim Petrovic,1.6
20,0,23621,Rory Sabbatini,1.6
20,0,06595,Kevin Sutherland,1.6
32,0,25364,Paul Casey,1.5
32,0,20850,Daniel Chopra,1.5
32,0,23135,Tim Clark,1.5
32,0,08931,Glen Day,1.5
32,0,20104,Ken Duke,1.5
32,0,27561,Nick Flanagan,1.5
32,0,10809,Jim Furyk,1.5
32,0,20157,Retief Goosen,1.5
32,0,23718,Nathan Green,1.5
32,0,01473,Todd Hamilton,1.5
32,0,06575,Dudley Hart,1.5
32,0,23108,Matt Kuchar,1.5
32,0,01810,Phil Mickelson,1.5
32,0,21949,Joe Ogilvie,1.5
32,0,28475,Jeff Overton,1.5
32,0,12660,Jesper Parnevik,1.5
32,0,01945,Kenny Perry,1.5
32,0,25562,Andres Romero,1.5
32,0,26668,Marc Turnesa,1.5
32,0,02223,Bob Tway,1.5
32,0,26951,Johnson Wagner,1.5
32,0,20160,Charlie Wi,1.5
54,0,01035,Tommy Armour III,1.4
54,0,22371,Aaron Baddeley,1.4
54,0,20498,Briny Baird,1.4
54,0,10505,Shane Bertsch,1.4
54,0,26500,Alejandro Cañizares,1.4
