RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE EARLY RDS.
47,0,27644,Brian Harman,68.90,1378,20
48,0,59866,Nick Dunlap,68.92,896,13
48,0,24502,Adam Scott,68.92,827,12
50,0,58168,Davis Thompson,68.94,1241,18
51,0,33653,Thomas Detry,69.00,690,10
51,0,57975,Harry Hall,69.00,1725,25
51,0,47993,Denny McCarthy,69.00,759,11
51,0,34256,Andrew Putnam,69.00,552,8
51,0,52513,Carson Young,69.00,1173,17
56,0,54421,Garrick Higgo,69.06,1174,17
56,0,51890,Greyson Sigg,69.06,1174,17
58,0,30911,Tommy Fleetwood,69.13,553,8
59,0,59836,Pierceson Coody,69.14,968,14
60,0,47983,Chad Ramey,69.17,415,6
61,0,33141,Keegan Bradley,69.18,761,11
62,0,39327,Ben Silverman,69.20,692,10
62,0,39324,J.J. Spaun,69.20,346,5
64,0,55893,Sam Stevens,69.21,1315,19
65,0,28775,Nate Lashley,69.25,1385,20
65,0,27064,Jhonattan Vegas,69.25,1108,16
67,0,35506,Mackenzie Hughes,69.27,1039,15
67,0,40250,Taylor Pendrith,69.27,1039,15
69,0,33968,ThorbjÃ¸rn Olesen,69.29,485,7
70,0,34046,Jordan Spieth,69.31,901,13
71,0,54576,Patrick Fishburn,69.33,1040,15
71,0,47988,Nick Hardy,69.33,416,6
71,0,36799,Stephan Jaeger,69.33,832,12
71,0,27349,Alex Noren,69.33,624,9
75,0,29420,Billy Horschel,69.35,1179,17
76,0,52453,Nicolai HÃ¸jgaard,69.36,763,11
77,0,47347,Adam Schenk,69.38,902,13
77,0,48867,Matti Schmid,69.38,902,13
79,0,29908,C.T. Pan,69.40,694,10
80,0,59143,Mac Meissner,69.41,1180,17
81,0,33204,Shane Lowry,69.42,833,12
82,0,40115,Adam Svensson,69.44,1111,16
83,0,32102,Rickie Fowler,69.47,1042,15
83,0,46414,Aaron Rai,69.47,1042,15
85,0,46442,Maverick McNealy,69.48,1598,23
86,0,32757,Patton Kizzire,69.50,1112,16
87,0,34099,Harris English,69.53,1182,17
88,0,40162,Justin Lower,69.56,1252,18
89,0,50497,Adrien Dumont de Chassart,69.57,974,14
89,0,51287,Ryo Hisatsune,69.57,1600,23
89,0,51696,Rico Hoey,69.57,974,14
92,0,60067,Joe Highsmith,69.60,1044,15
93,0,47420,Jake Knapp,69.64,975,14
93,0,51997,Andrew Novak,69.64,975,14
95,0,37378,Min Woo Lee,69.67,1254,18
96,0,25900,Lucas Glover,69.68,1324,19
97,0,56630,Akshay Bhatia,69.71,976,14
97,0,57362,Austin Eckroat,69.71,976,14
99,0,34563,Chesson Hadley,69.73,767,11
99,0,12716,Charley Hoffman,69.73,1046,15
99,0,49947,Taylor Moore,69.73,767,11
102,0,50095,Austin Smotherman,69.75,558,8
103,0,40006,Erik van Rooyen,69.76,1186,17
103,0,54783,Dylan Wu,69.76,1465,21
105,0,32367,Jorge Campillo,69.77,907,13
106,0,32791,K.H. Lee,69.79,977,14
107,0,40026,Daniel Berger,69.81,1117,16
107,0,50493,Justin Suh,69.81,1466,21
109,0,45242,Kevin Yu,69.82,768,11
110,0,50484,Hayden Springer,69.85,908,13
111,0,29936,Ryan Fox,69.87,1048,15
112,0,33948,Byeong Hun An,69.88,559,8
113,0,28252,Seamus Power,69.89,629,9
114,0,47591,Eric Cole,69.91,1538,22
115,0,48319,Tom Whitney,69.94,1119,16
116,0,32070,Rafael Campos,70.00,1120,16
116,0,59095,Chris Gotterup,70.00,1260,18
116,0,50188,S.H. Kim,70.00,1750,25
116,0,25493,Nick Taylor,70.00,1330,19
116,0,30927,Brendon Todd,70.00,910,13
121,0,36884,Ben Kohles,70.05,1331,19
122,0,26596,Ryan Moore,70.06,1121,16
123,0,30163,Henrik Norlander,70.07,981,14
124,0,27129,Luke List,70.09,771,11
125,0,40098,Matt Fitzpatrick,70.10,701,10
126,0,32640,Troy Merritt,70.12,1192,17
127,0,34466,Peter Malnati,70.13,1052,15
128,0,52514,Trace Crowe,70.14,982,14
129,0,46717,Viktor Hovland,70.17,421,6
130,0,37275,Sam Ryder,70.19,1123,16
131,0,31323,Gary Woodland,70.27,1054,15
132,0,27139,David Skinns,70.29,1195,17
133,0,48153,Matthieu Pavon,70.38,563,8
134,0,24024,Zach Johnson,70.40,352,5
135,0,59442,Parker Coody,70.42,845,12
135,0,52374,Brandon Wu,70.42,845,12
137,0,39977,Max Homa,70.47,1057,15
138,0,55182,Tom Kim,70.50,1128,16
139,0,22405,Justin Rose,70.53,1058,15
139,0,55454,Carl Yuan,70.53,1058,15
141,0,36871,Matt NeSmith,70.54,917,13
141,0,48699,Callum Tarren,70.54,917,13
143,0,52215,Robert MacIntyre,70.55,776,11
143,0,47995,Davis Riley,70.55,776,11
143,0,27770,Camilo Villegas,70.55,776,11
146,0,29535,Brice Garnett,70.57,494,7
147,0,34076,Joel Dahmen,70.58,1341,19
148,0,27214,Kevin Streelman,70.59,1200,17
149,0,46441,Robby Shelton,70.61,1271,18
150,0,22371,Aaron Baddeley,70.67,1272,18
150,0,33486,Roger Sloan,70.67,636,9
152,0,47483,Will Zalatoris,70.71,990,14
153,0,37212,Paul Barjon,70.73,1061,15
154,0,56149,Wilson Furr,70.80,1062,15
154,0,26476,Chez Reavie,70.80,354,5
156,0,33408,Tyson Alexander,70.84,1346,19
157,0,45157,Cam Davis,70.86,992,14
157,0,36326,David Lipsky,70.86,992,14
159,0,49960,Sepp Straka,70.88,567,8
160,0,46340,Alex Smalley,70.90,1418,20
161,0,27330,Josh Teater,71.00,781,11
161,0,35617,Martin Trainer,71.00,497,7
161,0,52666,Sami Valimaki,71.00,852,12
164,0,52372,Cameron Champ,71.09,782,11
165,0,47663,Kevin Dougherty,71.11,1280,18
165,0,23108,Matt Kuchar,71.11,640,9
167,0,29221,Webb Simpson,71.17,427,6
168,0,55789,Taylor Montgomery,71.27,784,11
169,0,55708,Hayden Buckley,71.28,1283,18
170,0,46113,Ryan McCormick,71.33,1070,15
171,0,48119,Ben Taylor,71.35,1427,20
172,0,35310,Lanto Griffin,71.39,1285,18
173,0,34374,Erik Barnes,71.50,1144,16
173,0,32366,Kevin Chappell,71.50,1001,14
175,0,27649,Brandt Snedeker,71.60,716,10
176,0,45609,Tyler Duncan,71.92,863,12
177,0,51070,Vincent Norrman,72.50,145,2
178,0,23320,Ryan Palmer,72.60,726,10
179,0,47806,Raul Pereda,72.64,1017,14
180,0,38991,Alejandro Tosti,72.67,872,12
181,0,29478,Kevin Kisner,72.78,655,9
182,0,54628,Lee Hodges,73.00,365,5
183,0,60767,Blaine Hale Jr.,73.11,1389,19
184,0,28420,Ryan Brehm,73.50,294,4
