RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS,TOTAL DISTANCE (FEET)
1,0,01313,Steve Elkington,2' 1",804,1703.000
1,0,20157,Retief Goosen,2' 1",437,916.667
1,0,20127,Chris Riley,2' 1",407,856.417
1,0,02223,Bob Tway,2' 1",571,1190.417
1,0,02239,Scott Verplank,2' 1",695,1472.083
6,0,23778,Brad Adamonis,2' 2",863,1859.667
6,0,06197,Michael Allen,2' 2",862,1890.333
6,0,10505,Shane Bertsch,2' 2",958,2069.000
6,0,20848,Ángel Cabrera,2' 2",433,954.833
6,0,01226,Fred Couples,2' 2",555,1212.167
6,0,08931,Glen Day,2' 2",601,1284.250
6,0,06251,Chris DiMarco,2' 2",819,1787.667
6,0,20104,Ken Duke,2' 2",1098,2370.250
6,0,12823,Carlos Franco,2' 2",700,1491.250
6,0,10809,Jim Furyk,2' 2",823,1783.167
6,0,20105,Jeff Gove,2' 2",513,1110.750
6,0,24924,Bill Haas,2' 2",992,2172.250
6,0,23353,J.J. Henry,2' 2",1167,2566.333
6,0,21961,Charles Howell III,2' 2",980,2098.083
6,0,22378,Trevor Immelman,2' 2",618,1348.833
6,0,06573,Brandt Jobe,2' 2",544,1191.167
6,0,06090,Jim McGovern,2' 2",722,1549.333
6,0,22348,Nick O'Hern,2' 2",747,1635.750
6,0,22548,Patrick Sheehan,2' 2",1112,2451.917
6,0,06527,Steve Stricker,2' 2",596,1297.167
6,0,06595,Kevin Sutherland,2' 2",967,2097.083
27,0,20498,Briny Baird,2' 3",1088,2473.333
27,0,23614,Rich Beem,2' 3",878,1970.083
27,0,01139,Olin Browne,2' 3",816,1805.083
27,0,01142,Bart Bryant,2' 3",725,1635.083
27,0,12510,Chad Campbell,2' 3",932,2104.417
27,0,26500,Alejandro Cañizares,2' 3",435,994.083
27,0,24357,K.J. Choi,2' 3",619,1391.083
27,0,20850,Daniel Chopra,2' 3",686,1522.750
27,0,25720,Chad Collins,2' 3",643,1423.000
27,0,22621,Ben Curtis,2' 3",664,1492.583
27,0,06034,Marco Dawson,2' 3",571,1266.750
27,0,10875,Todd Demsey,2' 3",769,1755.667
27,0,01320,Bob Estes,2' 3",959,2188.833
27,0,21209,Sergio Garcia,2' 3",614,1357.667
27,0,19846,Brian Gay,2' 3",870,1990.667
27,0,01473,Todd Hamilton,2' 3",814,1802.667
27,0,20766,Padraig Harrington,2' 3",306,697.833
27,0,07547,Craig Kanada,2' 3",582,1313.917
27,0,06012,Greg Kraft,2' 3",505,1141.583
27,0,23108,Matt Kuchar,2' 3",747,1698.000
27,0,10860,Justin Leonard,2' 3",774,1758.833
27,0,26695,Michael Letzig,2' 3",787,1767.750
27,0,01706,Davis Love III,2' 3",704,1557.167
27,0,01928,Corey Pavin,2' 3",544,1215.583
27,0,23797,Brett Rumford,2' 3",652,1465.583
27,0,06567,Vijay Singh,2' 3",690,1550.667
27,0,22293,Heath Slocum,2' 3",984,2213.917
27,0,23325,Vaughn Taylor,2' 3",989,2189.833
27,0,23788,D.J. Trahan,2' 3",859,1961.333
27,0,27770,Camilo Villegas,2' 3",669,1481.250
57,0,10885,Robert Allenby,2' 4",994,2333.667
57,0,01024,Billy Andrade,2' 4",715,1687.583
57,0,20098,Stuart Appleby,2' 4",690,1626.333
57,0,22371,Aaron Baddeley,2' 4",595,1363.917
57,0,20472,Alex Cejka,2' 4",665,1549.417
57,0,20623,Gavin Coles,2' 4",476,1122.500
57,0,06621,Joe Durant,2' 4",951,2220.500
57,0,23125,Brad Elder,2' 4",592,1362.750
57,0,06522,Ernie Els,2' 4",380,885.750
57,0,07457,Steve Flesch,2' 4",872,2043.500
57,0,21805,Harrison Frazar,2' 4",717,1678.833
57,0,25900,Lucas Glover,2' 4",922,2168.250
57,0,20574,Mathew Goggin,2' 4",920,2148.833
57,0,08537,J.P. Hayes,2' 4",686,1610.667
57,0,12716,Charley Hoffman,2' 4",937,2215.000
57,0,21350,Ryuji Imada,2' 4",703,1661.500
57,0,01577,Lee Janzen,2' 4",809,1896.000
57,0,30925,Dustin Johnson,2' 4",905,2110.417
57,0,08075,Jerry Kelly,2' 4",807,1913.000
57,0,22806,Doug LaBelle II,2' 4",560,1296.167
57,0,11032,Frank Lickliter II,2' 4",1073,2498.833
57,0,24912,Will MacKenzie,2' 4",631,1481.083
57,0,27060,John Mallinger,2' 4",834,1977.333
57,0,01766,Billy Mayfair,2' 4",1076,2508.500
57,0,24449,Parker McLachlin,2' 4",831,1919.333
57,0,01797,Rocco Mediate,2' 4",762,1803.250
57,0,01810,Phil Mickelson,2' 4",604,1424.917
57,0,25396,Kevin Na,2' 4",935,2166.333
57,0,20443,Jin Park,2' 4",769,1796.333
57,0,25345,Carl Pettersson,2' 4",1009,2362.083
57,0,21959,Ted Purdy,2' 4",687,1604.583
57,0,26476,Chez Reavie,2' 4",987,2295.917
57,0,10649,Tom Scherrer,2' 4",484,1137.250
57,0,24502,Adam Scott,2' 4",379,881.167
57,0,12309,Bob Sowards,2' 4",576,1344.250
57,0,26679,Kevin Stadler,2' 4",812,1893.583
57,0,08845,Scott Sterling,2' 4",846,1966.167
57,0,27963,Chris Stroud,2' 4",771,1814.500
57,0,02206,David Toms,2' 4",608,1425.167
57,0,26668,Marc Turnesa,2' 4",781,1813.000
57,0,25632,Jimmy Walker,2' 4",676,1589.500
57,0,25804,Bubba Watson,2' 4",893,2087.250
57,0,10423,Mike Weir,2' 4",680,1563.167
57,0,25349,Tim Wilkinson,2' 4",856,1971.583
57,0,21878,Mark Wilson,2' 4",1121,2622.000
102,0,19803,Ryan Armour,2' 5",852,2031.667
102,0,23048,Eric Axley,2' 5",1007,2395.583
102,0,20229,Stewart Cink,2' 5",685,1634.917
102,0,12826,Paul Claxton,2' 5",570,1358.250
102,0,28089,Jason Day,2' 5",833,1982.083
102,0,26631,Cody Freeman,2' 5",611,1473.583
102,0,06643,Paul Goydos,2' 5",714,1737.417
102,0,06575,Dudley Hart,2' 5",697,1681.083
102,0,20433,Mark Hensby,2' 5",691,1655.417
102,0,12782,Tim Herron,2' 5",899,2182.083
102,0,01553,John Huston,2' 5",541,1295.667
102,0,21731,Freddie Jacobson,2' 5",663,1599.417
