RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (FEET),TOTAL PUTTS
1,0,20104,Ken Duke,50' 2",22.276,37
2,0,21350,Ryuji Imada,49' 3",11.816,20
3,0,01473,Todd Hamilton,48' 5",15.682,27
3,0,01948,Tim Petrovic,48' 5",28.463,49
5,0,27120,Troy Matteson,48' 4",34.196,59
6,0,06522,Ernie Els,47' 11",12.078,21
7,0,23157,Richard Johnson,47' 8",17.156,30
8,0,26420,Richard Johnson,47' 5",13.077,23
9,0,07749,Brett Quigley,46' 7",14.526,26
10,0,21633,Steve Allan,46' 6",17.288,31
10,0,22913,John Rollins,46' 6",26.800,48
12,0,20634,Peter Lonard,46' 5",23.936,43
13,0,23320,Ryan Palmer,46' 4",14.459,26
14,0,26668,Marc Turnesa,46' 0",16.552,30
15,0,10585,Scott McCarron,45' 11",19.828,36
16,0,01035,Tommy Armour III,45' 10",23.111,42
16,0,20850,Daniel Chopra,45' 10",7.694,14
18,0,24781,Hunter Mahan,45' 9",18.121,33
19,0,23718,Nathan Green,45' 8",20.264,37
19,0,12309,Bob Sowards,45' 8",14.787,27
19,0,02223,Bob Tway,45' 8",9.871,18
19,0,26951,Johnson Wagner,45' 8",21.922,40
23,0,23108,Matt Kuchar,45' 6",15.839,29
24,0,02002,John Riegger,45' 3",22.787,42
25,0,20498,Briny Baird,45' 2",30.326,56
25,0,06090,Jim McGovern,45' 2",18.440,34
27,0,08385,Omar Uresti,45' 1",21.632,40
27,0,21878,Mark Wilson,45' 1",24.877,46
29,0,12705,Cliff Kresge,45' 0",21.052,39
30,0,10425,Jay Williamson,44' 11",26.926,50
31,0,25804,Bubba Watson,44' 10",25.264,47
32,0,20382,Stephen Leaney,44' 9",11.822,22
32,0,01928,Corey Pavin,44' 9",10.739,20
32,0,25632,Jimmy Walker,44' 9",16.661,31
35,0,12782,Tim Herron,44' 8",21.974,41
35,0,21961,Charles Howell III,44' 8",20.914,39
35,0,24024,Zach Johnson,44' 8",16.623,31
38,0,25842,Jon Mills,44' 7",25.155,47
39,0,20378,Mathias Grönberg,44' 6",28.850,54
39,0,24449,Parker McLachlin,44' 6",18.148,34
41,0,23778,Brad Adamonis,44' 3",21.258,40
42,0,30925,Dustin Johnson,44' 2",15.905,30
42,0,27936,Martin Laird,44' 2",26.497,50
44,0,23353,J.J. Henry,44' 0",25.339,48
44,0,01766,Billy Mayfair,44' 0",27.473,52
44,0,23325,Vaughn Taylor,44' 0",24.800,47
47,0,10733,Kent Jones,43' 11",16.344,31
48,0,24357,K.J. Choi,43' 10",11.571,22
48,0,20645,John Senden,43' 10",22.626,43
50,0,10875,Todd Demsey,43' 9",18.359,35
50,0,01945,Kenny Perry,43' 9",26.752,51
52,0,24227,Justin Bolli,43' 8",25.130,48
52,0,06643,Paul Goydos,43' 8",15.711,30
52,0,27060,John Mallinger,43' 8",15.720,30
52,0,25349,Tim Wilkinson,43' 8",15.196,29
56,0,20848,Ángel Cabrera,43' 7",9.940,19
57,0,20443,Jin Park,43' 6",18.274,35
58,0,06004,Stephen Ames,43' 5",13.555,26
58,0,01226,Fred Couples,43' 5",12.511,24
60,0,23125,Brad Elder,43' 4",9.367,18
61,0,26695,Michael Letzig,43' 3",18.690,36
61,0,12680,Shigeki Maruyama,43' 3",9.334,18
63,0,06197,Michael Allen,43' 2",18.129,35
63,0,24924,Bill Haas,43' 2",19.695,38
63,0,10860,Justin Leonard,43' 2",10.880,21
66,0,01142,Bart Bryant,43' 1",18.103,35
66,0,22621,Ben Curtis,43' 1",9.302,18
66,0,28475,Jeff Overton,43' 1",25.346,49
66,0,08845,Scott Sterling,43' 1",19.113,37
70,0,20098,Stuart Appleby,43' 0",14.975,29
70,0,06595,Kevin Sutherland,43' 0",20.658,40
72,0,12602,Dean Wilson,42' 10",20.046,39
73,0,25190,Jeff Quinney,42' 9",14.365,28
74,0,19846,Brian Gay,42' 8",12.804,25
74,0,25900,Lucas Glover,42' 8",18.962,37
74,0,06012,Greg Kraft,42' 8",12.797,25
77,0,21731,Freddie Jacobson,42' 7",13.808,27
77,0,26300,Matt Jones,42' 7",24.030,47
79,0,27141,J.B. Holmes,42' 6",22.434,44
79,0,26596,Ryan Moore,42' 6",15.795,31
81,0,23409,James Driscoll,42' 5",14.261,28
81,0,09011,David Duval,42' 5",13.731,27
81,0,24663,Y.E. Yang,42' 5",22.907,45
84,0,23349,Charles Warren,42' 3",25.368,50
85,0,10885,Robert Allenby,42' 2",23.769,47
85,0,06573,Brandt Jobe,42' 2",12.639,25
87,0,22348,Nick O'Hern,42' 1",13.136,26
87,0,22582,Kyle Thompson,42' 1",14.153,28
89,0,21461,Kenneth Ferrie,42' 0",19.648,39
90,0,01677,Tom Lehman,41' 11",12.076,24
90,0,24490,George McNeill,41' 11",28.156,56
92,0,06251,Chris DiMarco,41' 10",18.567,37
92,0,01724,Jeff Maggert,41' 10",23.070,46
92,0,22548,Patrick Sheehan,41' 10",20.599,41
92,0,20160,Charlie Wi,41' 10",23.095,46
96,0,10809,Jim Furyk,41' 8",12.003,24
97,0,23135,Tim Clark,41' 6",17.438,35
97,0,25594,Travis Perkins,41' 6",12.954,26
99,0,23540,Jason Allred,41' 5",20.866,42
99,0,01577,Lee Janzen,41' 5",22.375,45
99,0,27933,John Merrick,41' 5",20.857,42
102,0,27963,Chris Stroud,41' 3",18.826,38
103,0,22371,Aaron Baddeley,41' 2",6.424,13
103,0,25364,Paul Casey,41' 2",13.332,27
103,0,25720,Chad Collins,41' 2",10.369,21
103,0,26476,Chez Reavie,41' 2",24.678,50
103,0,23497,Tag Ridings,41' 2",25.697,52
108,0,01320,Bob Estes,41' 1",20.218,41
108,0,22378,Trevor Immelman,41' 1",12.827,26
110,0,08931,Glen Day,41' 0",8.358,17
111,0,07867,Woody Austin,40' 11",24.081,49
111,0,21209,Sergio Garcia,40' 11",15.721,32
111,0,06575,Dudley Hart,40' 11",17.171,35
114,0,12716,Charley Hoffman,40' 10",23.039,47
115,0,01313,Steve Elkington,40' 9",13.699,28
115,0,30750,Tommy Gainey,40' 9",17.109,35
115,0,23797,Brett Rumford,40' 9",16.133,33
118,0,06034,Marco Dawson,40' 8",9.273,19
119,0,27095,Nick Watney,40' 7",22.382,46
119,0,19913,Ron Whittaker,40' 7",13.645,28
121,0,01706,Davis Love III,40' 6",20.404,42
122,0,27214,Kevin Streelman,40' 5",28.137,58
123,0,12652,Cameron Beckman,40' 4",20.794,43
123,0,24925,Jonathan Byrd,40' 4",19.844,41
123,0,27770,Camilo Villegas,40' 4",11.133,23
126,0,23048,Eric Axley,40' 3",20.292,42
126,0,12510,Chad Campbell,40' 3",22.224,46
126,0,26289,Boo Weekley,40' 3",23.648,49
129,0,22806,Doug LaBelle II,40' 1",11.070,23
130,0,20229,Stewart Cink,39' 11",13.889,29
130,0,23541,Ben Crane,39' 11",14.381,30
130,0,20766,Padraig Harrington,39' 11",7.659,16
130,0,27649,Brandt Snedeker,39' 11",17.730,37
134,0,22046,Geoff Ogilvy,39' 10",8.130,17
135,0,01139,Olin Browne,39' 9",18.116,38
135,0,28780,Nicholas Thompson,39' 9",36.264,76
137,0,21805,Harrison Frazar,39' 8",22.355,47
138,0,21753,Brian Davis,39' 7",28.038,59
139,0,26500,Alejandro Cañizares,39' 6",8.540,18
139,0,20157,Retief Goosen,39' 6",9.955,21
139,0,06567,Vijay Singh,39' 6",13.274,28
142,0,23614,Rich Beem,39' 5",18.930,40
143,0,02206,David Toms,39' 4",11.788,25
144,0,08075,Jerry Kelly,39' 3",11.294,24
145,0,10505,Shane Bertsch,39' 1",14.075,30
145,0,20574,Mathew Goggin,39' 1",17.371,37
145,0,22293,Heath Slocum,39' 1",20.187,43
145,0,06527,Steve Stricker,39' 1",11.257,24
149,0,27561,Nick Flanagan,39' 0",26.703,57
149,0,12660,Jesper Parnevik,39' 0",20.142,43
151,0,12823,Carlos Franco,38' 9",15.826,34
152,0,28089,Jason Day,38' 8",16.237,35
152,0,23621,Rory Sabbatini,38' 8",19.022,41
152,0,10649,Tom Scherrer,38' 8",10.678,23
155,0,20623,Gavin Coles,38' 6",9.247,20
155,0,25345,Carl Pettersson,38' 6",17.082,37
157,0,20127,Chris Riley,38' 5",6.450,14
158,0,24138,Ian Poulter,38' 4",5.516,12
158,0,21959,Ted Purdy,38' 4",15.627,34
158,0,23623,Bo Van Pelt,38' 4",24.855,54
161,0,07457,Steve Flesch,38' 3",19.723,43
162,0,24502,Adam Scott,38' 2",10.533,23
163,0,01024,Billy Andrade,38' 1",18.281,40
163,0,19803,Ryan Armour,38' 1",16.896,37
163,0,26679,Kevin Stadler,38' 1",18.286,40
166,0,01707,Steve Lowery,38' 0",18.711,41
166,0,24361,Pat Perez,38' 0",21.423,47
168,0,08537,J.P. Hayes,37' 11",12.298,27
169,0,20663,Brenden Pappas,37' 8",11.754,26
170,0,24358,Robert Garrigus,37' 7",25.256,56
171,0,06621,Joe Durant,37' 6",31.082,69
172,0,20472,Alex Cejka,37' 5",13.916,31
172,0,01941,Tom Pernice Jr.,37' 5",23.372,52
174,0,20433,Mark Hensby,37' 1",16.019,36
174,0,25396,Kevin Na,37' 1",18.243,41
176,0,20105,Jeff Gove,37' 0",12.432,28
176,0,29718,Anthony Kim,37' 0",11.533,26
176,0,28158,Steve Marino,37' 0",24.854,56
179,0,07547,Craig Kanada,36' 10",7.511,17
179,0,23788,D.J. Trahan,36' 10",20.790,47
181,0,01161,Mark Calcavecchia,36' 9",14.102,32
182,0,27613,David Lutterus,36' 8",16.711,38
182,0,24912,Will MacKenzie,36' 8",12.316,28
184,0,22892,Jason Gore,36' 7",21.517,49
185,0,01553,John Huston,36' 5",10.041,23
186,0,20572,Rod Pampling,36' 4",15.246,35
187,0,12826,Paul Claxton,36' 0",8.204,19
187,0,21949,Joe Ogilvie,36' 0",17.286,40
187,0,02239,Scott Verplank,36' 0",12.964,30
190,0,11032,Frank Lickliter II,35' 10",21.953,51
191,0,01810,Phil Mickelson,35' 8",9.840,23
192,0,26631,Cody Freeman,35' 7",12.379,29
193,0,01797,Rocco Mediate,34' 11",14.236,34
194,0,24140,Sean O'Hair,34' 8",13.299,32
195,0,01388,Robert Gamez,34' 7",24.495,59
196,0,10423,Mike Weir,33' 1",7.949,20
197,0,25562,Andres Romero,32' 8",9.019,23
