RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE IN INCHES
1,0,23541,Ben Crane,56
2,0,01928,Corey Pavin,55
2,0,25190,Jeff Quinney,55
4,0,23157,Richard Johnson,54
4,0,23320,Ryan Palmer,54
4,0,12660,Jesper Parnevik,54
4,0,24361,Pat Perez,54
4,0,23621,Rory Sabbatini,54
4,0,26668,Marc Turnesa,54
10,0,07867,Woody Austin,53
10,0,12510,Chad Campbell,53
10,0,24357,K.J. Choi,53
10,0,20850,Daniel Chopra,53
10,0,20229,Stewart Cink,53
10,0,23718,Nathan Green,53
10,0,20378,Mathias Grönberg,53
10,0,06575,Dudley Hart,53
10,0,20433,Mark Hensby,53
10,0,26420,Richard Johnson,53
10,0,07547,Craig Kanada,53
10,0,01707,Steve Lowery,53
10,0,24781,Hunter Mahan,53
10,0,28158,Steve Marino,53
10,0,10585,Scott McCarron,53
10,0,01948,Tim Petrovic,53
10,0,25562,Andres Romero,53
10,0,02223,Bob Tway,53
10,0,21878,Mark Wilson,53
29,0,23048,Eric Axley,52
29,0,25720,Chad Collins,52
29,0,01313,Steve Elkington,52
29,0,21461,Kenneth Ferrie,52
29,0,27561,Nick Flanagan,52
29,0,21350,Ryuji Imada,52
29,0,06012,Greg Kraft,52
29,0,10860,Justin Leonard,52
29,0,28475,Jeff Overton,52
29,0,20663,Brenden Pappas,52
29,0,27770,Camilo Villegas,52
29,0,26951,Johnson Wagner,52
29,0,12602,Dean Wilson,52
42,0,21633,Steve Allan,51
42,0,19803,Ryan Armour,51
42,0,22371,Aaron Baddeley,51
42,0,24925,Jonathan Byrd,51
42,0,23135,Tim Clark,51
42,0,23409,James Driscoll,51
42,0,20104,Ken Duke,51
42,0,07457,Steve Flesch,51
42,0,30750,Tommy Gainey,51
42,0,22892,Jason Gore,51
42,0,01473,Todd Hamilton,51
42,0,08537,J.P. Hayes,51
42,0,12782,Tim Herron,51
42,0,21731,Freddie Jacobson,51
42,0,29718,Anthony Kim,51
42,0,23108,Matt Kuchar,51
42,0,22806,Doug LaBelle II,51
42,0,27060,John Mallinger,51
42,0,24449,Parker McLachlin,51
42,0,26596,Ryan Moore,51
42,0,25396,Kevin Na,51
42,0,21949,Joe Ogilvie,51
42,0,25345,Carl Pettersson,51
42,0,22548,Patrick Sheehan,51
42,0,06527,Steve Stricker,51
42,0,06595,Kevin Sutherland,51
68,0,06004,Stephen Ames,50
68,0,20098,Stuart Appleby,50
68,0,10505,Shane Bertsch,50
68,0,01161,Mark Calcavecchia,50
68,0,25364,Paul Casey,50
68,0,21753,Brian Davis,50
68,0,23125,Brad Elder,50
68,0,12823,Carlos Franco,50
68,0,26631,Cody Freeman,50
68,0,24358,Robert Garrigus,50
68,0,19846,Brian Gay,50
68,0,06643,Paul Goydos,50
68,0,27141,J.B. Holmes,50
68,0,01553,John Huston,50
68,0,10733,Kent Jones,50
68,0,26300,Matt Jones,50
68,0,08075,Jerry Kelly,50
68,0,12705,Cliff Kresge,50
68,0,27936,Martin Laird,50
68,0,20382,Stephen Leaney,50
68,0,20634,Peter Lonard,50
68,0,01724,Jeff Maggert,50
68,0,01810,Phil Mickelson,50
68,0,22046,Geoff Ogilvy,50
68,0,01941,Tom Pernice Jr.,50
68,0,01945,Kenny Perry,50
68,0,12309,Bob Sowards,50
68,0,23623,Bo Van Pelt,50
68,0,25632,Jimmy Walker,50
68,0,27095,Nick Watney,50
68,0,19913,Ron Whittaker,50
68,0,20160,Charlie Wi,50
100,0,10885,Robert Allenby,49
100,0,01024,Billy Andrade,49
100,0,01035,Tommy Armour III,49
100,0,12652,Cameron Beckman,49
100,0,26500,Alejandro Cañizares,49
100,0,20623,Gavin Coles,49
100,0,08931,Glen Day,49
100,0,28089,Jason Day,49
100,0,06251,Chris DiMarco,49
100,0,24924,Bill Haas,49
100,0,26695,Michael Letzig,49
100,0,11032,Frank Lickliter II,49
100,0,24490,George McNeill,49
100,0,24140,Sean O'Hair,49
100,0,22348,Nick O'Hern,49
100,0,24138,Ian Poulter,49
100,0,07749,Brett Quigley,49
100,0,26476,Chez Reavie,49
100,0,24502,Adam Scott,49
100,0,27649,Brandt Snedeker,49
100,0,27214,Kevin Streelman,49
100,0,23325,Vaughn Taylor,49
100,0,22582,Kyle Thompson,49
100,0,28780,Nicholas Thompson,49
100,0,02206,David Toms,49
100,0,26289,Boo Weekley,49
100,0,25349,Tim Wilkinson,49
127,0,06197,Michael Allen,48
127,0,23614,Rich Beem,48
127,0,01142,Bart Bryant,48
127,0,20472,Alex Cejka,48
127,0,22621,Ben Curtis,48
127,0,06034,Marco Dawson,48
127,0,09011,David Duval,48
127,0,01320,Bob Estes,48
127,0,10809,Jim Furyk,48
127,0,01388,Robert Gamez,48
127,0,21209,Sergio Garcia,48
127,0,25900,Lucas Glover,48
127,0,20574,Mathew Goggin,48
127,0,20157,Retief Goosen,48
127,0,01577,Lee Janzen,48
127,0,24024,Zach Johnson,48
127,0,01706,Davis Love III,48
127,0,12680,Shigeki Maruyama,48
127,0,01766,Billy Mayfair,48
127,0,25842,Jon Mills,48
127,0,20572,Rod Pampling,48
127,0,20443,Jin Park,48
127,0,23497,Tag Ridings,48
127,0,02002,John Riegger,48
127,0,20127,Chris Riley,48
127,0,22913,John Rollins,48
127,0,20645,John Senden,48
127,0,26679,Kevin Stadler,48
127,0,10423,Mike Weir,48
156,0,23540,Jason Allred,47
156,0,20498,Briny Baird,47
156,0,12826,Paul Claxton,47
156,0,01226,Fred Couples,47
156,0,10875,Todd Demsey,47
156,0,06621,Joe Durant,47
156,0,20766,Padraig Harrington,47
156,0,12716,Charley Hoffman,47
156,0,06573,Brandt Jobe,47
156,0,01677,Tom Lehman,47
156,0,24912,Will MacKenzie,47
156,0,27120,Troy Matteson,47
156,0,01797,Rocco Mediate,47
156,0,25594,Travis Perkins,47
156,0,10649,Tom Scherrer,47
156,0,27963,Chris Stroud,47
156,0,10425,Jay Williamson,47
156,0,24663,Y.E. Yang,47
174,0,24227,Justin Bolli,46
174,0,01139,Olin Browne,46
174,0,23353,J.J. Henry,46
174,0,21961,Charles Howell III,46
