RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
1,0,08793,Tiger Woods,2,1,1
2,0,09011,David Duval,11,2,9
3,0,01943,Chris Perry,15,11,4
4,0,06621,Joe Durant,20,18,2
4,0,01945,Kenny Perry,20,17,3
6,0,02170,Hal Sutton,25,10,15
7,0,06036,Scott Dunlap,33,14,19
7,0,07457,Steve Flesch,33,25,8
9,0,02206,David Toms,34,23,11
10,0,01161,Mark Calcavecchia,37,6,31
11,0,06567,Vijay Singh,40,34,6
11,0,02214,Kirk Triplett,40,24,16
13,0,01307,Joel Edwards,41,15,26
13,0,01938,David Peoples,41,27,14
15,0,20574,Mathew Goggin,43,22,21
16,0,01707,Steve Lowery,51,8,43
17,0,01418,Bill Glasson,52,16,36
18,0,02239,Scott Verplank,55,38,17
19,0,01677,Tom Lehman,56,46,10
20,0,01724,Jeff Maggert,59,19,40
21,0,20593,Greg Chalmers,61,27,34
21,0,01706,Davis Love III,61,33,28
23,0,02245,Grant Waite,63,31,32
24,0,01408,Kelly Gibson,66,46,20
25,0,01797,Rocco Mediate,67,13,54
26,0,06251,Chris DiMarco,68,45,23
26,0,06350,Bob May,68,55,13
26,0,20095,Carl Paulson,68,9,59
29,0,01810,Phil Mickelson,69,26,43
30,0,01968,Nick Price,73,27,46
31,0,10885,Robert Allenby,74,5,69
32,0,01313,Steve Elkington,78,44,34
33,0,01771,Blaine McCallister,79,54,25
34,0,01185,Brandel Chamblee,83,62,21
35,0,01219,John Cook,84,72,12
36,0,01381,Fred Funk,86,58,28
37,0,10809,Jim Furyk,87,42,45
38,0,06522,Ernie Els,90,7,83
39,0,06575,Dudley Hart,92,69,23
40,0,10860,Justin Leonard,94,42,52
41,0,02246,Duffy Waldorf,96,78,18
42,0,01975,Tom Purtzer,98,48,50
43,0,01139,Olin Browne,99,62,37
43,0,21805,Harrison Frazar,99,4,95
45,0,01920,Craig Parry,101,27,74
46,0,08545,Glen Hnatiuk,102,95,7
47,0,12645,Brent Geiberger,103,35,68
48,0,01388,Robert Gamez,110,68,42
49,0,01527,Scott Hoch,111,78,33
50,0,01577,Lee Janzen,112,40,72
51,0,01226,Fred Couples,114,109,5
52,0,01569,Peter Jacobsen,116,31,85
53,0,06004,Stephen Ames,118,69,49
53,0,20094,Jonathan Kaye,118,19,99
55,0,20445,Casey Martin,120,50,70
55,0,10425,Jay Williamson,120,12,108
57,0,23125,Brad Elder,125,38,87
58,0,01035,Tommy Armour III,128,35,93
58,0,24357,K.J. Choi,128,55,73
60,0,08375,Paul Stankowski,129,66,63
60,0,06581,David Sutherland,129,77,52
62,0,01157,Tom Byrum,130,59,71
62,0,01766,Billy Mayfair,130,74,56
64,0,01619,Skip Kendall,133,72,61
65,0,07867,Woody Austin,134,50,84
66,0,12782,Tim Herron,137,60,77
67,0,06515,Shaun Micheel,138,78,60
68,0,19824,Craig Barlow,140,60,80
69,0,10457,Frank Nobilo,144,65,79
70,0,23614,Rich Beem,146,50,96
70,0,11032,Frank Lickliter II,146,55,91
72,0,01685,J.L. Lewis,147,106,41
72,0,12660,Jesper Parnevik,147,53,94
74,0,10649,Tom Scherrer,148,100,48
74,0,10423,Mike Weir,148,109,39
76,0,08993,Franklin Langham,151,90,61
77,0,20229,Stewart Cink,152,125,27
78,0,12388,Michael Clark II,153,21,132
79,0,20043,Edward Fryatt,156,40,116
79,0,08075,Jerry Kelly,156,78,78
81,0,06573,Brandt Jobe,164,97,67
82,0,06595,Kevin Sutherland,166,128,38
83,0,12652,Cameron Beckman,168,92,76
84,0,20029,Notah Begay III,170,66,104
85,0,06044,Scott Gump,173,92,81
85,0,10962,Bradley Hughes,173,109,64
87,0,01553,John Huston,177,95,82
88,0,08931,Glen Day,179,90,89
88,0,21209,Sergio Garcia,179,3,176
88,0,01996,Mike Reid,179,125,54
91,0,01761,Len Mattiace,181,64,117
92,0,20098,Stuart Appleby,182,76,106
93,0,01723,Andrew Magee,183,85,98
94,0,06012,Greg Kraft,188,141,47
95,0,24356,Jason Buha,189,87,102
