RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
97,0,06315,Pete Jordan,191,182,9
100,0,20105,Jeff Gove,192,90,102
100,0,10649,Tom Scherrer,192,84,108
102,0,01142,Bart Bryant,194,176,18
102,0,01927,Dennis Paulson,194,15,179
102,0,02110,Jerry Smith,194,175,19
102,0,02279,Mark Wiebe,194,141,53
106,0,01014,Fulton Allem,195,168,27
106,0,01685,J.L. Lewis,195,34,161
106,0,01926,Steve Pate,195,127,68
109,0,01226,Fred Couples,196,13,183
109,0,01533,P.H. Horgan III,196,168,28
109,0,10962,Bradley Hughes,196,116,80
109,0,02010,Loren Roberts,196,192,4
109,0,02218,Ted Tryba,196,57,139
109,0,10423,Mike Weir,196,112,84
115,0,01042,Paul Azinger,198,50,148
115,0,10963,Jimmy Green,198,135,63
115,0,06062,Charles Raulerson,198,47,151
118,0,06617,Brian Henninger,199,116,83
119,0,10569,Mike Brisky,201,156,45
119,0,08547,John Maginnes,201,188,13
121,0,01191,Barry Cheesman,203,17,186
121,0,20127,Chris Riley,203,104,99
123,0,08243,Aaron Bengoechea,206,25,181
124,0,06140,Sean Murphy,208,123,85
125,0,20229,Stewart Cink,209,45,164
125,0,01996,Mike Reid,209,194,15
127,0,06643,Paul Goydos,212,179,33
128,0,06595,Kevin Sutherland,213,93,120
129,0,06078,Esteban Toledo,215,190,25
130,0,01063,Ben Bates,217,89,128
131,0,01376,Bob Friend,218,186,32
132,0,01320,Bob Estes,220,146,74
132,0,01374,Robin Freeman,220,73,147
132,0,06431,Jean Van de Velde,220,62,158
135,0,07363,Craig Bowden,223,187,36
135,0,22913,John Rollins,223,50,173
137,0,01098,Jay Don Blake,224,165,59
138,0,01132,Mark Brooks,226,177,49
138,0,21007,Gabriel Hjertstedt,226,119,107
140,0,01203,Russ Cochran,228,72,156
141,0,06012,Greg Kraft,229,154,75
141,0,01928,Corey Pavin,229,195,34
141,0,08385,Omar Uresti,229,157,72
144,0,02101,Joey Sindelar,230,97,133
145,0,02133,Craig Stadler,231,57,174
146,0,07749,Brett Quigley,232,57,175
147,0,19822,Bobby Cochran,234,65,169
148,0,10117,Bob Heintz,236,44,192
149,0,08537,J.P. Hayes,237,120,117
150,0,01261,Jay Delsing,239,85,154
150,0,21593,Keith Nolan,239,182,57
152,0,01905,Joe Ozaki,240,159,81
153,0,06088,Steve Gotsche,243,112,131
154,0,12753,David Morland IV,244,112,132
155,0,01457,Jay Haas,246,164,82
155,0,06527,Steve Stricker,246,55,191
157,0,01329,Brad Faxon,250,171,79
158,0,02257,Brian Watts,251,133,118
159,0,01941,Tom Pernice Jr.,254,130,124
160,0,01116,Michael Bradley,255,66,189
160,0,11653,Paul Curry,255,193,62
160,0,12823,Carlos Franco,255,68,187
160,0,01489,Steve Hart,255,188,67
160,0,06332,Neal Lancaster,255,112,143
165,0,10912,Craig Perks,257,102,155
166,0,01361,Dan Forsman,258,143,115
166,0,06090,Jim McGovern,258,123,135
168,0,02104,Jeff Sluman,264,167,97
169,0,20099,Doug Barron,269,147,122
170,0,01093,Ronnie Black,270,133,137
170,0,10213,Dicky Pride,270,161,109
170,0,06613,Tommy Tolles,270,75,195
173,0,22064,Craig Spence,273,97,176
174,0,23656,Jason Caron,275,105,170
174,0,11011,Mike Sposa,275,110,165
174,0,02223,Bob Tway,275,131,144
177,0,01024,Billy Andrade,277,105,172
178,0,01323,Brad Fabel,278,177,101
178,0,07101,Dave Stockton Jr.,278,157,121
180,0,01175,Jim Carter,282,163,119
181,0,10201,Matt Gogel,285,147,138
182,0,06014,Eric Booker,286,109,177
183,0,08045,Perry Moss,288,121,167
184,0,08535,Gary Nicklaus,305,142,163
185,0,12449,Ryan Howison,313,171,142
186,0,01331,Rick Fehr,314,129,185
186,0,01510,Nolan Henke,314,180,134
188,0,01378,David Frost,319,173,146
189,0,01282,Trevor Dodds,326,138,188
190,0,01040,Emlyn Aubrey,328,166,162
191,0,07753,Kevin Wentworth,330,137,193
192,0,01887,Mark O'Meara,336,152,184
193,0,02131,Mike Springer,337,155,182
194,0,01072,Chip Beck,362,191,171
195,0,01549,Mike Hulbert,375,181,194
