RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND- COURSE,HOLE
133,0,25345,Carl Pettersson,85,Deutsche Bank,1,14 - Par 4
134,0,01378,David Frost,81,Deutsche Bank,2,7 - Par 5 -
135,0,06527,Steve Stricker,79,Pennsylvania,2,1 - Par 4 -
137,0,25031,Andy Miller,78,Hartford Open,1,6 - Par 5 -
138,0,23135,Tim Clark,78,HP Classic,1,15 - Par 5
140,0,06078,Esteban Toledo,76,John Deere Clas,1,14 - Par 4
141,0,22548,Patrick Sheehan,74,Milwaukee Open,2,8 - Par 4 -
143,0,01418,Bill Glasson,71,Las Vegas Inv'l,3,9 - Par 5 -
144,0,01549,Mike Hulbert,64,Milwaukee Open,1,12 - Par 4
145,0,06475,Jeff Klein,61,Buick Open,4,7 - Par 5 -
149,0,01161,Mark Calcavecchia,53,Ford Champ,2,16 - Par 4
153,0,10705,Paul Dietsche,48,Nissan Open,2,15 - Par 4
154,0,19817,Michael Muehr,46,Wachovia Champ,2,15 - Par 5
159,0,20396,Lee Westwood,43,Bay Hill Invita,2,1 - Par 4 -
160,0,06567,Vijay Singh,43,FUNAI-Disney,1,3 - Par 3 -
162,0,12755,Vance Veazey,39,Capital Open,1,8 - Par 4 -
164,0,21731,Freddie Jacobson,38,FedEx St. Jude,2,7 - Par 4 -
165,0,02133,Craig Stadler,38,EDS B. Nelson,1,15 - Par 4
166,0,07457,Steve Flesch,38,Buick Invitatio,3,13 - Par 5
169,0,25450,Ty Tryon,36,Buick Classic,1,12 - Par 4
171,0,20121,Todd Fischer,36,Milwaukee Open,3,1 - Par 4 -
173,0,23614,Rich Beem,35,Nissan Open,2,17 - Par 5
175,0,10841,John Nelson,35,Honda Classic,2,12 - Par 4
178,0,20634,Peter Lonard,33,100th Western,3,13 - Par 4
179,0,12662,Thomas Levet,33,Tucson,3,10 - Par 5
180,0,07867,Woody Austin,33,Buick Classic,3,7 - Par 4 -
181,0,01706,Davis Love III,33,Bob Hope Chrysl,4,2 - Par 5 -
185,0,21805,Harrison Frazar,32,John Deere Clas,3,17 - Par 5
186,0,26420,Richard Johnson,32,Reno-Tahoe Open,4,9 - Par 5 -
188,0,01810,Phil Mickelson,32,FUNAI-Disney,4,1 - Par 4 -
190,0,20663,Brenden Pappas,32,B.C. Open,1,5 - Par 5 -
191,0,06004,Stephen Ames,32,FUNAI-Disney,3,9 - Par 4 -
194,0,10860,Justin Leonard,31,Colonial,4,1 - Par 5 -
195,0,02245,Grant Waite,31,Milwaukee Open,4,1 - Par 4 -
200,0,12753,David Morland IV,30,Bell Canadian,3,5 - Par 4 -
203,0,20127,Chris Riley,30,WGC-NEC Invit'l,4,16 - Par 5
204,0,06581,David Sutherland,30,BellSouth Class,4,13 - Par 4
205,0,26950,John Morgan,30,Ford Champ,2,8 - Par 5 -
206,0,01142,Bart Bryant,29,Reno-Tahoe Open,2,11 - Par 5
207,0,19881,Robert Damron,29,Buick Invitatio,2,4 - Par 4 -
209,0,07749,Brett Quigley,29,Honda Classic,4,17 - Par 5
210,0,02223,Bob Tway,29,Tucson,3,15 - Par 5
212,0,20573,Scott Laycock,29,Texas Open,4,9 - Par 4 -
214,0,02104,Jeff Sluman,29,FUNAI-Disney,2,7 - Par 4 -
217,0,01320,Bob Estes,29,Mercedes Champ,2,14 - Par 4
218,0,24138,Ian Poulter,29,WGC-Am Express,3,2 - Par 4 -
222,0,27389,Tyler Swanson,28,John Deere Clas,4,17 - Par 5
226,0,02106,Chris Smith,28,So. Farm Bureau,2,4 - Par 4 -
233,0,10565,Ian Leggatt,27,Texas Open,3,14 - Par 5
235,0,01666,Bernhard Langer,27,So. Farm Bureau,4,8 - Par 3 -
236,0,06522,Ernie Els,27,Mercedes Champ,3,14 - Par 4
239,0,01797,Rocco Mediate,27,Buick Open,2,16 - Par 5
240,0,20382,Stephen Leaney,27,Memorial Tourna,3,10 - Par 4
241,0,20645,John Senden,27,THE PLAYERS,2,7 - Par 4 -
243,0,07569,Mark Carnevale,27,Bell Canadian,1,14 - Par 4
245,0,06214,Guy Boros,26,Pennsylvania,2,16 - Par 5
252,0,08537,J.P. Hayes,26,Honda Classic,3,9 - Par 5 -
254,0,01724,Jeff Maggert,26,Bob Hope Chrysl,2,18 - Par 5
256,0,01457,Jay Haas,26,Nissan Open,3,1 - Par 5 -
258,0,07003,David Berganio Jr.,25,Tucson,2,7 - Par 3 -
259,0,10585,Scott McCarron,25,Las Vegas Inv'l,5,8 - Par 3 -
260,0,21806,Paul Gow,25,Greensboro,2,8 - Par 3 -
262,0,24356,Jason Buha,25,Tucson,2,6 - Par 4 -
267,0,12645,Brent Geiberger,25,HP Classic,4,5 - Par 4 -
273,0,23108,Matt Kuchar,25,THE PLAYERS,2,2 - Par 5 -
274,0,22405,Justin Rose,24,WGC-NEC Invit'l,3,15 - Par 3
277,0,01132,Mark Brooks,24,Nissan Open,2,9 - Par 4 -
282,0,02099,Scott Simpson,24,MCI Heritage,2,14 - Par 3
283,0,06617,Brian Henninger,24,Colonial,1,4 - Par 3 -
285,0,08339,Spike McRoy,24,Shell Houston,1,1 - Par 5 -
287,0,08123,Jeff Brehaut,24,Buick Open,1,7 - Par 5 -
290,0,12661,Todd Barranger,24,100th Western,1,13 - Par 4
295,0,12660,Jesper Parnevik,23,Buick Classic,3,3 - Par 4 -
297,0,12394,Tom Carter,23,Texas Open,2,15 - Par 4
298,0,10107,Deane Pappas,23,Las Vegas Inv'l,1,9 - Par 5 -
306,0,06076,Jim Schuman,23,Milwaukee Open,1,15 - Par 5
307,0,19825,Darren Clarke,23,WGC-Am Express,3,7 - Par 4 -
310,0,22371,Aaron Baddeley,23,Tucson,4,17 - Par 3
317,0,08793,Tiger Woods,23,Buick Open,2,1 - Par 5 -
326,0,22913,John Rollins,22,Phoenix Open,1,3 - Par 5 -
331,0,01823,Larry Mize,22,Honda Classic,2,14 - Par 3
333,0,21878,Mark Wilson,22,Hartford Open,2,4 - Par 4 -
337,0,19846,Brian Gay,22,Honda Classic,4,9 - Par 5 -
341,0,22293,Heath Slocum,21,Wachovia Champ,1,9 - Par 4 -
344,0,22378,Trevor Immelman,21,WGC-NEC Invit'l,3,9 - Par 4 -
345,0,20766,Padraig Harrington,21,THE PLAYERS,2,15 - Par 4
347,0,06016,Brad Lardon,21,EDS B. Nelson,1,10 - Par 4
350,0,01307,Joel Edwards,21,Wachovia Champ,2,4 - Par 4 -
356,0,02010,Loren Roberts,21,Chrysler-Tampa,2,16 - Par 4
367,0,20099,Doug Barron,20,BellSouth Class,3,13 - Par 4
371,0,22621,Ben Curtis,20,Buick Open,4,4 - Par 4 -
373,0,01042,Paul Azinger,20,Bob Hope Chrysl,3,11 - Par 5
375,0,01723,Andrew Magee,20,Las Vegas Inv'l,5,17 - Par 3
377,0,02322,Richard Zokol,20,Tucson,1,12 - Par 3
378,0,10885,Robert Allenby,20,EDS B. Nelson,2,13 - Par 3
381,0,24357,K.J. Choi,20,Chrysler-Tampa,3,5 - Par 5 -
395,0,01408,Kelly Gibson,19,Tucson,2,8 - Par 5 -
403,0,02230,Stan Utley,19,Hartford Open,3,11 - Par 3
406,0,06621,Joe Durant,19,Deutsche Bank,1,17 - Par 4
409,0,22892,Jason Gore,19,Bell Canadian,1,12 - Par 4
411,0,01887,Mark O'Meara,19,Bay Hill Invita,4,6 - Par 5 -
415,0,25617,Carl Worley Jr.,19,EDS B. Nelson,2,2 - Par 3 -
430,0,10909,Rett Crowder,19,So. Farm Bureau,2,10 - Par 4
433,0,26919,Greg Reynolds,19,Buick Open,1,11 - Par 3
435,0,21961,Charles Howell III,19,THE TOUR Champ,3,17 - Par 4
451,0,20940,Kenichi Kuboya,18,BellSouth Class,2,6 - Par 5 -
457,0,07363,Craig Bowden,18,Ford Champ,2,4 - Par 3 -
462,0,02292,Bob Wolcott,18,FedEx St. Jude,2,11 - Par 3
468,0,20029,Notah Begay III,18,Hartford Open,4,3 - Par 4 -
470,0,20548,Hidemichi Tanaka,18,EDS B. Nelson,4,11 - Par 4
482,0,20572,Rod Pampling,17,FedEx St. Jude,2,7 - Par 4 -
483,0,20474,Phillip Price,17,Deutsche Bank,3,4 - Par 4 -
485,0,06373,José María Olazábal,17,Phoenix Open,1,15 - Par 5
487,0,01619,Skip Kendall,17,MCI Heritage,4,12 - Par 4
488,0,01334,Keith Fergus,17,FedEx St. Jude,1,1 - Par 4 -
492,0,01920,Craig Parry,17,Nissan Open,1,1 - Par 5 -
495,0,26815,Gibby Martens,17,Buick Invitatio,2,3 - Par 3 -
504,0,23656,Jason Caron,17,Capital Open,2,1 - Par 4 -
506,0,01024,Billy Andrade,17,Honda Classic,4,12 - Par 4
509,0,02020,Eduardo Romero,17,WGC-Am Express,4,9 - Par 4 -
518,0,06350,Bob May,17,EDS B. Nelson,4,10 - Par 4
523,0,02257,Brian Watts,16,EDS B. Nelson,1,4 - Par 4 -
526,0,20574,Mathew Goggin,16,Pennsylvania,2,8 - Par 5 -
528,0,01510,Nolan Henke,16,B.C. Open,1,17 - Par 3
532,0,21007,Gabriel Hjertstedt,16,Tucson,4,7 - Par 3 -
536,0,21739,Aaron Barber,16,Bell Canadian,1,12 - Par 4
537,0,23125,Brad Elder,16,John Deere Clas,1,14 - Par 4
539,0,01527,Scott Hoch,16,Bay Hill Invita,4,15 - Par 4
540,0,20472,Alex Cejka,16,Colonial,2,14 - Par 4
553,0,08375,Paul Stankowski,16,John Deere Clas,2,9 - Par 4 -
554,0,12705,Cliff Kresge,16,Ford Champ,4,2 - Par 4 -
563,0,01219,John Cook,16,Las Vegas Inv'l,2,8 - Par 3 -
570,0,01569,Peter Jacobsen,16,WGC-NEC Invit'l,4,15 - Par 3
579,0,06064,Jeff Gallagher,15,Tucson,3,11 - Par 4
584,0,06332,Neal Lancaster,15,Hartford Open,1,2 - Par 4 -
587,0,19824,Craig Barlow,15,FedEx St. Jude,2,10 - Par 4
598,0,01475,Donnie Hammond,15,Buick Invitatio,4,10 - Par 4
603,0,21633,Steve Allan,15,WGC-NEC Invit'l,1,7 - Par 3 -
604,0,08535,Gary Nicklaus,15,Bay Hill Invita,1,1 - Par 4 -
606,0,01306,David Edwards,15,Texas Open,2,18 - Par 4
609,0,20593,Greg Chalmers,15,HP Classic,4,7 - Par 4 -
622,0,23497,Tag Ridings,15,Ford Champ,1,14 - Par 4
625,0,22046,Geoff Ogilvy,15,Buick Invitatio,4,7 - Par 4 -
627,0,01385,Jim Gallagher Jr.,15,Bell Canadian,2,13 - Par 3
634,0,06595,Kevin Sutherland,15,Memorial Tourna,1,3 - Par 4 -
636,0,01599,Steve Jones,14,THE PLAYERS,3,16 - Par 5
646,0,01707,Steve Lowery,14,Las Vegas Inv'l,2,8 - Par 3 -
649,0,19822,Bobby Cochran,14,FedEx St. Jude,1,1 - Par 4 -
652,0,24781,Hunter Mahan,14,Texas Open,3,3 - Par 3 -
653,0,01958,Dan Pohl,14,Colonial,1,12 - Par 4
658,0,20157,Retief Goosen,14,Buick Classic,3,7 - Par 4 -
660,0,01444,Ken Green,14,Honda Classic,1,12 - Par 4
671,0,07223,Brian Bateman,14,HP Classic,4,6 - Par 5 -
672,0,20952,Philip Golding,14,WGC-NEC Invit'l,3,5 - Par 3 -
688,0,20628,Arron Oberholser,14,Bay Hill Invita,2,10 - Par 4
698,0,08633,Per-Ulrik Johansson,13,Ford Champ,2,15 - Par 3
702,0,01771,Blaine McCallister,13,Wachovia Champ,4,15 - Par 5
723,0,08337,Mike Heinen,13,HP Classic,3,14 - Par 4
724,0,25396,Kevin Na,13,WGC-NEC Invit'l,1,11 - Par 4
728,0,23034,Brent Schwarzrock,13,So. Farm Bureau,2,11 - Par 5
731,0,01468,Gary Hallberg,13,Reno-Tahoe Open,1,9 - Par 5 -
740,0,24502,Adam Scott,13,Memorial Tourna,1,3 - Par 4 -
747,0,23541,Ben Crane,13,BellSouth Class,3,17 - Par 4
750,0,20676,Patrick Moore,13,Bob Hope Chrysl,5,5 - Par 3 -
755,0,19904,Paul Lawrie,12,THE PLAYERS,1,2 - Par 5 -
759,0,01473,Todd Hamilton,12,WGC-Am Express,1,9 - Par 4 -
770,0,10213,Dicky Pride,12,B.C. Open,4,8 - Par 5 -
771,0,27095,Nick Watney,12,B.C. Open,1,4 - Par 3 -
772,0,01478,Kirk Hanefeld,12,Deutsche Bank,2,9 - Par 4 -
783,0,02159,Curtis Strange,12,Ford Champ,1,5 - Par 4 -
806,0,23778,Brad Adamonis,12,HP Classic,1,6 - Par 5 -
830,0,22582,Kyle Thompson,12,MCI Heritage,1,2 - Par 5 -
845,0,08545,Glen Hnatiuk,12,Deutsche Bank,1,3 - Par 3 -
899,0,01226,Fred Couples,11,Shell Houston,1,7 - Par 4 -
909,0,10912,Craig Perks,11,THE PLAYERS,3,16 - Par 5
952,0,26758,David Hearn,11,Bell Canadian,1,10 - Par 4
961,0,26770,James Lepp,11,Bell Canadian,2,2 - Par 4 -
973,0,01261,Jay Delsing,10,Hartford Open,4,12 - Par 4
982,0,20378,Mathias Grönberg,10,John Deere Clas,1,11 - Par 4
985,0,06575,Dudley Hart,10,MCI Heritage,4,12 - Par 4
994,0,20624,David Smail,10,Hartford Open,2,17 - Par 4
