RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3+ PUTTS,TOTAL ROUNDS
1,0,52372,Cameron Champ,.07,4,56
1,0,22056,Cameron Percy,.07,3,44
3,0,45157,Cam Davis,.04,3,82
3,0,25686,Jason Dufner,.04,2,50
5,0,33141,Keegan Bradley,.03,2,80
5,0,46402,Talor Gooch,.03,2,71
5,0,35310,Lanto Griffin,.03,2,78
5,0,34098,Russell Henley,.03,2,78
5,0,27936,Martin Laird,.03,2,66
5,0,48699,Callum Tarren,.03,2,69
5,0,37189,Harold Varner III,.03,2,69
5,0,47128,Richy Werenski,.03,2,63
13,0,30978,Kiradech Aphibarnrat,.02,1,53
13,0,32366,Kevin Chappell,.02,1,55
13,0,51766,Wyndham Clark,.02,2,97
13,0,28089,Jason Day,.02,1,57
13,0,25900,Lucas Glover,.02,2,93
13,0,47988,Nick Hardy,.02,1,59
13,0,34363,Tyrrell Hatton,.02,1,64
13,0,54421,Garrick Higgo,.02,1,58
13,0,32816,Satoshi Kodaira,.02,1,51
13,0,36884,Ben Kohles,.02,1,63
13,0,39546,Keith Mitchell,.02,2,86
13,0,25198,Francesco Molinari,.02,1,53
13,0,50525,Collin Morikawa,.02,1,60
13,0,48822,Sebastián Muñoz,.02,2,83
13,0,24138,Ian Poulter,.02,1,44
13,0,46046,Scottie Scheffler,.02,2,84
13,0,27139,David Skinns,.02,1,66
13,0,34264,Hudson Swafford,.02,1,64
13,0,25493,Nick Taylor,.02,2,88
13,0,51634,Sahith Theegala,.02,2,113
13,0,33419,Cameron Tringale,.02,2,92
13,0,48887,Matt Wallace,.02,1,56
35,0,37212,Paul Barjon,.01,1,71
35,0,34255,Joseph Bramlett,.01,1,81
35,0,55708,Hayden Buckley,.01,1,91
35,0,20229,Stewart Cink,.01,1,77
35,0,39997,Corey Conners,.01,1,87
35,0,46435,Austin Cook,.01,1,69
35,0,34076,Joel Dahmen,.01,1,85
35,0,40098,Matt Fitzpatrick,.01,1,70
35,0,32102,Rickie Fowler,.01,1,71
35,0,29970,Dylan Frittelli,.01,1,93
35,0,32662,Michael Gligic,.01,1,71
35,0,31646,Emiliano Grillo,.01,1,84
35,0,24924,Bill Haas,.01,1,90
35,0,33399,Adam Hadwin,.01,1,90
35,0,46550,Brandon Hagy,.01,1,78
35,0,54628,Lee Hodges,.01,1,93
35,0,12716,Charley Hoffman,.01,1,69
35,0,35532,Tom Hoge,.01,1,96
35,0,34174,John Huh,.01,1,74
35,0,39971,Sungjae Im,.01,1,88
35,0,36799,Stephan Jaeger,.01,1,85
35,0,48117,Kurt Kitayama,.01,1,70
35,0,32757,Patton Kizzire,.01,1,90
35,0,23108,Matt Kuchar,.01,1,71
35,0,28775,Nate Lashley,.01,1,76
35,0,49766,Hank Lebioda,.01,1,80
35,0,27129,Luke List,.01,1,80
35,0,40162,Justin Lower,.01,1,72
35,0,32839,Hideki Matsuyama,.01,1,72
35,0,47993,Denny McCarthy,.01,1,100
35,0,51950,Max McGreevy,.01,1,72
35,0,36871,Matthew NeSmith,.01,1,92
35,0,30163,Henrik Norlander,.01,1,72
35,0,29908,C.T. Pan,.01,1,82
35,0,47529,Mito Pereira,.01,1,89
35,0,53165,Doc Redman,.01,1,79
35,0,34360,Patrick Reed,.01,1,70
35,0,47856,Seth Reeves,.01,1,67
35,0,47995,Davis Riley,.01,1,94
35,0,36699,Patrick Rodgers,.01,1,85
35,0,37275,Sam Ryder,.01,1,88
35,0,48081,Xander Schauffele,.01,1,72
35,0,33486,Roger Sloan,.01,1,73
35,0,46340,Alex Smalley,.01,1,93
35,0,39324,J.J. Spaun,.01,1,95
35,0,29518,Brendan Steele,.01,1,73
35,0,33448,Justin Thomas,.01,1,76
35,0,27770,Camilo Villegas,.01,1,69
35,0,27095,Nick Watney,.01,1,76
35,0,47483,Will Zalatoris,.01,1,76
