RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
89,0,02101,Joey Sindelar,2.78,200,72
93,0,02279,Mark Wiebe,2.80,213,76
94,0,08075,Jerry Kelly,2.81,303,108
94,0,01797,Rocco Mediate,2.81,222,79
96,0,06599,John Elliott,2.82,223,79
96,0,01553,John Huston,2.82,203,72
96,0,01707,Steve Lowery,2.82,279,99
96,0,12660,Jesper Parnevik,2.82,175,62
96,0,07749,Brett Quigley,2.82,169,60
96,0,02218,Ted Tryba,2.82,305,108
102,0,01748,Doug Martin,2.83,272,96
102,0,08385,Omar Uresti,2.83,292,103
104,0,01157,Tom Byrum,2.84,253,89
104,0,01374,Robin Freeman,2.84,224,79
104,0,01549,Mike Hulbert,2.84,287,101
104,0,02131,Mike Springer,2.84,247,87
108,0,01024,Billy Andrade,2.85,245,86
108,0,19881,Robert Damron,2.85,311,109
108,0,02239,Scott Verplank,2.85,242,85
111,0,20498,Briny Baird,2.86,223,78
111,0,01249,John Daly,2.86,180,63
111,0,01376,Bob Friend,2.86,326,114
111,0,01457,Jay Haas,2.86,217,76
111,0,06617,Brian Henninger,2.86,275,96
111,0,20127,Chris Riley,2.86,240,84
117,0,01014,Fulton Allem,2.88,219,76
117,0,20029,Notah Begay III,2.88,279,97
117,0,01887,Mark O'Meara,2.88,164,57
120,0,01093,Ronnie Black,2.89,162,56
120,0,01132,Mark Brooks,2.89,315,109
120,0,01161,Mark Calcavecchia,2.89,269,93
120,0,07763,Doug Dunakey,2.89,251,87
120,0,06621,Joe Durant,2.89,228,79
120,0,01685,J.L. Lewis,2.89,275,95
126,0,01035,Tommy Armour III,2.90,255,88
126,0,21949,Joe Ogilvie,2.90,267,92
128,0,01127,Danny Briggs,2.91,221,76
128,0,19846,Brian Gay,2.91,201,69
128,0,10425,Jay Williamson,2.91,239,82
131,0,01920,Craig Parry,2.92,187,64
131,0,02246,Duffy Waldorf,2.92,251,86
131,0,02294,Willie Wood,2.92,210,72
134,0,10457,Frank Nobilo,2.93,237,81
135,0,10569,Mike Brisky,2.94,226,77
135,0,01331,Rick Fehr,2.94,209,71
135,0,06140,Sean Murphy,2.94,244,83
138,0,01761,Len Mattiace,2.95,274,93
138,0,06613,Tommy Tolles,2.95,227,77
140,0,20099,Doug Barron,2.97,264,89
140,0,01185,Brandel Chamblee,2.97,226,76
140,0,01329,Brad Faxon,2.97,187,63
143,0,02267,D.A. Weibring,2.98,158,53
144,0,01323,Brad Fabel,2.99,263,88
144,0,01569,Peter Jacobsen,2.99,218,73
144,0,06332,Neal Lancaster,2.99,275,92
147,0,20213,Katsumasa Miyamoto,3.00,180,60
147,0,02023,Clarence Rose,3.00,144,48
147,0,08375,Paul Stankowski,3.00,231,77
150,0,01266,Clark Dennis,3.01,268,89
150,0,12823,Carlos Franco,3.01,202,67
150,0,11011,Mike Sposa,3.01,268,89
153,0,06581,David Sutherland,3.02,272,90
154,0,01063,Ben Bates,3.03,300,99
154,0,01191,Barry Cheesman,3.03,294,97
156,0,01891,David Ogrin,3.04,173,57
157,0,12663,Phil Tataurangi,3.06,217,71
158,0,01577,Lee Janzen,3.07,249,81
159,0,01116,Michael Bradley,3.08,228,74
159,0,06064,Jeff Gallagher,3.08,283,92
159,0,08553,Lee Porter,3.08,271,88
162,0,20124,Alan Bratton,3.10,223,72
162,0,07101,Dave Stockton Jr.,3.10,276,89
164,0,10962,Bradley Hughes,3.13,300,96
164,0,10107,Deane Pappas,3.13,257,82
166,0,01072,Chip Beck,3.14,232,74
166,0,23614,Rich Beem,3.14,201,64
166,0,08123,Jeff Brehaut,3.14,242,77
169,0,01905,Joe Ozaki,3.16,155,49
170,0,19824,Craig Barlow,3.18,270,85
170,0,02007,Larry Rinker,3.18,280,88
170,0,23621,Rory Sabbatini,3.18,248,78
173,0,06809,Bob Burns,3.19,284,89
174,0,07753,Kevin Wentworth,3.27,232,71
175,0,12652,Cameron Beckman,3.31,268,81
176,0,11123,Chris Couch,3.36,242,72
177,0,01385,Jim Gallagher Jr.,3.37,276,82
177,0,10733,Kent Jones,3.37,226,67
179,0,07781,Ty Armstrong,3.39,261,77
179,0,02321,Fuzzy Zoeller,3.39,183,54
181,0,06655,Geoffrey Sisk,3.42,270,79
181,0,02106,Chris Smith,3.42,267,78
183,0,23349,Charles Warren,3.45,238,69
184,0,01975,Tom Purtzer,3.46,180,52
184,0,02242,Lanny Wadkins,3.46,197,57
186,0,01633,Tom Kite,3.52,204,58
187,0,01705,Tim Loustalot,3.53,233,66
188,0,23623,Bo Van Pelt,3.55,259,73
189,0,21959,Ted Purdy,3.58,229,64
190,0,22292,David Seawell,3.63,185,51
191,0,01604,Steve Jurgensen,3.65,201,55
191,0,02099,Scott Simpson,3.65,208,57
