RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK,CURRENT STREAK
1,0,01355,Raymond Floyd,511,3
2,0,01968,Nick Price,285,144
3,0,01559,Hale Irwin,273,118
4,0,01235,Ben Crenshaw,264,130
5,0,01837,Gil Morgan,257,7
6,0,02135,Mike Standly,252,12
7,0,02099,Scott Simpson,246,17
8,0,01313,Steve Elkington,239,37
9,0,01214,Frank Conner,234,126
10,0,01823,Larry Mize,225,5
10,0,01928,Corey Pavin,225,10
12,0,06090,Jim McGovern,211,26
13,0,01306,David Edwards,204,3
14,0,01553,John Huston,201,2
14,0,08277,Greg Lesher,201,5
14,0,02104,Jeff Sluman,201,42
17,0,02223,Bob Tway,197,28
18,0,01701,Bob Lohr,194,21
18,0,01706,Davis Love III,194,8
20,0,01303,Bob Eastwood,193,10
21,0,01996,Mike Reid,192,11
22,0,06575,Dudley Hart,190,27
22,0,01495,Morris Hatalsky,190,41
24,0,02230,Stan Utley,189,48
25,0,01196,Brian Claar,188,15
26,0,02292,Bob Wolcott,187,8
27,0,01320,Bob Estes,186,1
28,0,01878,Andy North,185,21
29,0,01132,Mark Brooks,182,3
29,0,01723,Andrew Magee,182,13
29,0,01846,Jodie Mudd,182,160
32,0,01072,Chip Beck,181,44
33,0,01468,Gary Hallberg,179,17
34,0,06012,Greg Kraft,178,12
35,0,01331,Rick Fehr,177,78
35,0,01876,Greg Norman,177,177
37,0,01926,Steve Pate,176,12
38,0,01042,Paul Azinger,175,0
38,0,01639,Kenny Knox,175,6
40,0,01307,Joel Edwards,174,7
40,0,01648,Billy Kratzert,174,29
40,0,02167,Mike Sullivan,174,94
43,0,01023,Jerry Anderson,173,5
44,0,01288,Ed Dougherty,170,16
44,0,01414,Bob Gilder,170,56
44,0,01960,Don Pooley,170,49
47,0,01353,Bruce Fleisher,168,26
47,0,01378,David Frost,168,4
49,0,02160,Ron Streck,167,12
50,0,08537,J.P. Hayes,165,163
50,0,06122,Greg Hickman,165,51
52,0,02111,Mike Smith,164,14
53,0,02267,D.A. Weibring,163,14
54,0,06044,Scott Gump,162,69
54,0,02090,Tom Sieckmann,162,42
56,0,01549,Mike Hulbert,161,6
56,0,02148,Ray Stewart,161,7
58,0,01810,Phil Mickelson,158,14
58,0,02298,Jim Woodward,158,82
60,0,01457,Jay Haas,157,12
60,0,01892,Aki Ohmachi,157,7
60,0,01945,Kenny Perry,157,21
63,0,01766,Billy Mayfair,156,52
63,0,01958,Dan Pohl,156,18
65,0,06332,Neal Lancaster,155,40
65,0,01975,Tom Purtzer,155,14
65,0,02159,Curtis Strange,155,78
68,0,01162,Rex Caldwell,154,63
