RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
1,0,10117,Bob Heintz,1.60,17,1062
2,0,10809,Jim Furyk,1.67,25,1494
3,0,19846,Brian Gay,1.68,29,1728
4,0,26881,Jarrod Lyle,1.71,20,1170
5,0,20160,Charlie Wi,1.75,29,1656
6,0,02239,Scott Verplank,1.77,28,1584
7,0,09011,David Duval,1.79,18,1008
7,0,01329,Brad Faxon,1.79,19,1062
9,0,01928,Corey Pavin,1.83,24,1314
10,0,20593,Greg Chalmers,1.90,29,1530
10,0,23983,Luke Donald,1.90,26,1368
12,0,21731,Freddie Jacobson,1.94,29,1494
13,0,23325,Vaughn Taylor,1.96,31,1584
14,0,06527,Steve Stricker,1.97,28,1422
15,0,27466,Spencer Levin,2.00,27,1350
16,0,21961,Charles Howell III,2.02,36,1782
17,0,22371,Aaron Baddeley,2.05,24,1170
18,0,08793,Tiger Woods,2.06,23,1116
19,0,23497,Tag Ridings,2.11,19,900
20,0,27933,John Merrick,2.14,35,1638
21,0,23048,Eric Axley,2.19,28,1278
22,0,01142,Bart Bryant,2.20,23,1044
23,0,10860,Justin Leonard,2.26,37,1638
23,0,25345,Carl Pettersson,2.26,35,1548
25,0,21805,Harrison Frazar,2.27,38,1674
25,0,02206,David Toms,2.27,40,1764
27,0,20157,Retief Goosen,2.28,30,1314
28,0,06251,Chris DiMarco,2.29,40,1746
28,0,24503,Jeff Klauk,2.29,40,1746
30,0,01035,Tommy Armour III,2.30,24,1044
31,0,10585,Scott McCarron,2.32,38,1638
32,0,23135,Tim Clark,2.35,33,1404
32,0,01320,Bob Estes,2.35,33,1404
32,0,08075,Jerry Kelly,2.35,38,1620
32,0,22348,Nick O'Hern,2.35,38,1620
36,0,20229,Stewart Cink,2.36,31,1314
37,0,25396,Kevin Na,2.38,39,1638
38,0,27649,Brandt Snedeker,2.40,35,1458
39,0,21350,Ryuji Imada,2.42,37,1530
40,0,22046,Geoff Ogilvy,2.47,32,1296
